collected_frames,state/lin_vel_mean,state/lin_vel_max,state/ang_vel_mean,state/ang_vel_max,state/roll_deg_mean,state/roll_deg_max,state/pitch_deg_mean,state/pitch_deg_max,state/dist_to_goal,state/clearance_mean,state/clearance_min,state/pct_healthy
5373952,0.1777743457547243,1.0932021448949734,0.11867172982409058,1.4998885006699936,0.9050808808736851,22.84598373991987,3.1017884347301696,43.52192209753017,3.9485757975693208,0.06292012812996126,-0.027729982926779573,1.0
5439488,0.340056159067899,1.182692360598594,0.2950962195172906,2.1923655634745955,0.7455579740926623,25.793873235583305,3.2145508639514446,36.8248625099659,4.257761478424072,0.07417958101723343,-0.138143805321306,1.0
5505024,0.33772594202309847,1.1929434505291283,0.29937936225906014,2.3059287825599313,0.824956530239433,29.131930232048035,3.2450206875801086,51.68679693341255,4.121651981025934,0.07329722674330696,-0.3987073046155274,1.0
5570560,0.3281173298601061,1.0775824156589806,0.2918304482009262,2.06966071203351,0.9225884056650102,30.80067627131939,3.4406244568526745,55.335980862379074,4.046002760529518,0.07501768768997863,-0.07743065817339811,1.0
5636096,0.3264437853358686,1.1062911399640143,0.2934964026790112,2.077043604105711,1.0541970622725785,46.23290076851845,3.7737266402691603,50.876379162073135,4.001179825514555,0.0762796177295968,-0.42595160915516317,1.0
5701632,0.1970199245555573,1.1702140806669212,0.11746785780751562,1.593508805720562,0.5125177690684963,19.970384689205023,2.5090123199302345,47.157782895714945,4.007321228463966,0.061319451694971466,-0.046596753876656294,1.0
5767168,0.3499099435284734,1.3463904769159853,0.29896117793396115,2.5690172612667084,0.8807672457769513,30.091473788022995,3.460150955244899,43.632472306489944,4.2777857221663,0.07531907595694065,-0.32772921374998987,1.0
5832704,0.347657309146598,1.2661318480968475,0.30003167991526425,2.593601930886507,0.8105881582014263,29.679087668657303,2.8496415577828884,46.44536837935448,4.068126522004604,0.07207565003773198,-0.30024773394688964,1.0
5898240,0.33825150690972805,1.3968885843642056,0.3009569270070642,2.4172229431569576,0.9851435138843954,42.652521044015884,3.4793439637869596,58.321723997592926,3.8992527797818184,0.07406148820882663,-0.3373573718126863,1.0
5963776,0.32491048821248114,1.3930017920210958,0.2892829179763794,1.9866897696629167,1.1509227575734258,32.00204126536846,4.099441321566701,51.3260954618454,3.7931521888822317,0.07843396987300366,-0.052432744938414544,1.0
6029312,0.18862703929554267,1.0038606805883976,0.11915828290406659,1.3506757260288997,1.0429691231300415,24.825833330233863,2.631653534608938,36.2980365288859,3.97620652526258,0.05682364893875208,-0.024079303658309292,1.0
6094848,0.3364541232585907,1.0787884485907853,0.29586999444290996,1.9996118424460292,1.0517397541552782,53.73759266734123,3.1441886331886053,47.08662900328636,4.194210980087519,0.07475018268451095,-0.10425277041213121,1.0
6160384,0.33669847063720226,1.1769502214156091,0.29392283991910517,2.2352127209305763,1.0257257847115397,52.56606110930443,2.9739903304725885,57.474331974983215,4.039202328771353,0.07203215413028374,-0.3414833878632635,1.0
6225920,0.3316055075265467,1.117833077441901,0.2843026623595506,2.0113680977374315,1.0233994643203914,48.60105061531067,3.132318925112486,47.47861382365227,3.9221268706023693,0.07392367155989632,-0.15561500407056883,1.0
6291456,0.32790165208280087,1.2430347274057567,0.287667055381462,2.847984598018229,1.1577837662771344,48.01023510098457,3.759720206260681,58.75877672433853,3.82805522531271,0.07707709219539538,-0.22580494708381593,1.0
6356992,0.1965886633450457,0.9683861432888781,0.1201465368405523,1.449169278212161,0.5263317254770278,27.043754658269055,2.404123217344329,41.9020264249699,3.9778613622289107,0.05783020255032433,-0.017624722573491014,1.0
6422528,0.3600643966346979,1.2452207230962813,0.3038262340705842,2.5722808595746756,0.5657796054147184,37.7058182656765,3.3754402324557304,48.91103833913803,4.14283237978816,0.07303156127454713,-0.016641430906020105,1.0
6488064,0.3478527832776308,1.0924398675560951,0.2958725232165307,2.109614960849285,0.7057185247540474,37.85033239424229,3.135155890136957,64.57590672373772,3.927038162946701,0.07367601268924773,-0.33421298139728606,1.0
6553600,0.33282074914313853,1.1334241358563304,0.2865089348051697,2.1893587857484818,0.8032148159109056,48.220809161663055,3.2087115049362183,55.81265717744827,3.8230792358517647,0.0757408004719764,-0.11745161400176585,1.0
6619136,0.32989295455627143,1.4338640999048948,0.28204483061563224,2.220934445038438,0.8914786130189896,41.042688459157944,3.2333663552999496,49.61930313706398,3.772601380944252,0.07577882678015158,-0.04101159784477204,1.0
6684672,0.19135018830266165,0.9662090667400015,0.12545187527829982,1.6433548145444996,0.885878204106471,32.5170651902108,3.1439242234638702,50.7701783620427,3.9061100028724556,0.05783223026117916,-0.028301609427589608,1.0
6750208,0.34899050323292613,1.0658456590026617,0.29935970017686486,2.274017347022891,0.8660018001683056,57.6210720539093,3.565071702003479,52.840357184410095,4.063902920112014,0.0738571792608127,-0.181800140067935,1.0
6815744,0.3363813296891749,1.13047444075346,0.29801855399273336,2.282696190290153,0.920099560637027,34.951243221759796,4.1873514372855425,65.59688752889633,3.881463347002864,0.07951398083241656,-0.252005014102906,1.0
6881280,0.3203355090226978,1.0846427869983017,0.2774380707414821,2.2219800921157002,1.0215153768658638,41.96917241811752,3.9895448461174965,61.99430534243584,3.80530103482306,0.0829531736089848,-0.016561125870794058,1.0
6946816,0.324867577990517,1.4697739584371448,0.28071073489263654,2.37454004958272,1.173498003743589,43.593586921691895,4.074953060597181,66.62145242094994,3.7866230327636003,0.08091456111287698,-0.030560605286154896,1.0
7012352,0.18870600544095759,1.0107037253588078,0.1277657005885414,1.6132704758433154,1.3012328053942421,29.923245314475015,2.338120741773879,42.4073942101684,3.865389895905931,0.06204644218367715,-0.013259729235825768,1.0
7077888,0.3581870284397155,1.0568766719661653,0.3250122999306768,2.2730461126193404,0.8674087743274868,53.1218139231205,3.406903527677059,53.02927553653717,4.035719649866223,0.07448813441442326,-0.013479220448061824,1.0
7143424,0.34347413619980216,1.061622656416148,0.3152816358488053,1.9342832332476974,0.946912829298526,37.343781650066376,3.2435170747339725,55.66722923517227,3.785967458039522,0.07747909717727453,-0.019368645269423723,1.0
