collected_frames,rew/shaping,rew/step_penalty,rew/terminal_bonus,rew/total_reward,rew/action_bonus,rew/roll_penalty,rew/roll_rate_penalty,rew/pitch_penalty,rew/pitch_rate_penalty
8060928,0.18676323408726603,-0.19999999999999954,0.00128173828125,-0.012548506579150853,0.06905203958740458,-0.0011989384429398342,-0.029807288010488264,-0.005629684867017204,-0.03300960462365765
8126464,0.18220901465974748,-0.19999999999999954,-0.00128173828125,-0.01873563037270287,0.06859060714486986,-0.0014079661650612252,-0.029722743172897026,-0.0046210731779865455,-0.03250465360179078
8192000,0.1757044419646263,-0.19999999999999954,0.001922607421875,-0.022556376658030786,0.06853837432572618,-0.0018316069454158423,-0.02999519821605645,-0.004747933904582169,-0.032148078782483935
8257536,0.15906946174800396,-0.19999999999999954,-0.00213623046875,-0.04425543313845992,0.06805060635088012,-0.0019792847569988226,-0.028621816614759155,-0.0051124464262102265,-0.03353350778343156
8323072,0.2722169754561037,-0.19999999999999954,0.00042724609375,0.08685057133970986,0.06903367047198117,-0.0008401258176036208,-0.020347855483123567,-0.003579607655865402,-0.030059729411732405
8388608,0.1932674867566675,-0.19999999999999954,0.000640869140625,0.00037185740347922547,0.06929491774644703,-0.001299353167269146,-0.02241941966349259,-0.005024852187489159,-0.03408778985613026
8454144,0.17663977900519967,-0.19999999999999954,0.00042724609375,-0.014997443022366497,0.06934287981130183,-0.0016021233504943666,-0.021753320237621665,-0.0046769201653660275,-0.03337616803764831
8519680,0.16354476497508585,-0.19999999999999954,0.0,-0.028530965033496614,0.0697362469509244,-0.0017265468104596948,-0.020953697341610678,-0.005181307657039724,-0.03395815436670091
8585216,0.1475640288554132,-0.19999999999999954,-0.001922607421875,-0.05018572221160866,0.06927426386391744,-0.0020261259014660027,-0.022241782455239445,-0.006176562728796853,-0.03466551034944132
8650752,0.266295884270221,-0.19999999999999954,0.000213623046875,0.07824268624972319,0.06765123893273994,-0.00052839297745777,-0.02177197632045136,-0.003929504173811438,-0.029688186579733156
8716288,0.190041673486121,-0.19999999999999954,0.0,-0.0072639760724086955,0.06868652382399887,-0.0012187598613309092,-0.02603906455624383,-0.006153230755444383,-0.03258077222562861
8781824,0.1702629467472434,-0.19999999999999954,-0.00042724609375,-0.028461653093472705,0.06729940907098353,-0.0016638179840811063,-0.025930538133252412,-0.006429559594835155,-0.03157407710386906
8847360,0.15833950694650412,-0.19999999999999954,0.000213623046875,-0.04113064101693453,0.06782936659874395,-0.0018858749645005446,-0.026362488162703812,-0.007804496442986419,-0.03146179040777497
8912896,0.14963407441973686,-0.19999999999999954,-0.00128173828125,-0.05409894741023891,0.06764532258966938,-0.0022816363434685627,-0.02753489244787488,-0.009272019182390068,-0.031015157481306233
8978432,0.26057692512404174,-0.19999999999999954,-0.000213623046875,0.061870344579801895,0.06685272743925452,-0.000817745574181572,-0.026645158402970992,-0.007110132763955335,-0.03077170840697363
9043968,0.19173126597888768,-0.19999999999999954,0.0,-0.018414784970445908,0.06768248969456181,-0.00260018651442806,-0.031457665987545624,-0.011549979397386778,-0.03222070545598399
9109504,0.16394111805129796,-0.19999999999999954,-0.00042724609375,-0.045238623046316206,0.06640938692726195,-0.0030756749511056114,-0.030407414029468782,-0.011439305315434467,-0.030240073247114196
9175040,0.1570284829940647,-0.19999999999999954,-0.000640869140625,-0.05305079495883547,0.06587145043886267,-0.003420111912419088,-0.02992724024807103,-0.0120483979335404,-0.02991732042573858
9240576,0.1529038428561762,-0.19999999999999954,0.00128173828125,-0.055719851137837395,0.06548078355262987,-0.004090337071829708,-0.029720496138907038,-0.012391159361868631,-0.029184257029555738
9306112,0.23803608387243003,-0.19999999999999954,0.0,0.04022444444672146,0.06466781860217452,-0.0011052059776375245,-0.026579550678434316,-0.006417361266358057,-0.028377338385325857
9371648,0.19602453080005944,-0.19999999999999954,-0.000213623046875,-0.015401815538098163,0.0662846946506761,-0.003169920568325324,-0.033455169381340966,-0.011337414078298025,-0.02953442433499731
9437184,0.17192076263017952,-0.19999999999999954,-0.001068115234375,-0.04039771290263161,0.06723948603030294,-0.003240291751353652,-0.03240970584738534,-0.012002759096503723,-0.030841104948194697
9502720,0.16151121619623154,-0.19999999999999954,-0.00128173828125,-0.05010603340633679,0.06607619393616915,-0.003158104449539678,-0.03126647594035603,-0.012449435183953028,-0.029541667012381367
9568256,0.16142773069441319,-0.19999999999999954,0.0008544921875,-0.04538081492501078,0.06602612222195603,-0.0030733652001799783,-0.028973192980629392,-0.012283419557206798,-0.02936067132395692
9633792,0.24029298010282218,-0.19999999999999954,0.000213623046875,0.054598366401478415,0.06518173555377871,-0.0005414244559460712,-0.020793498370039742,-0.002918777485319879,-0.026836269564228132
9699328,0.1873303597094491,-0.19999999999999954,0.0,-0.007799037279255572,0.06705504393903539,-0.0013393429171628668,-0.024028200597967952,-0.005789985982119106,-0.031026909346110187
9764864,0.18294304329901934,-0.19999999999999954,-0.00042724609375,-0.014006226289893675,0.06708079762756824,-0.0012973820421393611,-0.02425074580241926,-0.005600361633696593,-0.03245359248830937
9830400,0.16467719164211303,-0.19999999999999954,-0.0008544921875,-0.03468635196804826,0.06776331411674619,-0.0016720979838282801,-0.025078118487726897,-0.006674298867437756,-0.0328509391983971
9895936,0.15476616472005844,-0.19999999999999954,-0.00042724609375,-0.04363906229264103,0.06722538112080656,-0.00199691549732961,-0.024511816183803603,-0.006697994067508262,-0.03199722993304022
