attempt,collected_frames,action/v_mean,action/w_mean,action/front_mean,action/rear_mean
0,131072,0.6000000238418579,0.0,-0.00016021728515625,0.003173828125
0,262144,0.6000000238418579,0.0,0.0016021728515625,-0.00035858154296875
0,393216,0.6000000238418579,0.0,0.00140380859375,-0.0011749267578125
0,524288,0.6000000238418579,0.0,0.00225830078125,-0.00048065185546875
0,655360,0.6000000238418579,0.0,0.0013427734375,0.00067138671875
0,786432,0.6000000238418579,0.0,0.00201416015625,-0.0054779052734375
0,917504,0.6000000238418579,0.0,-0.00530242919921875,-0.006988525390625
0,1048576,0.6000000238418579,0.0,-0.0049285888671875,-0.0045013427734375
0,1179648,0.6000000238418579,0.0,-0.006317138671875,-0.00518035888671875
0,1310720,0.6000000238418579,0.0,-0.49004364013671875,-0.64202880859375
0,1441792,0.6000000238418579,0.0,-0.02447509765625,-0.0292510986328125
0,1572864,0.6000000238418579,0.0,-0.01653289794921875,-0.0189361572265625
0,1703936,0.6000000238418579,0.0,-0.00217437744140625,-0.02355194091796875
0,1835008,0.6000000238418579,0.0,-0.0008392333984375,-0.01903533935546875
0,1966080,0.6000000238418579,0.0,0.003448486328125,-0.021148681640625
0,2097152,0.6000000238418579,0.0,0.00795745849609375,-0.0110931396484375
0,2228224,0.6000000238418579,0.0,-0.01141357421875,-0.00966644287109375
0,2359296,0.6000000238418579,0.0,-0.164215087890625,-0.4921722412109375
0,2490368,0.6000000238418579,0.0,-0.01236724853515625,-0.0409698486328125
0,2621440,0.6000000238418579,0.0,-0.009918212890625,-0.02776336669921875
0,2752512,0.6000000238418579,0.0,0.00605010986328125,-0.01184844970703125
0,2883584,0.6000000238418579,0.0,0.0131072998046875,-0.00905609130859375
0,3014656,0.6000000238418579,0.0,0.01131439208984375,-0.0139923095703125
0,3145728,0.6000000238418579,0.0,0.01195526123046875,-0.011627197265625
0,3276800,0.6000000238418579,0.0,0.00437164306640625,-0.01482391357421875
0,3407872,0.6000000238418579,0.0,0.13143157958984375,0.4697113037109375
0,3538944,0.6000000238418579,0.0,-0.0162353515625,-0.0112762451171875
0,3670016,0.6000000238418579,0.0,0.02104949951171875,-0.00121307373046875
0,3801088,0.6000000238418579,0.0,-0.00768280029296875,-0.01348114013671875
0,3932160,0.6000000238418579,0.0,-0.0074005126953125,-0.02098846435546875
0,4063232,0.6000000238418579,0.0,0.0126495361328125,-0.011627197265625
0,4194304,0.6000000238418579,0.0,0.00112152099609375,0.010650634765625
0,4325376,0.6000000238418579,0.0,-0.000396728515625,-0.01021575927734375
0,4456448,0.6000000238418579,0.0,0.48486328125,0.158538818359375
0,4587520,0.6000000238418579,0.0,0.0806427001953125,0.0089111328125
0,4718592,0.6000000238418579,0.0,0.0199127197265625,0.016754150390625
0,4849664,0.6000000238418579,0.0,0.00849151611328125,0.003265380859375
0,4980736,0.6000000238418579,0.0,0.02367401123046875,0.02121734619140625
0,5111808,0.6000000238418579,0.0,-0.01149749755859375,0.0256195068359375
0,5242880,0.6000000238418579,0.0,0.034271240234375,0.00708770751953125
0,5373952,0.6000000238418579,0.0,0.029693603515625,0.01741790771484375
0,5505024,0.6000000238418579,0.0,0.380828857421875,0.3497467041015625
0,5636096,0.6000000238418579,0.0,0.09940338134765625,0.070404052734375
0,5767168,0.6000000238418579,0.0,0.01212310791015625,0.03023529052734375
0,5898240,0.6000000238418579,0.0,0.03600311279296875,0.0310821533203125
0,6029312,0.6000000238418579,0.0,0.01007080078125,0.0467529296875
0,6160384,0.6000000238418579,0.0,0.059326171875,0.0289459228515625
0,6291456,0.6000000238418579,0.0,0.04236602783203125,-0.01529693603515625
0,6422528,0.6000000238418579,0.0,0.0278167724609375,0.01267242431640625
0,6553600,0.6000000238418579,0.0,0.8012237548828125,-0.11231231689453125
0,6684672,0.6000000238418579,0.0,0.0410308837890625,0.06432342529296875
0,6815744,0.6000000238418579,0.0,0.0701141357421875,0.00710296630859375
0,6946816,0.6000000238418579,0.0,0.07848358154296875,0.0443267822265625
0,7077888,0.6000000238418579,0.0,0.00019073486328125,0.06134796142578125
0,7208960,0.6000000238418579,0.0,0.0910797119140625,0.06542205810546875
0,7340032,0.6000000238418579,0.0,0.07575225830078125,0.07549285888671875
0,7471104,0.6000000238418579,0.0,0.157012939453125,0.031829833984375
0,7602176,0.6000000238418579,0.0,0.0222015380859375,0.5300827026367188
0,7733248,0.6000000238418579,0.0,0.0687255859375,0.14432525634765625
0,7864320,0.6000000238418579,0.0,0.12042236328125,0.03350830078125
0,7995392,0.6000000238418579,0.0,0.08011627197265625,0.0843505859375
0,8126464,0.6000000238418579,0.0,-0.03108978271484375,0.0299072265625
0,8257536,0.6000000238418579,0.0,0.0568695068359375,-0.014495849609375
0,8388608,0.6000000238418579,0.0,-0.08397674560546875,0.08063507080078125
0,8519680,0.6000000238418579,0.0,0.02812957763671875,0.08835601806640625
0,8650752,0.6000000238418579,0.0,-0.01172637939453125,0.7561798095703125
0,8781824,0.6000000238418579,0.0,0.0250244140625,0.2325439453125
0,8912896,0.6000000238418579,0.0,0.082733154296875,0.074920654296875
0,9043968,0.6000000238418579,0.0,0.03089141845703125,0.09282684326171875
0,9175040,0.6000000238418579,0.0,0.215301513671875,0.05927276611328125
0,9306112,0.6000000238418579,0.0,0.12172698974609375,0.1655731201171875
0,9437184,0.6000000238418579,0.0,-0.0499114990234375,0.04514312744140625
1,131072,0.6000000238418579,0.0,-0.00016021728515625,0.003173828125
1,262144,0.6000000238418579,0.0,0.004638671875,-0.00057220458984375
1,393216,0.6000000238418579,0.0,-0.00151824951171875,-0.00403594970703125
1,524288,0.6000000238418579,0.0,0.0074615478515625,0.0060577392578125
1,655360,0.6000000238418579,0.0,-0.008209228515625,0.00400543212890625
