attempt,collected_frames,rew/flipper_penalty,rew/pitch_penalty,rew/contact_penalty,rew/terminal_bonus,rew/total_reward
0,131072,-0.0011426929959270637,-5.4653226551161505e-05,-0.0034466679962861235,0.003570556640625,-0.0010733416593211587
0,262144,-0.0010631998229655437,-0.00013101304381279988,-0.004113967084776959,0.0027923583984375,-0.002515418208531628
0,393216,-0.0010990038763338816,-0.00010367139267941639,-0.0037973708804202033,-0.008575439453125,-0.013575049692462926
0,524288,-0.001054291020409437,-0.0001052440031230617,-0.004006569752164069,0.000518798828125,-0.004647068671147281
0,655360,-0.0010567941553745186,-0.00011298418246497022,-0.0038723264678992564,-0.00494384765625,-0.009985672063521633
0,786432,-0.0010634357604430988,-0.00010511846028293803,-0.003980801948273438,-0.0011444091796875,-0.006293452544923639
0,917504,-0.0010457453108756454,-0.0001288355646238415,-0.00409012444288237,0.0004730224609375,-0.0047914795891301765
0,1048576,-0.0010647299213815131,-0.00011665906646385338,-0.003926973529814859,-0.00469970703125,-0.009807955500491516
0,1179648,-0.0010775769351312192,-0.00012748673373152997,-0.003938420479244087,-0.0010986328125,-0.006241601657166029
0,1310720,-0.000761896742915269,-8.046433615049864e-05,-0.004803522258953308,-0.002349853515625,-0.007993090418040083
0,1441792,-0.0008962873212112754,-4.7976331927657156e-05,-0.004375962249469012,-0.0006256103515625,-0.005944855412053585
0,1572864,-0.0009668593093010713,-5.181855009084302e-05,-0.0040225274442491354,-0.003448486328125,-0.008489585804454691
0,1703936,-0.0009850495334831066,-7.057677873945067e-05,-0.003984845126979053,-0.0016632080078125,-0.006703566459236754
0,1835008,-0.0009652222129261645,-7.607591882674569e-05,-0.004014912912680302,-0.002197265625,-0.007253401944581128
0,1966080,-0.0009682168260951585,-9.452275071453187e-05,-0.004033425640955102,-0.0018310546875,-0.006927180176717229
0,2097152,-0.000970264496118034,-0.00010862960817803469,-0.003946135710066301,-0.0007171630859375,-0.005742115857174213
0,2228224,-0.0009861511566668923,-0.00011057175811401976,-0.003874890548104304,-0.001861572265625,-0.0068329936229929444
0,2359296,-0.0007431458375322109,-1.9985825765900245e-05,-0.004557315936835948,-0.00213623046875,-0.00745591217355468
0,2490368,-0.0008460958651994588,-2.309865534044775e-05,-0.0044472850240708794,0.000701904296875,-0.004614533944277355
0,2621440,-0.0009835777846092242,-3.8469911160632364e-05,-0.004017204113551998,-0.0060272216796875,-0.011066396966725733
0,2752512,-0.0010156069370168552,-5.201180977110198e-05,-0.004071792620379711,7.62939453125e-05,-0.0050630395680855145
0,2883584,-0.0010303596154699335,-5.876847637864557e-05,-0.003996608502347954,-0.0042266845703125,-0.009312340383075934
0,3014656,-0.001046608665092208,-7.918632832115691e-05,-0.003938688309062854,-0.0016021728515625,-0.006666540537025867
0,3145728,-0.001015133007967961,-7.326918475314415e-05,-0.004070948591106571,-0.0001068115234375,-0.005266043080609961
0,3276800,-0.0010138518082385417,-6.239826515752611e-05,-0.004021148593892576,-0.00384521484375,-0.008942613491399243
0,3407872,-0.001018288477553142,-1.2192817635536812e-05,-0.0034692382178036496,-0.000396728515625,-0.004896447993360198
0,3538944,-0.0010672396347217727,-4.139494710386771e-05,-0.004002723637313466,-0.0002899169921875,-0.005401275132498995
0,3670016,-0.0010839581891559646,-5.2177346134385516e-05,-0.003935566504878807,-0.0034942626953125,-0.00856588956730775
