attempt,collected_frames,failure/rollover,failure/out_of_range,failure/shock_high
0,131072,2.288818359375e-05,0.0,0.0
0,262144,7.62939453125e-05,0.0,0.0
0,393216,6.866455078125e-05,1.52587890625e-05,0.0
0,524288,4.57763671875e-05,0.0,0.0
0,655360,5.340576171875e-05,0.0,0.0
0,786432,6.103515625e-05,0.0,0.0
0,917504,3.814697265625e-05,0.0,0.0
0,1048576,2.288818359375e-05,0.0,0.0
0,1179648,9.918212890625e-05,0.0,0.0
0,1310720,0.00041548028049698797,0.0,0.0
0,1441792,0.00018310546875,0.0,0.0
0,1572864,1.52587890625e-05,7.62939453125e-06,0.0
0,1703936,2.288818359375e-05,0.0,0.0
0,1835008,7.62939453125e-06,7.62939453125e-06,0.0
0,1966080,7.62939453125e-06,0.0,0.0
0,2097152,1.52587890625e-05,0.0,0.0
0,2228224,3.0517578125e-05,7.62939453125e-06,0.0
0,2359296,0.0001080984092620482,0.0,0.0
0,2490368,7.62939453125e-06,0.0,0.0
0,2621440,7.62939453125e-06,7.62939453125e-06,0.0
0,2752512,1.52587890625e-05,0.0,0.0
0,2883584,1.52587890625e-05,0.0,0.0
0,3014656,2.288818359375e-05,0.0,0.0
0,3145728,2.288818359375e-05,0.0,0.0
0,3276800,0.0,0.0,0.0
0,3407872,4.412179969879518e-06,0.0,0.0
0,3538944,0.0,0.0,0.0
0,3670016,7.62939453125e-06,7.62939453125e-06,0.0
0,3801088,3.0517578125e-05,0.0,0.0
0,3932160,1.52587890625e-05,7.62939453125e-06,0.0
0,4063232,7.62939453125e-06,0.0,0.0
0,4194304,2.288818359375e-05,0.0,0.0
0,4325376,2.288818359375e-05,0.0,0.0
0,4456448,4.044498305722892e-05,1.3236539909638554e-05,0.0
0,4587520,6.103515625e-05,7.62939453125e-06,0.0
0,4718592,0.0,1.52587890625e-05,0.0
0,4849664,1.52587890625e-05,0.0,0.0
0,4980736,1.52587890625e-05,0.0,0.0
0,5111808,3.814697265625e-05,0.0,0.0
0,5242880,7.62939453125e-06,0.0,0.0
0,5373952,1.52587890625e-05,0.0,0.0
0,5505024,2.426698983433735e-05,1.470726656626506e-06,0.0
0,5636096,1.52587890625e-05,0.0,0.0
0,5767168,1.52587890625e-05,0.0,0.0
0,5898240,2.288818359375e-05,0.0,0.0
0,6029312,3.0517578125e-05,0.0,0.0
0,6160384,7.62939453125e-06,0.0,0.0
0,6291456,1.52587890625e-05,1.52587890625e-05,0.0
0,6422528,2.288818359375e-05,7.62939453125e-06,0.0
0,6553600,0.0,0.0,0.0
0,6684672,1.52587890625e-05,0.0,0.0
0,6815744,7.62939453125e-06,0.0,0.0
0,6946816,3.814697265625e-05,7.62939453125e-06,0.0
0,7077888,1.52587890625e-05,0.0,0.0
0,7208960,0.0,7.62939453125e-06,0.0
0,7340032,1.52587890625e-05,0.0,0.0
0,7471104,2.288818359375e-05,0.0,0.0
0,7602176,4.9269342996987955e-05,4.412179969879518e-06,0.0
0,7733248,7.62939453125e-05,0.0,0.0
0,7864320,7.62939453125e-06,7.62939453125e-06,0.0
0,7995392,7.62939453125e-06,0.0,0.0
0,8126464,2.288818359375e-05,1.52587890625e-05,0.0
0,8257536,7.62939453125e-06,0.0,0.0
