collected_frames,grad_contrib/shaping,grad_contrib/legacy_joint_vel_var_penalty,grad_contrib/legacy_joint_angle_var_penalty,grad_contrib/legacy_track_vel_var_penalty,grad_contrib/legacy_roll_rate_penalty,grad_contrib/legacy_pitch_rate_penalty,grad_contrib/terminal_bonus
12976128,0.6743688289078944,0.04775383402371038,-0.0908780026829358,0.04791032811175045,0.002087092788301215,-0.1038762252798949,0.033125688205512836
13107200,0.49201389679767604,0.10195715556788765,0.10008128808128026,0.08913834784243338,0.07803920507632812,0.04293850589989907,-0.09583160073449545
13238272,-0.49859666444854966,0.005490349822691876,-0.034397850860866774,0.06257995330935608,-0.03798438490753477,-0.047039138357324976,-0.3139116582936759
13369344,-0.5922033871471448,0.004261815703668467,-0.08020747833982585,0.024237294629224474,-0.13744043699229871,0.12002400826380628,-0.04162557892403137
13500416,-0.26696316030191214,0.15214452587002053,0.10036084671687748,0.15116895055296284,0.08361162734384896,0.019589229971777696,-0.22616165924260034
13631488,0.2634083467594001,-0.02190356696529719,-0.011858718183060139,-0.10644433598759794,-0.05184710782358979,-0.21553188680853314,-0.3290060374725217
13762560,-0.15662457031503638,0.18108786330473178,0.05054708738534974,-0.17402524239991654,-0.06439025728237169,0.05872144672259916,-0.3146035325899947
13893632,0.4934269773404653,-0.06669949983724298,0.17662446774344723,-0.035834395780286174,0.06937220422070296,0.1549181563250002,0.0031242987528551426
14024704,-0.33635227738040957,-0.0135961490876137,0.1097462048489295,-0.13154752309346884,-0.05215799223678609,0.3565998533527923,
14155776,-0.27196197192811344,-0.09930493016768631,0.39986055653758285,-0.07775321151395675,-0.04904796778324514,0.10207136206941551,
14286848,-0.4741302870122114,0.23991342484520298,-0.08904411873685245,0.09036244713552799,-0.05779120236109473,-0.024316751977792945,0.02444176793131751
14417920,0.4886110095879328,-0.048324369915411045,0.16926799750786312,0.00227208897848034,-0.08602237696140515,0.03741249443721724,-0.1680896626116903
14548992,0.5178077573588511,-0.03503477393840307,-0.05697052256105336,-0.04127526855106819,0.013480767013593213,-0.01228308612418403,-0.323147824452847
14680064,0.268691071273972,0.10496336467685416,-0.05447395600881189,-0.05030845563593104,-0.04544603185468144,-0.12969216655993013,-0.3464249539898193
14811136,-0.17983589589484603,0.09995975732942426,0.070347956733714,0.28615312416108435,0.12774504022012395,0.21865501878397206,0.01730320687683532
14942208,-0.35746427214349685,0.10860513096772598,0.009576657109498963,0.19337786671301138,0.07396769707802997,0.14698298889093944,0.11002538709729738
15073280,0.7791768551252556,-0.08726190064890249,0.004885091261562177,-0.08309978461527089,-0.005904880311347769,0.030405186743649885,0.009266301294011164
15204352,0.38747708690486776,-0.15373400439205653,-0.07887777002961084,-0.1695332496766211,-0.028353153176333933,-0.18050593435634266,-0.0015188014641671446
15335424,0.3595182126890428,-0.0633020120146804,0.21022393739975942,-0.17498378475358584,-0.03558094237489779,0.15639111076803372,
15466496,0.060671254947743426,0.2554573525938545,-0.18969589460560224,0.3507326042349531,0.10446076842963681,0.03898212518820994,
15597568,-0.5972311720152675,-0.12530614639233648,0.057558688311562085,-0.05122554088665556,-0.0026878468746796085,0.038629437857098145,-0.12736116766240063
15728640,0.6188451665781854,-0.14858303473770232,0.03483848845294028,-0.04006267127114492,-0.03594073418648153,-0.006719493015779561,-0.11501041175776593
15859712,0.6624912740506691,-0.1053307560463756,0.06084292698327178,-0.06387404914989735,-0.002096614170471117,0.017667039005952304,-0.0876973405933627
15990784,0.19692266976460204,0.2197906415227683,-0.0974518206414013,0.1750863503504879,0.039792220093764236,-0.001269268413711696,-0.26968702921326454
16121856,-0.04331444566184264,0.15012813013079618,0.11292235631948362,0.3749885689281372,0.08875928720697547,0.2298872117527649,
16252928,-0.38493752923424407,0.07331336775829352,0.04201066861470081,0.17185035492210227,0.12471541697911225,0.07472408906029492,-0.12844857343125218
16384000,0.6450446426632771,-0.07876444919680854,-0.023544871274609632,-0.094274085286203,0.012154481980751888,-0.14549863654966927,0.0007188330486805286
16515072,0.4640502435828722,-0.11624960725509696,0.0044401321945093004,-0.15443288891943913,-0.015609453244563882,-0.24518794643954886,2.9728363969641455e-05
16646144,-0.42795544732463325,0.08492416691978372,-0.30906109208734667,0.126667399929514,-0.001401657144927344,-0.04605624578835666,-0.003933990805438322
16777216,0.3667334201945527,0.04833507964286236,-0.17230723872258144,0.2029874993546848,0.02085925264136952,0.15747845229467716,0.03129905714927209
16908288,-0.3057947927638968,-0.14275113648995616,0.08289621777852482,-0.20472463602962723,0.09129291130090449,0.17254030563709047,
17039360,0.3179119123941757,-0.3461282656685271,0.12520434663525887,-0.08641404571314529,0.013385185341701607,0.05408180486823466,-0.05687443937895674
17170432,0.7608752304711184,-0.0734233742680808,0.014171384757137707,-0.08370245729701169,-0.013672888781408689,0.01410315423851153,0.040051510186731205
17301504,-0.6786014806085433,0.024835838304110416,-0.029672134596149813,0.05342032713870389,-0.036971843566437415,-0.03990799960977882,0.13659037617627637
17432576,0.01620094444955139,-0.021818661113119146,0.05362674865834687,0.0035810225017650385,-0.043771574843382566,0.10124836244869816,-0.7597526859851368
17563648,0.7612535912471858,-0.029954656152778234,0.02789843218973476,0.023644593968591972,0.07979859125891736,0.07745013518279184,
17694720,0.7573901213243525,-0.04273765365555039,0.007021664583290631,-0.03632136799318828,0.06626574544893093,0.06236800032539285,-0.027895446669294388
17825792,0.6786386804021278,-0.051410954918188735,0.06775266165845618,-0.06079447298919923,0.010827209262277525,-0.13057602076975047,
17956864,-0.524706740471878,0.021524029165695263,-0.287673089534125,0.07522187350261395,0.0048878908585859035,-0.05167766837696258,-0.03430870809013929
18087936,0.19950200525220907,-0.09680555250999374,0.1659121510373944,0.12095689643145355,-0.14208451347883405,0.2747388812901152,
18219008,-0.5736315854381263,0.13138955170372474,-0.14669216916144429,0.08384714882440682,0.05773762413532162,0.006701920736976274,
18350080,-0.6419253484258933,-0.06253451135116785,0.0456422030465238,-0.07997335034939526,-0.09034090492210896,-0.03786526110164287,-0.04171842080326799
18481152,0.4966579646392766,-0.1756937975252964,0.11078187955005941,-0.031541976256628905,-0.02783664401877121,0.05860466846300746,-0.09888306954696001
18612224,-0.405640146474802,-0.13840820449843022,-0.011434746107701803,-0.10371930851702058,-0.1630010195714014,-0.177796574830644,
18743296,-0.6973952774832595,0.10418020020534882,0.032278744774716255,0.05362439608990865,0.031660301037850024,0.08086108040891676,
18874368,-0.5815604028128287,0.09660088851880634,-0.0057669348495624564,0.11471724426556867,0.03787786660599498,0.06013211506145484,-0.10334454788578401
19005440,0.5738789383259816,-0.07402411220135482,-0.025339596787250555,-0.09263391973775736,0.04423098224405317,-0.1512002562838335,0.03869219441976896
19136512,-0.6234820754447256,0.06485231946831937,-0.01919696332635426,0.08296808866419005,0.009574464739738147,0.19992608835667255,
19267584,-0.6813895554066862,0.017137130279976803,-0.2322341576915056,0.010992756404248974,-0.020950076789734907,-0.03729632342784752,
19398656,-0.7310931075332076,0.07858573347604991,-0.09821130952888141,0.06970986446545074,0.0113716155494122,0.011028369446998126,
19529728,-0.07340794152635793,0.13560592150131875,-0.21388164386930364,0.274046177728765,0.1440278840213787,0.15903043135287598,
19660800,-0.5899887606618451,0.01779749133321253,0.016660304053822836,0.17176856116080588,0.05500929781576226,0.06704661529152547,0.08172896968302588
19791872,0.8378371411234682,0.0148896386015619,-0.08951437274530791,0.004817846164057401,-0.0018587462687180557,-0.03810573833944519,-0.012976516757441398
19922944,-0.41380787314472345,-0.18943720396961022,-0.010719706555275415,-0.09104197875283378,-0.12495567175048089,-0.11882745652461828,-0.05121010930245796
20054016,0.7263044889577966,-0.03783345738685504,0.011113306516842014,-0.03154609913458141,-0.0018381837847859885,0.05975875330254764,0.1316057109165913
20185088,-0.7270337190458688,-0.008600087747666777,0.0014357393978025365,-0.06664592512779961,0.04329471167481897,0.019097090936033814,-0.13389272607000954
20316160,0.8254748108601007,-0.03592493822142815,0.0013117516102577158,-0.04289292206668108,0.06203609021947341,0.02974456258254036,0.0026149244395186223
20447232,-0.636654945227549,0.06703285921419351,-0.09037153155413136,0.07339416467840133,-0.0006933900840232555,0.13080496651489137,-0.0010481427268101819
20578304,-0.6419767918605725,-0.0020761270256624644,-0.24485134293511934,0.008155268414634827,0.007937808606895592,-0.09142698061845218,-0.003575680538662986
20709376,-0.687341009753371,0.015737046227607403,-0.21995001507589904,0.0495452039205723,-0.016229857778363974,-0.011196867244186313,
20840448,0.8445643997809874,-0.008725108627763012,-0.10863678329376131,-0.0010589098086550217,-0.020129932921131362,-0.01688486556770185,
20971520,0.5893508222123114,-0.01219296060607646,0.09246593082428885,-0.04815424881915253,0.08903464598149619,0.11409997068761567,-0.05470142086905889
21102592,0.2117176314082449,-0.12855744338395067,0.010671994181992255,-0.0673251858638312,-0.07339394206026478,-0.286965631980879,-0.22136817112083718
21233664,-0.24972424572033466,-0.13165859711485847,-0.16467969667303953,-0.08491095224410321,-0.11971919536806017,-0.1308940370965914,0.11841327578301257
21364736,-0.4894433171668109,0.04328683023277701,0.22321710342017712,-0.008341331896911974,0.0507962168832852,0.08825613081124921,-0.09665906958878859
21495808,0.1973266262471675,0.07439661892351812,0.017447351386864228,-0.16455539814447454,0.08378354860009606,0.1921983270873182,0.2702921296105613
21626880,0.7059670562915612,-0.09459449331089721,-0.035246493102705286,-0.12181347130018165,0.029534452968288605,0.012844033026366067,
21757952,-0.7043594159948859,0.0807162352239772,0.03170624090707373,0.12513716895750582,0.01403685888055504,0.040722762255435065,0.0033213177805672444
21889024,-0.5772282071572362,-0.015116546631705467,-0.25254882515251265,-0.038118737092345804,0.02360003967789489,-0.093387644288305,
22020096,-0.7360651706614796,-0.025819104065402516,-0.17820044489522077,-0.007173389488334508,0.007470067167387099,-0.04246944343124174,0.002802380290933797
22151168,-0.4209264430338758,0.12089130851278895,-0.16258208203082575,0.16156658984801298,-0.010363202557336429,-0.12367037401716012,
22282240,-0.7519690486236686,0.034250681475220354,0.07640071590918329,0.044930313153803254,0.03204214085409699,0.023037709590566367,0.03736939039346113
22413312,0.28967272995845894,-0.0947728978605952,0.2644399448854602,-0.05903740311476564,0.08570941270497252,0.16554752923819327,0.040820082237554234
22544384,-0.6063504211557978,-0.06497601046366408,-0.083089277125398,-0.12319847122012609,-0.06975311492950695,-0.03496815859314268,0.017664546512364297
22675456,-0.6003107332505814,0.028382441654440198,-0.0322861924002528,0.10098124718921338,0.08888484974817418,0.054670610529829404,0.09448392522750872
22806528,-0.07993190941226612,-0.1544089020247183,-0.030196678531056863,0.06340038317315631,-0.02415662943376245,-0.020636264961706816,-0.6272692324633331
22937600,0.3553412714030324,-0.0938740780916175,-0.01799537821127546,-0.24644339228579432,-0.05731420685953556,-0.030499572318452732,0.19853210083029205
23068672,0.6455642311366743,0.046500159191062984,0.11417642927157781,0.016131190827936983,0.0255592937114821,0.15163214847982232,-0.0004365473814435657
23199744,-0.0006900948778562881,0.2421289674791527,0.23436504401128666,0.183304322652317,0.06510855134568476,0.22915850611997898,-0.04524451351372364
23330816,-0.8124221277358917,0.0069932470022138465,-0.1070651070030131,0.030682362630022175,0.006840541948851369,-0.035996613680007734,
23461888,-0.6889224701568897,-0.10537925926699736,-0.022259456858944548,0.012345677191469286,0.032141953179311414,0.060588595946979185,-0.07836258739940855
23592960,-0.059002424177103156,-0.10277454827321951,0.28129954322748607,0.11924513005998602,0.016722909160137606,0.04132412255659104,-0.3796313225454766
23724032,0.14600596016204437,0.0021010102519144107,-0.029152939740582525,0.001777809934562799,-0.0016444663628116067,-0.01833102149610752,-0.8009867920519768
23855104,0.49192523915177083,-0.03299320878245956,-0.16626577707000303,-0.10498667444877163,-0.14690752390313425,-0.0569215766438607,
23986176,-0.21004117495306263,0.08563718587902937,0.36825041545838405,0.13744513827896504,-0.048448068767257206,0.1252116882537114,-0.02496632840959029
24117248,-0.35988221341503746,-0.08192359221922142,0.26799959248308436,0.17562772003354188,0.05301807255226948,-0.05705306433495852,0.004495744961886906
24248320,0.6314232400456771,-0.0837366359357873,-0.0031512236811831323,-0.13973782335301416,0.05168289159792991,0.07551906770195294,-0.014749117684455467
24379392,0.6909673061615659,-0.06176496197906083,0.12247740613379411,-0.10628046974570227,-0.0024291450688837804,-0.01349779478624645,-0.002582916124746644
24510464,-0.5494769466406407,-0.1075880653446424,-0.1264572078162005,-0.14769718998110595,-0.0009997032969862524,-0.058761469309173094,-0.009019417611251083
24641536,-0.6775636020098862,-0.03275422894630146,-0.1852001982398494,-0.012409633453973388,0.05098020358842662,-0.034900135266766705,0.006191998494796274
24772608,-0.5388858798904018,0.022281021241461158,-0.24481032474029113,-0.02357699688808402,0.016238125085460013,-0.11684941629890266,0.03735823585539923
24903680,0.021917376075782646,-0.032346940327932276,-0.15843791946752384,-0.08072264404467105,-0.11989532489547071,0.024187142905920975,-0.5624926522826985
25034752,0.5809181086258526,0.0076163605730576,-0.14423787100390234,-0.026013700115702268,0.03337041212448653,-0.03911636018737173,0.1687271873696269
25165824,-0.7854980063028346,-0.0393519124618673,-0.02214636844185524,0.0018854233695478624,-0.0680536823312309,-0.08306460709266413,
25296896,-0.596603062071912,-0.06400416106965495,0.051182891920644194,0.20922551578317464,0.05915355890561247,0.019830810249001688,
25427968,-0.2529126248060151,0.0018267836293382835,0.017839707672460733,0.23687095527330515,-0.08828692857938482,-0.0487453997231735,-0.3535176003163224
25559040,0.6790715264243832,-0.009049908071906693,0.006416577692468056,-0.05826137280584237,-0.009178418592706286,-0.04553405353867212,-0.1924881428740213
25690112,0.33364216534068897,-0.06781113653697683,0.06333823008734717,-0.1471659941155946,0.09952905544750196,0.15442958076665853,-0.13408383770523194
25821184,0.09877889198087265,0.1205347769038857,-0.23012217410929106,0.1757147539975718,-0.036640740063252596,0.3382086629451262,
25952256,-0.5787012637961492,0.07819706175757081,-0.20712740308322028,0.06871137236393295,-0.02054444274518468,-0.04671845625394211,
26083328,-0.38606128859067157,0.16312462743818093,-0.16074179234163086,0.24519463169637212,0.028054048134572178,0.016823611798572353,
26214400,0.26303053965352446,0.22035239910614285,-0.165274200251304,-0.0696301577583746,0.14510929441046608,-0.136603408820188,
26345472,-0.709003571266642,0.029572117464096978,-0.07053933920370908,0.014712508782642606,0.08162965499228242,0.08784799529399856,-0.006694812996628312
