attempt,collected_frames,shock/accel_magnitude,shock/accel_magnitude_max,shock/accel_magnitude_min,shock/shock_normalised,shock/shock_normalised_max,shock/shock_normalised_min,shock/accel_p90,shock/shock_p90_normalised,shock/accel_p95,shock/shock_p95_normalised,shock/accel_p99,shock/shock_p99_normalised
0,524288,3.6440223939716816,10.771639715880156,0.11596718838882225,6.352002475296104e-05,0.05462270276620984,0.0,3.807734727859497,0.4430077815294686,3.977797293663025,0.459931701447319,4.114028749465942,0.47325276125499594
0,1048576,3.5965788420289755,10.602529970929027,0.10567624935538333,3.461126488701893e-05,0.031394072342664,0.0,3.7478374004364015,0.43697010265430447,3.8972647428512572,0.4519579374207612,4.068548789024353,0.46882917042459327
0,1572864,3.4998694295063615,10.497501975856721,0.09665521632490481,3.242261709601735e-05,0.029010897036641836,0.0,3.6507209539413457,0.42709661837561974,3.8100264191627504,0.4432379939802227,3.985235197544098,0.4606644517433758
0,2097152,3.3821541988290846,10.382873300462961,0.0884517634040094,2.869890067813685e-05,0.027195933274924755,0.0,3.523914670944214,0.41404996807150374,3.6038501620292664,0.4222945296494194,3.8451605248451233,0.44676007303439413
0,2621440,3.3056688150390983,10.364869461394846,0.08715615437949964,3.3115650239778915e-05,0.03074955102056265,0.0,3.536852812767029,0.41538907778862866,3.6762893557548524,0.4297061013305643,3.824540586471558,0.4446946603944588
0,3145728,3.195391960442066,10.365882199257612,0.07334473874368541,3.627826299634762e-05,0.035592957865446806,0.0,3.4667922496795653,0.40811633857297536,3.6017136096954343,0.42207506299628994,3.7642453861236573,0.43862798921529755
0,3670016,3.043476467486471,10.168611435219646,0.05814669410881379,2.6275545678799972e-05,0.026239708997309208,0.0,3.2248377323150637,0.38260233960689805,3.353085005283355,0.39620199335621176,3.6006953001022337,0.42197044482261226
0,4194304,2.9836139120161533,10.179964791983366,0.06168395910987101,2.783171612463775e-05,0.025507784448564053,0.0,3.2727171659469607,0.3876994352090857,3.351469850540161,0.39603177797025224,3.52750679731369,0.4144219365982629
0,4718592,2.877030437812209,10.145116429775953,0.04480691158227046,2.5930406536645023e-05,0.024715654086321592,0.0,3.097121787071228,0.3688922242219492,3.1908219337463377,0.3789668959202923,3.3477659559249875,0.395641334975841
0,5242880,2.7596916873008013,10.10312386509031,0.043612747394661255,2.2312473404895172e-05,0.022070884238928556,0.0,2.882860326766968,0.34552892698288074,2.947767412662506,0.35265352416163864,3.096556203365326,0.3688311453488624
0,5767168,2.6573559758253396,10.084546754136682,0.04212834261613807,2.889759159785399e-05,0.0281220106408,0.0,2.7712739229202272,0.33318723651769844,2.8115979552268984,0.33766062474439806,2.883086676597595,0.3455538424730633
0,6291456,2.593453513458371,10.039093190804124,0.03862013442153511,2.628686864802887e-05,0.026473641861230135,0.0,2.673625993728638,0.3222925115355355,2.704245948791504,0.3257181920950798,2.7433877420425414,0.3300848419411817
0,6815744,2.5111279832199216,10.028728758916259,0.03286959314522164,2.173990801601633e-05,0.02187689207494259,0.0,2.5886311531066895,0.31273938247967537,2.610538458824158,0.31520784248361466,2.648722174167633,0.31950009414241576
2,4718592,2.7062402707524598,9.887569979764521,0.05619632115951845,2.4969165202115562e-05,0.020860045216977596,0.0,3.0779797792434698,0.3668232600629553,3.2219086289405823,0.38228975484557104,3.40503782749176,0.40166255107833404
2,5242880,2.602054340299219,10.030265014618635,0.03883079818437807,2.1562494871230076e-05,0.019599605351686478,0.0,2.7122313261032103,0.3266101755373596,2.7722848057746887,0.33329956440960595,2.8280918121337892,0.33948601573340986
