collected_frames,rew/flipper_penalty,rew/pitch_penalty,rew/contact_penalty,rew/terminal_bonus,rew/total_reward
31588352,-0.0008969727964540652,-1.9888724828831528e-05,-0.004199104279905441,-0.00213623046875,-0.007252196287481638
31719424,-0.0007962529298310983,-1.7848640609940958e-05,-0.0033383940844942117,-0.0020599365234375,-0.006212432135271229
31850496,-0.000784095726430678,-2.1503398343725166e-05,-0.003595046957343584,0.0006103515625,-0.0037902944382040005
31981568,-0.0008058600760705303,-2.8384746258325322e-05,-0.003779744098210358,-0.0069732666015625,-0.011587220474666537
32112640,-0.0009619866127650312,-2.6611833540357566e-05,-0.004279311413483811,-0.000274658203125,-0.00554211892767853
32243712,-0.0009958156033462728,-2.1884822970719142e-05,-0.004377279679829371,-0.0019378662109375,-0.007332763638260076
32374784,-0.0008565433736293926,-1.722507172985388e-05,-0.004151229793933453,-0.002532958984375,-0.007557957258995884
32505856,-0.0008841551684781734,-1.5516231918866197e-05,-0.0041683959316287655,-0.000457763671875,-0.005525830963051703
32636928,-0.0008471351870866783,-2.0857345326419363e-05,-0.004208412141451845,-0.00372314453125,-0.00879954904985425
32768000,-0.0007690645566071908,-1.0002013162591084e-05,-0.0032690047410142142,-0.0018463134765625,-0.0058943848239323415
32899072,-0.0007530760094596189,-1.4047226009950009e-05,-0.003500175374938408,0.0003814697265625,-0.0038858288717165124
33030144,-0.0007303666702682676,-1.7237559383431744e-05,-0.0034841269971366273,-0.004180908203125,-0.008412578289608064
33161216,-0.0008711296341061825,-2.3606233455097936e-05,-0.003980925324867712,0.0005035400390625,-0.004372048043933319
33292288,-0.0008546011226826522,-1.826918614966644e-05,-0.004328079252445605,-0.002716064453125,-0.007917013998849143
33423360,-0.0007542204180026602,-1.9480945198324662e-05,-0.003953697321776417,-0.00274658203125,-0.007473944527191634
33554432,-0.0006589983186131576,-1.7712233173483583e-05,-0.003771819989196956,-3.0517578125e-05,-0.004479048144730768
33685504,-0.0006905324912622746,-1.7523039502975735e-05,-0.0036243639606254874,-0.004852294921875,-0.009184644937249686
33816576,-0.0007076028400661016,-1.3635900032227255e-05,-0.00328121179700247,-0.0012664794921875,-0.005268929952762846
33947648,-0.0007206290697467921,-1.3709939068462518e-05,-0.003549766444848501,0.000518798828125,-0.0037653066524399037
34078720,-0.0006986673538449395,-1.4328910424410424e-05,-0.0035936354979639873,-0.00445556640625,-0.008762198421663925
34209792,-0.0007777183295729628,-1.7042919154164338e-05,-0.0035599027905846015,-0.000396728515625,-0.004751358919293125
34340864,-0.0008759577467571944,-1.836999771143155e-05,-0.003972854561652639,-0.000946044921875,-0.0058132271738031704
34471936,-0.0008502878267790948,-1.6665383384406596e-05,-0.0041926573976525106,-0.000701904296875,-0.005761514926234668
34603008,-0.0008266290096798912,-1.4393179093019626e-05,-0.003990631017586566,-0.00054931640625,-0.005380969627822196
34734080,-0.0008994117215479491,-1.5110550293684355e-05,-0.004124412495002616,-0.002960205078125,-0.007999139736512006
34865152,-0.0009370182874590682,-3.055171022481318e-05,-0.003992309537352412,-0.0017547607421875,-0.006714640221616719
34996224,-0.0007939922879813821,-4.5819368096999824e-05,-0.004190743453364121,0.0007781982421875,-0.004252318970884517
35127296,-0.0007448565265804064,-2.160967401465541e-05,-0.0037404631930257892,-0.005523681640625,-0.010030611637830589
35258368,-0.0008136205628943571,-1.9744421472012164e-05,-0.0037749480761704035,0.0006866455078125,-0.003921667543636431
35389440,-0.000801411685642961,-2.664021504727998e-05,-0.003958930887165479,-0.0038909912109375,-0.008677974245529185
35520512,-0.0007338418868130248,-3.1691416509715964e-05,-0.0038648520931019448,-0.00347900390625,-0.008109353814234055
35651584,-0.0007377899660241383,-1.6406815880998238e-05,-0.003738975459782523,-0.000701904296875,-0.005195076520976727
35782656,-0.0006543259687532554,-1.7025538120662986e-05,-0.003628158494393574,-0.0057525634765625,-0.01005207357047766
35913728,-0.0008571845605729322,-1.5000099146789125e-05,-0.004018592779175378,-0.001953125,-0.0068439025308180135
36044800,-0.0007734110813544248,-2.942382656101472e-05,-0.0042298125590605196,0.000732421875,-0.004300225556562509
36175872,-0.0007614426112922956,-2.8451531001394414e-05,-0.003962364129620255,-0.006561279296875,-0.011313537305795762
36306944,-0.0007726029616605956,-1.7657222798561634e-05,-0.00369960774332867,-0.0014495849609375,-0.00593945288710529
36438016,-0.0007251882238961116,-1.54835420360655e-05,-0.003634300128396717,-0.0026397705078125,-0.007014742344381375
36569088,-0.0006763447158846247,-1.3989891087362594e-05,-0.003599815268898965,-0.0034637451171875,-0.007753895056339388
36700160,-0.0006758615195394668,-1.2369545139279126e-05,-0.0035593031971075106,-0.000762939453125,-0.0050104737360925355
36831232,-0.000895908197890094,-1.747372905924749e-05,-0.0038391422531276476,-0.002166748046875,-0.006919234189354029
36962304,-0.0006846034057161887,-9.399063422677045e-06,-0.0032666396346030524,-0.001708984375,-0.005669626475992118
37093376,-0.000796379701114347,-1.3090999836151695e-05,-0.003692436144774547,0.0011138916015625,-0.0033880151977427886
37224448,-0.0007338202117352921,-1.3821879456088482e-05,-0.0037232970444165403,-0.005401611328125,-0.009872550440377381
37355520,-0.0007851765308259928,-1.2661587298623544e-05,-0.0036378859458636725,-0.001495361328125,-0.005931085461725161
37486592,-0.0007101273308762757,-1.421778071630797e-05,-0.00366794580622809,-0.004180908203125,-0.008573198960675654
37617664,-0.0007017711322987452,-1.5237026886438798e-05,-0.0036902235842717346,-0.0013885498046875,-0.0057957816084126534
37748736,-0.0007147212540985493,-1.601794900807363e-05,-0.0036710738040710567,-0.0001678466796875,-0.004569659685330407
37879808,-0.0008197459937946405,-1.5340372179650785e-05,-0.0036795628311665496,-0.00482177734375,-0.009336354794868384
38010880,-0.0009304998202424031,-1.4346681354027169e-05,-0.003927650397599791,-0.0018157958984375,-0.00668829273126903
38141952,-0.0008794403852334653,-1.503453290752077e-05,-0.004203910761134466,0.00042724609375,-0.004671139502079313
38273024,-0.0007132221116989967,-1.5039551215068059e-05,-0.003894996612871182,-0.0063934326171875,-0.01101669059426058
38404096,-0.0007766732292111556,-1.5314553763801086e-05,-0.0036809920566156507,-0.000335693359375,-0.004808673177649325
38535168,-0.000819875722299912,-1.4803923313877476e-05,-0.004107017462956719,-0.0034332275390625,-0.008374924692361674
38666240,-0.0007802018267284438,-1.6862850394261386e-05,-0.004051666206578375,-0.002532958984375,-0.007381689876183373
38797312,-0.0007705045654802234,-1.5346965952289793e-05,-0.0038784789448982337,-0.0001373291015625,-0.004801659551048942
38928384,-0.0006782237778679701,-1.3476559232117324e-05,-0.0036496733882813714,-0.005218505859375,-0.00955987957513571
39059456,-0.0005927584620621928,-1.1779393449984354e-05,-0.0032589720794931054,-0.00152587890625,-0.005389388786170457
39190528,-0.0006545642040691746,-1.2267207019078796e-05,-0.003382186785529484,4.57763671875e-05,-0.00400324187694423
39321600,-0.000726692069292767,-1.226845726165493e-05,-0.003382072389285895,-0.00445556640625,-0.008576599451316724
39452672,-0.0007291760375665035,-1.394349624916913e-05,-0.003468398952463758,-0.0008392333984375,-0.00505075185219539
39583744,-0.0007879241466071107,-1.2715722739642388e-05,-0.003491210818538093,-0.00311279296875,-0.007404643879453943
39714816,-0.0007830659810679208,-1.548267515261159e-05,-0.003533467937813839,-0.0036163330078125,-0.007948315378598636
39845888,-0.0007646907642993028,-1.578193651141646e-05,-0.0034994124544027727,-0.001220703125,-0.005500588325048739
39976960,-0.0007477450008082087,-1.461524202994724e-05,-0.0034724806864687707,-0.00408935546875,-0.008324196350713464
40108032,-0.0007097871643964027,-1.2861760758653418e-05,-0.0031961440308805322,-0.00140380859375,-0.005322601542502525
40239104,-0.0008224360449275991,-1.709472583399929e-05,-0.003573646457880386,0.0014190673828125,-0.0029941098428025725
40370176,-0.0007381262089438678,-1.682831708649246e-05,-0.0036686705770989647,-0.0037078857421875,-0.00813151100419418
40501248,-0.0007378822192549706,-1.648874163606706e-05,-0.0036124037960689748,-0.0017242431640625,-0.006091017906783236
40632320,-0.0007578651411677129,-1.1858849539692073e-05,-0.0035578917522798292,-0.00335693359375,-0.0076845493604196236
40763392,-0.000719285812920134,-1.554363669953318e-05,-0.0035081099667877425,-0.0025482177734375,-0.006791157245515933
40894464,-0.0007914705970506475,-1.4798010667504968e-05,-0.0036966603402106557,-0.001220703125,-0.0057235977451455256
41025536,-0.0007188411918832571,-1.3819370764167616e-05,-0.0036684416609205073,-0.004150390625,-0.008551492938295269
41156608,-0.0006276701842580223,-1.4133436067709226e-05,-0.003184585491908365,-0.0004730224609375,-0.004299411584725021
41287680,-0.0006933954214218829,-1.4046213600238389e-05,-0.003370017942870618,6.103515625e-05,-0.004016424395558715
41418752,-0.0007233808732962643,-1.292080737869128e-05,-0.003487701316771563,-0.00457763671875,-0.008801639590728882
41549824,-0.0007943252512632171,-1.551258591092619e-05,-0.003652038483778597,-0.0029296875,-0.007391563838609727
41680896,-0.0007167453677539015,-1.1974574761097756e-05,-0.0036537169453367824,-0.0025634765625,-0.0069459134269891365
41811968,-0.0006782735949855123,-1.198963939685882e-05,-0.0035883711843780475,-0.0026397705078125,-0.006918404906627984
41943040,-0.0008177144577530271,-1.727440999133023e-05,-0.0036500166843325133,-0.0014495849609375,-0.005934590571541776
42074112,-0.0007704675913373649,-1.548932079487031e-05,-0.0036533644142764388,-0.002288818359375,-0.00672810423793635
42205184,-0.0007101744331521331,-1.1981830930096748e-05,-0.0033089064727391815,-0.00128173828125,-0.005312800961291941
42336256,-0.0006302315700850158,-1.2806109381813258e-05,-0.003461151060037082,4.57763671875e-05,-0.004058412381709786
42467328,-0.0006543471440636495,-1.2103237871485817e-05,-0.003478496540992637,-0.0058746337890625,-0.010019548732998373
42598400,-0.0006985149407228164,-1.377718312056686e-05,-0.0035290526484459406,-0.0020294189453125,-0.006270763703469129
42729472,-0.0007494202541238337,-1.528373970671737e-05,-0.003540790434271912,-0.0026397705078125,-0.006945232370981103
42860544,-0.000748345021293062,-1.3785499000107393e-05,-0.0036021422183694085,-0.00189208984375,-0.0062563626829614805
42991616,-0.0007794259522597713,-1.541197691068419e-05,-0.0037519835350394715,-0.0018310546875,-0.006377876144142647
43122688,-0.0007394630674752989,-1.4007543398975031e-05,-0.003808402943832334,-0.0047760009765625,-0.009337874639186339
43253760,-0.0006671236110378231,-1.0962975494521743e-05,-0.003242874065108481,-0.0017852783203125,-0.0057062389296334
43384832,-0.0007344746304625005,-1.4384004906276004e-05,-0.0034085845272784354,0.0011138916015625,-0.0030435516009674757
43515904,-0.000711882938958297,-1.1438293078924744e-05,-0.0034400557469780324,-0.0055999755859375,-0.009763352247318835
43646976,-0.0007779474321978341,-1.4735946741950556e-05,-0.0034765046857501147,-0.0001220703125,-0.0043910950657846115
43778048,-0.0007732683161520981,-1.3227350031286278e-05,-0.003417003596041468,-0.002105712890625,-0.006309179379513807
43909120,-0.0007214940524136182,-1.26431368272506e-05,-0.0034663771621126216,-0.003021240234375,-0.007221754560760019
44040192,-0.0006509979366455809,-1.301885230731159e-05,-0.0034700392789090984,-9.1552734375e-05,-0.004225608832712169
44171264,-0.0006497741287603276,-1.1983983831953537e-05,-0.003438072100834688,-0.003173828125,-0.007273658373833314
44302336,-0.0006425584274438734,-1.0482907171649458e-05,-0.0032573699427302927,-0.00152587890625,-0.005436290166016988
44433408,-0.0006046274006621388,-1.4914078455774415e-05,-0.0033377455965819536,0.000701904296875,-0.0032553827572883165
44564480,-0.0006109078785812017,-1.3632716992617588e-05,-0.00327175131860713,-0.0044708251953125,-0.008367116997760604
44695552,-0.0006605299454349733,-1.3919189584044034e-05,-0.0033639408993622055,-0.0007476806640625,-0.004786039116879692
44826624,-0.0006872703743283637,-1.2782355291562908e-05,-0.003375320373379509,-0.003021240234375,-0.007096613519479433
44957696,-0.0007511080093536293,-1.2433943794576408e-05,-0.0034780501191562507,-0.0029296875,-0.007171279684826004
45088768,-0.0008774105322117975,-1.474720557581577e-05,-0.003603035911510233,0.0004730224609375,-0.0040221027788902575
45219840,-0.0007386717529698217,-1.5696193656822288e-05,-0.003678035023767734,-0.0027008056640625,-0.007133137968139636
45350912,-0.0006733283462381223,-1.0999281808921069e-05,-0.0032439803289889824,-0.0015869140625,-0.005515221911537083
45481984,-0.0005872569699931773,-1.5946048598891593e-05,-0.003332900938403327,0.00103759765625,-0.00289850631270383
45613056,-0.0007867388139857212,-1.1618136518620759e-05,-0.0034591292696859455,-0.004180908203125,-0.008438394210770639
45744128,-0.0008206062393583125,-1.5093985069825067e-05,-0.003651275546872057,-0.0006103515625,-0.005097327365092497
45875200,-0.0007571033661406545,-1.5015638126669728e-05,-0.003528240467858268,-0.001068115234375,-0.00536844180942353
46006272,-0.0007851399741412024,-1.2896736166112532e-05,-0.0033823775502241915,-0.0020294189453125,-0.006209833257798891
46137344,-0.0007187037704170507,-1.373813243077393e-05,-0.0034145736008213134,-0.00103759765625,-0.005184613153687678
46268416,-0.0006724918966938276,-1.3493439148248854e-05,-0.0034448241185600637,-0.004058837890625,-0.008189647409380996
46399488,-0.0006923094961166498,-1.3615714600234696e-05,-0.0029228972416603938,0.0001220703125,-0.0035067522717326938
46530560,-0.0007465270232387411,-1.360733890010124e-05,-0.0030944060054025613,-0.0001068115234375,-0.003961352009355323
46661632,-0.0007160100490182231,-1.1873383513716362e-05,-0.0033541869179316564,-0.0021209716796875,-0.006203042126799119
46792704,-0.000747982349821541,-1.371116879766987e-05,-0.003414115819396102,-0.00177001953125,-0.005945828881976922
46923776,-0.0006239357244339772,-1.2872338075453627e-05,-0.003439178370172158,-0.001495361328125,-0.005571347940986016
47054848,-0.0006628040346186026,-1.2552998320813913e-05,-0.0033688353505567648,-0.0028228759765625,-0.0068670684022436035
47185920,-0.0007050125127534557,-1.1984617600546699e-05,-0.0033406447637389647,-0.000946044921875,-0.005003686839700094
47316992,-0.0007724975362179975,-1.3995446124681621e-05,-0.003442764204010018,-0.0028076171875,-0.00703687428676858
47448064,-0.0008350037419404543,-1.3107201986883865e-05,-0.0037173461369093275,-0.0016021728515625,-0.006167629902392946
47579136,-0.0007365563028542965,-1.2841691386711318e-05,-0.003693885690154275,0.000701904296875,-0.0037413794389067334
47710208,-0.0007022345007499098,-1.0753115681438885e-05,-0.0035085677136521554,-0.0045166015625,-0.008738156896470173
47841280,-0.0007523870140175859,-1.3467523729104869e-05,-0.003377189535967773,-0.00201416015625,-0.0061572042436637275
47972352,-0.000813952841781429,-1.1670759995752178e-05,-0.0034070204783347435,-0.002838134765625,-0.007070778592606075
48103424,-0.0007186355874182482,-1.2861165295419141e-05,-0.003397064125238103,-0.00201416015625,-0.006142720999378071
48234496,-0.0007528953228757018,-1.2288042313457481e-05,-0.0033035277210728964,0.0006561279296875,-0.00341258322032445
48365568,-0.000804802176389785,-1.2947781456773555e-05,-0.0032227706051344285,-0.0030517578125,-0.007092278312484268
48496640,-0.0007447004486493825,-1.1270466764301545e-05,-0.003215370117686689,-0.0017852783203125,-0.005756619272233365
48627712,-0.0007897964896983467,-1.1759114087794842e-05,-0.0032121138865477405,0.0012054443359375,-0.002808194561566779
48758784,-0.000743025753308757,-1.2061540772378976e-05,-0.003278961099567823,-0.00445556640625,-0.008489614723657724
48889856,-0.0008376292034881772,-1.4023823823094972e-05,-0.003326745658341679,-0.000885009765625,-0.005063377137048519
49020928,-0.0008077008528744045,-1.2675305875120557e-05,-0.0033502958831377327,-0.00115966796875,-0.005330339960892161
49152000,-0.000708217093233543,-1.3998584996954833e-05,-0.0034154509576183045,-0.003021240234375,-0.007158906830227352
49283072,-0.0007210588246380212,-1.4757979542423527e-05,-0.0034836959039239446,-0.000732421875,-0.004951934608925512
49414144,-0.000688333671860164,-1.3649865927334304e-05,-0.0034057234533975134,-0.0026397705078125,-0.006747477533281199
49545216,-0.0008245853091466415,-1.2039434302835161e-05,-0.003371734550455585,-0.0010528564453125,-0.005261215783775697
49676288,-0.0007207523754004797,-1.4364971100633284e-05,-0.003434905940594035,0.000885009765625,-0.003285013487584365
49807360,-0.0006573024315912335,-1.17496383040816e-05,-0.0033343886461807415,-0.0040435791015625,-0.00804701997049051
49938432,-0.0006880872178953723,-1.21023840762291e-05,-0.0033197020638908725,-0.0016632080078125,-0.005683099686848436
50069504,-0.0006772549995730515,-1.2074297366382325e-05,-0.0032508086114830803,-0.0023345947265625,-0.006274732772453717
50200576,-0.0006970715812713024,-1.1568092077141046e-05,-0.003304773534182459,-0.00274658203125,-0.0067599646135931835
50331648,-0.0006290237320172309,-1.3839584134700544e-05,-0.003371810820681276,-0.001617431640625,-0.0056321057436434785
50462720,-0.0007121200751498691,-1.357215844421944e-05,-0.0033581542265892494,-0.003265380859375,-0.007349227315899043
50593792,-0.0007821052254257665,-1.1957410727347906e-05,-0.0032667159375705523,-0.0013427734375,-0.005403552004281664
50724864,-0.0007838439332772396,-1.3428323995867686e-05,-0.003332277310619247,0.00091552734375,-0.003213991230040847
50855936,-0.0008410653049395478,-1.3621532971797023e-05,-0.003230857757444028,-0.0045928955078125,-0.008678440131006937
50987008,-0.0008153731059792335,-1.3406405130922394e-05,-0.003362007069881656,-0.001922607421875,-0.0061133939998399
51118080,-0.0008140664167513023,-1.281195331159779e-05,-0.003331565771077294,-0.001434326171875,-0.0055927703947418195
51249152,-0.0007413054918288253,-1.291331830799436e-05,-0.003335938137752237,-0.001556396484375,-0.005646523685754801
51380224,-0.0007519262167079432,-1.1710069671266865e-05,-0.0034052657665597508,-0.0017852783203125,-0.005954180392109265
51511296,-0.0007368670917458076,-1.1790031571479176e-05,-0.0033314131796942092,-0.003570556640625,-0.007650627027942392
51642368,-0.0007164911166910315,-1.0382652639862044e-05,-0.003231887725632987,-0.001800537109375,-0.005759298683642555
51773440,-0.0007421281434289995,-1.254611527912175e-05,-0.003280181810623617,0.00152587890625,-0.002508977117940958
51904512,-0.0009025712288348586,-1.740064181632306e-05,-0.003132133395411074,-0.0048370361328125,-0.008889141122381261
52035584,-0.0008245269596045546,-1.824319416243725e-05,-0.003179268605890684,4.57763671875e-05,-0.0039762322940077865
52166656,-0.0008034745278564515,-1.3168662285067967e-05,-0.0031114195990085136,-0.0019989013671875,-0.005926964161972137
52297728,-0.0006735969536748598,-1.3636411438255891e-05,-0.0033285903118667193,-0.0027618408203125,-0.00677766455373785
52428800,-0.0007608455734953168,-1.4079158773938616e-05,-0.003256950307331863,-0.0001983642578125,-0.0042302393030695384
52559872,-0.0007578023760288488,-1.3470645519930713e-05,-0.0032052992664830526,-0.003143310546875,-0.007119882882761885
52690944,-0.0007090283629622718,-1.1058660618346039e-05,-0.0032733916723373113,-0.001739501953125,-0.00573298057224747
52822016,-0.000747482604765537,-1.368609642327101e-05,-0.003342704694659915,0.0005950927734375,-0.0035087806695628387
52953088,-0.000714851076281775,-1.1264047216741346e-05,-0.0033083724592870567,-0.0050811767578125,-0.009115663847296673
53084160,-0.0007715752931289899,-1.3725960378963009e-05,-0.003628463666245807,-0.0012664794921875,-0.00568024434369363
53215232,-0.0008083864468062529,-1.1389511705317545e-05,-0.0039761733441991964,-0.002899169921875,-0.007695119332311151
53346304,-0.0008693671370565426,-1.552270494187269e-05,-0.0038353346899384633,-0.00225830078125,-0.00697852534995036
53477376,-0.0007119500141925528,-1.2299314043673348e-05,-0.0035586165704444284,-0.0002593994140625,-0.004542265361578757
53608448,-0.0007165844940573152,-1.3688827067426246e-05,-0.003461151060037082,-0.0052032470703125,-0.009394671444169944
53739520,-0.0008074131915236649,-1.2287923503606635e-05,-0.0033397673669242067,-0.00146484375,-0.005624312297186407
53870592,-0.0006935340406926116,-1.1787617253844473e-05,-0.003428916843404295,0.00030517578125,-0.0038290627180685988
54001664,-0.0007342256503761746,-1.2660944712195032e-05,-0.003302268863990321,-0.00543212890625,-0.009481284404046164
54132736,-0.0008883010345925868,-1.6084733587717892e-05,-0.003657951250715996,-4.57763671875e-05,-0.004608113523772772
54263808,-0.0008364484524463478,-1.2223974898972756e-05,-0.0036505889147520065,-0.002197265625,-0.006696526930682012
54394880,-0.0007557315666417708,-1.3003054085913845e-05,-0.003439636126131518,-0.00244140625,-0.0066497771063041
54525952,-0.0008131420031531889,-1.3328868902817703e-05,-0.0032894515006773872,-0.00054931640625,-0.0046652388077745854
54657024,-0.0007811263722032891,-1.1993753886940794e-05,-0.0032497405063622864,-0.00360107421875,-0.007643934983207146
54788096,-0.0008075635869317921,-1.1442084222323956e-05,-0.003226661621738458,-0.001708984375,-0.005754651622737583
54919168,-0.0008885100337465701,-1.5443086120114913e-05,-0.003634185704868287,0.0005645751953125,-0.003973563644194655
55050240,-0.0007643616363566252,-1.330664451870689e-05,-0.0035261153334431583,-0.0037841796875,-0.00808796332376005
55181312,-0.0008616649765826878,-1.4179899643806948e-05,-0.0033484648611192824,-0.0007171630859375,-0.0049414728018746246
55312384,-0.0008095589569165895,-1.254286408425287e-05,-0.0032606505847070366,-0.0025482177734375,-0.006630970342484943
55443456,-0.0007625064245075919,-1.1378467256406566e-05,-0.003255373681895435,-0.0021820068359375,-0.006211233892827295
55574528,-0.0007696693155594403,-1.2511560981920411e-05,-0.0032108305658766767,-0.001068115234375,-0.005061126797500037
55705600,-0.0008497962148794613,-1.4215083666613282e-05,-0.003222160245059058,-0.0033721923828125,-0.007458363868863671
55836672,-0.0007563173835478665,-1.1377073214191569e-05,-0.0031742858282086672,-0.000885009765625,-0.004826990034416667
55967744,-0.0007840927110009943,-1.421547803914791e-05,-0.003211860584997339,0.0005340576171875,-0.0034761111915031506
56098816,-0.0007670532163501775,-1.1405242588580222e-05,-0.003284950185843627,-0.0047454833984375,-0.008808891852822853
56229888,-0.0007616517445967474,-1.246216372408071e-05,-0.003270759507358889,-0.001556396484375,-0.005601269929229602
56360960,-0.0007650703614672238,-1.1436310089152357e-05,-0.0032847213005879894,-0.0027313232421875,-0.006792551469516184
56492032,-0.0007694759947298735,-3.559342581382907e-05,-0.003255271798479953,-0.002166748046875,-0.006227089382718987
56623104,-0.0007762329673823842,-1.4280610230343882e-05,-0.0032090377007989446,-0.000640869140625,-0.004640420425403136
56754176,-0.0007562939376839495,-1.2311319828484102e-05,-0.003179931531121838,-0.0032196044921875,-0.007168141306465259
56885248,-0.0007340777965509915,-1.0445880512577332e-05,-0.0032407378348580096,-0.001678466796875,-0.005663728249146516
57016320,-0.0007814160221641941,-1.216949863191985e-05,-0.0032674025333108148,0.0007476806640625,-0.0033133073875433183
57147392,-0.0007521855327468074,-1.110921697033973e-05,-0.0033100508680945495,-0.005401611328125,-0.009474956771555298
57278464,-0.000792509114035056,-1.1891855535850482e-05,-0.003314132614832488,-0.00103759765625,-0.0051561312338890275
57409536,-0.0008319415769619809,-1.1146591326394173e-05,-0.0032411574575235136,-0.002593994140625,-0.006678239672055497
57540608,-0.0007665177781746024,-1.0955194838402349e-05,-0.003336143443448236,-0.003021240234375,-0.007134856632546871
57671680,-0.0008092692582977179,-1.1247567513805734e-05,-0.0032714461212890455,-0.0001373291015625,-0.004229292068430368
57802752,-0.0008458898141725513,-1.1341030436540223e-05,-0.0031184767467493657,-0.003570556640625,-0.007546264329448604
57933824,-0.0007937109671729559,-1.235939856769619e-05,-0.0032214354705502046,-0.00146484375,-0.005492349631367688
58064896,-0.0007660837040930346,-1.2758975138638107e-05,-0.003268890317485784,0.0007171630859375,-0.003330569939862471
58195968,-0.000748047644719918,-1.054243227116558e-05,-0.003196830686647445,-0.0050201416015625,-0.00897556229847396
58327040,-0.0007596667414873082,-1.1921257581093414e-05,-0.003244705118049751,-0.0010986328125,-0.005114925897032663
58458112,-0.0007941049561850377,-1.2111735166797644e-05,-0.003206939647498075,-0.0027618408203125,-0.006774997184493259
58589184,-0.0007641340212103387,-1.2270138491032867e-05,-0.0032547377631999552,-0.002685546875,-0.006716688854339736
58720256,-0.0008091609252005583,-1.1717611180017684e-05,-0.0032391356380685465,-0.0009765625,-0.0050365766719551175
58851328,-0.0008294599379041756,-1.1269450560291716e-05,-0.0032095717506308574,-0.0042266845703125,-0.008276985588054231
58982400,-0.0008112094774332945,-1.2389178841942794e-05,-0.0032283400742016966,-0.0015411376953125,-0.005593076451532397
59113472,-0.0008145103174683754,-1.3758679486386427e-05,-0.003271179097282584,0.0012359619140625,-0.002863486285605177
59244544,-0.0008247677878898685,-1.1508393129133765e-05,-0.0032079314478323795,-0.0048370361328125,-0.008881243679297768
59375616,-0.0007902820238996355,-1.1805463394409799e-05,-0.0032633208320476115,-0.0009002685546875,-0.004965676874235214
59506688,-0.0007885608010838041,-1.611876519547195e-05,-0.0032656859621056356,-0.0024261474609375,-0.006496513000911364
59637760,-0.0007874527395870246,-1.2316928895472756e-05,-0.0032175826036109356,-0.0022430419921875,-0.0062603941537417995
59768832,-0.0007370835933215858,-2.7414458152463794e-05,-0.003249091994803166,-0.0006561279296875,-0.0046697180177943665
59899904,-0.000783733064054104,-2.3549490428820263e-05,-0.0032270048977807164,-0.0037841796875,-0.007818467243851046
60030976,-0.0006968256161599129,-1.3685704921329034e-05,-0.0032320403333869763,-0.0017547607421875,-0.005697312396023335
60162048,-0.0006982218978919263,-1.3276196021649866e-05,-0.0032866286619537277,0.0012359619140625,-0.0027621648714557523
60293120,-0.0008521642221239745,-1.3839020375883138e-05,-0.003264312672399683,-0.004638671875,-0.0087689878614583
60424192,-0.0008676231018398539,-1.370476175566182e-05,-0.0031912484137137653,-0.0009613037109375,-0.0050338480878053815
60555264,-0.00086592247180306,-1.2082884332187405e-05,-0.003174133198626805,-0.0027008056640625,-0.006752944257641502
60686336,-0.0008274495053228748,-1.3685836599108825e-05,-0.003192353424310568,-0.002593994140625,-0.006627452340126183
60817408,-0.0008892831160665082,-1.360141690298633e-05,-0.0032305526019626996,-0.00030517578125,-0.004438612886133342
60948480,-0.0007561812453786843,-1.0725778544440345e-05,-0.0032814663281897083,-0.0038299560546875,-0.007878297960814962
61079552,-0.000971879024291411,-1.3610985440948298e-05,-0.0031382470770040527,-0.000946044921875,-0.005069718803042633
61210624,-0.0008502056484758214,-1.3968690154797514e-05,-0.0032563017921347637,0.00018310546875,-0.003937370691346587
61341696,-0.0007922274789962103,-1.241968315213171e-05,-0.003234710633478244,-0.0045623779296875,-0.008601735478350747
61472768,-0.0008382742362300633,-1.3319523723964721e-05,-0.0032831572552822763,-0.0020294189453125,-0.006164169968997157
61603840,-0.0008081019068413298,-1.123267865921207e-05,-0.0032391738222941058,-0.0018463134765625,-0.005904821900003299
61734912,-0.000778296999669692,-1.2858430629592021e-05,-0.0032374572001572233,-0.003021240234375,-0.007049852886666486
61865984,-0.0008384206298615027,-1.3079190388509687e-05,-0.003218536277927342,-0.0013885498046875,-0.005458585894757562
61997056,-0.0008373524051421555,-1.2262937175933075e-05,-0.0032071684872789774,-0.0034332275390625,-0.007490011497338855
62128128,-0.0006667832299172005,-1.3544181566516045e-05,-0.0032921980982791865,-0.0013885498046875,-0.005361075354812783
62259200,-0.0007293916251001065,-1.4262252562957656e-05,-0.0032994841694744537,0.0003509521484375,-0.0036921859054928063
62390272,-0.0007960479865687375,-1.2142047353336238e-05,-0.0032395934358646628,-0.0045928955078125,-0.008640678914616728
62521344,-0.0008757856180636736,-1.3277461654581657e-05,-0.00316874060081318,-0.0009765625,-0.00503433523908825
62652416,-0.000792769885265443,-1.2110827320555018e-05,-0.003151206890834146,-0.0031280517578125,-0.0070841393639966554
62783488,-0.0008351394471901585,-1.181508602599024e-05,-0.0032410811527370242,-0.00250244140625,-0.006590477106328763
62914560,-0.0009126830432251154,-1.1647801152037118e-05,-0.003158569219522178,-0.00103759765625,-0.0051204977489760495
63045632,-0.0009346159249616903,-1.089939058829259e-05,-0.003139991658827057,-0.0035400390625,-0.007625546024883079
63176704,-0.0008295919806187158,-1.0211984445618327e-05,-0.003266677771534887,-0.00146484375,-0.005571325533765048
