collected_frames,torque/flipper_torque_FL,torque/flipper_torque_FL_max,torque/flipper_torque_FL_min,torque/flipper_torque_FR,torque/flipper_torque_FR_max,torque/flipper_torque_FR_min,torque/flipper_torque_RL,torque/flipper_torque_RL_max,torque/flipper_torque_RL_min,torque/flipper_torque_RR,torque/flipper_torque_RR_max,torque/flipper_torque_RR_min
131072,777.0073366165161,1000.0,1.515436951071024,779.955367565155,1000.0,1.5083660776726902,795.3780355453491,1000.0,1.6435045469552279,798.2125825881958,1000.0,1.468890829011798
262144,721.7020950317383,1000.0,1.1274360767565668,722.9255757331848,1000.0,0.873411251232028,753.4332485198975,1000.0,1.3824968645349145,755.0873289108276,1000.0,1.280256520025432
393216,746.646327495575,1000.0,1.3601136803627014,747.9178638458252,1000.0,1.2241407269611955,770.58726978302,1000.0,1.5524486624635756,772.4196090698242,1000.0,1.4680447094142437
524288,740.6258506774902,1000.0,0.995615147985518,742.4576964378357,1000.0,1.2264115842990577,767.2819747924805,1000.0,1.4531353707425296,769.5681028366089,1000.0,1.4311922783963382
655360,736.4259462356567,1000.0,1.1791033642366529,739.2075643539429,1000.0,1.246254176599905,764.5271406173706,1000.0,1.3938055653125048,766.2428574562073,1000.0,1.385246155783534
786432,746.8644728660583,1000.0,1.342496545985341,749.4946975708008,1000.0,1.1979257222265005,770.711190700531,1000.0,1.3193999426439404,772.8751192092896,1000.0,1.2482061889022589
917504,738.3424978256226,1000.0,1.117943324148655,741.0730819702148,1000.0,1.2992679425515234,762.976414680481,1000.0,1.423886448610574,764.6838045120239,1000.0,1.2443023500964046
1048576,752.2431373596191,1000.0,1.102315197698772,754.5516204833984,1000.0,1.1151222921907902,771.8000950813293,1000.0,1.340030847582966,773.9584612846375,1000.0,1.3907288243062794
1179648,564.0652039845785,1000.0,0.6794971441105009,564.3251654052735,1000.0,0.6565272399038076,653.4360168202718,1000.0,0.8518531751135985,654.1029464975993,1000.0,0.8815401834994554
1310720,575.4207472801208,1000.0,0.6319836357142776,575.2508854866028,1000.0,0.7272068673046306,654.9740228652954,1000.0,1.0194980902597308,655.8318967819214,1000.0,0.8875105634797364
1441792,743.1493430137634,1000.0,1.277882133726962,746.0202832221985,1000.0,1.3463546977727674,761.1043572425842,1000.0,1.2086625760421157,764.1422052383423,1000.0,1.2514957746025175
1572864,740.970673084259,1000.0,1.1678661985788494,742.8716034889221,1000.0,1.1584344124421477,768.7542057037354,1000.0,1.2126995706930757,770.8023934364319,1000.0,1.2998393904417753
1703936,749.8582816123962,1000.0,1.2447186121717095,750.731029510498,1000.0,1.2830394399352372,771.1680364608765,1000.0,1.382486098445952,773.4791054725647,1000.0,1.2857362851500511
1835008,743.7069730758667,1000.0,1.1553808221360669,745.9091920852661,1000.0,1.255879099946469,765.6186847686768,1000.0,1.176493471080903,767.8748774528503,1000.0,1.2869765255600214
1966080,750.502923488617,1000.0,1.1235316013917327,752.5652241706848,1000.0,1.3270357139408588,775.0904769897461,1000.0,1.3502164082601666,777.1824312210083,1000.0,1.4319234024733305
2097152,743.870002746582,1000.0,1.1829610322602093,746.5423693656921,1000.0,1.3868730518406664,768.274932384491,1000.0,1.3852915603201836,770.5654773712158,1000.0,1.3191628893837333
2228224,512.4155879465739,1000.0,0.6271467130258679,512.6249960327148,1000.0,0.5978516165850063,383.4111052195231,1000.0,0.517523614273717,383.62512062072756,1000.0,0.5098824949065844
2359296,518.8201811313629,1000.0,0.5831638919189572,519.0147066116333,1000.0,0.5712507469579577,403.04259061813354,1000.0,0.4387371661141515,402.7443296909332,1000.0,0.539621225791052
2490368,738.2291164398193,1000.0,1.1367922073695809,740.5449604988098,1000.0,1.0890864020911977,740.5322756767273,1000.0,1.3280181013979018,743.5186786651611,1000.0,1.067599855363369
2621440,739.790472984314,1000.0,1.0755646626930684,742.2063202857971,1000.0,1.0537000065669417,774.9652795791626,1000.0,1.4502472919411957,776.8968844413757,1000.0,1.397571203415282
2752512,758.1287817955017,1000.0,1.2532958874944597,761.0088415145874,1000.0,1.1153950879815966,778.5716171264648,1000.0,1.4986624834127724,779.9746789932251,1000.0,1.4729674626141787
2883584,751.4865961074829,1000.0,1.1437178337946534,753.1186966896057,1000.0,1.2173477453179657,772.6560344696045,1000.0,1.3258257620036602,774.4832792282104,1000.0,1.5016442434862256
3014656,755.2444477081299,1000.0,1.3487247452139854,757.287814617157,1000.0,1.1826080735772848,774.6553974151611,1000.0,1.1551576582714915,776.6091561317444,1000.0,1.3238194271107204
