collected_frames,train/mean_reward,train/epsilon,train/replay_buffer_size,train/q_network_lr,train/loss,train/grad_norm,train/q_mean,train/target_q_mean,train/extrinsic_reward_mean,train/icm_loss_forward,train/icm_loss_inverse,train/icm_intrinsic_reward_mean
11927552,0.005840779282152653,0.845625,8000000,0.0004837499999999994,,,,,,,,
11927552,,,,,0.015807589516043663,0.022567646577954292,0.8209414482116699,0.8378400206565857,0.01838505081832409,0.019945023581385612,1.8239589929580688,0.019863663241267204
12058624,-0.00842629186809063,0.8439285714285715,8000000,0.000483571428571428,,,,,,,,
12058624,,,,,0.058998968452215195,0.040762659162282944,0.8530538082122803,0.9170835018157959,0.0791567787528038,0.0036301591899245977,1.8285433053970337,0.003620289731770754
12189696,0.005249655805528164,0.8422321428571429,8000000,0.00048339285714285655,,,,,,,,
12189696,,,,,0.05811117962002754,0.03776443004608154,0.8270240426063538,0.7693563103675842,-0.042809076607227325,0.00821039080619812,1.7991429567337036,0.00822177529335022
12320768,0.003980456385761499,0.8405357142857143,8000000,0.0004832142857142851,,,,,,,,
12320768,,,,,0.07044322788715363,0.07545799016952515,0.8547934889793396,0.8184269666671753,-0.04387100785970688,0.003721094224601984,1.7412598133087158,0.003704375820234418
12451840,-0.006966688670217991,0.8388392857142857,8000000,0.0004830357142857137,,,,,,,,
12451840,,,,,0.0022684158757328987,0.03550951927900314,0.8166463971138,0.8121493458747864,0.018528778105974197,0.002412733854725957,1.8041173219680786,0.002429716056212783
12582912,0.002960528712719679,0.8371428571428572,8000000,0.00048285714285714224,,,,,,,,
12582912,,,,,0.0033713451121002436,0.02171262726187706,0.8393127918243408,0.8398433923721313,0.017926175147294998,0.002941507613286376,1.7728973627090454,0.002953742630779743
12713984,7.470062701031566e-05,0.8354464285714286,8000000,0.0004826785714285708,,,,,,,,
12713984,,,,,0.06303560733795166,0.03716488182544708,0.8344336748123169,0.9031775593757629,0.08334045857191086,0.005619330797344446,1.915589690208435,0.005580196622759104
12845056,0.032120008021593094,0.83375,8000000,0.00048249999999999937,,,,,,,,
12845056,,,,,0.0026148639153689146,0.036198101937770844,0.8497318625450134,0.85187828540802,0.01925172656774521,0.002662868006154895,1.8337024450302124,0.0026632375083863735
12976128,0.020100336521863937,0.8320535714285714,8000000,0.00048232142857142793,,,,,,,,
12976128,,,,,0.10096508264541626,0.02224135398864746,0.8424081802368164,0.748440682888031,-0.09064838290214539,0.009654177352786064,1.8721404075622559,0.009604424238204956
13107200,-0.017836980521678925,0.8303571428571428,8000000,0.0004821428571428565,,,,,,,,
13107200,,,,,0.05902329087257385,0.052775826305150986,0.8630645871162415,0.8076004981994629,-0.040614351630210876,0.004632738884538412,1.8894155025482178,0.004499079193919897
13238272,0.021954309195280075,0.8286607142857143,8000000,0.00048196428571428506,,,,,,,,
13238272,,,,,0.10602779686450958,0.11485995352268219,0.8611322045326233,0.8687731027603149,0.020374251529574394,0.010486921295523643,1.8365768194198608,0.010446727275848389
13369344,-0.003937500528991222,0.8269642857142857,8000000,0.0004817857142857136,,,,,,,,
13369344,,,,,0.09773749858140945,0.018475055694580078,0.8545961976051331,0.866713285446167,0.0242147296667099,0.01096662599593401,1.7962647676467896,0.010953042656183243
13500416,-0.0027326939161866903,0.8252678571428571,8000000,0.0004816071428571422,,,,,,,,
13500416,,,,,0.15762627124786377,0.09033499658107758,0.8688820600509644,1.0347154140472412,0.18788808584213257,0.013326789252460003,1.8607944250106812,0.013296813704073429
13631488,0.011560594663023949,0.8235714285714286,8000000,0.00048142857142857075,,,,,,,,
13631488,,,,,0.002412276342511177,0.023035580292344093,0.8525461554527283,0.8508722186088562,0.02052190527319908,0.003444854635745287,1.7868973016738892,0.00336670083925128
13762560,-0.007788701448589563,0.821875,8000000,0.0004812499999999993,,,,,,,,
13762560,,,,,0.05267925560474396,0.08084111660718918,0.8779443502426147,0.8164879083633423,-0.040224626660346985,0.006990708410739899,1.807727575302124,0.006980812177062035
13893632,0.0342576801776886,0.8201785714285714,8000000,0.0004810714285714279,,,,,,,,
13893632,,,,,0.005037268623709679,0.033726196736097336,0.8477444648742676,0.8456393480300903,0.018978074193000793,0.003170314012095332,1.7125962972640991,0.0031347672920674086
14024704,0.021971557289361954,0.8184821428571429,8000000,0.0004808928571428565,,,,,,,,
14024704,,,,,0.07012022286653519,0.036865320056676865,0.8680144548416138,0.9316166043281555,0.08647382259368896,0.008197559975087643,1.8549326658248901,0.008140740916132927
