collected_frames,shock/accel_magnitude,shock/accel_magnitude_max,shock/accel_magnitude_min,shock/shock_normalised,shock/shock_normalised_max,shock/shock_normalised_min,shock/accel_p90,shock/shock_p90_normalised,shock/accel_p95,shock/shock_p95_normalised,shock/accel_p99,shock/shock_p99_normalised
131072,,,,,,,1.321129846572876,0.1636562050463095,1.4363538444042205,0.17763951660002997,1.6074318909645084,0.1982679521287425
262144,0.7185772592201829,7.363017752766609,0.017889433775508223,8.603330570622347e-06,0.008809810504317284,0.0,,,,,,
262144,,,,,,,0.7596960186958313,0.09467757936377241,0.774069407582283,0.09645784312571837,0.7944384908676148,0.0989796642029881
393216,0.8474053675308824,8.001920368522406,0.019147084838550654,6.605806811421644e-05,0.05783108249306679,0.0,,,,,,
393216,,,,,,,1.0772070169448853,0.1338429572490285,1.1430652618408201,0.1419186847707039,1.2205683183670044,0.15139811429660943
524288,0.7940901108086109,8.304126504808664,0.01787862635478632,3.97538115066709e-05,0.040707902982831,0.0,,,,,,
524288,,,,,,,0.8719994843006134,0.10857030164436443,0.88068508207798,0.10964307679516194,0.9068000745773316,0.1128670424837297
655360,0.7950489018112421,8.447280496358871,0.0205701409267931,5.552220756044335e-05,0.051609380170702934,0.0,,,,,,
655360,,,,,,,0.9562005400657654,0.11895911342735865,0.9798868119716644,0.12187696233171241,1.0656934571266177,0.13242927258366022
786432,0.8207637914456427,8.42361607030034,0.016048467036853253,6.122521483575838e-05,0.060667939484119415,0.0,,,,,,
786432,,,,,,,0.8871523857116699,0.11044170036725576,0.9059357404708862,0.11276037576081066,0.9228461706638337,0.11484680231220223
917504,0.7589192152954638,8.104074280709028,0.016036873195844237,3.877769907489892e-05,0.038644565269351006,0.0,,,,,,
917504,,,,,,,0.8074176609516144,0.10058590654312538,0.8165224730968474,0.1017123638513977,0.8335928559303284,0.10382362528370304
1048576,0.8395507712848485,8.424272306263447,0.01848454593528004,4.3646594349411316e-05,0.03966673091053963,0.0,,,,,,
1048576,,,,,,,0.9140071034431457,0.11375635416168839,0.9354329228401184,0.11639911248686063,0.9661033147573471,0.12017926286411873
1179648,0.7933940249495208,8.14322343468666,0.01574419406188099,3.899351759173442e-05,0.03992936201393604,0.0,,,,,,
1179648,,,,,,,0.824014174938202,0.10263904995780226,0.8291249215602875,0.10327112168401298,0.8601112371683121,0.1071015514721323
1310720,0.6480750641785562,7.298127897083759,0.01062869444081116,7.803191692801192e-07,0.0007990468293428421,0.0,,,,,,
1310720,,,,,,,0.7253678202629089,0.09042331639459689,0.8398237109184266,0.1045940241370249,0.9664257448911672,0.12021898432889833
1441792,0.6753802713938057,7.798239648342133,0.014074914534830896,1.6572354070376605e-05,0.016970090568065643,0.0,,,,,,
1441792,,,,,,,0.71654914021492,0.0893298859475058,0.7224341988563537,0.09005959997381185,0.7562511289119721,0.09425081069998109
1572864,0.7368718921206892,8.424990244209766,0.017349695094708295,8.335733878084284e-05,0.08534995838999748,0.0,,,,,,
1572864,,,,,,,0.854424250125885,0.10639877894954486,0.8941161334514618,0.11130146853763123,0.9336570399999619,0.11618012910197928
1703936,0.8002092908136547,8.278883155435324,0.017815099645304144,4.680680149249383e-05,0.04476835951209068,0.0,,,,,,
1703936,,,,,,,0.8652925491333008,0.10774174178410867,0.880039268732071,0.10956331988521972,0.8951651215553283,0.11143096579966372
1835008,0.7661116272211075,8.286108806729317,0.014717715838742151,3.445792458478536e-05,0.035282889381051064,0.0,,,,,,
1835008,,,,,,,0.8412787437438964,0.1047739100751719,0.8621269643306733,0.10735062040493748,0.8844217693805695,0.11010452392044479
1966080,0.8080093399621546,8.568824000656605,0.01661681385940028,6.422971819119994e-05,0.06302393227815628,0.0,,,,,,
1966080,,,,,,,0.8652580678462982,0.107737481654822,0.8797318547964096,0.10952535426270193,0.8994865584373474,0.11196440591414092
2097152,0.7870416971854866,8.092276778072119,0.01452804412383557,4.3452380850794725e-05,0.0444952379912138,0.0,,,,,,
2097152,,,,,,,0.8365148305892944,0.10418492127753431,0.8484251290559769,0.10565731907699627,0.8718012148141862,0.10854581003061892
2228224,0.7744099530391395,8.156004179269075,0.015962819558808405,3.056519017263781e-05,0.03129875473678112,0.0,,,,,,
2228224,,,,,,,0.8113856673240661,0.1010768645049307,0.8240200072526932,0.1026397713167948,0.836905854344368,0.10423326845486725
2359296,0.5221284169238061,6.76918563619256,0.004264291088929895,0.0,0.0,0.0,,,,,,
2359296,,,,,,,0.608461332321167,0.07591134643394071,0.739749890565872,0.09220608430427335,1.0093306607007984,0.12550113153619824
2490368,0.6162698238622397,8.150796487927437,0.009670936041402456,4.182132033747621e-05,0.039042772725224495,0.0,,,,,,
2490368,,,,,,,0.6693735718727112,0.08347698121050628,0.6783904433250427,0.08459613021695067,0.6892337143421173,0.08594168399500313
2621440,0.7280687824822962,7.933946657925844,0.015159513667640567,5.1211914978921413e-05,0.05244100093841553,0.0,,,,,,
2621440,,,,,,,0.8995812475681305,0.11197609366179773,0.9261944502592087,0.11525979699867395,0.994325826764107,0.12365463658049758
2752512,0.8156364946626127,8.241014562547207,0.014638243261288153,4.2810517697944306e-05,0.04196693189442158,0.0,,,,,,
2752512,,,,,,,0.8889318883419037,0.11066141963837994,0.911160808801651,0.11340515719468325,0.925372211933136,0.1151583814179673
2883584,0.7728594001382589,8.203964725136757,0.015835725583201565,4.7678773626103066e-05,0.04882306419312954,0.0,,,,,,
2883584,,,,,,,0.8570190906524658,0.10671945101096769,0.8838543206453323,0.11003445217947516,0.9363763236999513,0.11651543825886934
3014656,0.7979697566479445,8.3097127340734,0.01445444892578962,5.163175956113264e-05,0.05287092179059982,0.0,,,,,,
3014656,,,,,,,0.8699421942234039,0.10831616458581195,0.8922847479581832,0.111075375498491,0.9230071151256563,0.11486665497114146
3145728,0.7650191490538418,8.24976121634245,0.015057268359669251,3.813715557043906e-05,0.03273663856089115,0.0,,,,,,
3145728,,,,,,,0.8158358514308929,0.10162742332425201,0.8293602675199508,0.10330022609717804,0.865858616232872,0.10781167825488769
3276800,0.7847195118665695,8.329716984182596,0.013030808824169071,5.066257290309295e-05,0.05187325179576874,0.0,,,,,,
3276800,,,,,,,0.8362518191337586,0.10415240159137573,0.8493772089481354,0.1057749990189163,0.8627614867687226,0.10742902100006213
3407872,0.6039528157562017,7.504617717117071,0.004357976368055461,4.132936737732962e-06,0.004232127219438553,0.0,,,,,,
