collected_frames,rew/shaping,rew/step_penalty,rew/joint_vel_variance,rew/joint_angle_variance,rew/roll,rew/roll_rate,rew/pitch,rew/pitch_rate,rew/terminal_bonus,rew/total_reward
3473408,0.8232630835846066,-0.1569045766880514,-0.15210846113041043,-0.03670204902300611,-0.006936703848623438,-0.0031367398132715607,-0.08768719044746831,-0.013845790745108388,0.003051358973607421,0.36899293097667396
3489792,1.004694220609963,-0.1569045766880514,-0.15208116528810933,-0.02915603377186926,-0.007171230348831159,-0.0037763090385851683,-0.07905307316104881,-0.01589145577599993,0.005338761024177074,0.5659991349093616
3506176,1.0502842487767339,-0.1569045766880514,-0.1524224659660831,-0.039231305316207,-0.011473574726551306,-0.00555311457355856,-0.08458878030069172,-0.0201053834753111,-0.00025167316198349,0.5797533765435219
3522560,0.94152663461864,-0.1569045766880514,-0.15336211468093097,-0.05083337420364842,-0.011958354494709056,-0.004723967533209361,-0.08226579386973754,-0.016618232846667524,0.0035591740161180496,0.46841938770376146
3538944,0.9103237255476415,-0.1569045766880514,-0.15229983639437705,-0.046601968293543905,-0.0121903923645732,-0.004807050232557231,-0.07746375416172668,-0.017153489068732597,0.01372888102196157,0.4566315379925072
3555328,0.8360439538955688,-0.1569045766880514,-0.1538445936748758,-0.040025224443525076,-0.008240108581958339,-0.0027134152360304142,-0.1009315678384155,-0.014362010646436829,0.0035591740161180496,0.36258162558078766
3571712,1.035081533715129,-0.1569045766880514,-0.15218882425688207,-0.03144966961554019,-0.006828889027019613,-0.0032370320941481623,-0.08147204284614418,-0.01597463837970281,0.007118348032236099,0.5941442055627704
3588096,1.056551688350737,-0.1569045766880514,-0.15132525085937232,-0.03977991106512491,-0.010529731516726315,-0.005229539860010846,-0.08491227577906102,-0.01909064231585944,0.0017795870080590248,0.5905593496281654
3604480,0.9614095268771052,-0.1569045766880514,-0.1535758626414463,-0.04838812712114304,-0.013910463741922285,-0.005053848519310122,-0.07406273408560082,-0.017619174628634937,0.005338761024177074,0.49723350047133863
3620864,0.9195784362964332,-0.1569045766880514,-0.15098576969467103,-0.047711091610835865,-0.01636562396743102,-0.005194268747800379,-0.06248156153014861,-0.01647898701048689,0.0050870878621935844,0.46854363987222314
3637248,0.8542774827219546,-0.1569045766880514,-0.1519435300724581,-0.043269196059554815,-0.011680687122861855,-0.0035405755097599467,-0.07092854776419699,-0.0132019108714303,0.0017795870080590248,0.4045880457852036
3653632,1.0304695256054401,-0.1569045766880514,-0.1490816161967814,-0.029267278048791923,-0.007831885870473343,-0.0032746872366260504,-0.05969759060826618,-0.01300446224558982,0.003051358973607421,0.6144587916787714
3670016,1.070068122819066,-0.1569045766880514,-0.1504466551123187,-0.03927157213911414,-0.009111451228818623,-0.00480413627337839,-0.07046082674060017,-0.017762996489182115,0.0,0.621305899694562
3686400,0.9629082726314664,-0.1569045766880514,-0.1508948237169534,-0.05266948268399574,-0.012150167931395117,-0.00474588037468493,-0.07125918887322769,-0.016397809966292698,0.004830945981666446,0.5027172879781574
3702784,0.9305392135865986,-0.1569045766880514,-0.14998998935334384,-0.05053420932381414,-0.013225667411461473,-0.004093128867680207,-0.07524005434243008,-0.01597649072209606,0.008897935040295124,0.47347302827984095
3719168,0.869385942351073,-0.1569045766880514,-0.1506997481919825,-0.036030060378834605,-0.007922801982203964,-0.0032964087858999847,-0.10081922227982432,-0.014649203003500588,0.007118348032236099,0.4061822686344385
3735552,1.0137994433753192,-0.1569045766880514,-0.15003524906933308,-0.030424829928961117,-0.007088578302500537,-0.0037622627869495773,-0.0791552448499715,-0.016117860432132147,0.0,0.5703108340967447
3751936,1.0343602951616049,-0.1569045766880514,-0.15131597162690014,-0.04038484331977088,-0.011718388748704456,-0.005553164322918747,-0.0784789866884239,-0.019672229391289875,0.003051358973607421,0.5733834924176335
3768320,0.929447834379971,-0.1569045766880514,-0.15159092575777322,-0.04561534701497294,-0.013729638085351326,-0.0049741245711629745,-0.08057187224039808,-0.019501241375110112,0.005338761024177074,0.46189886471256614
3784704,0.8730884823016822,-0.1569045766880514,-0.1512437426717952,-0.03930652828421444,-0.014420672690903302,-0.004354124250312452,-0.07510541816009209,-0.016437023812613916,0.015000652987509966,0.4303170533385128
3801088,0.880695229396224,-0.1569045766880514,-0.15178422431927174,-0.032734686639741994,-0.007472715285985032,-0.002982005822559586,-0.09493940568063408,-0.01373416518617887,0.007118348032236099,0.4272617951501161
3817472,1.0674399947747588,-0.1569045766880514,-0.15205784991849214,-0.02508025901624933,-0.006065671124815708,-0.0034444998200342525,-0.07101601672184188,-0.014687808190501528,0.005338761024177074,0.643522069323808
3833856,1.087988224811852,-0.1569045766880514,-0.15047211956698447,-0.03488716286665294,-0.009247952151781647,-0.005403736215157551,-0.0742208109004423,-0.019134823109197896,0.005338761024177074,0.6430558017455041
3850240,0.9561847760342062,-0.1569045766880514,-0.1506252526305616,-0.0418048253050074,-0.00908499216166092,-0.004747462373416056,-0.07333270262461156,-0.01703362356784055,-0.0005078150425106287,0.5021435201633722
3866624,0.9103967077098787,-0.1569045766880514,-0.15152521978598088,-0.04046426829881966,-0.011108054291980807,-0.004702475720478105,-0.08273634128272533,-0.016891830244276207,0.016016283072531223,0.46208022255450487
3883008,0.851186491549015,-0.1569045766880514,-0.1499805754283443,-0.03574243048205972,-0.010555624125117902,-0.004063650036187028,-0.08398994622984901,-0.014844380188151263,0.004830945981666446,0.3999362525064498
3899392,1.0389155056327581,-0.1569045766880514,-0.15017963282298297,-0.026787054448504932,-0.008963944361312315,-0.0037258613174344646,-0.06523533433210105,-0.014865946330246516,0.007118348032236099,0.6193714989349246
3915776,1.0948832919821143,-0.1569045766880514,-0.15057312755379826,-0.0341637975507183,-0.012340409768512473,-0.005388075682276394,-0.06435988191515207,-0.018578309442091268,0.0035591740161180496,0.6561342771165073
3932160,0.9729971303604543,-0.1569045766880514,-0.1494257014710456,-0.04050109532545321,-0.013810763710353058,-0.005141149127666722,-0.07368832279462367,-0.017151173829915933,0.01016970700584352,0.5265440477523953
3948544,0.9488736945204437,-0.1569045766880514,-0.1510119424201548,-0.03965523943770677,-0.011946960730710998,-0.004779497221534257,-0.07669257739325985,-0.015512849793594796,0.008390119997784495,0.5007601708639413
3964928,0.869313414208591,-0.1569045766880514,-0.14969832473434508,-0.03663839414366521,-0.009713237297546584,-0.0034812421836249996,-0.09804942359915003,-0.015001946594566107,0.0012717719655483961,0.4010980424936861
3981312,1.030824617948383,-0.1569045766880514,-0.15075687447097152,-0.0306023177690804,-0.008587040330894524,-0.003844077516987454,-0.08242571869050153,-0.01695248109899694,0.0066105329897254705,0.5873620572965592
3997696,1.056363527663052,-0.1569045766880514,-0.15120439347811043,-0.0399713339866139,-0.012904463175800629,-0.0055306525791820604,-0.07986909773899242,-0.018496845885238145,0.005338761024177074,0.5968209239654243
4014080,0.9290640447288752,-0.1569045766880514,-0.15188630495686084,-0.04845753964036703,-0.015846129826968536,-0.005173062847461551,-0.08395780617138371,-0.016933256192714907,0.003051358973607421,0.45295672840438783
4030464,0.9137332527898252,-0.1569045766880514,-0.15072755829896778,-0.04522845090832561,-0.013531816082831938,-0.004963934086845256,-0.08415814297040924,-0.017380943914758973,0.0050870878621935844,0.4459249177016318
4046848,0.8355880887247622,-0.1569045766880514,-0.1488296106690541,-0.04116343116038479,-0.00836255021567922,-0.003453640645602718,-0.08018894540145993,-0.012890558908111416,0.0066105329897254705,0.3904053042642772
4063232,1.0739270439371467,-0.1569045766880514,-0.1501072832616046,-0.031101471118745394,-0.007345931266172556,-0.0039003623478492955,-0.06674650087370537,-0.015001634626969462,0.012457109056413174,0.6552763858344406
4079616,1.1000398322939873,-0.1569045766880514,-0.15041049267165363,-0.04242431117745582,-0.010768707092211116,-0.005645422083034646,-0.07609904406126589,-0.019831439800327644,0.0035591740161180496,0.6415150202810764
4096000,0.9714506291784346,-0.1569045766880514,-0.15026663185562938,-0.048095291102072224,-0.012376298094750382,-0.0051796535572066205,-0.07443004386732355,-0.01874300912459148,0.007118348032236099,0.512573471525684
4112384,0.9353037825785577,-0.1569045766880514,-0.1488156815757975,-0.03980031542596407,-0.013458554749377072,-0.005550597346882569,-0.07062688146834262,-0.01798061879526358,0.021611185977235436,0.5037777393590659
4128768,0.8454177402891219,-0.1569045766880514,-0.14990936231333762,-0.04701090854359791,-0.008344557300006272,-0.0035421201446297346,-0.07570121006574482,-0.014297212823294103,0.012457109056413174,0.4021649023052305
4145152,1.0342174493707716,-0.1569045766880514,-0.1489929041126743,-0.03480054417741485,-0.008134750383760547,-0.003503819476463832,-0.06341862906992901,-0.014747953686310211,0.005338761024177074,0.6090530317742378
4161536,1.0648877266794443,-0.1569045766880514,-0.15063883818220347,-0.03719734711921774,-0.012021951202768832,-0.0053066225300426595,-0.07064965000608936,-0.019571144381188788,0.0012717719655483961,0.6138693592511117
4177920,0.9419713234528899,-0.1569045766880514,-0.14906275970861316,-0.04941772544407286,-0.012247444916283712,-0.004374847481813049,-0.06850250434945337,-0.016586585792538244,0.01016970700584352,0.4950445876456797
4194304,0.9308962007053196,-0.1569045766880514,-0.15063387714326382,-0.04525076012942009,-0.011302577157039195,-0.004028988596473937,-0.07024036312941462,-0.016984419686195906,0.008390119997784495,0.48394076176919043
4210688,0.8710748753510416,-0.1569045766880514,-0.1497173475800082,-0.04709054343402386,-0.007419312856654869,-0.002656085187481949,-0.08757373149273917,-0.013765893862000667,0.0017795870080590248,0.4077269737608731
4227072,1.0607113600708544,-0.1569045766880514,-0.1517286110902205,-0.03362173737696139,-0.007689783151363372,-0.003202563758350152,-0.06579847077955492,-0.014623914670664817,0.005338761024177074,0.6324804690666497
