attempt,collected_frames,action/v_mean,action/v_std,action/w_mean,action/w_std,action/flipper_fl_mean,action/flipper_fl_std,action/flipper_fr_mean,action/flipper_fr_std,action/flipper_rl_mean,action/flipper_rl_std,action/flipper_rr_mean,action/flipper_rr_std
0,131072,-0.0016819571610540152,0.6281346678733826,-0.008869006298482418,0.6200807690620422,0.041229117661714554,0.6402990221977234,-0.010266272351145744,0.6160211563110352,0.018170855939388275,0.6298807859420776,-0.009215490892529488,0.618767261505127
0,262144,0.00045564176980406046,0.6250096559524536,0.018742423504590988,0.6159757971763611,0.0402287133038044,0.6399485468864441,-0.008469964377582073,0.6170806884765625,0.018671134486794472,0.6293990015983582,-0.008741185069084167,0.6247418522834778
0,393216,0.004419746343046427,0.6245557069778442,0.009339955635368824,0.6103103160858154,0.05743955448269844,0.6366994976997375,0.0032632851507514715,0.622199296951294,0.019435325637459755,0.6272226572036743,-0.00955906230956316,0.6196230053901672
0,524288,0.020831398665905,0.6245775818824768,0.01792716607451439,0.6168745160102844,0.0549338236451149,0.639798104763031,-0.004921124782413244,0.6209542155265808,0.014745088294148445,0.6283442974090576,-0.013182027265429497,0.6174855828285217
0,655360,0.03463447839021683,0.6244469881057739,0.02761656418442726,0.611169695854187,0.052459441125392914,0.6388573050498962,-0.008574487641453743,0.6220803260803223,0.04429356008768082,0.6268696784973145,-0.011105009354650974,0.6167673468589783
0,786432,0.040464069694280624,0.6230892539024353,0.028516117483377457,0.6123087406158447,0.04218816012144089,0.6368322968482971,-0.002458216855302453,0.6228637099266052,0.03355160728096962,0.6271738409996033,-0.010995892807841301,0.6149936318397522
0,917504,0.04569718614220619,0.6201702356338501,0.018335051834583282,0.6113111972808838,0.04451713711023331,0.63544100522995,-0.00013174029299989343,0.6243259906768799,0.03334399312734604,0.6263800263404846,-0.02037522755563259,0.6160714030265808
0,1048576,0.04892057552933693,0.6171965003013611,0.021687673404812813,0.6091439723968506,0.04256265610456467,0.6296173334121704,-0.004199236631393433,0.62154221534729,0.0365753211081028,0.6236367225646973,-0.0224675964564085,0.6127172708511353
0,1179648,0.04106224700808525,0.6179320216178894,0.021998532116413116,0.6096047759056091,0.03533988818526268,0.6306877136230469,-0.007191508077085018,0.6230316162109375,0.018397890031337738,0.6243681907653809,-0.04076036810874939,0.6113128662109375
0,1310720,0.048348989337682724,0.6136670112609863,0.02448042668402195,0.6065922379493713,0.03915712237358093,0.6342362761497498,-0.03124910779297352,0.6276978254318237,-0.005223127081990242,0.6253542304039001,-0.07037536054849625,0.6079214215278625
0,1441792,0.056908197700977325,0.61729896068573,0.03193838521838188,0.6057078242301941,0.048556603491306305,0.6357490420341492,-0.03702183812856674,0.6286790370941162,-0.009482978843152523,0.6316208839416504,-0.07292019575834274,0.6115846633911133
0,1572864,0.0449037030339241,0.6171928644180298,0.0200272798538208,0.6092705130577087,0.05180392786860466,0.6324266195297241,-0.02446848340332508,0.6252426505088806,-0.015409563668072224,0.6352161169052124,-0.07948695123195648,0.6106182336807251
