attempt,collected_frames,action/v_mean,action/v_std,action/w_mean,action/w_std,action/flipper_fl_mean,action/flipper_fl_std,action/flipper_fr_mean,action/flipper_fr_std,action/flipper_rl_mean,action/flipper_rl_std,action/flipper_rr_mean,action/flipper_rr_std
0,131072,0.001711843884550035,0.6284722685813904,-0.009592180140316486,0.6188817024230957,0.035463847219944,0.6390998959541321,-0.010926913470029831,0.6183143258094788,0.02307235077023506,0.6295427083969116,-0.005301600322127342,0.6199455261230469
0,262144,0.07972565293312073,0.6281185746192932,-0.013791356235742569,0.6153066158294678,0.04638925939798355,0.6348332762718201,-0.02069775015115738,0.6178192496299744,0.01777384616434574,0.6337680220603943,0.0001043068477883935,0.6169095039367676
0,393216,0.16831734776496887,0.6145647168159485,-0.016540488228201866,0.6130411624908447,0.04449089989066124,0.6311862468719482,-0.016321610659360886,0.6190794110298157,0.0276669729501009,0.6335570812225342,0.0006454336689785123,0.6185032725334167
0,524288,0.24501611292362213,0.5905590653419495,-0.016567539423704147,0.6170951724052429,0.05978219211101532,0.6295351982116699,0.0042617470026016235,0.6108404397964478,0.041170865297317505,0.6417478919029236,-0.0026291259564459324,0.6192019581794739
0,655360,0.3089406192302704,0.558678925037384,-0.011364983394742012,0.6136415600776672,0.06452825665473938,0.6275816559791565,0.018649591132998466,0.6037979125976562,0.061718009412288666,0.6396017670631409,0.012638680636882782,0.6118066906929016
0,786432,0.3608047366142273,0.5500953793525696,-0.0360230877995491,0.6200768947601318,0.06772421300411224,0.6297922730445862,0.02044735848903656,0.6101739406585693,0.049275487661361694,0.6495583653450012,0.025981903076171875,0.6149148344993591
0,917504,0.40608757734298706,0.5318620800971985,-0.0343116894364357,0.6216784715652466,0.056064847856760025,0.6292024850845337,0.024381084367632866,0.6147550940513611,0.03419400006532669,0.6566715240478516,0.023068297654390335,0.6227851510047913
0,1048576,0.44512391090393066,0.507621705532074,-0.043112874031066895,0.6113016605377197,0.04840972274541855,0.6271778345108032,0.01128459069877863,0.6110513806343079,0.05137506127357483,0.6512864828109741,0.03366785869002342,0.6194319128990173
0,1179648,0.4705955386161804,0.5002985596656799,-0.049388036131858826,0.6129183769226074,0.05474994704127312,0.62870192527771,-0.0014998925616964698,0.6164301037788391,0.038334570825099945,0.6548546552658081,0.03378156200051308,0.6213933229446411
0,1310720,0.451779305934906,0.5079660415649414,-0.032378796488046646,0.610469400882721,0.05141820013523102,0.628042459487915,-0.01571127586066723,0.6136103868484497,0.035383597016334534,0.648076593875885,0.03788558393716812,0.6208735108375549
