attempt,collected_frames,rew/shaping,rew/joint_ang_from_flat_penalty,rew/joint_angle_var_penalty,rew/roll_penalty,rew/roll_rate_penalty,rew/pitch_penalty,rew/pitch_rate_penalty,rew/shock_penalty,rew/clearance,rew/action_bonus,rew/flipper_action_bonus,rew/step_penalty,rew/terminal_bonus,rew/total_reward
0,131072,2.1740147415548563,-0.05463236517607584,-0.05332646664464846,-0.0013501470573373808,-0.17103060148656368,-0.019922790601413,-0.18415426329011098,-0.0011025700896425406,-0.0004271931064536716,0.037945011572446674,0.7046605856157839,-0.05948888882994652,0.0,2.3711850363761187
0,262144,2.4194179102778435,-0.05852545442758128,-0.05655888229375705,-0.001082487693395251,-0.1645167953101918,-0.027650676493067294,-0.18181600235402584,-0.00022999898646958172,-0.00042198593348530267,0.7691102526150644,0.7026570844464004,-0.05959511917899363,-0.0002284944202983752,3.3405343741178513
0,393216,2.7658187244087458,-0.056569882508483715,-0.05520020308176754,-0.0017547980780818762,-0.1730796773917973,-0.028017432529168218,-0.18479808603296988,-0.0009111602394114016,-0.0007608297563947986,1.6265361225232482,0.7009753915481269,-0.0597013495862484,0.0,4.532536854967475
0,524288,2.227465009316802,-0.06078032264485955,-0.05630765960086137,-0.005420425477495883,-0.1910537164658308,-0.07202437052910682,-0.19784386432729661,-0.00026669770159060135,-0.003440672640408593,1.6995705366134644,0.702290412504226,-0.05980757996439934,-0.0002284944202983752,3.982122231274843
0,655360,2.4259978951886296,-0.05752292771649081,-0.05312570959358709,-0.0089874210382348,-0.18810619821306318,-0.0721595778277333,-0.18894983499194495,-0.00027718184355762787,-0.002730793451377167,2.190366707742214,0.6870935694314539,-0.05991381034255028,0.02942043077200651,4.701076483353972
0,786432,2.3810170153155923,-0.061647971626371145,-0.05520512617658824,-0.00851538415736286,-0.18746492022182792,-0.08745301312592346,-0.19731811282690614,-0.0004016538441646844,-0.0035613009285953012,2.4381873216480017,0.7080021859146655,-0.06002004072070122,0.0,4.865618951618671
0,917504,1.9492447720840573,-0.060395712964236736,-0.05297706360579468,-0.029231409425847232,-0.20198287244420499,-0.12697789334924892,-0.18938407371751964,-0.00018457231999491341,-0.0072107068153854925,2.368168242275715,0.7233861833810806,-0.0601262713316828,0.1533347533113556,4.465402740985155
0,1048576,2.8956625815480947,-0.05816598304954823,-0.05408318123227218,-0.011924173620627698,-0.182628697657492,-0.08126895640452858,-0.19238009088439867,-0.00022990575598669238,-0.004054500637266756,3.316147342324257,0.7108257589861751,-0.0602325014770031,0.011859570164233446,6.289527419954538
0,1179648,2.137327803298831,-0.05891014076769352,-0.05349849091726355,-0.03710419715207536,-0.1939193269936368,-0.15396468562539667,-0.18271811155136675,-0.00016756614058976993,-0.0086674128579034,2.935019250959158,0.7220098790712655,-0.06033873185515404,0.17811651129159145,5.222716387361288
0,1310720,2.5697972159832716,-0.05574768815131392,-0.05268335067376029,-0.0216482408795855,-0.18386337079573423,-0.13340392149984837,-0.1839264715090394,-0.0003283301130068139,-0.007918885676190257,3.1270992532372475,0.7118618562817574,-0.06044496182585135,0.044239358612685464,5.75239834934473
0,1441792,2.4008208606392145,-0.05829366733087227,-0.054621972085442394,-0.03309557677130215,-0.19556275848299265,-0.15199972211848944,-0.1864786276128143,-0.0004458508228708524,-0.008663560351124033,3.3511105738580227,0.7077541369944811,-0.06055119261145592,0.14177799741446506,5.851287703961134
