attempt,collected_frames,env/success_rate,env/failure_rate
0,131072,0.9316546762589928,0.0683453237410072
0,262144,0.8707865168539326,0.12921348314606743
0,393216,0.30142857142857143,0.05714285714285714
0,524288,0.5805892547660312,0.06759098786828423
0,655360,0.406480117820324,0.07363770250368189
0,786432,0.5092748735244519,0.05564924114671164
0,917504,0.5343228200371057,0.06307977736549165
0,1048576,0.45852187028657615,0.05128205128205128
0,1179648,0.5121107266435986,0.0657439446366782
0,1310720,0.32475247524752476,0.25742574257425743
0,1441792,0.3891992551210428,0.16573556797020483
0,1572864,0.40266222961730447,0.05823627287853577
0,1703936,0.465625,0.046875
0,1835008,0.5101351351351351,0.05912162162162162
0,1966080,0.48414023372287146,0.038397328881469114
0,2097152,0.5050505050505051,0.058922558922558925
0,2228224,0.5015873015873016,0.05238095238095238
0,2359296,0.6137123745819398,0.0016722408026755853
0,2490368,0.598939929328622,0.01060070671378092
0,2621440,0.5424954792043399,0.03616636528028933
0,2752512,0.47627118644067795,0.07796610169491526
0,2883584,0.47571189279731996,0.06532663316582915
0,3014656,0.48697068403908794,0.04560260586319218
0,3145728,0.5058823529411764,0.03697478991596639
0,3276800,0.5032258064516129,0.05967741935483871
0,3407872,0.5646481178396072,0.0
0,3538944,0.6042402826855123,0.0353356890459364
0,3670016,0.5651376146788991,0.06972477064220184
0,3801088,0.4743362831858407,0.0743362831858407
0,3932160,0.48841059602649006,0.057947019867549666
0,4063232,0.4781906300484653,0.06462035541195477
0,4194304,0.49146757679180886,0.05460750853242321
0,4325376,0.4449685534591195,0.08333333333333333
0,4456448,0.4965986394557823,0.009070294784580499
0,4587520,0.4702258726899384,0.07802874743326489
0,4718592,0.3794266441821248,0.0775716694772344
0,4849664,0.4888888888888889,0.05982905982905983
0,4980736,0.47368421052631576,0.05108359133126935
0,5111808,0.4869029275808937,0.0724191063174114
0,5242880,0.5079928952042628,0.09236234458259325
1,5373952,0.9471698113207547,0.052830188679245285
1,5505024,0.5282167042889391,0.09932279909706546
1,5636096,0.4943609022556391,0.02819548872180451
1,5767168,0.3937908496732026,0.04084967320261438
1,5898240,0.4934210526315789,0.044407894736842105
1,6029312,0.47317073170731705,0.04715447154471545
1,6160384,0.502495840266223,0.04658901830282862
1,6291456,0.5309882747068677,0.038525963149078725
1,6422528,0.4852941176470588,0.049019607843137254
1,6553600,0.47489539748953974,0.0
1,6684672,0.4934210526315789,0.046052631578947366
1,6815744,0.3918032786885246,0.03934426229508197
1,6946816,0.5239786856127886,0.037300177619893425
1,7077888,0.4789391575663027,0.0530421216848674
1,7208960,0.48292682926829267,0.02926829268292683
1,7340032,0.5145299145299145,0.04786324786324787
2,7471104,0.9714285714285714,0.02857142857142857
2,7602176,0.44168734491315137,0.0024813895781637717
2,7733248,0.48306997742663654,0.024830699774266364
2,7864320,0.34517766497461927,0.028764805414551606
2,7995392,0.4866220735785953,0.056856187290969896
2,8126464,0.4696223316912972,0.029556650246305417
2,8257536,0.4827586206896552,0.027914614121510674
3,7471104,0.9455252918287937,0.054474708171206226
3,7602176,0.5467889908256881,0.08256880733944955
3,7733248,0.4963898916967509,0.09025270758122744
3,7864320,0.4746376811594203,0.07065217391304347
3,7995392,0.45598591549295775,0.02112676056338028
3,8126464,0.43023255813953487,0.044850498338870434
3,8257536,0.4844517184942717,0.03273322422258593
3,8388608,0.5181518151815182,0.052805280528052806
3,8519680,0.5180921052631579,0.03289473684210526
3,8650752,0.4986072423398329,0.022284122562674095
3,8781824,0.4790794979079498,0.010460251046025104
3,8912896,0.3564356435643564,0.013201320132013201
3,9043968,0.5212224108658744,0.011884550084889643
3,9175040,0.484375,0.0234375
3,9306112,0.4852459016393443,0.02459016393442623
3,9437184,0.5507246376811594,0.014492753623188406
3,9568256,0.4483870967741935,0.035483870967741936
3,9699328,0.4781609195402299,0.01839080459770115
3,9830400,0.47558386411889597,0.040339702760084924
3,9961472,0.3848797250859107,0.02577319587628866
3,10092544,0.47594501718213056,0.020618556701030927
3,10223616,0.4370015948963317,0.04146730462519936
3,10354688,0.4839797639123103,0.02866779089376054
3,10485760,0.47540983606557374,0.030965391621129327
3,10616832,0.4069767441860465,0.044850498338870434
3,10747904,0.510989010989011,0.045787545787545784
3,10878976,0.49604743083003955,0.039525691699604744
3,11010048,0.4784110535405872,0.04317789291882556
3,11141120,0.5098389982110912,0.017889087656529516
3,11272192,0.4193011647254576,0.03494176372712146
3,11403264,0.4722222222222222,0.015625
3,11534336,0.4694589877835951,0.010471204188481676
3,11665408,0.43676222596964587,0.011804384485666104
3,11796480,0.48484848484848486,0.0
3,11927552,0.6041275797373359,0.0075046904315197
3,12058624,0.4444444444444444,0.0499194847020934
3,12189696,0.5882352941176471,0.03431372549019608
3,12320768,0.48877374784110533,0.010362694300518135
3,12451840,0.41379310344827586,0.006896551724137931
3,12582912,0.46774193548387094,0.012544802867383513
3,12713984,0.41238938053097346,0.02831858407079646
3,12845056,0.4752475247524752,0.027227722772277228
3,12976128,0.4890829694323144,0.017467248908296942
3,13107200,0.3415929203539823,0.0017699115044247787
3,13238272,0.4784,0.0064
3,13369344,0.45486725663716815,0.03008849557522124
3,13500416,0.3708609271523179,0.026490066225165563
3,13631488,0.4963898916967509,0.032490974729241874
3,13762560,0.44,0.01391304347826087
3,13893632,0.4881889763779528,0.0
3,14024704,0.6382978723404256,0.0017730496453900709
3,14155776,0.4675090252707581,0.02888086642599278
3,14286848,0.4752981260647359,0.02385008517887564
3,14417920,0.4666666666666667,0.006666666666666667
3,14548992,0.4379432624113475,0.05673758865248227
3,14680064,0.425,0.0375
3,14811136,0.403035413153457,0.03541315345699832
3,14942208,0.46875,0.0
3,15073280,0.4765432098765432,0.012345679012345678
3,15204352,0.35471698113207545,0.018867924528301886
3,15335424,0.4187866927592955,0.003913894324853229
3,15466496,0.35294117647058826,0.013071895424836602
3,15597568,0.3953098827470687,0.01340033500837521
3,15728640,0.4358974358974359,0.04930966469428008
5,15859712,0.8333333333333334,0.16666666666666666
5,15990784,0.45657015590200445,0.0066815144766146995
5,16121856,0.5089285714285714,0.026785714285714284
5,16252928,0.33454545454545453,0.03272727272727273
5,16384000,0.4147727272727273,0.017045454545454544
5,16515072,0.32231404958677684,0.03140495867768595
5,16646144,0.41368078175895767,0.048859934853420196
5,16777216,0.46421267893660534,0.02044989775051125
5,16908288,0.33777038269550747,0.008319467554076539
6,16908288,0.7711267605633803,0.22887323943661972
6,17039360,0.3333333333333333,0.234375
6,17170432,0.44385026737967914,0.09090909090909091
6,17301504,0.32987551867219916,0.03112033195020747
7,16908288,0.8186046511627907,0.1813953488372093
7,17039360,0.33814432989690724,0.15257731958762888
7,17170432,0.4155844155844156,0.09307359307359307
7,17301504,0.302158273381295,0.012589928057553957
7,17432576,0.3978685612788632,0.0017761989342806395
7,17563648,0.35571687840290384,0.02722323049001815
7,17694720,0.3567921440261866,0.01800327332242226
7,17825792,0.5057034220532319,0.028517110266159697
8,17956864,0.9910313901345291,0.008968609865470852
8,18087936,0.4289044289044289,0.016317016317016316
8,18219008,0.46454767726161367,0.019559902200488997
8,18350080,0.34731543624161076,0.008389261744966443
8,18481152,0.4416961130742049,0.037102473498233215
8,18612224,0.42150170648464164,0.032423208191126277
8,18743296,0.43865546218487395,0.05714285714285714
8,18874368,0.43538767395626243,0.03578528827037773
8,19005440,0.34846029173419774,0.014586709886547812
8,19136512,0.4457274826789838,0.0
8,19267584,0.545662100456621,0.00684931506849315
8,19398656,0.34563106796116505,0.011650485436893204
8,19529728,0.3513011152416357,0.03345724907063197
8,19660800,0.38087520259319285,0.009724473257698542
