attempt,collected_frames,shock/accel_magnitude,shock/accel_magnitude_max,shock/accel_magnitude_min,shock/shock_normalised,shock/shock_normalised_max,shock/shock_normalised_min,shock/accel_p90,shock/shock_p90_normalised,shock/accel_p95,shock/shock_p95_normalised,shock/accel_p99,shock/shock_p99_normalised
0,131072,1.187864393927157,9.014845166355371,0.06614168491705641,0.00017671932528173784,0.11649420484900475,0.0,1.5269205808639525,0.188580650111571,1.5750783562660216,0.19437964162415478,1.8082068932056437,0.22225387733360158
0,262144,0.955090353731066,9.144659385085106,0.03652382495056372,7.267786293141398e-05,0.07388275489211082,0.0,1.0731387376785277,0.1333434982511168,1.0864138722419738,0.1349730232151094,1.1169505071640016,0.13871861617777492
0,393216,1.039675248786807,9.623554214835167,0.040350785024202196,0.00011278216663868079,0.108598867431283,0.0,1.2320901989936828,0.15280502943740348,1.2551076591014863,0.15561378891577426,1.3735894012451177,0.1700310863490473
0,524288,1.0134110427461565,9.46321589127183,0.03741643118337379,9.282667821253199e-05,0.08837667107582092,0.0,1.0856290340423584,0.13487670441008737,1.0931626439094544,0.13580115678198035,1.11322230219841,0.13826152870429342
0,655360,0.9882054817862809,9.33646710216999,0.03712368506967323,9.3254544523802e-05,0.08910912834107876,0.0,1.062436819076538,0.13202931045403132,1.0689691305160522,0.13283152902748374,1.182367826700211,0.1467291640163868
0,786432,1.0108634335920215,9.397732343524694,0.039221785656991415,9.30793014504161e-05,0.0872919000685215,0.0,1.0919725179672242,0.13565513162120935,1.1075880408287049,0.13757064211592995,1.1323414754867553,0.14060496069891237
0,917504,1.0034872847609222,9.569226052612066,0.036782361079531256,9.147567340050955e-05,0.08967320621013641,0.0,1.0415135145187377,0.1294586067506336,1.089332681894302,0.13533121001079662,1.1227766025066377,0.1394327919827134
0,1048576,1.0096490383148193,9.673831559717655,0.03805441335134674,0.00011522414607156861,0.1124374009668827,0.0,1.0489467263221741,0.13037207594220868,1.0767749607563017,0.13378991732053902,1.1070950031280518,0.1375101782751016
0,1179648,0.9884510808624327,9.667920358479023,0.037593207620375324,9.45901721820519e-05,0.09683275781571865,0.0,1.0434323310852052,0.1296944316861568,1.0633144617080688,0.13213710186661376,1.0809917259216308,0.13430754153931068
0,1310720,0.9327391497790813,13.779373347759247,0.027682635140081402,0.0012089526743750412,0.6324440333992243,0.0,1.1325350880622864,0.1406286837309756,1.2692525029182433,0.15733860220193008,1.403787503242493,0.17369434997417965
0,1441792,1.1121665476821363,10.798752184957266,0.0441491612327809,0.0002317455745242114,0.22147143073379993,0.0,1.232895278930664,0.1529033131534605,1.2499683141708373,0.15498686478572976,1.313270856142044,0.16269998908252514
