attempt,collected_frames,failure/rollover,failure/out_of_range,failure/shock_high
0,131072,9.1552734375e-05,0.0,0.0
0,262144,0.00042724609375,0.0,0.0
0,393216,0.00026702880859375,0.0,0.0
0,524288,0.0003509521484375,0.0,0.0
0,655360,0.0002288818359375,0.0,0.0
0,786432,0.00025177001953125,0.0,0.0
0,917504,0.000244140625,0.0,0.0
0,1048576,0.0002899169921875,0.0,0.0
0,1179648,0.00025177001953125,0.0,0.0
0,1310720,0.000993475856551205,1.8384083207831327e-05,0.0
0,1441792,0.0002899169921875,7.62939453125e-06,0.0
0,1572864,0.00011444091796875,0.0,0.0
0,1703936,0.000213623046875,0.0,0.0
0,1835008,0.00032806396484375,0.0,0.0
0,1966080,0.000244140625,0.0,0.0
0,2097152,0.00023651123046875,0.0,0.0
0,2228224,0.000274658203125,0.0,0.0
0,2359296,4.5592526355421684e-05,7.35363328313253e-06,0.0
0,2490368,3.814697265625e-05,0.0,0.0
0,2621440,0.00014495849609375,0.0,0.0
0,2752512,0.000213623046875,0.0,0.0
0,2883584,0.0003662109375,0.0,0.0
0,3014656,0.00016021728515625,7.62939453125e-06,0.0
0,3145728,0.000213623046875,0.0,0.0
0,3276800,0.00017547607421875,0.0,0.0
0,3407872,0.001020684299698795,0.0,0.0
0,3538944,0.00025177001953125,0.0,0.0
0,3670016,0.0001068115234375,7.62939453125e-06,0.0
0,3801088,0.000244140625,0.0,0.0
0,3932160,0.00022125244140625,0.0,0.0
0,4063232,0.00017547607421875,0.0,0.0
0,4194304,0.00025177001953125,0.0,0.0
0,4325376,0.000244140625,0.0,0.0
0,4456448,1.911944653614458e-05,2.426698983433735e-05,0.0
0,4587520,3.814697265625e-05,3.0517578125e-05,0.0
0,4718592,0.0001068115234375,7.62939453125e-06,0.0
0,4849664,0.00023651123046875,0.0,0.0
0,4980736,0.0002593994140625,0.0,0.0
0,5111808,0.00017547607421875,0.0,0.0
0,5242880,0.0001373291015625,0.0,0.0
1,5373952,3.814697265625e-05,0.0,0.0
1,5505024,4.7798616340361444e-05,5.00047063253012e-05,0.0
1,5636096,4.57763671875e-05,5.340576171875e-05,0.0
1,5767168,8.392333984375e-05,2.288818359375e-05,0.0
1,5898240,0.0001220703125,0.0,0.0
1,6029312,0.000213623046875,0.0,0.0
1,6160384,4.57763671875e-05,7.62939453125e-06,0.0
1,6291456,0.00017547607421875,0.0,0.0
1,6422528,0.0001678466796875,0.0,0.0
1,6553600,0.0005860845726656627,1.470726656626506e-06,0.0
1,6684672,9.918212890625e-05,7.62939453125e-06,0.0
1,6815744,9.918212890625e-05,1.52587890625e-05,0.0
1,6946816,0.00022125244140625,0.0,0.0
1,7077888,9.918212890625e-05,0.0,0.0
1,7208960,7.62939453125e-05,7.62939453125e-06,0.0
1,7340032,0.00011444091796875,0.0,0.0
1,7471104,0.00011444091796875,0.0,0.0
1,7602176,2.941453313253012e-06,0.0,0.0
1,7733248,1.52587890625e-05,0.0,0.0
1,7864320,9.918212890625e-05,7.62939453125e-06,0.0
1,7995392,0.000152587890625,7.62939453125e-06,0.0
1,8126464,0.00016021728515625,0.0,0.0
1,8257536,0.00016021728515625,7.62939453125e-06,0.0
1,8388608,0.00014495849609375,0.0,0.0
1,8519680,6.866455078125e-05,0.0,0.0
1,8650752,2.50023531626506e-05,0.0,0.0
1,8781824,7.62939453125e-05,0.0,0.0
1,8912896,6.866455078125e-05,0.0,0.0
1,9043968,0.00011444091796875,2.288818359375e-05,0.0
1,9175040,6.866455078125e-05,0.0,0.0
1,9306112,0.0001373291015625,0.0,0.0
1,9437184,0.00012969970703125,0.0,0.0
1,9568256,9.918212890625e-05,7.62939453125e-06,0.0
1,9699328,0.00021913827183734938,1.691335655120482e-05,0.0
1,9830400,9.918212890625e-05,1.52587890625e-05,0.0
1,9961472,7.62939453125e-05,7.62939453125e-06,0.0
1,10092544,0.00012969970703125,0.0,0.0
1,10223616,0.00011444091796875,0.0,0.0
1,10354688,0.0001373291015625,7.62939453125e-06,0.0
1,10485760,3.814697265625e-05,0.0,0.0
1,10616832,7.62939453125e-05,7.62939453125e-06,0.0
1,10747904,2.867916980421687e-05,1.985480986445783e-05,0.0
1,10878976,5.340576171875e-05,3.814697265625e-05,0.0
1,11010048,3.0517578125e-05,7.62939453125e-06,0.0
1,11141120,0.0002899169921875,0.0,0.0
1,11272192,0.000244140625,0.0,0.0
1,11403264,0.0001220703125,0.0,0.0
1,11534336,6.866455078125e-05,0.0,0.0
1,11665408,9.1552734375e-05,0.0,0.0
