attempt,collected_frames,clearance/height,clearance/height_max,clearance/height_min
0,131072,0.0822188834526969,0.31657074484974146,-0.052774133160710335
0,262144,0.09879310545511544,0.3352773061487824,-0.06929155602119863
0,393216,0.09190746454987675,0.34335112455300987,-0.06835294258780777
0,524288,0.09297735046129674,0.35092988377436996,-0.06898286985233426
0,655360,0.09135877178050578,0.3483261119108647,-0.06945625692605972
0,786432,0.09335900621954352,0.34044691640883684,-0.06930175144225359
0,917504,0.09199594659730792,0.3354693977162242,-0.06947693531401455
0,1048576,0.08908165828324854,0.3365815735887736,-0.06921672611497343
0,1179648,0.23130565890319604,0.3840283810844024,0.01032183883090814
0,1310720,0.22954974917229265,0.3932313579134643,-0.00016278214752674103
0,1441792,0.16305233002640307,0.379808412399143,-0.05264173028990626
0,1572864,0.11677433812292293,0.3742071909364313,-0.06887822924181819
0,1703936,0.09055723110213876,0.3428113120608032,-0.06934471125714481
0,1835008,0.08677046763477847,0.32905455213040113,-0.06945042684674263
0,1966080,0.0849145128740929,0.3441313444636762,-0.06942098611034453
0,2097152,0.08937976969173178,0.3490736042149365,-0.06930948770605028
0,2228224,0.13010349728526005,0.37323011370996634,-0.039275390108426414
0,2359296,0.12992908153682947,0.3896850352175534,-0.04994221683591604
0,2490368,0.10918397741625085,0.36557721393182874,-0.06123865395784378
0,2621440,0.09802439156919718,0.3384004442486912,-0.06841923552565277
0,2752512,0.09728077164618298,0.35181745281443,-0.0689059398137033
0,2883584,0.09547418198781088,0.3515331391245127,-0.06906431796960533
0,3014656,0.09396265051327646,0.34228039043955505,-0.06867172033526003
0,3145728,0.0996814557001926,0.34977427148260176,-0.06913755205459893
0,3276800,0.22022062678690418,0.37638417407870295,0.005331442728638649
0,3407872,0.21860330493655056,0.3890457970555872,-0.0013061461504548788
0,3538944,0.16011233534663916,0.36508886190131307,-0.05280234222300351
0,3670016,0.12001611350569874,0.349772862624377,-0.06862021051347256
0,3801088,0.10181945725344121,0.36432864191010594,-0.06911791348829865
0,3932160,0.10392535640858114,0.3531191158108413,-0.06929975934326649
0,4063232,0.09844315267400816,0.3540209080092609,-0.06946421670727432
0,4194304,0.10048236552393064,0.35275980131700635,-0.06961744790896773
0,4325376,0.15508162413714066,0.3985724960267544,-0.045696211333076164
0,4456448,0.15696435823338106,0.41146181779913604,-0.06865866016596556
0,4587520,0.13244690233841538,0.41187054198235273,-0.06583451386541128
0,4718592,0.10980264039244503,0.3574530459009111,-0.06890939059667289
0,4849664,0.10174339433433488,0.3613015762530267,-0.06906701833941042
0,4980736,0.10126030852552503,0.3427065000869334,-0.06896930420771241
0,5111808,0.11034535081125796,0.36491570714861155,-0.06908816681243479
0,5242880,0.11450376204447821,0.3561909554991871,-0.06913889804854989
1,5373952,0.2041907305159354,0.4078684697796901,-0.03258233688771725
1,5505024,0.20335930411238223,0.3939177037682384,-0.023037375416606665
1,5636096,0.17260390042793006,0.4559868397191167,-0.05291383224539459
1,5767168,0.1325723705231212,0.3698197305202484,-0.06729472638107836
1,5898240,0.11323784664273262,0.35607971670106053,-0.06931570544838905
1,6029312,0.11362163349986076,0.35628590011037886,-0.06930080777965486
1,6160384,0.11941237398423254,0.354728369275108,-0.06877316255122423
1,6291456,0.12170334270922467,0.36794835375621915,-0.06730802869424224
1,6422528,0.23268480993247068,0.4116619557638963,0.013026934911807377
1,6553600,0.23150366509798914,0.45506833493709564,-0.00011741206981241703
1,6684672,0.18232488783542067,0.40274426550604403,-0.049605179112404585
1,6815744,0.14001072681276128,0.37085106526501477,-0.06895381002686918
1,6946816,0.1269690073095262,0.37183124222792685,-0.06895135412923992
1,7077888,0.13623132917564362,0.35625878465361893,-0.06559403100982308
1,7208960,0.1366840860573575,0.38077563466504216,-0.06470691948197782
1,7340032,0.13616625941358507,0.36800238909199834,-0.06676201429218054
1,7471104,0.22690526434994052,0.36116027938822903,-0.0029280555496613184
1,7602176,0.22377417399547994,0.3684635206591338,-0.00441945786587894
1,7733248,0.1863510712282732,0.3775367857888341,-0.05136871780268848
1,7864320,0.14761071000248194,0.3671610925812274,-0.06891805469058454
1,7995392,0.13223563827341422,0.3645807453431189,-0.06870258529670537
1,8126464,0.12831317953532562,0.35496527375653386,-0.06904693227261305
1,8257536,0.13997430144809186,0.3621665851678699,-0.06875776592642069
1,8388608,0.14023023762274534,0.36746861645951867,-0.06894281483255327
1,8519680,0.07269468093807518,0.34859461821615695,-0.06593598648905755
1,8650752,0.07645059650531039,0.35490980884060264,-0.06973431166261435
1,8781824,0.11663665482774377,0.3699132506735623,-0.06949752848595381
1,8912896,0.13919295748928562,0.36634288099594414,-0.06901231990195811
1,9043968,0.13848795206286013,0.3825826670508832,-0.06738993269391358
1,9175040,0.13665773556567729,0.36448481981642544,-0.0685955067165196
1,9306112,0.13717880949843675,0.354013234609738,-0.06918322877027094
1,9437184,0.1513434003572911,0.3968068431131542,-0.06737896986305714
1,9568256,0.23478563382518283,0.394702858303984,0.018961482495069504
1,9699328,0.23443700233474374,0.40817053569480777,0.0025634614285081625
1,9830400,0.19132530805654824,0.3815697031095624,-0.047900228993967175
1,9961472,0.16404638736275956,0.39478206261992455,-0.06766621279530227
1,10092544,0.16049670975189656,0.37563226581551135,-0.06341265421360731
1,10223616,0.14987929817289114,0.3622414446435869,-0.06555203534662724
1,10354688,0.14303083717823029,0.3564170808531344,-0.06914362614043057
1,10485760,0.14088328392244875,0.35635660751722753,-0.06657772860489786
1,10616832,0.18270293540980975,0.37431731616457303,-0.008223001261552175
1,10747904,0.18225955724483356,0.36769924662075937,-0.03434424544684589
1,10878976,0.1637420429615304,0.39911732729524374,-0.05146836978383362
1,11010048,0.14004214177839458,0.3575753434561193,-0.06479718559421599
1,11141120,0.12660535948816687,0.35320786922238767,-0.06853504362516105
1,11272192,0.12371751811588183,0.3669258989393711,-0.0680569689720869
1,11403264,0.14514442172367126,0.3743002605624497,-0.06920344266109169
1,11534336,0.150090001989156,0.3753047143109143,-0.06872010766528547
1,11665408,0.1856923861221488,0.38568414509296417,0.0057436719288428625
1,11796480,0.18483724241377786,0.4192566068377346,-0.0017756978049874306
1,11927552,0.17416572582442313,0.39262694981880486,-0.04719540919177234
1,12058624,0.16774470184464008,0.36906469194218516,-0.0661786759737879
1,12189696,0.18202262662816793,0.37567603308707476,-0.057113847928121686
1,12320768,0.1751615775283426,0.3720849303063005,-0.05554651375859976
1,12451840,0.15956530871335417,0.3710605052765459,-0.0650980204809457
1,12582912,0.16410103917587548,0.37291778973303735,-0.06278812768869102
1,12713984,0.1955899244818526,0.3362724782526493,-0.014331726903716724
1,12845056,0.19638567423680797,0.34257521596737206,-0.02044047531671822
1,12976128,0.19774428207892925,0.37607664917595685,-0.05079862824641168
1,13107200,0.18671024101786315,0.37859942158684134,-0.061570978723466396
1,13238272,0.19090854877140373,0.3926029750145972,-0.05922661768272519
1,13369344,0.19494332920294255,0.383039791835472,-0.052631959319114685
1,13500416,0.1739288482349366,0.36985676549375057,-0.0579410835634917
1,13631488,0.16475970356259495,0.3691872050985694,-0.06669313553720713
1,13762560,0.21836984920448838,0.47674080235262717,0.009425693402687708
1,13893632,0.21848761849105358,0.4611698903609067,-0.00020318268798291683
1,14024704,0.1950545352883637,0.51256810920313,-0.043598138028755784
1,14155776,0.19626786140725017,0.4470853293314576,-0.051640024641528726
1,14286848,0.18939676589798182,0.39075580541975796,-0.05299495533108711
1,14417920,0.1885306575568393,0.38467413699254394,-0.06312007317319512
1,14548992,0.19307720754295588,0.3972196353133768,-0.053645689971745014
1,14680064,0.18561416608281434,0.3849579216912389,-0.055650782538577914
1,14811136,0.2103485151428322,0.41958570803205175,0.00982233372827371
1,14942208,0.2089129042578861,0.4871505603659898,0.0016352590173482895
