attempt,collected_frames,failure/rollover,failure/out_of_range,failure/shock_high
0,131072,0.0,0.0,0.0
0,262144,2.288818359375e-05,0.0002899169921875,0.0
0,393216,7.62939453125e-06,0.00016021728515625,0.0
0,524288,1.52587890625e-05,0.00012969970703125,0.0
0,655360,1.52587890625e-05,0.00016021728515625,0.0
0,786432,7.62939453125e-06,0.0001220703125,0.0
0,917504,7.62939453125e-06,0.0002288818359375,0.0
0,1048576,2.288818359375e-05,0.0001678466796875,0.0
0,1179648,1.52587890625e-05,0.00018310546875,0.0
0,1310720,2.206089984939759e-06,0.00012501176581325302,0.0
0,1441792,7.62939453125e-06,0.00016021728515625,0.0
0,1572864,1.52587890625e-05,0.0001678466796875,0.0
0,1703936,1.52587890625e-05,0.0001983642578125,0.0
0,1835008,3.0517578125e-05,0.00020599365234375,0.0
0,1966080,2.288818359375e-05,0.00014495849609375,0.0
0,2097152,1.52587890625e-05,0.00018310546875,0.0
0,2228224,2.288818359375e-05,0.0001983642578125,0.0
0,2359296,2.941453313253012e-06,0.0001331007624246988,0.0
0,2490368,7.62939453125e-06,0.0001983642578125,0.0
0,2621440,1.52587890625e-05,0.00017547607421875,0.0
0,2752512,7.62939453125e-06,0.0001678466796875,0.0
0,2883584,2.288818359375e-05,0.0001678466796875,0.0
0,3014656,7.62939453125e-06,0.0001220703125,0.0
0,3145728,2.288818359375e-05,0.000244140625,0.0
0,3276800,2.288818359375e-05,0.00016021728515625,0.0
0,3407872,2.206089984939759e-06,0.00014045439570783134,0.0
0,3538944,3.0517578125e-05,0.00022125244140625,0.0
0,3670016,1.52587890625e-05,0.00016021728515625,0.0
0,3801088,2.288818359375e-05,0.000213623046875,0.0
0,3932160,1.52587890625e-05,0.0001373291015625,0.0
0,4063232,1.52587890625e-05,0.00017547607421875,0.0
0,4194304,2.288818359375e-05,0.00018310546875,0.0
0,4325376,1.52587890625e-05,0.00011444091796875,0.0
0,4456448,0.0,0.0001345714890813253,0.0
0,4587520,0.0,0.0001220703125,0.0
0,4718592,1.52587890625e-05,0.00018310546875,0.0
0,4849664,1.52587890625e-05,0.00012969970703125,0.0
0,4980736,2.288818359375e-05,0.000213623046875,0.0
0,5111808,1.52587890625e-05,0.00014495849609375,0.0
0,5242880,0.0,0.00017547607421875,0.0
0,5373952,1.52587890625e-05,0.00017547607421875,0.0
0,5505024,7.35363328313253e-07,0.00011692276920180723,0.0
0,5636096,0.0,0.00019073486328125,0.0
0,5767168,2.288818359375e-05,0.00022125244140625,0.0
0,5898240,7.62939453125e-06,0.0002288818359375,0.0
0,6029312,1.52587890625e-05,0.00020599365234375,0.0
0,6160384,1.52587890625e-05,0.00019073486328125,0.0
0,6291456,3.0517578125e-05,0.00018310546875,0.0
0,6422528,3.0517578125e-05,0.0001983642578125,0.0
0,6553600,1.470726656626506e-06,0.00012721785579819278,0.0
0,6684672,3.0517578125e-05,0.0001983642578125,0.0
0,6815744,1.52587890625e-05,0.00014495849609375,0.0
0,6946816,1.52587890625e-05,0.0001220703125,0.0
0,7077888,2.288818359375e-05,0.00017547607421875,0.0
0,7208960,2.288818359375e-05,0.0001678466796875,0.0
0,7340032,3.0517578125e-05,0.00019073486328125,0.0
0,7471104,2.288818359375e-05,0.00019073486328125,0.0
0,7602176,1.470726656626506e-06,0.0001110398625753012,0.0
0,7733248,7.62939453125e-06,0.0001220703125,0.0
0,7864320,2.288818359375e-05,0.00020599365234375,0.0
0,7995392,1.52587890625e-05,0.000152587890625,0.0
0,8126464,1.52587890625e-05,0.000244140625,0.0
0,8257536,1.52587890625e-05,0.0001373291015625,0.0
0,8388608,1.52587890625e-05,0.00014495849609375,0.0
0,8519680,4.57763671875e-05,0.0001373291015625,0.0
0,8650752,2.941453313253012e-06,0.00012133494917168675,0.0
0,8781824,2.288818359375e-05,0.00014495849609375,0.0
0,8912896,3.814697265625e-05,0.000152587890625,0.0
0,9043968,3.0517578125e-05,0.00018310546875,0.0
0,9175040,1.52587890625e-05,0.00017547607421875,0.0
0,9306112,3.0517578125e-05,0.0001373291015625,0.0
0,9437184,2.288818359375e-05,0.0001373291015625,0.0
0,9568256,1.52587890625e-05,0.0001220703125,0.0
0,9699328,2.206089984939759e-06,0.00010442159262048193,0.0
0,9830400,0.0,0.0001373291015625,0.0
