attempt,collected_frames,train/mean_reward,train/mean_state_value,train/value_minus_reward,train/mean_advantage_GAE,train/mean_action_sample_log_prob,train/mean_critic_loss,train/mean_objective_loss,train/mean_entropy_loss,train/mean_entropy,train/mean_kl_approx,train/mean_clip_fraction,train/mean_advantage,train/std_advantage,train/total_grad_norm,train/policy_operator_lr,train/value_operator_lr,train/step_penalty,train/action_bonus_coef
0,131072,-0.24123622477054596,-0.11217014491558075,0.1290660798549652,-9.063905715942383,-1.5822664499282837,15.410018920898438,0.0002825348637998104,-0.019689038395881653,1.6323001384735107,0.0005276684532873333,0.01904296875,-9.063905715942383,20.92778968811035,1.3751381635665894,0.0005027635788094066,0.001698572532095114,-0.05959512071534246,16.29043388277351
0,262144,-0.123516745865345,-4.731348991394043,-4.607832245528698,-4.23670768737793,-1.646263599395752,7.195945739746094,-0.0015087961219251156,-0.020713210105895996,1.7172077894210815,0.0010264602024108171,0.012451171875,-4.23670768737793,12.12649154663086,0.7109853625297546,0.0005025839562374847,0.0016979656823158731,-0.05970135087704539,16.29043388277351
0,393216,0.03134741634130478,-8.078569412231445,-8.10991682857275,-0.8456418514251709,-1.7097666263580322,8.583382606506348,-0.0006983298808336258,-0.021973775699734688,1.8217138051986694,0.0015815244987607002,0.0166015625,-0.8456418514251709,13.677681922912598,0.9411415457725525,0.0005024043336655628,0.0016973588325366322,-0.059807581038748316,16.29043388277351
0,524288,1.3976125046610832e-05,-8.701654434204102,-8.701668410329148,-2.30855131149292,-1.763724684715271,8.57696533203125,0.0013760689180344343,-0.02140738070011139,1.7747573852539062,0.002927775029093027,0.00830078125,-2.30855131149292,13.729047775268555,5.479890823364258,0.0005022247110936409,0.0016967519827573916,-0.05991381120045124,16.29043388277351
0,655360,0.0148700550198555,-11.539787292480469,-11.554657347500324,-1.1466264724731445,-1.8080694675445557,9.124953269958496,0.0011090245097875595,-0.022108973935246468,1.8329222202301025,0.0024435510858893394,0.01904296875,-1.1466264724731445,14.704562187194824,4.744793891906738,0.000502045088521719,0.0016961451329781507,-0.06002004136215417,16.29043388277351
0,786432,0.0032499413937330246,-13.397163391113281,-13.400413332507014,-0.43306005001068115,-1.857417106628418,10.4171781539917,-0.0017392178997397423,-0.023208320140838623,1.9240626096725464,0.0017396996263414621,0.009765625,-0.43306005001068115,16.37053108215332,3.374234676361084,0.0005018654659497971,0.0016955382831989098,-0.0601262715238571,16.29043388277351
0,917504,-0.020309843122959137,-14.117454528808594,-14.097144685685635,-1.2406984567642212,-1.9113376140594482,10.761558532714844,2.416502684354782e-05,-0.023285511881113052,1.9304620027542114,0.0020095976069569588,0.004150390625,-1.2406984567642212,17.192472457885742,1.525324821472168,0.0005016858433778752,0.001694931433419669,-0.060232501685560026,16.29043388277351
0,1048576,0.008079223334789276,-13.695615768432617,-13.703694991767406,-0.9230115413665771,-1.9466278553009033,12.620502471923828,-0.00019928067922592163,-0.024037282913923264,1.9927868843078613,0.0010098809143528342,0.010498046875,-0.9230115413665771,18.96649932861328,0.6992486715316772,0.0005015062208059533,0.0016943245836404282,-0.060338731847262954,16.29043388277351
0,1179648,-0.0044119395315647125,-15.852472305297852,-15.848060365766287,-1.052449345588684,-2.0084586143493652,12.725631713867188,-0.0006745858117938042,-0.024877529591321945,2.0624465942382812,0.0017090053297579288,0.005859375,-1.052449345588684,19.780309677124023,11.399540901184082,0.0005013265982340313,0.0016937177338611873,-0.06044496200896588,16.29043388277351
0,1310720,0.06437812745571136,-16.066879272460938,-16.13125739991665,1.4949085712432861,-2.0502781867980957,13.330938339233398,-0.0004825890064239502,-0.025148525834083557,2.0849132537841797,0.0026942617259919643,0.0078125,1.4949085712432861,20.67605972290039,8.370660781860352,0.0005011469756621094,0.0016931108840819464,-0.06055119217066881,16.29043388277351
