collected_frames,env/success_rate,env/failure_rate
131072,0.0,1.0
262144,0.0,1.0
393216,0.0,1.0
524288,0.0,1.0
655360,0.0,0.04842342342342342
786432,0.04081632653061224,0.22448979591836735
917504,0.015384615384615385,0.5076923076923077
1048576,0.09230769230769231,0.5538461538461539
1179648,0.1111111111111111,0.42424242424242425
1310720,0.006493506493506494,0.032467532467532464
1441792,0.04950495049504951,0.4752475247524752
1572864,0.18309859154929578,0.4154929577464789
1703936,0.2,0.4482758620689655
1835008,0.12154696132596685,0.430939226519337
1966080,0.044293015332197615,0.09710391822827939
2097152,0.22162162162162163,0.40540540540540543
2228224,0.28378378378378377,0.36486486486486486
2359296,0.1947565543071161,0.4232209737827715
2490368,0.09663865546218488,0.23739495798319327
2621440,0.16595744680851063,0.5659574468085107
2752512,0.2099644128113879,0.5231316725978647
2883584,0.32653061224489793,0.6190476190476191
3014656,0.2709030100334448,0.26755852842809363
3145728,0.2962962962962963,0.35802469135802467
3276800,0.3143939393939394,0.29545454545454547
3407872,0.15426997245179064,0.1928374655647383
3538944,0.3008849557522124,0.27876106194690264
3670016,0.2518248175182482,0.22262773722627738
3801088,0.21863799283154123,0.26523297491039427
3932160,0.2689393939393939,0.26136363636363635
4063232,0.22321428571428573,0.18154761904761904
4194304,0.28802588996763756,0.3042071197411003
4325376,0.3055555555555556,0.3117283950617284
4456448,0.3323529411764706,0.34705882352941175
4587520,0.3028391167192429,0.3911671924290221
4718592,0.3176470588235294,0.38235294117647056
4849664,0.31511254019292606,0.39228295819935693
4980736,0.2994652406417112,0.3983957219251337
5111808,0.2824858757062147,0.384180790960452
5242880,0.34375,0.3977272727272727
5373952,0.35400516795865633,0.38242894056847543
5505024,0.4925925925925926,0.45925925925925926
5636096,0.3976470588235294,0.34823529411764703
5767168,0.38904109589041097,0.4410958904109589
5898240,0.3891625615763547,0.4630541871921182
6029312,0.3508771929824561,0.39348370927318294
6160384,0.3719806763285024,0.4830917874396135
6291456,0.39443155452436196,0.3990719257540603
6422528,0.3790523690773067,0.46384039900249374
6553600,0.4010152284263959,0.41878172588832485
6684672,0.4267352185089974,0.39331619537275064
6815744,0.39948453608247425,0.38402061855670105
6946816,0.4072289156626506,0.38795180722891565
7077888,0.4411764705882353,0.37254901960784315
7208960,0.46445497630331756,0.37203791469194314
7340032,0.4678492239467849,0.37915742793791574
7471104,0.45916114790286977,0.38852097130242824
7602176,0.4166666666666667,0.4444444444444444
7733248,0.4173728813559322,0.4682203389830508
7864320,0.4013605442176871,0.47845804988662133
7995392,0.42915811088295686,0.44969199178644764
8126464,0.5510204081632653,0.41043083900226757
8257536,0.45297504798464494,0.43186180422264875
8388608,0.4260355029585799,0.4891518737672584
8519680,0.4448742746615087,0.4912959381044487
8650752,0.4140625,0.478515625
8781824,0.46880907372400754,0.4555765595463138
8912896,0.4609375,0.455078125
9043968,0.4359464627151052,0.4646271510516252
9175040,0.45098039215686275,0.46880570409982175
9306112,0.4781746031746032,0.45436507936507936
9437184,0.45143884892086333,0.4694244604316547
9568256,0.44658493870402804,0.4938704028021016
9699328,0.44221105527638194,0.49748743718592964
9830400,0.44093178036605657,0.5008319467554077
9961472,0.46317512274959083,0.4877250409165303
10092544,0.47297297297297297,0.4864864864864865
10223616,0.4845890410958904,0.4691780821917808
10354688,0.5135135135135135,0.44763513513513514
10485760,0.4658385093167702,0.4720496894409938
10616832,0.4863123993558776,0.4573268921095008
10747904,0.5501618122977346,0.43527508090614886
10878976,0.5357142857142857,0.42391304347826086
11010048,0.4976,0.4768
11141120,0.507177033492823,0.46411483253588515
11272192,0.5040650406504065,0.4634146341463415
11403264,0.5086342229199372,0.45368916797488223
11534336,0.49923664122137407,0.4732824427480916
11665408,0.504601226993865,0.45858895705521474
11796480,0.5128205128205128,0.4672364672364672
11927552,0.5113464447806354,0.4629349470499244
12058624,0.5098039215686274,0.4751131221719457
12189696,0.4645550527903469,0.5143288084464555
12320768,0.4454828660436137,0.5280373831775701
12451840,0.46142208774583965,0.518910741301059
12582912,0.4568835098335855,0.5173978819969742
12713984,0.47883211678832116,0.4992700729927007
12845056,0.47050147492625366,0.5073746312684366
12976128,0.5073746312684366,0.47935103244837757
13107200,0.5,0.4868421052631579
13238272,0.5077138849929874,0.48106591865357645
13369344,0.5448079658605974,0.4523470839260313
13500416,0.4739970282317979,0.5052005943536404
13631488,0.4728682170542636,0.5100775193798449
13762560,0.4535603715170279,0.5263157894736842
13893632,0.43490701001430615,0.5321888412017167
14024704,0.46266471449487556,0.5109809663250366
14155776,0.47667638483965014,0.5014577259475219
14286848,0.4642335766423358,0.5167883211678832
14417920,0.4823695345557123,0.5063469675599436
14548992,0.4747612551159618,0.5075034106412005
14680064,0.4773371104815864,0.5
14811136,0.5103163686382394,0.4786795048143054
14942208,0.5398601398601398,0.45174825174825173
15073280,0.4956521739130435,0.4927536231884058
15204352,0.5006765899864682,0.4803788903924222
15335424,0.496513249651325,0.4797768479776848
15466496,0.5335195530726257,0.45391061452513964
15597568,0.5213068181818182,0.4659090909090909
15728640,0.5177809388335705,0.4665718349928876
15859712,0.5287356321839081,0.45689655172413796
15990784,0.5656984785615491,0.43015214384508993
16121856,0.5625879043600562,0.43037974683544306
16252928,0.5426573426573427,0.4489510489510489
16384000,0.5584045584045584,0.4301994301994302
16515072,0.538881309686221,0.45566166439290584
16646144,0.5350993377483444,0.4556291390728477
16777216,0.5341207349081365,0.452755905511811
16908288,0.5462184873949579,0.44397759103641454
17039360,0.5458276333789329,0.4377564979480164
17170432,0.5204216073781291,0.466403162055336
17301504,0.5312916111850865,0.459387483355526
17432576,0.532520325203252,0.45663956639566394
17563648,0.52832674571805,0.461133069828722
17694720,0.5252263906856404,0.4644243208279431
17825792,0.522207267833109,0.46567967698519513
17956864,0.5261744966442953,0.4590604026845638
18087936,0.5241830065359477,0.46405228758169936
18219008,0.530690537084399,0.4578005115089514
18350080,0.5465994962216625,0.44584382871536526
18481152,0.5587144622991347,0.43139678615574784
18612224,0.5860759493670886,0.41265822784810124
18743296,0.561314791403287,0.427307206068268
18874368,0.5483476132190942,0.4455324357405141
19005440,0.545,0.44875
19136512,0.5469336670838548,0.4455569461827284
19267584,0.539227895392279,0.45080946450809467
19398656,0.5672955974842767,0.42641509433962266
19529728,0.571072319201995,0.42768079800498754
19660800,0.561035758323058,0.43279901356350187
19791872,0.5518518518518518,0.4444444444444444
19922944,0.5726817042606517,0.42105263157894735
