collected_frames,state/lin_velocity,state/lin_velocity_max,state/lin_velocity_min,state/ang_velocity,state/ang_velocity_max,state/ang_velocity_min,state/roll,state/roll_max,state/roll_min,state/pitch,state/pitch_max,state/pitch_min,state/success_lin_velocity,state/lin_vel_mean,state/lin_vel_max,state/lin_vel_min,state/ang_vel_mean,state/ang_vel_max,state/ang_vel_min,state/roll_deg_mean,state/roll_deg_max,state/roll_deg_min,state/pitch_deg_mean,state/pitch_deg_max,state/pitch_deg_min,state/dist_to_goal,state/clearance_mean,state/clearance_min,state/clearance_max,state/pct_healthy
131072,,,,,,,,,,,,,,0.3336591508705169,1.6534299282357097,0.006631976942117035,0.306699417240452,2.8079890029039234,0.0033674006579076377,3.5827614554873435,43.91660727933049,5.066329973990591e-05,4.227390845830087,43.61804866185412,7.235255342097346e-05,4.884626504033804,0.05657064831757452,-0.4329990157857537,0.8538945214822888,1.0
262144,0.29494377016089857,1.6805970938876271,0.007062293600938574,0.35906227328814566,3.3644125713035464,0.00456101260624564,-0.09484200598672032,1.1861562822014093,-1.1236537084914744,0.0022474594197774422,0.9586142199113965,-1.0800670241005719,0.0,,,,,,,,,,,,,,,,,
262144,,,,,,,,,,,,,,0.29520743736065924,1.7931876457296312,0.007062293600938574,0.35955608868971467,3.4879929050803185,0.00456101260624564,8.403686463832855,74.2187736928463,7.484857904405118e-05,7.565900329500437,66.20711079239845,0.00010819956111629558,4.7201352789998055,0.09754587529459968,-0.545291765127331,1.54525844193995,1.0
393216,0.2651509717106819,1.1907898536883295,0.005972109463073139,0.3534791104029864,2.7026873473078012,0.004321475885717518,-0.15111926547251642,1.185255914926529,-1.2114519765600562,-0.024276703767100116,0.9438775437884033,-0.9533662935718894,0.0,,,,,,,,,,,,,,,,,
393216,,,,,,,,,,,,,,0.2651822625193745,1.1907898536883295,0.005972109463073139,0.3536307669710368,2.704185076057911,0.004321475885717518,10.952983483672142,74.13769280910492,9.283080897759532e-05,7.861680943518877,58.28793090581894,0.00012366118659856706,4.3968909457325935,0.1112457126728259,-0.717360439710319,1.5650903666391969,1.0
524288,0.24091001751367003,1.0866701835766435,0.004858961885929602,0.37578290374949574,2.7565905191004276,0.004874775961980049,-0.1666693261358887,0.9835417489521205,-1.3453063871711493,-0.08129223337164149,0.9532289090566337,-1.2199475653469563,0.0,,,,,,,,,,,,,,,,,
524288,,,,,,,,,,,,,,0.24101356556639075,1.117745753377676,0.004858961885929602,0.3759899374563247,2.813721534796059,0.004874775961980049,11.718615844845772,77.92086416482925,9.999626479695323e-05,9.455413021147251,70.96781185269356,0.0001539095848570593,4.073974652215838,0.11366558755980805,-0.8003918407484889,1.5686590736731887,1.0
655360,0.25193808029871434,1.1192938322201371,0.004062504958938007,0.352380447788164,2.5160419018939137,0.004082953752913454,-0.11787399217428174,0.9012004276737571,-1.1215305686928332,-0.1147746626083972,0.8940449345391244,-1.213934767525643,0.0,,,,,,,,,,,,,,,,,
655360,,,,,,,,,,,,,,0.25204566994216293,1.1562283942475915,0.004062504958938007,0.3526218596380204,2.542495170608163,0.004082953752913454,8.690287003293633,66.020392537117,8.311458437493258e-05,9.029817826114595,70.47654098272324,0.00013457050902410117,4.082460079342127,0.09722440458426718,-0.7239208742976189,1.1677082292735577,1.0
786432,0.2643721333006397,1.2588053261861205,0.0037242513001274347,0.37781591108068824,2.657211479730904,0.004538358572972356,-0.06880507609457709,0.740321115590632,-1.0070572360418737,-0.10616600385401398,0.8752838103100657,-1.0522607415914536,0.010865620337426662,,,,,,,,,,,,,,,,,
