collected_frames,var_decomp/shaping,var_decomp/joint_ang_from_flat_penalty,var_decomp/joint_angle_var_penalty,var_decomp/roll_penalty,var_decomp/roll_rate_penalty,var_decomp/pitch_penalty,var_decomp/pitch_rate_penalty,var_decomp/shock_penalty,var_decomp/clearance,var_decomp/action_bonus,var_decomp/flipper_action_bonus,var_decomp/terminal_bonus
131072,0.49206313490867615,-0.1557537317276001,-0.18500469624996185,-0.36031103134155273,-0.37650543451309204,-0.5479906797409058,-0.32082638144493103,4.140049934387207,-0.0831015482544899,3.0587751865386963,0.058631762862205505,-0.0714181661605835
262144,1.0274626016616821,0.11232700198888779,0.15915139019489288,0.5114403963088989,0.022457335144281387,0.30336451530456543,0.04565160349011421,-0.6997109055519104,0.0724148377776146,2.0603220462799072,0.05874542146921158,-0.012163495644927025
393216,1.2119388580322266,0.11613843590021133,0.16289779543876648,0.20488612353801727,-0.043939169496297836,0.11680950224399567,0.04525747522711754,-0.33145955204963684,-0.00502668647095561,2.362426996231079,-0.007256468292325735,-0.012832650914788246
524288,1.2484935522079468,0.11524894088506699,0.18796364963054657,0.05109642073512077,-0.010876626707613468,0.3095094859600067,0.09422670304775238,-0.1003945842385292,0.05317138507962227,2.376368761062622,0.029737720265984535,0.1075955182313919
655360,1.6089742183685303,0.22420693933963776,0.31330108642578125,0.48516255617141724,0.20428185164928436,0.680618166923523,0.20631656050682068,-0.7250632047653198,0.11312264204025269,2.524411201477051,-0.05140076205134392,0.02384711056947708
786432,1.4577453136444092,0.0964059829711914,0.12977740168571472,0.2894383370876312,0.0364619679749012,0.5941144824028015,-0.007183648180216551,-0.6747474074363708,0.10856429487466812,2.361118793487549,-0.10633857548236847,0.0041809710673987865
917504,1.3140465021133423,0.19228093326091766,0.24732275307178497,0.312527060508728,-0.00647010700777173,0.4320613741874695,0.07308786362409592,-0.11098352074623108,0.09657840430736542,3.6815764904022217,0.07676791399717331,0.1731758564710617
1048576,0.6907724738121033,0.07816756516695023,0.08475963771343231,-0.09746947139501572,0.08418620377779007,0.3933310806751251,0.08191367238759995,0.11249087005853653,0.06327210366725922,3.3765463829040527,0.038985174149274826,0.336332768201828
1179648,0.27916496992111206,0.007371009327471256,0.003053202759474516,-0.00186779978685081,0.010601201094686985,0.006880426779389381,-0.0022496816236525774,0.22111812233924866,-0.003961892798542976,3.4414961338043213,0.027679556980729103,0.4969857335090637
1310720,1.4835727214813232,0.1343388855457306,0.16450704634189606,0.15321755409240723,0.14533305168151855,0.5573049783706665,0.1186876893043518,-0.3122762441635132,0.09281041473150253,2.5384316444396973,-0.11668796837329865,0.003575112670660019
1441792,1.5517313480377197,0.0986347496509552,0.10737475007772446,0.26599034667015076,-0.05160917341709137,0.16266682744026184,-0.006401850376278162,-0.18090009689331055,0.06952100247144699,3.353041410446167,0.020636532455682755,0.02843008004128933
1572864,0.40897196531295776,0.010887501761317253,0.009622166864573956,-0.0026519091334193945,0.008396221324801445,0.0017398433992639184,0.04130788519978523,0.16319634020328522,0.001730157993733883,3.2076876163482666,0.04753271862864494,1.009467363357544
1703936,0.38948124647140503,-0.005353291053324938,-0.002753559499979019,-0.011661731638014317,0.054098617285490036,0.02198631688952446,0.02768617495894432,0.16041705012321472,0.015680039301514626,3.0489606857299805,0.1019284725189209,0.8999531269073486
1835008,0.2659566104412079,0.028024796396493912,0.02765044756233692,0.20278231799602509,0.019347479566931725,0.027899764478206635,0.04840502887964249,0.0019466205267235637,0.04670059308409691,2.723449230194092,0.08911438286304474,0.9838548898696899
1966080,1.2032315731048584,0.06156688556075096,0.054863039404153824,0.14850394427776337,0.10615617781877518,0.1497785747051239,0.053498949855566025,-0.16866473853588104,0.07339659333229065,2.307054042816162,-0.1291959285736084,-0.010207843966782093
2097152,0.14177101850509644,-0.014918779954314232,-0.017681878060102463,0.007773461751639843,0.03737938404083252,-0.05404652655124664,0.002017165767028928,0.25378549098968506,0.010711207054555416,2.6418509483337402,0.07854684442281723,1.7874693870544434
2228224,0.13571478426456451,-0.014847971498966217,-0.003328843042254448,-0.030917350202798843,0.04058730974793434,-0.0150499502196908,-0.001132539357058704,0.16177523136138916,0.006544156465679407,2.4411730766296387,0.021062199026346207,2.3608736991882324
2359296,0.25295573472976685,0.0006003917660564184,-0.005410538055002689,-0.016055474057793617,-0.029903104528784752,0.010708714835345745,0.02709200419485569,0.20122401416301727,-0.008161964826285839,2.8031835556030273,-0.05057637766003609,2.18697190284729
2490368,1.7980358600616455,0.14974366128444672,0.14843925833702087,0.31232160329818726,0.10318693518638611,0.5813820958137512,0.0681382492184639,-0.17600592970848083,0.08135689795017242,3.2393887042999268,-0.18640722334384918,0.15525363385677338
2621440,1.493875503540039,0.0748477578163147,0.07984477281570435,0.34968751668930054,-0.05725111812353134,0.18104320764541626,-0.09707818925380707,-0.1671273559331894,0.017229223623871803,3.5129919052124023,-0.08026532083749771,0.33911463618278503
