collected_frames,failure/rollover,failure/out_of_range,failure/shock_high
131072,0.0001220703125,5.340576171875e-05,0.0
262144,0.0001983642578125,0.00016021728515625,0.0
393216,8.392333984375e-05,0.000152587890625,0.0
524288,0.00017547607421875,0.00017547607421875,0.0
655360,0.00019073486328125,0.0001373291015625,0.0
786432,5.340576171875e-05,3.0517578125e-05,0.0
917504,0.0001220703125,0.00012969970703125,0.0
1048576,0.00020599365234375,6.866455078125e-05,0.0
1179648,0.0002288818359375,9.1552734375e-05,0.0
1310720,0.0001220703125,6.866455078125e-05,0.0
1441792,0.00020599365234375,0.00016021728515625,0.0
1572864,0.000335693359375,0.00011444091796875,0.0
1703936,0.0003662109375,0.0001373291015625,0.0
1835008,0.0003509521484375,0.000244140625,0.0
1966080,0.00029754638671875,0.0001373291015625,0.0
2097152,0.00037384033203125,0.0001983642578125,0.0
2228224,0.0004730224609375,0.00014495849609375,0.0
2359296,0.00067138671875,0.00019073486328125,0.0
2490368,0.00067138671875,0.00019073486328125,0.0
2621440,0.0008087158203125,0.00020599365234375,0.0
2752512,0.00092315673828125,0.0001983642578125,0.0
2883584,0.0004547454498626374,0.00032865084134615387,0.0
3014656,0.00041961669921875,0.00019073486328125,0.0
3145728,0.000396728515625,0.00026702880859375,0.0
3276800,0.0003509521484375,0.00025177001953125,0.0
3407872,0.00032806396484375,0.00020599365234375,0.0
3538944,0.000244140625,0.00023651123046875,0.0
3670016,0.000244140625,0.00022125244140625,0.0
3801088,0.00031280517578125,0.00025177001953125,0.0
3932160,0.00028228759765625,0.000244140625,0.0
4063232,0.000244140625,0.00022125244140625,0.0
4194304,0.00040435791015625,0.00031280517578125,0.0
4325376,0.00043487548828125,0.000335693359375,0.0
4456448,0.000457763671875,0.0004425048828125,0.0
4587520,0.00051116943359375,0.00043487548828125,0.0
4718592,0.00048828125,0.0005035400390625,0.0
4849664,0.00051116943359375,0.00041961669921875,0.0
4980736,0.0006256103515625,0.00051116943359375,0.0
5111808,0.00058746337890625,0.00045013427734375,0.0
5242880,0.0006256103515625,0.0004425048828125,0.0
5373952,0.00061798095703125,0.000518798828125,0.0
5505024,0.0005714500343406594,0.00035279661744505494,0.0
5636096,0.00087738037109375,0.00025177001953125,0.0
5767168,0.00092315673828125,0.00030517578125,0.0
5898240,0.00102996826171875,0.00040435791015625,0.0
6029312,0.000885009765625,0.00031280517578125,0.0
6160384,0.00115966796875,0.00037384033203125,0.0
6291456,0.00095367431640625,0.00035858154296875,0.0
6422528,0.0009918212890625,0.00042724609375,0.0
6553600,0.00078582763671875,0.0004730224609375,0.0
6684672,0.0006561279296875,0.00051116943359375,0.0
6815744,0.0006561279296875,0.00048065185546875,0.0
6946816,0.00070953369140625,0.000518798828125,0.0
7077888,0.000762939453125,0.000396728515625,0.0
7208960,0.00077056884765625,0.00042724609375,0.0
7340032,0.000823974609375,0.00048065185546875,0.0
7471104,0.0009613037109375,0.0003814697265625,0.0
7602176,0.0010223388671875,0.0004425048828125,0.0
7733248,0.00119781494140625,0.00048828125,0.0
7864320,0.0011444091796875,0.00046539306640625,0.0
7995392,0.00115966796875,0.00051116943359375,0.0
8126464,0.0011133885645604395,0.0003997467376373626,0.0
8257536,0.0013275146484375,0.00038909912109375,0.0
8388608,0.00142669677734375,0.00046539306640625,0.0
8519680,0.00144195556640625,0.00049591064453125,0.0
8650752,0.001373291015625,0.0005035400390625,0.0
8781824,0.00141143798828125,0.00042724609375,0.0
8912896,0.00139617919921875,0.0003814697265625,0.0
9043968,0.0013275146484375,0.00052642822265625,0.0
9175040,0.00138092041015625,0.00063323974609375,0.0
9306112,0.00127410888671875,0.0004730224609375,0.0
9437184,0.00150299072265625,0.00048828125,0.0
9568256,0.0017242431640625,0.00042724609375,0.0
9699328,0.00179290771484375,0.0004730224609375,0.0
9830400,0.00191497802734375,0.0003814697265625,0.0
9961472,0.00183868408203125,0.0004425048828125,0.0
10092544,0.00179290771484375,0.00040435791015625,0.0
10223616,0.00171661376953125,0.00037384033203125,0.0
10354688,0.00167083740234375,0.0003509521484375,0.0
10485760,0.00185394287109375,0.00046539306640625,0.0
10616832,0.00180816650390625,0.0003662109375,0.0
10747904,0.0018109332074175825,0.0003232851133241758,0.0
10878976,0.00177764892578125,0.00030517578125,0.0
