collected_frames,rew/shaping,rew/step_penalty,rew/roll_penalty,rew/roll_rate_penalty,rew/pitch_penalty,rew/pitch_rate_penalty,rew/shock_penalty,rew/action_bonus,rew/flipper_action_bonus,rew/terminal_bonus,rew/total_reward
131072,1.5226752711459994,-0.05948889055363965,-0.03255176544324456,-0.3238370504695922,-0.050106162999814075,-0.5442273793742061,-2.4072138086194173,-0.04389234125846997,0.7084082667715847,-0.01678466796875,-1.246860196464695
262144,1.61094103846699,-0.05959512071534246,-0.16637523053213954,-0.35673653264530003,-0.15516112477052957,-0.6491531692445278,-1.2561981454491615,0.5636647675419226,0.6967625967226923,-0.042724609375,0.18533879895403516
393216,1.5691883144900203,-0.059701350877045256,-0.29341738554649055,-0.32033927785232663,-0.1711303413612768,-0.637141483835876,-0.8071554242633283,0.8568380163051188,0.6916548027656972,-0.02571458334568888,0.8028739581350237
524288,1.4937553266063333,-0.05980758103874816,-0.3869207655079663,-0.2924078681971878,-0.1417795333545655,-0.6183796715922654,-0.6039347844198346,1.1750738034024835,0.6912998179905117,-0.02167452801950276,1.2349174455739558
655360,1.582527563907206,-0.05991381120045137,-0.33313210698543116,-0.26027515484020114,-0.10273048531962559,-0.5892970643471926,-0.7559105530381203,1.658968613948673,0.6811414225958288,-0.010854882886633277,1.8102874848991632
786432,1.6944443313404918,-0.06002004136215428,-0.13181057342444547,-0.3117338747251779,-0.14075636243796907,-0.7013184791430831,-0.8521535370964557,2.296704774722457,0.6946439389139414,-0.001838102238252759,2.48606638610363
917504,1.3658762322738767,-0.060126271523857085,-0.3189334897324443,-0.2892509796656668,-0.24152337783016264,-0.6965466518886387,-0.4992218343541026,2.057236664928496,0.7063285876065493,0.0017676267307251692,2.025277305394411
1048576,1.250023191794753,-0.06023250168555988,-0.40401223092339933,-0.2776826734188944,-0.30967805488035083,-0.6832508174702525,-0.3178225129377097,1.964393988251686,0.7004594556055963,-0.004058903316035867,1.8575830878689885
1179648,1.2028131783008575,-0.060338731847262794,-0.43460032576695085,-0.2689353738678619,-0.294063109671697,-0.6604314697906375,-0.2844866512459703,1.9274250632151961,0.7026969441212714,-0.018571142689324915,1.8110019927844405
1310720,1.6891795918345451,-0.06044496200896602,-0.22352480120025575,-0.26271407830063254,-0.21751702285837382,-0.6994677244219929,-0.524442087393254,3.0880140103399754,0.6768649066798389,-0.007127050892449915,3.458457144908607
1441792,1.4143713675439358,-0.060551192170668906,-0.22897382243536413,-0.28436964680440724,-0.2436810346553102,-0.6758146625943482,-0.41077213059179485,2.7340604458004236,0.7246123356744647,0.013176480773836374,2.981639128178358
1572864,1.2703665718436241,-0.06065742233237171,-0.3196416888386011,-0.2720070618670434,-0.2220832237508148,-0.6568093462847173,-0.30860948271583766,2.5462327264249325,0.7110868426971138,-0.00756137736607343,2.679479368031025
1703936,1.2608829056844115,-0.060763652494074505,-0.32387493178248405,-0.27471770346164703,-0.16327778599224985,-0.6378416921943426,-0.28060256503522396,2.6368706542998552,0.6927226963452995,-0.021068929345346987,2.8270300030708313
1835008,1.2330783838406205,-0.06086988265577742,-0.3496248235460371,-0.28483106498606503,-0.13147548795677722,-0.6415792531333864,-0.2556278930278495,2.6975663006305695,0.6981954574584961,-0.007908838568255305,2.8956447392702103
1966080,1.701619105413556,-0.060976112817480645,-0.2270424166927114,-0.301387109211646,-0.1145635565626435,-0.6509991737548262,-0.3971416916465387,3.728268012404442,0.688964060973376,-0.006035498343408108,4.35948826558888
2097152,1.3652880657464266,-0.06108234297918354,-0.3082983214408159,-0.2938886368647218,-0.12133188551524654,-0.6262191915884614,-0.27151343697914854,3.2222951482981443,0.7090012463741004,0.010868814424611628,3.6235460191965103
2228224,1.3229886945337057,-0.06118857314088633,-0.3011466262396425,-0.2955675737466663,-0.13102083385456353,-0.6433833003975451,-0.23621666932012886,3.2724629770964384,0.7065733554773033,0.021237743319943547,3.653455715626478
2359296,1.309544626623392,-0.06129480330258913,-0.25487330043688416,-0.2977512979414314,-0.13350099278613925,-0.6362660205923021,-0.21213537393487059,3.357879715040326,0.7005827254615724,0.021723697311244905,3.7929010819643736
2490368,1.444700950756669,-0.06140103346429204,-0.2146368338726461,-0.29169072257354856,-0.12223751546116546,-0.6189218896906823,-0.24046401935629547,3.7501571029424667,0.6958629675209522,0.0006736158393323421,4.34009506739676
2621440,1.4878260949626565,-0.061507263625995276,-0.16052214778028429,-0.3135982428211719,-0.14542266761418432,-0.6649318658746779,-0.2394567177980207,3.908177176490426,0.6955479681491852,0.024012515670619905,4.529035393148661
