collected_frames,grad_contrib/shaping,grad_contrib/roll_penalty,grad_contrib/roll_rate_penalty,grad_contrib/pitch_penalty,grad_contrib/pitch_rate_penalty,grad_contrib/shock_penalty,grad_contrib/action_bonus,grad_contrib/flipper_action_bonus,grad_contrib/terminal_bonus
131072,-0.04481471091576844,-0.0304936829765551,-0.13857119852351815,-0.049590881006802943,-0.18689303168882077,0.46469061033091985,-0.06830335503391012,0.005292639880638695,-0.011349889643065918
262144,0.10239742799104196,0.17292181677911078,-0.030449730012012798,0.06684267963142897,-0.004099238084978819,-0.5911918241253572,-0.018975072829136005,0.0048871516402779775,-0.008235058906655497
393216,0.18712996042943505,0.1585027816325224,-0.05764362325263857,-0.0210347817194694,-0.04017015711333733,-0.38473284179365,0.12165408402440306,0.011278135107762472,0.017853634926781704
524288,0.23801193731221632,0.1257607833107869,-0.03842321909147979,-0.040898545291204166,-0.0025121377227910182,-0.21322108822638086,0.2671079433160676,0.015719380276712814,-0.05834496545236057
655360,0.1965808943986893,0.1308219375929123,0.02251867923828838,0.03423234698918359,0.06906067218104757,-0.21983754424356947,0.3145011329051092,-0.007754146484480969,0.004692645966719157
786432,0.24350421692280402,0.06923258913389736,0.00913704217483574,0.040391271755688136,-0.010427245705613476,-0.21486922963209457,0.3986579436132319,-0.012914215592586886,0.0008662454692478811
917504,0.08124240901642168,0.10768698135611927,-0.037090711550902385,0.06861116561204172,-0.15040582762267643,-0.02674047244177003,-0.1099388198068182,0.053391611674985094,-0.3648920009182652
1048576,-0.075983257618686,-0.04646948569208918,0.06104467196182142,0.046829452432361446,-0.010347579012144633,0.1643323975811343,-0.5104269366978845,-0.01165232415314948,-0.07291389485072902
1179648,-0.14218355881305522,-0.06585960266059439,0.041075904065534186,0.1971697022654766,0.10111666887207553,0.017869130214659957,-0.3446441112837481,0.007536452139391879,0.08254486968546412
1310720,-0.21498141602803073,-0.09685461505885502,0.008797081487497126,-0.019295961221832535,0.05630538164515031,0.13083103543812738,-0.46202280530478135,0.007842502714855044,-0.0030692011008705044
1441792,-0.2130736721491704,-0.11257399875309318,0.012821178417369194,-0.0320232392433197,0.019609195534585608,0.10005806834167788,-0.4531153759500988,-0.0013643365290648428,0.05536093508162039
1572864,-0.18191676131296192,0.0022314476221567047,-0.002737162244644228,0.14902161887061333,0.013709845848680362,0.20009606066688096,-0.2955637994655743,-0.00994787098859738,-0.14477543297989084
1703936,-0.15651709495925928,-0.06514004447499049,-0.061234243644754764,0.1768715594849649,0.08165539187947712,0.030196942182286936,-0.2697728071380226,0.05212595647559551,-0.10648595976064838
1835008,-0.12650301607968462,-0.16437910910425532,-0.009966210710084319,-0.03649568457674073,0.08795909883966148,0.1212073218503289,-0.3191946239082838,0.07831255273942477,0.05598238219153606
1966080,-0.24863132263957888,-0.05902838260934595,0.007995677774778772,-0.008129539484010644,0.01964632707252309,0.10587012144767037,-0.5336305685031314,0.010184907877197232,-0.006883152591763635
2097152,0.07239377633015807,-0.007697872134036771,-0.06814681493474736,-0.03346919031068074,-0.22530984705042884,-0.215769945163674,0.11406691701806164,-0.01790145613314145,-0.24524418092507114
2228224,0.04797379365108247,0.07628441407342428,0.05294111071701987,0.019236575138498368,0.06666243262847904,-0.18102528138056634,-0.1700909668663406,-0.011695396705135393,-0.37409002883945364
2359296,-0.008197728335310626,-0.14841869398917878,0.02866297276451999,0.013907797129948586,-0.08520809549373164,-0.26430498679117903,0.292850067707726,0.030509770183300342,0.12793988760510505
2490368,-0.2642830413345528,-0.013357061800319679,0.0008006832995189901,-0.024822846572809892,0.0226630819120201,0.0583646631399715,-0.5870058606402767,0.0016914986498481027,-0.027011262650682207
2621440,-0.30079758408780277,-0.008853225840654906,0.024545691484821264,-0.029429097673808875,0.0028761503914448007,0.001969512778586079,-0.5234382212928299,-0.00038652975183357265,0.10770398669821785
2752512,0.05658236298213179,-0.007901085172515466,-0.06155201526501498,-0.0349613570344688,-0.10638915434535735,-0.19418398242396498,0.2903110211443494,0.008546271578251092,-0.2395727500539461
2883584,0.20253839182661282,0.03292238649194471,0.12739529734481486,0.09394138775766347,0.24077266978714365,-0.044351830041718054,0.19752254216094486,-0.03842533049198266,0.022130164097174936
3014656,-0.16313569212331291,-0.07995206447088535,-0.018032400706167767,-0.044009743946807706,-0.011906938257543954,-0.05908285601854626,-0.26282404020436717,0.029858405743178714,-0.3311978585291902
3145728,-0.18012703551855735,-0.03451415396862164,-0.04912395173005595,-0.018953887204124015,-0.09270328362855378,0.10270187932535821,-0.3394897450183638,0.0022120150449111684,-0.18017404856145408
3276800,0.11244482314614053,0.09265623789328616,0.03756520414753345,0.07621215652586426,0.049283313364442534,0.17236559494400233,0.3163289346980933,0.009477097899604632,0.13366663738103282
3407872,-0.2752860576725691,-0.021679342043584984,-0.005248139539523146,-0.022505441458707847,-0.0023494180910516747,0.04699862124457542,-0.5891654088281169,0.015281055209544625,-0.02148651591232631
3538944,-0.2765411120261589,0.01439649092002794,0.04162710753148906,0.003462526133994542,0.0740593222117439,0.050970286267929966,-0.4201005855785633,-0.022807970490964384,0.09603459883912807
3670016,-0.1692814058966356,0.059020662402954546,0.0332384697022409,0.0050330021631370125,0.08224916051084154,0.11266958000795264,-0.33135986341155066,0.006120276887973827,-0.20102757901671328
3801088,-0.198539689177423,0.0017365050719125646,0.0187732441357738,-0.11723276550654775,-0.006642611756256305,-0.049734270544788794,-0.45313498206007824,0.0007227526059664304,-0.1534831791412531
