collected_frames,var_decomp/shaping,var_decomp/roll_penalty,var_decomp/roll_rate_penalty,var_decomp/pitch_penalty,var_decomp/pitch_rate_penalty,var_decomp/shock_penalty,var_decomp/action_bonus,var_decomp/flipper_action_bonus,var_decomp/terminal_bonus
131072,0.09485381841659546,-0.3214799761772156,-0.5345368385314941,-0.4522821009159088,-0.8875668048858643,8.581700325012207,0.9757077097892761,0.06009010225534439,-0.09156859666109085
262144,0.6988941431045532,0.6093252301216125,-0.07942863553762436,0.22466883063316345,0.034872595220804214,-0.12168999761343002,1.9737766981124878,0.059731122106313705,0.4379213750362396
393216,1.1273454427719116,0.6289805173873901,-0.18083135783672333,-0.08347022533416748,-0.13614819943904877,-0.1967681497335434,2.697425127029419,0.014050117693841457,0.5439091324806213
524288,1.3079222440719604,0.570672333240509,-0.14435914158821106,-0.18394263088703156,0.04896191880106926,-0.17473919689655304,2.7560460567474365,0.0809275433421135,-0.007596132345497608
655360,2.0996077060699463,1.173143744468689,0.2688674330711365,0.30989569425582886,0.7132476568222046,-1.7537864446640015,3.9181559085845947,-0.08412529528141022,0.08299534022808075
786432,2.1633098125457764,0.6872813701629639,0.03435911238193512,0.35830315947532654,-0.12540432810783386,-1.501584768295288,3.776460886001587,-0.11846593022346497,0.041881706565618515
917504,1.7922011613845825,0.9456214308738708,-0.05668002739548683,0.8471407890319824,0.22425290942192078,-0.3800196647644043,4.002180099487305,0.05871514976024628,0.2515249252319336
1048576,0.369355171918869,-0.07617219537496567,0.04198550060391426,-0.024121945723891258,0.17903199791908264,1.2917678356170654,3.048630952835083,0.021651605144143105,1.2602787017822266
1179648,0.40654119849205017,0.013006242923438549,0.06264123320579529,0.007157480344176292,0.05262427404522896,0.9667819738388062,3.2174758911132812,-0.0006440160796046257,0.8052447438240051
1310720,1.7502011060714722,0.501009464263916,0.16427081823349,0.3338719606399536,0.3584022521972656,-0.6636207103729248,3.5678184032440186,-0.14675137400627136,0.05173379182815552
1441792,1.8735276460647583,0.8358941078186035,-0.04172617942094803,0.16317696869373322,-0.09545071423053741,0.17768646776676178,4.303351879119873,-0.008286209776997566,0.14209994673728943
1572864,0.3072008192539215,-0.019580969586968422,-0.0037241135723888874,0.11190865933895111,0.04192301630973816,1.3997961282730103,2.666630506515503,0.03777177631855011,1.3890458345413208
1703936,0.29334184527397156,0.041821856051683426,0.1105528250336647,-0.0630812719464302,0.1109156459569931,0.9293177127838135,2.409414529800415,0.09136182069778442,1.9485148191452026
1835008,0.38323715329170227,0.01315261796116829,-0.06683436036109924,0.06320429593324661,0.08118857443332672,0.6961403489112854,2.9784088134765625,0.034702371805906296,1.7244620323181152
1966080,1.5482285022735596,0.32571110129356384,0.19346168637275696,0.1479160040616989,0.2386624664068222,-0.5764105916023254,3.0989084243774414,-0.17226707935333252,0.10096554458141327
2097152,0.6186115145683289,0.0039022380951792,0.021396886557340622,0.08354862779378891,0.24166902899742126,0.9007318019866943,3.3042173385620117,0.022050246596336365,1.693273663520813
2228224,0.17717291414737701,0.032554324716329575,0.04216009005904198,0.006133849732577801,0.04036746546626091,0.8113789558410645,2.5551605224609375,-0.03998500853776932,2.6348633766174316
2359296,0.4392358958721161,-0.09869266301393509,0.10079243034124374,0.03398720547556877,0.12427926063537598,0.5259891748428345,3.0667312145233154,-0.061410218477249146,1.751656413078308
2490368,2.333519458770752,0.3536017835140228,0.057377204298973083,0.1624249964952469,0.1518116295337677,-0.6686813235282898,4.793162822723389,-0.1372908651828766,0.1927342265844345
2621440,1.9819824695587158,0.12026199698448181,-0.1871996372938156,-0.012216786853969097,-0.5041793584823608,-0.33488065004348755,4.63084077835083,-0.0076679326593875885,0.4285542368888855
2752512,0.3119550943374634,-0.005502771586179733,0.10648470371961594,0.005098622292280197,0.21069462597370148,0.7926760315895081,2.6607301235198975,-0.036097630858421326,2.3792693614959717
2883584,1.4670228958129883,0.15855416655540466,0.19314804673194885,0.2272813767194748,0.27527475357055664,-0.49227532744407654,2.158653974533081,-0.12857350707054138,0.039244718849658966
3014656,0.4462824761867523,0.11716888844966888,0.02277626283466816,0.11228830367326736,0.03280225023627281,0.4365612268447876,2.286184549331665,0.010340816341340542,2.425116777420044
3145728,0.48153939843177795,0.055044978857040405,-0.01776612177491188,0.07174652069807053,0.01631295122206211,0.3170899450778961,3.6118762493133545,-0.02491483837366104,2.2477481365203857
3276800,0.1913171261548996,0.052277032285928726,0.004093591123819351,0.05751046538352966,0.1597362607717514,0.6025161743164062,2.5155229568481445,-0.059740275144577026,2.6255712509155273
3407872,2.021414041519165,0.1508381962776184,0.09654515236616135,0.18607431650161743,0.21089741587638855,-0.3327559232711792,4.662469387054443,-0.11661477386951447,0.13623477518558502
3538944,1.943966031074524,-0.005140883848071098,-0.16046233475208282,-0.05201921612024307,-0.2547037601470947,-0.01210782676935196,3.9516563415527344,0.005988116376101971,0.7506303191184998
3670016,0.4749585688114166,-0.08905286341905594,-0.009129074402153492,-0.015003240667283535,0.09634348750114441,0.5551354289054871,2.653010129928589,0.029838960617780685,2.666813373565674
3801088,0.24523641169071198,0.017058344557881355,0.012589024379849434,0.0595533512532711,0.07060101628303528,0.4667218029499054,2.370899200439453,-0.024404896423220634,3.6094534397125244
3932160,0.2626793682575226,-0.044840142130851746,0.051144156605005264,0.059505119919776917,0.21374507248401642,0.3540765345096588,2.8810505867004395,0.04834076389670372,2.658510208129883
4063232,1.3956104516983032,0.09796646237373352,0.14764730632305145,0.11821422725915909,0.22621311247348785,-0.26277315616607666,4.3504791259765625,-0.09173513203859329,0.40378537774086
4194304,0.42774587869644165,0.056268781423568726,-0.040461216121912,0.040322061628103256,-0.015990277752280235,0.3491336703300476,3.1260979175567627,0.11323482543230057,2.702392578125
4325376,0.6147585511207581,-0.009441753849387169,-0.052052244544029236,0.027687348425388336,-0.050614286214113235,0.46366968750953674,3.9237780570983887,-0.07429224997758865,1.9271800518035889
4456448,0.455104261636734,0.012276719324290752,-0.00610381830483675,0.01406608521938324,0.04276824742555618,0.5027876496315002,2.6745002269744873,-0.015690689906477928,3.1305925846099854
4587520,0.20748786628246307,-0.0029675420373678207,0.09054267406463623,-0.03818391263484955,0.030245227739214897,0.7249736785888672,2.1305770874023438,0.14213986694812775,3.461251974105835
4718592,1.2792716026306152,-0.012055403552949429,0.038313303142786026,0.21060417592525482,0.14809684455394745,-0.16845212876796722,4.308103084564209,-0.11525655537843704,0.702478289604187
4849664,0.5506094694137573,0.029759785160422325,0.019267993047833443,0.07106266915798187,0.00754474988207221,0.31414204835891724,3.364593029022217,0.030147526413202286,2.5343635082244873
4980736,0.18199601769447327,0.0027889935299754143,0.07373645156621933,-0.004062150605022907,0.14788754284381866,0.4693377614021301,1.8485828638076782,0.054467182606458664,4.032082557678223
5111808,0.3649720549583435,-0.004884873051196337,0.008899359963834286,0.02474047988653183,0.13772834837436676,0.38593992590904236,2.2368550300598145,-0.004943632986396551,3.584962844848633
5242880,0.8646355867385864,0.09752807766199112,0.15461967885494232,0.011547350324690342,-0.053379084914922714,0.2776922285556793,4.167054653167725,-0.018108727410435677,1.9874191284179688
5373952,0.4375702738761902,0.03942089527845383,0.002309653675183654,0.08634110540151596,0.22413241863250732,0.5311459302902222,2.6634316444396973,0.0758218914270401,3.103041648864746
5505024,1.696325659751892,0.0830291360616684,0.1922890841960907,0.2755335569381714,0.2736968398094177,-0.4974652826786041,4.106754779815674,-0.02691752463579178,0.1996971070766449
5636096,0.4210422933101654,0.009541510604321957,0.055170316249132156,0.018899260088801384,0.16949094831943512,0.5026633739471436,2.2536814212799072,0.04950683191418648,3.569749116897583
5767168,0.26079657673835754,0.0035487439017742872,0.08696837723255157,0.03039327822625637,0.2458588033914566,0.6217202544212341,2.1037073135375977,0.04377299174666405,3.9440417289733887
5898240,0.15966175496578217,0.02541716955602169,0.004751073662191629,0.052312832325696945,0.2810305058956146,0.6318759322166443,1.983942985534668,0.027100438252091408,4.186818599700928
6029312,1.9958484172821045,0.03500847518444061,0.1208677589893341,0.20912353694438934,0.13545437157154083,-0.4179829955101013,4.955790042877197,0.04162667319178581,0.6688571572303772
6160384,0.4316156506538391,0.05382493510842323,-0.06887079775333405,0.058692410588264465,0.23016707599163055,0.27015435695648193,2.436678171157837,0.03509097546339035,3.6363718509674072
6291456,0.19706644117832184,0.032211411744356155,0.08457136154174805,0.08542826026678085,0.2294035404920578,0.3998938202857971,2.552060604095459,0.07756875455379486,3.4995460510253906
6422528,0.3451184928417206,-0.021264247596263885,0.06960885971784592,0.047107916325330734,0.1103161945939064,0.3278101086616516,3.141936779022217,0.09836341440677643,3.460083246231079
6553600,0.15447287261486053,0.04153137281537056,0.08269752562046051,0.026199351996183395,0.11694993823766708,0.6269804239273071,1.9017341136932373,0.03565143048763275,4.36003303527832
6684672,0.8296579122543335,0.09836936742067337,0.06824225187301636,0.07840180397033691,0.11854586750268936,0.25382542610168457,3.298823595046997,0.014821568503975868,2.687767505645752
6815744,0.2272636443376541,0.009095883928239346,0.007152652367949486,-0.0006788740283809602,0.16850383579730988,0.5109198093414307,2.0054755210876465,0.021019456908106804,4.7541728019714355
6946816,0.23631854355335236,0.08324411511421204,0.008151642046868801,-0.03189704194664955,0.12119133025407791,0.4893828332424164,2.586352586746216,-0.004834634717553854,4.288622856140137
7077888,0.20899634063243866,0.00953570194542408,-0.0042123133316636086,-0.028002018108963966,0.13055066764354706,0.5032516717910767,2.390949249267578,0.061637960374355316,4.3946356773376465
7208960,0.0514107421040535,-0.017476076260209084,-0.0013299715938046575,-0.08885668963193893,0.059887051582336426,0.6215328574180603,1.5262236595153809,0.15801900625228882,5.387227535247803
7340032,0.2771363854408264,-0.018858443945646286,-0.03495388850569725,-0.030149701982736588,0.03459455072879791,0.45110926032066345,2.4896280765533447,0.14522963762283325,4.376405239105225
7471104,0.21160782873630524,0.08678219467401505,0.08006300032138824,0.006429145112633705,0.2167544811964035,0.6178829073905945,2.9257705211639404,-0.07721783220767975,3.5383822917938232
7602176,0.11250971257686615,0.00014594022650271654,0.07107224315404892,0.03160787746310234,0.13167954981327057,0.8520066738128662,2.077181339263916,-0.004665236454457045,4.257040977478027
7733248,0.3426700830459595,0.06923648715019226,0.04427036643028259,0.06660595536231995,0.20897337794303894,0.6624992489814758,2.4287455081939697,0.04802251607179642,4.160842418670654
7864320,0.16038399934768677,0.03205292299389839,0.08672185987234116,0.021531417965888977,-0.015886563807725906,0.7373302578926086,2.045464515686035,0.0162880290299654,4.633206844329834
7995392,0.1259639412164688,-0.012604032643139362,0.08224184066057205,-0.009752055630087852,0.19539493322372437,0.39389169216156006,1.9238886833190918,0.03847130015492439,4.893479824066162
8126464,1.6660996675491333,0.06717527657747269,0.22568126022815704,0.32727518677711487,0.3393269181251526,-0.4648812413215637,4.590328693389893,0.04825594276189804,0.20205824077129364
