collected_frames,action/v_mean,action/w_mean,action/front_mean,action/rear_mean
21757952,0.5,0.0,-0.0740203857421875,-0.06914520263671875
21889024,0.5,0.0,-0.05001068115234375,-0.07781219482421875
22020096,0.5,0.0,-0.03449249267578125,-0.0925140380859375
22151168,0.5,0.0,-0.1009979248046875,-0.06124114990234375
22282240,0.5,0.0,-0.052459716796875,-0.06569671630859375
22413312,0.5,0.0,-0.02466583251953125,-0.0322113037109375
22544384,0.5,0.0,-0.04982757568359375,-0.080352783203125
22675456,0.5,0.0,-0.0772247314453125,-0.10976409912109375
22806528,0.5,0.0,-0.124053955078125,-0.0566253662109375
22937600,0.5,0.0,-0.06689453125,-0.09197998046875
23068672,0.5,0.0,-0.0502471923828125,-0.054901123046875
23199744,0.5,0.0,-0.15071868896484375,-0.0887298583984375
23330816,0.5,0.0,-0.37628173828125,-0.14349365234375
23461888,0.5,0.0,-0.18994903564453125,-0.06113433837890625
23592960,0.5,0.0,-0.09194183349609375,-0.0999908447265625
23724032,0.5,0.0,-0.13156890869140625,-0.10350799560546875
23855104,0.5,0.0,-0.0847625732421875,-0.09393310546875
23986176,0.5,0.0,-0.07955169677734375,-0.06940460205078125
24117248,0.5,0.0,-0.06092071533203125,-0.11940765380859375
24248320,0.5,0.0,-0.12361907958984375,-0.08673858642578125
24379392,0.5,0.0,-0.12856292724609375,-0.167694091796875
24510464,0.5,0.0,-0.12575531005859375,-0.02341461181640625
24641536,0.5,0.0,-0.0566864013671875,-0.04610443115234375
24772608,0.5,0.0,-0.0838165283203125,-0.08826446533203125
24903680,0.5,0.0,-0.09941864013671875,-0.0381927490234375
25034752,0.5,0.0,-0.08118438720703125,-0.087249755859375
25165824,0.5,0.0,-0.1168212890625,-0.06577301025390625
