collected_frames,torque/flipper_torque_FL,torque/flipper_torque_FL_max,torque/flipper_torque_FL_min,torque/flipper_torque_FR,torque/flipper_torque_FR_max,torque/flipper_torque_FR_min,torque/flipper_torque_RL,torque/flipper_torque_RL_max,torque/flipper_torque_RL_min,torque/flipper_torque_RR,torque/flipper_torque_RR_max,torque/flipper_torque_RR_min
131072,777.0073366165161,1000.0,1.515436951071024,779.955367565155,1000.0,1.5083660776726902,795.3780355453491,1000.0,1.6435045469552279,798.2125825881958,1000.0,1.468890829011798
262144,721.0437846183777,1000.0,1.1135726581560448,723.2533259391785,1000.0,1.0698813176713884,752.140230178833,1000.0,1.0668699926463887,753.8357901573181,1000.0,1.2384282480925322
393216,747.7685737609863,1000.0,1.080565047916025,750.2599563598633,1000.0,1.3460782635957003,771.005805015564,1000.0,1.4505988615565002,773.1154236793518,1000.0,1.3784297071397305
524288,742.5250864028931,1000.0,1.1134214097401127,744.926962852478,1000.0,1.1183150231372565,765.9470596313477,1000.0,1.2855256730690598,768.531005859375,1000.0,1.1061783470213413
655360,736.2254104614258,1000.0,1.1126587949693203,738.77485704422,1000.0,1.224057695362717,764.1305284500122,1000.0,1.442132162861526,765.9405198097229,1000.0,1.4889995981939137
786432,745.818088054657,1000.0,1.0545002330909483,746.7339034080505,1000.0,1.3385254899039865,769.3445286750793,1000.0,1.2597658317536116,771.8358602523804,1000.0,1.081055274233222
917504,732.6976633071899,1000.0,1.093574580969289,735.3367071151733,1000.0,1.2122964994050562,761.3423533439636,1000.0,1.4937486657872796,763.766149520874,1000.0,1.1895942410919815
1048576,744.7189340591431,1000.0,1.3913181759417057,746.6022043228149,1000.0,1.1813225619553123,770.6598148345947,1000.0,1.2568052038550377,771.2353286743164,1000.0,1.3045614683069289
1179648,321.26513543446856,1000.0,3.063011021334678,321.1625583012899,1000.0,3.1787128821387887,306.26921395619706,1000.0,1.5601884641498327,306.66626368204754,1000.0,1.6564205706678332
1310720,348.2729437351227,1000.0,0.4362746635451913,349.137403011322,1000.0,0.4473979356698692,333.25622153282166,1000.0,0.4460012790514156,333.83468770980835,1000.0,0.46726847626268864
1441792,694.037103176117,1000.0,1.1264936865773052,696.8447308540344,1000.0,1.0419251357670873,701.878523349762,1000.0,1.0988549189642072,703.2953300476074,1000.0,1.0218528960831463
1572864,724.0522570610046,1000.0,1.0655702643562108,726.2808356285095,1000.0,1.2598360506817698,739.6913290023804,1000.0,1.141768655506894,742.0374441146851,1000.0,1.0463112192228436
1703936,745.7528042793274,1000.0,1.327084373217076,747.757848739624,1000.0,1.2164628971368074,765.5042591094971,1000.0,1.3253619414754212,767.2972679138184,1000.0,1.4472264214418828
1835008,739.7356572151184,1000.0,1.1937138545326889,741.1597971916199,1000.0,1.3637876682914793,759.4143748283386,1000.0,1.399121772032231,761.0410141944885,1000.0,1.3219978362321854
1966080,743.7571930885315,1000.0,1.179544718354009,745.585198879242,1000.0,1.289842861238867,764.3234610557556,1000.0,1.28071119915694,766.0226020812988,1000.0,1.277453568764031
2097152,738.5195708274841,1000.0,1.3420646479353309,741.3819379806519,1000.0,1.2307299403473735,765.4149436950684,1000.0,1.2548002452822402,766.9391007423401,1000.0,1.2299165173899382
2228224,349.78010876973474,1000.0,2.991283463931953,349.46576138814294,1000.0,3.173259420314183,780.3522206624349,1000.0,3.3716055406754215,780.6384024047852,1000.0,3.5827913430581493
2359296,387.9996383190155,1000.0,0.5034615006297827,388.68912053108215,1000.0,0.4603420216590166,799.9733424186707,1000.0,1.6492536198347807,800.1373515129089,1000.0,1.6366001668502577
2490368,670.6356945037842,1000.0,1.0669709062203765,672.388409614563,1000.0,1.1285319863818586,735.6714515686035,1000.0,1.0929863206110895,737.2308239936829,1000.0,1.2390650619054213
2621440,722.4765758514404,1000.0,1.280131058767438,724.4547395706177,1000.0,1.1648126770742238,748.760039806366,1000.0,1.4033135558711365,749.9482951164246,1000.0,1.2805646248161793
2752512,747.5161743164062,1000.0,1.401346096303314,749.6282343864441,1000.0,1.3401330960914493,762.222131729126,1000.0,1.1794372950680554,763.8307499885559,1000.0,1.3928217208012938
2883584,741.9904508590698,1000.0,1.3834550771862268,743.0546550750732,1000.0,1.407340970588848,758.3923563957214,1000.0,1.1791692841798067,759.8339576721191,1000.0,1.3185988357290626
3014656,743.2803931236267,1000.0,1.499791193753481,744.9973940849304,1000.0,1.170698357746005,762.7209959030151,1000.0,1.2626988873817027,764.5061645507812,1000.0,1.2900542225688696
3145728,740.6228141784668,1000.0,1.3001507320441306,742.9109101295471,1000.0,1.3547886630985886,760.236517906189,1000.0,1.2578148019092623,761.8976740837097,1000.0,1.121372478781268
3276800,496.52355931599936,1000.0,0.847864800201108,496.90520825703936,1000.0,0.7901738921552897,686.5533676656087,1000.0,1.325503268763423,686.8308912658691,1000.0,1.2823067875330647
3407872,532.3178460597992,1000.0,0.6547599136829376,532.2160067558289,1000.0,0.6168263568542898,711.0935816764832,1000.0,1.0696471794508398,711.5816149711609,1000.0,1.1546169102657586
3538944,682.4887042045593,1000.0,0.8413057927973568,685.7592601776123,1000.0,1.0039115031249821,701.3141784667969,1000.0,1.0657733844127506,704.8581280708313,1000.0,1.1824810607358813
3670016,720.0993800163269,1000.0,1.0554346044082195,720.7907581329346,1000.0,1.0275545963086188,736.4191031455994,1000.0,0.978144607739523,737.7583203315735,1000.0,1.2107347417622805
3801088,750.043803691864,1000.0,1.1984452297911048,752.3331909179688,1000.0,1.2535451878793538,768.963791847229,1000.0,1.2428399045893457,770.4748983383179,1000.0,1.3535060295835137
3932160,741.0185604095459,1000.0,1.1988089536316693,742.6312232017517,1000.0,1.058009667438455,754.7836999893188,1000.0,0.9877194222062826,756.135666847229,1000.0,1.3431857801042497
4063232,746.2188105583191,1000.0,1.198000299744308,748.8187923431396,1000.0,1.19978877925314,762.1810817718506,1000.0,1.4461621628142893,764.0890235900879,1000.0,1.1675005415454507
4194304,736.7589430809021,1000.0,1.0669585241703317,739.0203161239624,1000.0,1.0805491444189101,751.183602809906,1000.0,1.3475791888777167,751.3939323425293,1000.0,1.1137566193938255
4325376,434.1822976175944,1000.0,3.4625576500734314,434.10643483479816,1000.0,3.4421246874953306,347.0021626027425,1000.0,0.4892468322751423,348.2236009724935,1000.0,0.5074877363443375
4456448,468.6460349559784,1000.0,0.5618783682584763,468.95313143730164,1000.0,0.531752589304233,376.9668297767639,1000.0,0.4756208532489836,377.9847626686096,1000.0,0.4298553259577602
4587520,676.6959738731384,1000.0,1.044193909270689,678.3303356170654,1000.0,1.0121665644692257,725.4752798080444,1000.0,1.176491882884875,727.0441551208496,1000.0,1.0985428332351148
4718592,717.6440229415894,1000.0,1.2620339496061206,719.4928889274597,1000.0,1.1833254990633577,754.6341319084167,1000.0,1.2531538023613393,756.4119539260864,1000.0,1.2390298303216696
4849664,741.1122279167175,1000.0,1.1073403526097536,742.9766998291016,1000.0,1.2858305349946022,761.8579230308533,1000.0,1.389787268359214,763.6225199699402,1000.0,1.3926764084026217
