collected_frames,rew/pitch_penalty,rew/pan_geom_reward,rew/terminal_bonus,rew/total_reward
19136512,-0.0030118924632915878,0.09696360526140779,-0.0033416748046875,0.09057719609700143
19267584,-0.002679391947822296,0.09340788488043472,-0.0008544921875,0.08985464315628633
19398656,-0.002342014011446736,0.09006455785129219,-0.0062713623046875,0.08144783155876212
19529728,-0.002690290837563225,0.08841509046033025,-0.0028839111328125,0.08284023299347609
19660800,-0.0023999866389203817,0.08793248614529148,-0.004486083984375,0.08104509516851977
19791872,-0.002711258115596138,0.08700685604708269,-0.00384521484375,0.08044910163152963
19922944,-0.002587966086139204,0.08864466293016449,-0.0016632080078125,0.08439018880017102
20054016,-0.0026646123860700754,0.08846358308801427,-0.0061492919921875,0.07964772856212221
20185088,-0.0035209608049626695,0.09602291014743969,-0.0027313232421875,0.08974119363119826
20316160,-0.0028729177774948766,0.09213835292030126,-0.000732421875,0.0885254256427288
20447232,-0.0024287872583954595,0.08995213767047971,-0.005340576171875,0.08218144782586023
20578304,-0.002875101778045064,0.08826777740614489,-0.0034027099609375,0.08198734431061894
20709376,-0.0024877476444089552,0.08820643700892106,-0.0042572021484375,0.08145950827747583
20840448,-0.0029046173694950994,0.0872367401025258,-0.0035247802734375,0.08080608377349563
20971520,-0.002673881730515859,0.08893338934285566,-0.0020599365234375,0.084196922252886
21102592,-0.002642348688823404,0.08894337952369824,-0.0061492919921875,0.08014978226856329
21233664,-0.002864828714336909,0.0990038943127729,-0.00286865234375,0.09324633731739596
21364736,-0.002607797028758796,0.09368298132903874,4.57763671875e-05,0.09110486664576456
21495808,-0.0025027709616551874,0.09057289303746074,-0.006378173828125,0.08168864919571206
21626880,-0.0028500663647719193,0.08935976051725447,-0.003143310546875,0.08336306174169295
21757952,-0.0023098940364434384,0.08990050759166479,-0.004730224609375,0.08285835286369547
21889024,-0.0028456308882596204,0.0886690781917423,-0.003448486328125,0.08237102229031734
22020096,-0.002465668532749987,0.08891041995957494,-0.001678466796875,0.08476628415519372
22151168,-0.0025221330379281426,0.08863521367311478,-0.0063934326171875,0.07971766084665433
22282240,-0.0029224351501397905,0.09708834392949939,-0.0028076171875,0.09132116520777345
22413312,-0.002585566497145919,0.09296170563902706,-0.000885009765625,0.0894737447379157
22544384,-0.002489529080776265,0.08958433161024004,-0.006134033203125,0.08095878432504833
22675456,-0.002859041936972062,0.089866837952286,-0.003265380859375,0.08373706231941469
22806528,-0.0024338772436749423,0.09002882585627958,-0.00482177734375,0.08276777877472341
22937600,-0.0028018071952828905,0.08987553918268532,-0.0035858154296875,0.08348525257315487
23068672,-0.002461480129568372,0.0897770783631131,-0.0018157958984375,0.08549580484395847
23199744,-0.002603542538054171,0.08950727054616436,-0.0065155029296875,0.08038354778545909
23330816,-0.003796304737988976,0.09777644759742543,-0.002655029296875,0.09129004657734185
23461888,-0.0029429131718643475,0.09423413523472846,-0.000885009765625,0.09039295051479712
23592960,-0.0025700377409521025,0.09154562215553597,-0.0057525634765625,0.08321962301852182
23724032,-0.0029355824444792233,0.09026324440492317,-0.0032196044921875,0.08410204187384807
23855104,-0.002393014716290054,0.09035554353613406,-0.0046844482421875,0.08327534608542919
23986176,-0.0026903630041488213,0.08956213918281719,-0.003448486328125,0.08342195980367251
24117248,-0.0024484424629918067,0.08962080377386883,-0.001953125,0.08521791530074552
24248320,-0.0026302489677618723,0.08985499711707234,-0.0062255859375,0.08099655646947213
24379392,-0.002500843667803565,0.09712651855079457,-0.0030059814453125,0.09158422308973968
24510464,-0.0025196355945809046,0.09333853720454499,-0.0006866455078125,0.09011700347764418
24641536,-0.002664526084117824,0.09008368413196877,-0.00592041015625,0.08149344322737306
24772608,-0.003026833899639314,0.09017085173400119,-0.0031890869140625,0.08395159535575658
24903680,-0.002493977481208276,0.08964009751798585,-0.004364013671875,0.08277872705366462
25034752,-0.002926806133473292,0.08938729483634233,-0.0037841796875,0.08267230979981832
25165824,-0.002629602691740729,0.08997875457862392,-0.0018157958984375,0.08552935684565455
