collected_frames,failure/rollover,failure/out_of_range,failure/shock_high
131072,1.52587890625e-05,0.0,0.0
262144,3.814697265625e-05,0.0,0.0
393216,2.288818359375e-05,0.0,0.0
524288,1.52587890625e-05,0.0,0.0
655360,2.288818359375e-05,0.0,0.0
786432,7.62939453125e-06,0.0,0.0
917504,3.0517578125e-05,0.0,0.0
1048576,7.62939453125e-06,0.0,0.0
1179648,2.288818359375e-05,0.0,0.0
1310720,0.0006831525320030121,3.676816641566265e-06,0.0
1441792,0.00022125244140625,0.0,0.0
1572864,1.52587890625e-05,0.0,0.0
1703936,2.288818359375e-05,0.0,0.0
1835008,3.814697265625e-05,0.0,0.0
1966080,2.288818359375e-05,0.0,0.0
2097152,7.62939453125e-06,0.0,0.0
2228224,1.52587890625e-05,0.0,0.0
2359296,0.00014780802899096385,3.2355986445783135e-05,0.0
2490368,6.103515625e-05,6.103515625e-05,0.0
2621440,7.62939453125e-06,0.0,0.0
2752512,7.62939453125e-06,0.0,0.0
2883584,2.288818359375e-05,0.0,0.0
3014656,0.0,0.0,0.0
3145728,5.340576171875e-05,0.0,0.0
3276800,7.62939453125e-06,0.0,0.0
3407872,0.0004095973738704819,3.0885259789156624e-05,0.0
3538944,9.1552734375e-05,2.288818359375e-05,0.0
3670016,0.0,0.0,0.0
3801088,2.288818359375e-05,0.0,0.0
3932160,0.0,0.0,0.0
4063232,2.288818359375e-05,0.0,0.0
4194304,2.288818359375e-05,0.0,0.0
4325376,7.62939453125e-06,0.0,0.0
4456448,0.00030444041792168674,2.1325536521084338e-05,0.0
4587520,9.918212890625e-05,2.288818359375e-05,0.0
4718592,7.62939453125e-06,7.62939453125e-06,0.0
4849664,2.288818359375e-05,0.0,0.0
4980736,1.52587890625e-05,0.0,0.0
5111808,7.62939453125e-06,0.0,0.0
5242880,2.288818359375e-05,0.0,0.0
5373952,1.52587890625e-05,0.0,0.0
5505024,0.0003316488610692771,4.044498305722892e-05,0.0
5636096,0.000152587890625,4.57763671875e-05,0.0
5767168,1.52587890625e-05,0.0,0.0
5898240,7.62939453125e-06,0.0,0.0
6029312,1.52587890625e-05,0.0,0.0
6160384,7.62939453125e-06,0.0,0.0
6291456,0.0,7.62939453125e-06,0.0
6422528,7.62939453125e-06,0.0,0.0
6553600,0.00026987834149096385,7.721314947289156e-05,0.0
6684672,0.0001068115234375,6.103515625e-05,0.0
6815744,1.52587890625e-05,0.0,0.0
6946816,3.0517578125e-05,0.0,0.0
7077888,0.0,0.0,0.0
7208960,2.288818359375e-05,0.0,0.0
7340032,1.52587890625e-05,0.0,0.0
7471104,0.0,0.0,0.0
7602176,0.00045739599021084337,3.0149896460843372e-05,0.0
7733248,0.0001068115234375,1.52587890625e-05,0.0
7864320,0.0,0.0,0.0
7995392,0.0,0.0,0.0
8126464,0.0,0.0,0.0
8257536,0.0,0.0,0.0
8388608,7.62939453125e-06,0.0,0.0
8519680,0.0,0.0,0.0
8650752,0.00028458560805722893,8.456678275602409e-05,0.0
8781824,6.103515625e-05,9.918212890625e-05,0.0
8912896,7.62939453125e-06,0.0,0.0
9043968,1.52587890625e-05,0.0,0.0
9175040,7.62939453125e-06,0.0,0.0
9306112,1.52587890625e-05,0.0,0.0
9437184,0.0,0.0,0.0
9568256,7.62939453125e-06,0.0,0.0
9699328,0.00016177993222891567,4.3386436370481925e-05,0.0
9830400,7.62939453125e-05,3.0517578125e-05,0.0
9961472,1.52587890625e-05,0.0,0.0
10092544,7.62939453125e-06,0.0,0.0
10223616,7.62939453125e-06,0.0,0.0
10354688,1.52587890625e-05,0.0,0.0
10485760,1.52587890625e-05,0.0,0.0
10616832,2.288818359375e-05,0.0,0.0
10747904,0.00024340526167168674,4.5592526355421684e-05,0.0
10878976,6.866455078125e-05,2.288818359375e-05,0.0
11010048,3.0517578125e-05,0.0,0.0
11141120,7.62939453125e-06,0.0,0.0
11272192,7.62939453125e-06,0.0,0.0
11403264,3.814697265625e-05,7.62939453125e-06,0.0
11534336,7.62939453125e-06,0.0,0.0
11665408,1.52587890625e-05,0.0,0.0
11796480,0.00022869799510542168,6.324124623493976e-05,0.0
11927552,0.0001068115234375,6.103515625e-05,0.0
12058624,2.288818359375e-05,0.0,0.0
12189696,3.0517578125e-05,0.0,0.0
12320768,7.62939453125e-06,0.0,0.0
12451840,1.52587890625e-05,0.0,0.0
12582912,0.0,0.0,0.0
12713984,3.814697265625e-05,0.0,0.0
12845056,0.00032576595444277107,0.00013604221573795182,0.0
12976128,0.00011444091796875,0.0001068115234375,0.0
13107200,7.62939453125e-06,0.0,0.0
13238272,7.62939453125e-06,0.0,0.0
13369344,1.52587890625e-05,0.0,0.0
13500416,7.62939453125e-06,0.0,0.0
13631488,7.62939453125e-06,7.62939453125e-06,0.0
13762560,1.52587890625e-05,0.0,0.0
13893632,0.0002095785485692771,8.60375094126506e-05,0.0
14024704,6.866455078125e-05,6.103515625e-05,0.0
14155776,1.52587890625e-05,0.0,0.0
14286848,1.52587890625e-05,0.0,0.0
14417920,1.52587890625e-05,0.0,0.0
14548992,7.62939453125e-06,0.0,0.0
14680064,1.52587890625e-05,0.0,0.0
14811136,7.62939453125e-06,0.0,0.0
14942208,0.00033311958772590364,2.50023531626506e-05,0.0
15073280,8.392333984375e-05,5.340576171875e-05,0.0
15204352,1.52587890625e-05,0.0,0.0
15335424,1.52587890625e-05,7.62939453125e-06,0.0
15466496,1.52587890625e-05,0.0,0.0
15597568,3.0517578125e-05,0.0,0.0
15728640,2.288818359375e-05,0.0,0.0
15859712,0.0,0.0,0.0
15990784,0.00030591114457831326,7.059487951807229e-05,0.0
16121856,6.103515625e-05,3.814697265625e-05,0.0
16252928,7.62939453125e-06,0.0,0.0
16384000,1.52587890625e-05,0.0,0.0
16515072,7.62939453125e-06,0.0,0.0
16646144,4.57763671875e-05,0.0,0.0
16777216,1.52587890625e-05,7.62939453125e-06,0.0
16908288,7.62939453125e-06,0.0,0.0
17039360,0.00018237010542168674,2.5737716490963857e-05,0.0
17170432,0.0001068115234375,1.52587890625e-05,0.0
17301504,7.62939453125e-06,0.0,0.0
17432576,6.103515625e-05,0.0,0.0
17563648,3.0517578125e-05,0.0,0.0
17694720,0.0,0.0,0.0
17825792,7.62939453125e-06,0.0,0.0
17956864,1.52587890625e-05,0.0,0.0
18087936,0.00025075889495481925,5.294615963855422e-05,0.0
18219008,8.392333984375e-05,3.814697265625e-05,0.0
18350080,7.62939453125e-06,0.0,0.0
18481152,3.0517578125e-05,7.62939453125e-06,0.0
18612224,2.288818359375e-05,0.0,0.0
18743296,2.288818359375e-05,7.62939453125e-06,0.0
18874368,2.288818359375e-05,0.0,0.0
19005440,2.288818359375e-05,0.0,0.0
19136512,0.0002272272684487952,0.00011251058923192771,0.0
19267584,9.918212890625e-05,0.00011444091796875,0.0
19398656,3.814697265625e-05,0.0,0.0
19529728,7.62939453125e-06,0.0,0.0
19660800,1.52587890625e-05,0.0,0.0
19791872,1.52587890625e-05,0.0,0.0
19922944,3.814697265625e-05,0.0,0.0
20054016,2.288818359375e-05,0.0,0.0
20185088,0.00021325536521084337,7.133024284638555e-05,0.0
20316160,4.57763671875e-05,3.814697265625e-05,0.0
20447232,1.52587890625e-05,0.0,0.0
20578304,3.0517578125e-05,0.0,0.0
20709376,2.288818359375e-05,0.0,0.0
20840448,1.52587890625e-05,0.0,0.0
20971520,3.0517578125e-05,0.0,0.0
21102592,2.288818359375e-05,0.0,0.0
21233664,0.00019192982868975904,4.412179969879518e-05,0.0
21364736,0.00012969970703125,4.57763671875e-05,0.0
21495808,3.814697265625e-05,0.0,0.0
21626880,3.814697265625e-05,0.0,0.0
21757952,2.288818359375e-05,0.0,0.0
21889024,4.57763671875e-05,0.0,0.0
22020096,0.0,0.0,0.0
22151168,2.288818359375e-05,0.0,0.0
22282240,0.0002566418015813253,0.0001345714890813253,0.0
22413312,9.918212890625e-05,9.1552734375e-05,0.0
22544384,2.288818359375e-05,0.0,0.0
22675456,5.340576171875e-05,7.62939453125e-06,0.0
22806528,5.340576171875e-05,7.62939453125e-06,0.0
22937600,3.0517578125e-05,0.0,0.0
23068672,3.814697265625e-05,7.62939453125e-06,0.0
23199744,5.340576171875e-05,0.0,0.0
23330816,0.00024193453501506024,6.985951618975904e-05,0.0
23461888,7.62939453125e-05,6.866455078125e-05,0.0
23592960,3.814697265625e-05,0.0,0.0
23724032,6.103515625e-05,7.62939453125e-06,0.0
23855104,2.288818359375e-05,7.62939453125e-06,0.0
23986176,7.62939453125e-06,7.62939453125e-06,0.0
24117248,1.52587890625e-05,0.0,0.0
24248320,3.0517578125e-05,0.0,0.0
24379392,0.0002456113516566265,7.353633283132531e-05,0.0
24510464,0.00011444091796875,5.340576171875e-05,0.0
24641536,5.340576171875e-05,7.62939453125e-06,0.0
24772608,3.814697265625e-05,0.0,0.0
24903680,2.288818359375e-05,1.52587890625e-05,0.0
25034752,3.814697265625e-05,7.62939453125e-06,0.0
25165824,4.57763671875e-05,0.0,0.0
