collected_frames,failure/rollover,failure/out_of_range,failure/shock_high
131072,0.0,0.0,0.0
262144,3.0517578125e-05,7.62939453125e-06,0.0
393216,3.814697265625e-05,3.0517578125e-05,0.0
524288,3.0517578125e-05,2.288818359375e-05,0.0
655360,9.1552734375e-05,2.288818359375e-05,0.0
786432,0.00019073486328125,9.1552734375e-05,0.0
917504,0.00022125244140625,8.392333984375e-05,0.0
1048576,0.00023651123046875,3.814697265625e-05,0.0
1179648,0.00017547607421875,9.1552734375e-05,0.0
1310720,7.62939453125e-05,2.288818359375e-05,0.0
1441792,6.866455078125e-05,3.0517578125e-05,0.0
1572864,0.0001626316505142405,7.223781151107595e-05,0.0
1703936,6.103515625e-05,9.918212890625e-05,0.0
1835008,6.103515625e-05,7.62939453125e-05,0.0
1966080,5.340576171875e-05,7.62939453125e-05,0.0
2097152,7.62939453125e-05,6.866455078125e-05,0.0
2228224,8.392333984375e-05,5.340576171875e-05,0.0
2359296,0.000152587890625,6.103515625e-05,0.0
2490368,6.866455078125e-05,8.392333984375e-05,0.0
2621440,8.392333984375e-05,9.918212890625e-05,0.0
2752512,6.103515625e-05,3.0517578125e-05,0.0
2883584,0.0001282510878164557,6.992002076740507e-05,0.0
3014656,6.866455078125e-05,0.0001068115234375,0.0
3145728,9.1552734375e-05,5.340576171875e-05,0.0
3276800,0.000152587890625,9.918212890625e-05,0.0
3407872,0.00016021728515625,6.103515625e-05,0.0
3538944,0.0001373291015625,8.392333984375e-05,0.0
3670016,0.0001373291015625,0.0001220703125,0.0
3801088,0.0001678466796875,0.00016021728515625,0.0
3932160,0.00012969970703125,0.00014495849609375,0.0
4063232,0.0001220703125,0.00014495849609375,0.0
4194304,0.0001568371736550633,8.112267602848101e-05,0.0
4325376,0.00011444091796875,9.1552734375e-05,0.0
4456448,0.00012969970703125,0.0001068115234375,0.0
4587520,0.0001678466796875,9.918212890625e-05,0.0
4718592,0.00012969970703125,9.1552734375e-05,0.0
4849664,0.0001220703125,0.0001373291015625,0.0
4980736,0.00025177001953125,0.000213623046875,0.0
5111808,0.0001220703125,0.00020599365234375,0.0
5242880,9.918212890625e-05,0.000213623046875,0.0
5373952,0.0001373291015625,0.000152587890625,0.0
5505024,0.00012863738627373419,6.798852848101265e-05,0.0
5636096,6.866455078125e-05,0.0001373291015625,0.0
5767168,0.0001220703125,5.340576171875e-05,0.0
5898240,0.0001373291015625,5.340576171875e-05,0.0
6029312,8.392333984375e-05,0.00014495849609375,0.0
