collected_frames,var_decomp/shaping,var_decomp/roll_penalty,var_decomp/roll_rate_penalty,var_decomp/pitch_penalty,var_decomp/pitch_rate_penalty,var_decomp/shock_penalty,var_decomp/action_bonus,var_decomp/flipper_action_bonus,var_decomp/terminal_bonus
262144,0.4053194522857666,0.31144917011260986,-0.03819651156663895,0.3679364025592804,0.10719138383865356,-0.3988971710205078,1.267421007156372,0.04828362539410591,0.01853061094880104
393216,0.6043055653572083,0.28415992856025696,-0.0014614012325182557,0.31044119596481323,0.06628987193107605,-0.2003439962863922,1.627446174621582,0.028758198022842407,0.005746771115809679
524288,0.8961835503578186,0.20233780145645142,-0.10437256097793579,0.3286636173725128,-0.0009374581859447062,-0.16371792554855347,2.201880693435669,0.03402886539697647,-0.005136383697390556
655360,0.6767277121543884,0.1334342658519745,-0.0248060654848814,0.34266912937164307,0.03377945348620415,-0.12936283648014069,2.531649351119995,0.045831337571144104,0.028308091685175896
786432,0.3761453628540039,0.0036801560781896114,-0.010094222612679005,0.2279643416404724,0.008187811821699142,0.007397900335490704,2.8873801231384277,0.06758064776659012,0.1148713007569313
917504,0.23739781975746155,-0.1317073106765747,-0.04745577275753021,0.13153481483459473,-0.028681397438049316,0.14949893951416016,2.8270206451416016,0.0020875022746622562,0.09601961076259613
1048576,0.11569628864526749,0.008564288727939129,0.003174872836098075,0.011665552854537964,-0.0006718587246723473,0.055069293826818466,3.1689698696136475,0.10443494468927383,0.10522186756134033
1179648,0.19599899649620056,-0.03469398245215416,-0.05122129246592522,0.09589016437530518,-0.04926067963242531,-0.022022351622581482,2.15492844581604,0.11367858201265335,0.22622862458229065
1310720,0.9374083876609802,0.20594806969165802,0.07573472708463669,0.4015677571296692,0.0871911272406578,-0.03244779631495476,3.0582714080810547,-0.09574808925390244,0.0029645117465406656
1441792,1.295892596244812,0.12888103723526,-0.08384672552347183,0.04158472642302513,-0.24884380400180817,-0.13581985235214233,4.6845221519470215,-0.0631895363330841,-0.0014456677017733455
1572864,0.4029075503349304,0.02265932410955429,0.10748431831598282,0.14218105375766754,0.1010502353310585,0.0472385473549366,1.2445796728134155,-0.05331844836473465,-0.011939442716538906
1703936,0.9081865549087524,0.10748253762722015,0.02651980333030224,-0.1267123520374298,-0.009552868083119392,-0.011785573326051235,4.837725639343262,0.07945846021175385,0.29775843024253845
1835008,0.11732608079910278,-0.0038132118061184883,0.008989444933831692,0.0011138126719743013,0.0236391332000494,0.1227889433503151,3.167935848236084,0.08997099846601486,0.539850652217865
1966080,0.15135733783245087,-0.004542951937764883,0.0023532547056674957,0.021699052304029465,-0.022108443081378937,0.08409027010202408,3.1044318675994873,0.11306605488061905,0.9605318307876587
2097152,0.15541622042655945,-0.011344993487000465,0.0020636075641959906,-0.017099371179938316,0.04157554358243942,0.06879939138889313,3.6406638622283936,-0.0036268471740186214,0.6106272339820862
2228224,0.20286183059215546,0.010577905923128128,-0.043382205069065094,-0.04081342741847038,-0.033703554421663284,0.09395355731248856,2.993424415588379,0.1257607638835907,0.8567532896995544
2359296,0.13501094281673431,0.0014928866876289248,0.0074056461453437805,-0.01959002949297428,0.017193781211972237,0.08485548943281174,3.0315585136413574,0.03896072506904602,0.8151219487190247
2490368,0.060769107192754745,0.0017769618425518274,0.0022306537721306086,-0.003471899311989546,0.027392111718654633,0.022132501006126404,2.8251943588256836,0.11151088029146194,1.1660568714141846
2621440,0.12192407995462418,0.012375470250844955,0.006779063493013382,0.018772108480334282,0.020283831283450127,0.08813518285751343,2.207841634750366,0.10638391226530075,1.2128616571426392
2752512,0.9602736234664917,0.03898780420422554,0.09374337643384933,0.15048140287399292,0.0717291310429573,-0.012911008670926094,3.7184643745422363,-0.09545315057039261,0.01196345780044794
2883584,0.4295034110546112,0.02152528055012226,0.0989660993218422,0.1296171396970749,0.08730865269899368,0.04619002342224121,1.334816813468933,-0.08965739607810974,0.009767038747668266
3014656,0.9918424487113953,-0.010111803188920021,-0.1463080197572708,0.04193134605884552,0.002156012924388051,-0.006892725359648466,4.989973068237305,0.08566811680793762,0.1828502118587494
3145728,0.2322663813829422,-0.07578671723604202,0.04055573418736458,0.0952688455581665,-0.008011200465261936,0.006462705787271261,3.187937021255493,-0.02978505752980709,0.54486483335495
3276800,-0.003073289291933179,-0.09413782507181168,0.04416479170322418,0.16691823303699493,0.0075440797954797745,0.04565993323922157,1.9878175258636475,-0.009456099942326546,0.8172031044960022
3407872,0.25586971640586853,-0.03946315124630928,0.03864496946334839,0.018874898552894592,0.06599061191082001,0.057180799543857574,3.2549147605895996,0.04262842983007431,1.258461594581604
3538944,0.20541897416114807,0.07828570902347565,0.05413639545440674,0.04710742086172104,0.0188886858522892,0.015051513910293579,3.108363151550293,-0.0539233535528183,1.4025092124938965
3670016,0.26862648129463196,0.004101126454770565,0.0776989534497261,0.1553373634815216,0.056513819843530655,0.036189112812280655,3.38195538520813,0.02138761430978775,0.9916763305664062
3801088,0.28383317589759827,0.02787141501903534,0.004005060996860266,0.04989331215620041,0.04162588715553284,0.015876969322562218,2.8307719230651855,0.0071350326761603355,1.3923345804214478
3932160,0.1155320331454277,-0.005842524114996195,0.02940092608332634,0.021505003795027733,-0.014547993429005146,0.03600868210196495,2.4296422004699707,0.060866281390190125,2.0807673931121826
4063232,0.9670753479003906,0.07285713404417038,0.08763907104730606,0.1937478482723236,0.054504796862602234,-0.0062989601865410805,4.010595798492432,-0.1330326646566391,0.07868446409702301
4194304,0.42334529757499695,0.03741946443915367,0.1131751537322998,0.10797981917858124,0.06336644291877747,0.03427267074584961,1.6454144716262817,-0.08519779145717621,-0.023361526429653168
4325376,1.0300238132476807,0.16646163165569305,-0.01645541936159134,0.0904330238699913,0.015355213545262814,0.013646810315549374,3.70595121383667,-0.009491045027971268,0.7416420578956604
4456448,-0.09917759150266647,-0.01991112157702446,-0.05299045890569687,0.04508928582072258,-0.04761136323213577,0.08943134546279907,2.478821039199829,0.027278926223516464,1.128875494003296
