collected_frames,var_decomp/shaping,var_decomp/roll_penalty,var_decomp/roll_rate_penalty,var_decomp/pitch_penalty,var_decomp/pitch_rate_penalty,var_decomp/shock_penalty,var_decomp/action_bonus,var_decomp/flipper_action_bonus,var_decomp/terminal_bonus
131072,0.1545150876045227,-0.35183459520339966,-0.4159613847732544,-0.49491387605667114,-0.3894813358783722,6.8304290771484375,1.3786357641220093,0.07592252641916275,-0.04077048972249031
262144,0.8342293500900269,0.7154393196105957,-0.07753732800483704,0.19185827672481537,-0.03790158033370972,-0.9434360265731812,2.0420260429382324,0.005181252025067806,0.002850143238902092
393216,1.146265983581543,0.612832248210907,-0.05301689729094505,0.05162568762898445,-0.015994654968380928,-0.30384397506713867,1.991447925567627,-0.012942644767463207,-0.04537758231163025
524288,1.2912026643753052,0.38671353459358215,-0.07904800027608871,0.056544944643974304,0.04996343329548836,0.14182978868484497,2.6639370918273926,0.03114289790391922,-0.013982856646180153
655360,2.1136226654052734,1.1469868421554565,0.19926397502422333,0.4588804543018341,0.2623942196369171,-1.5338529348373413,3.4122719764709473,-0.08745884150266647,0.024531517177820206
786432,1.8652197122573853,0.45713409781455994,0.0642232745885849,0.435678094625473,-0.04706805944442749,-1.3555763959884644,3.3025193214416504,-0.06627205014228821,0.008772065863013268
917504,1.5252588987350464,0.49982720613479614,-0.13833634555339813,0.7831528186798096,0.03636939451098442,-0.17264388501644135,3.378121852874756,0.08602508157491684,0.2057262808084488
1048576,0.48713192343711853,0.004204805474728346,-0.014953148551285267,0.12809351086616516,-0.009057062678039074,0.6047131419181824,3.36089825630188,0.05847557634115219,1.059784173965454
1179648,0.5490819811820984,0.06396495550870895,-0.0521380789577961,0.11007368564605713,0.0007397937588393688,0.719252347946167,2.9325151443481445,0.041228312999010086,0.5790961384773254
1310720,1.5963373184204102,0.287361204624176,0.12040349841117859,0.4015301465988159,0.12043938785791397,-0.47112882137298584,3.2000844478607178,-0.10892853885889053,-0.004779023118317127
1441792,1.9974924325942993,0.24486327171325684,-0.04073546826839447,0.6633985042572021,-0.03395893797278404,0.20636029541492462,3.9685351848602295,0.011241734959185123,0.04430696740746498
1572864,0.18316316604614258,-0.01921512745320797,0.021264974027872086,0.0751139372587204,0.07467829436063766,0.8214569091796875,2.9486243724823,0.05291841924190521,1.0841726064682007
1703936,0.38277050852775574,-0.029058726504445076,0.040371306240558624,-0.15591028332710266,0.03140384331345558,0.5795424580574036,3.046645402908325,0.06223033368587494,1.128783106803894
1835008,0.14447826147079468,0.028962556272745132,0.053785890340805054,-0.1657562553882599,0.07101049274206161,0.616401195526123,2.040081262588501,0.07720973342657089,1.5664658546447754
1966080,1.378775715827942,0.09648186713457108,0.1167602688074112,0.1596812754869461,0.06419650465250015,-0.25819194316864014,3.131706476211548,-0.127920001745224,-0.01966639794409275
2097152,0.16306567192077637,0.0065751089714467525,0.014836682938039303,0.030349314212799072,0.04690715670585632,0.7321946620941162,2.449728488922119,0.030900171026587486,2.4326202869415283
2228224,0.2765654921531677,-0.0595933198928833,0.049179911613464355,-0.04380958527326584,0.06766106188297272,0.5356730222702026,2.4299094676971436,0.1234034076333046,2.4664533138275146
2359296,0.29484498500823975,0.041134029626846313,0.08683322370052338,0.06493975222110748,0.08490287512540817,0.614895761013031,2.7546586990356445,0.07248513400554657,2.127786636352539
2490368,2.117783546447754,0.14740529656410217,0.07443602383136749,0.16668808460235596,0.05068258196115494,-0.46465662121772766,5.3097429275512695,-0.10224348306655884,0.1804509311914444
2621440,1.2625705003738403,0.0729551687836647,-0.04622676596045494,0.0025358819402754307,-0.11604634672403336,-0.01703813672065735,3.7507779598236084,-0.007778668310493231,1.3369991779327393
2752512,0.38612300157546997,-0.02944326214492321,0.0006711937021464109,0.030684560537338257,-0.04012693092226982,0.031683504581451416,2.97353458404541,-0.01902848668396473,3.3822381496429443
2883584,1.3672751188278198,0.061454690992832184,0.11955603212118149,0.160874143242836,0.08169498294591904,-0.2899017632007599,3.5449438095092773,-0.14873936772346497,0.007711403071880341
