collected_frames,action/v_mean,action/v_std,action/w_mean,action/w_std,action/flipper_fl_mean,action/flipper_fl_std,action/flipper_fr_mean,action/flipper_fr_std,action/flipper_rl_mean,action/flipper_rl_std,action/flipper_rr_mean,action/flipper_rr_std
131072,0.00029322842601686716,0.6271772384643555,-0.009437354281544685,0.6172731518745422,0.03644745424389839,0.6394139528274536,-0.02000243589282036,0.6187716126441956,0.020838946104049683,0.6314698457717896,-0.0075523266568779945,0.6201690435409546
262144,0.06476221233606339,0.6229345798492432,0.0024098120629787445,0.6154190897941589,0.03550374507904053,0.6400455236434937,-0.01575375534594059,0.6187582015991211,0.016405921429395676,0.6302452087402344,-0.018724463880062103,0.6189935803413391
393216,0.1375494748353958,0.6160165071487427,-0.003105570562183857,0.6130406856536865,0.04538167268037796,0.6398876905441284,-0.03517664968967438,0.6220661997795105,0.016333289444446564,0.6296082139015198,-0.018366392701864243,0.6194729804992676
524288,0.1972178816795349,0.6040225028991699,-0.005373895633965731,0.6097121238708496,0.05785749852657318,0.6384109854698181,-0.03281077370047569,0.6206193566322327,0.014470399357378483,0.6270534992218018,-0.02602301351726055,0.6202952265739441
655360,0.24742738902568817,0.5835210680961609,-0.01939534768462181,0.6036027669906616,0.06728967279195786,0.6335448622703552,-0.02504963055253029,0.6187995076179504,0.013003803789615631,0.6256245374679565,-0.0025416819844394922,0.6206925511360168
786432,0.29382985830307007,0.575751781463623,-0.01943514496088028,0.6110391020774841,0.06673301756381989,0.6347581148147583,-0.03589685633778572,0.6215668320655823,0.01271730661392212,0.6300134062767029,0.0016116072656586766,0.6196410059928894
917504,0.34502100944519043,0.5656424760818481,-0.006964367814362049,0.6187952756881714,0.06983384490013123,0.6359611749649048,-0.04089084267616272,0.6249830722808838,0.01896192878484726,0.632154643535614,-0.006691647693514824,0.621712863445282
1048576,0.37984412908554077,0.547907292842865,-0.011117925867438316,0.6142405271530151,0.06578055769205093,0.6357725858688354,-0.02911018207669258,0.6252115368843079,0.012270995415747166,0.6340042948722839,-0.0022133614402264357,0.6187272667884827
1179648,0.4120352268218994,0.5374200940132141,-0.006255339831113815,0.6166025400161743,0.066234290599823,0.6378400325775146,-0.0342550128698349,0.6296477317810059,0.004295055754482746,0.6348905563354492,0.0072849043644964695,0.6211878657341003
1310720,0.43184834718704224,0.5129613876342773,-0.007950931787490845,0.6085385680198669,0.08455070108175278,0.628012478351593,-0.021124113351106644,0.6259244084358215,0.0007842276245355606,0.625872790813446,0.03472116217017174,0.6125447154045105
1441792,0.45522356033325195,0.5183093547821045,-0.0030303089879453182,0.61558997631073,0.06569615006446838,0.638361930847168,-0.042226552963256836,0.6302258372306824,-0.004499103873968124,0.6335532665252686,-0.012690638191998005,0.6210824847221375
1572864,0.4840465784072876,0.5098298192024231,0.014307458885014057,0.6134045720100403,0.06089024990797043,0.638130247592926,-0.023886920884251595,0.6286429166793823,0.001814436400309205,0.6312171220779419,-0.00733654061332345,0.6268765926361084
1703936,0.5014468431472778,0.49357330799102783,0.00213747750967741,0.6103999614715576,0.07170403748750687,0.6316498517990112,-0.023585248738527298,0.6233362555503845,-0.013004077598452568,0.6306893825531006,-0.01361409854143858,0.6217954754829407
1835008,0.5274056196212769,0.4768591821193695,0.006196150556206703,0.6083378791809082,0.06142013520002365,0.6344309449195862,-0.02099059894680977,0.6194482445716858,-0.015516897663474083,0.6286059021949768,-0.005921501666307449,0.6238020658493042
1966080,0.5352253913879395,0.4709673821926117,0.011018611490726471,0.6010454893112183,0.07563406229019165,0.6318406462669373,-0.017043912783265114,0.6197919249534607,-0.02544846199452877,0.6307965517044067,0.001508755492977798,0.6286593079566956
