collected_frames,train/mean_reward,train/mean_state_value,train/value_minus_reward,train/mean_advantage_GAE,train/mean_action_sample_log_prob,train/mean_critic_loss,train/mean_objective_loss,train/mean_entropy_loss,train/mean_entropy,train/mean_kl_approx,train/mean_clip_fraction,train/mean_advantage,train/std_advantage,train/total_grad_norm,train/policy_operator_lr,train/value_operator_lr,train/step_penalty,train/action_bonus_coef
131072,0.003979365341365337,-0.5196791291236877,-0.5236584944650531,0.9028723835945129,-4.0100016593933105,5.790894985198975,-0.016035690903663635,-0.04836668074131012,4.009791374206543,0.014396309852600098,0.177978515625,0.9028723835945129,10.498462677001953,5.276593208312988,0.0005027635788094066,0.001698572532095114,-0.05959512071534246,16.29043388277351
262144,0.08179313689470291,-0.6170455813407898,-0.6988387182354927,2.164297580718994,-4.004744052886963,4.218170166015625,-0.023447483777999878,-0.048123158514499664,3.9896020889282227,0.016305051743984222,0.208984375,2.164297580718994,7.882791519165039,5.022948741912842,0.0005025839562374847,0.0016979656823158731,-0.05970135087704539,16.29043388277351
393216,0.0754372626543045,2.163841724395752,2.0884044617414474,1.4270989894866943,-3.970200777053833,3.088426113128662,-0.02570715919137001,-0.04741426929831505,3.930832624435425,0.010256517678499222,0.161376953125,1.4270989894866943,7.908045768737793,5.410075664520264,0.0005024043336655628,0.0016973588325366322,-0.059807581038748316,16.29043388277351
524288,0.034468501806259155,1.555311918258667,1.5208434164524078,0.27152350544929504,-3.9351847171783447,2.5597290992736816,-0.031886473298072815,-0.04679630324244499,3.8796005249023438,0.013451902195811272,0.211181640625,0.27152350544929504,8.032968521118164,8.539372444152832,0.0005022247110936409,0.0016967519827573916,-0.05991381120045124,16.29043388277351
655360,0.09736171364784241,2.651040554046631,2.5536788403987885,0.9200582504272461,-3.9002370834350586,3.353701114654541,-0.02982274256646633,-0.04615823179483414,3.8267016410827637,0.019707633182406425,0.2421875,0.9200582504272461,8.951407432556152,6.070921897888184,0.000502045088521719,0.0016961451329781507,-0.06002004136215417,16.29043388277351
786432,0.05934375151991844,3.914236068725586,3.8548923172056675,-0.8195219039916992,-3.8367319107055664,3.167778730392456,-0.03257208690047264,-0.045459046959877014,3.7687368392944336,0.017010275274515152,0.23095703125,-0.8195219039916992,9.25461196899414,4.936464309692383,0.0005018654659497971,0.0016955382831989098,-0.0601262715238571,16.29043388277351
917504,-0.011108936741948128,0.6365851163864136,0.6476940531283617,-0.8143806457519531,-3.7547507286071777,2.3828697204589844,-0.036749739199876785,-0.044193148612976074,3.6637887954711914,0.017061922699213028,0.269287109375,-0.8143806457519531,9.514307975769043,6.239259719848633,0.0005016858433778752,0.001694931433419669,-0.060232501685560026,16.29043388277351
1048576,-0.02227715030312538,-0.4725755453109741,-0.45029839500784874,-0.8775801062583923,-3.701179027557373,2.331678867340088,-0.036678459495306015,-0.043383125215768814,3.596634864807129,0.02133241295814514,0.240234375,-0.8775801062583923,8.345311164855957,11.872333526611328,0.0005015062208059533,0.0016943245836404282,-0.060338731847262954,16.29043388277351
1179648,-0.001450403593480587,-1.8382620811462402,-1.8368116775527596,-0.12453772127628326,-3.6271514892578125,2.35494327545166,-0.04073527827858925,-0.042728446424007416,3.542358875274658,0.020692255347967148,0.256591796875,-0.12453772127628326,8.261597633361816,7.89255952835083,0.0005013265982340313,0.0016937177338611873,-0.06044496200896588,16.29043388277351
1310720,0.2009364813566208,8.15388298034668,7.952946498990059,0.8827465772628784,-3.5969698429107666,4.216901779174805,-0.03821972385048866,-0.04267841950058937,3.5382115840911865,0.022422906011343002,0.275390625,0.8827465772628784,13.19959545135498,5.661086082458496,0.0005011469756621094,0.0016931108840819464,-0.06055119217066881,16.29043388277351
1441792,-0.036615267395973206,1.7796993255615234,1.8163145929574966,-2.0002756118774414,-3.5301129817962646,2.7348544597625732,-0.036113180220127106,-0.04182565584778786,3.4675137996673584,0.024601981043815613,0.26123046875,-2.0002756118774414,9.709115982055664,7.090847015380859,0.0005009673530901876,0.0016925040343027057,-0.06065742233237174,16.29043388277351
1572864,-0.022114424034953117,2.0279362201690674,2.0500506442040205,-1.1502797603607178,-3.463799476623535,2.5425257682800293,-0.04167616739869118,-0.040618136525154114,3.367405891418457,0.022982828319072723,0.2998046875,-1.1502797603607178,8.727296829223633,8.979218482971191,0.0005007877305182657,0.0016918971845234648,-0.06076365249407466,16.29043388277351
1703936,0.015913518145680428,2.32656192779541,2.3106484096497297,-0.8058266639709473,-3.417663097381592,2.5026261806488037,-0.04599808529019356,-0.04036088287830353,3.346078872680664,0.024784058332443237,0.318359375,-0.8058266639709473,9.277457237243652,8.258280754089355,0.0005006081079463439,0.001691290334744224,-0.060869882655777585,16.29043388277351
1835008,0.03779153898358345,2.7721049785614014,2.734313439577818,-0.6145557165145874,-3.3505043983459473,3.007359504699707,-0.04562293738126755,-0.03988432139158249,3.3065695762634277,0.027608882635831833,0.30224609375,-0.6145557165145874,10.340909004211426,10.754585266113281,0.0005004284853744219,0.001690683484964983,-0.06097611281748051,16.29043388277351
1966080,0.12589842081069946,4.604042053222656,4.478143632411957,-1.269023060798645,-3.3034567832946777,3.7113537788391113,-0.04570389539003372,-0.03943668678402901,3.2694590091705322,0.02640780434012413,0.318115234375,-1.269023060798645,11.747209548950195,9.693937301635742,0.0005002488628025,0.0016900766351857423,-0.06108234297918344,16.29043388277351
