collected_frames,action/v_mean,action/v_std,action/w_mean,action/w_std,action/flipper_fl_mean,action/flipper_fl_std,action/flipper_fr_mean,action/flipper_fr_std,action/flipper_rl_mean,action/flipper_rl_std,action/flipper_rr_mean,action/flipper_rr_std
131072,0.003107854165136814,0.627171516418457,-0.0076891593635082245,0.6176819205284119,0.03997958451509476,0.6405309438705444,-0.01787221059203148,0.6171160936355591,0.022255679592490196,0.6307692527770996,-0.0029850925784558058,0.6201415657997131
262144,0.06934743374586105,0.6266462802886963,-0.012766288593411446,0.6196314692497253,0.038490667939186096,0.6341326832771301,-0.03739504888653755,0.6192150712013245,0.03316427394747734,0.6355561017990112,-0.005049609579145908,0.6102426648139954
393216,0.15905655920505524,0.6222479939460754,-0.011769963428378105,0.6192085146903992,0.049954697489738464,0.6344735026359558,-0.03408926725387573,0.616435706615448,0.04023374617099762,0.6336994171142578,-0.01386403851211071,0.6135478019714355
524288,0.2311222404241562,0.6107920408248901,-0.011294311843812466,0.6203960180282593,0.05325024202466011,0.6346994042396545,-0.034513384103775024,0.6158585548400879,0.040939025580883026,0.6340537667274475,-0.0018797318916767836,0.6149364709854126
655360,0.29780179262161255,0.6002302169799805,0.00017786078387871385,0.6176749467849731,0.06006439030170441,0.6302076578140259,-0.03193733096122742,0.6149585247039795,0.039167989045381546,0.6302108764648438,0.0016310971695929766,0.6173229813575745
786432,0.34782055020332336,0.5744149088859558,0.008384658955037594,0.6146541237831116,0.06665267050266266,0.6279914379119873,-0.017244312912225723,0.6112678647041321,0.029343966394662857,0.6282629370689392,0.014137759804725647,0.6149075031280518
917504,0.39630547165870667,0.5505974292755127,0.013031941838562489,0.6095752716064453,0.0623248890042305,0.6244876980781555,-0.0073446170426905155,0.6095210909843445,0.02757580205798149,0.6250312328338623,0.029884308576583862,0.6098713278770447
1048576,0.43363386392593384,0.5262038111686707,-0.001818014308810234,0.6088910102844238,0.07082372903823853,0.6252396106719971,0.008061458356678486,0.6058493852615356,0.027962442487478256,0.6235785484313965,0.03758206218481064,0.6086047291755676
1179648,0.458451509475708,0.5123036503791809,0.0037826772313565016,0.6108829975128174,0.07832758128643036,0.6224839091300964,0.019127987325191498,0.6074022054672241,0.03153609111905098,0.6244711875915527,0.03524162620306015,0.6128458976745605
1310720,0.4596371054649353,0.49392154812812805,-0.0036524171009659767,0.6001617908477783,0.10036437213420868,0.6090379953384399,0.004815909545868635,0.5976260304450989,0.05144834518432617,0.6147599220275879,0.05883026123046875,0.5995481014251709
1441792,0.488251268863678,0.5229490995407104,-0.009693006053566933,0.612796425819397,0.07376543432474136,0.6272656917572021,0.006788860075175762,0.6168605089187622,0.03889574483036995,0.6282207369804382,0.01852019503712654,0.6139690279960632
1572864,0.46561339497566223,0.5207037925720215,-0.00944921188056469,0.603369414806366,0.09414155781269073,0.619774580001831,0.025286972522735596,0.6129271984100342,0.0553075410425663,0.6211076974868774,0.03921571746468544,0.6053385138511658
1703936,0.5020909905433655,0.5345090627670288,-0.006160146556794643,0.6188777089118958,0.055381909012794495,0.6387233734130859,-0.005012337118387222,0.6268255710601807,0.05337025597691536,0.6363133192062378,0.004335528239607811,0.6230790615081787
1835008,0.5153441429138184,0.528384804725647,-0.008010592311620712,0.6242767572402954,0.05018528550863266,0.6393051147460938,-0.013541802763938904,0.621478796005249,0.027372941374778748,0.6365485191345215,-0.005306033417582512,0.6298283338546753
1966080,0.5332040786743164,0.5167943239212036,-0.0036335554905235767,0.6213124394416809,0.03399363160133362,0.6403837203979492,0.004233537707477808,0.6215740442276001,0.01817597821354866,0.6338082551956177,-0.014936446212232113,0.6328580379486084
2097152,0.5471738576889038,0.5068989992141724,-0.008540860377252102,0.6157737374305725,0.02628934010863304,0.63997882604599,-0.014418898150324821,0.6188415288925171,-0.005736436694860458,0.6313655376434326,-0.011598335579037666,0.6331009268760681
2228224,0.5639511346817017,0.49220895767211914,-0.012519162148237228,0.6131554841995239,0.030148420482873917,0.6382921934127808,-0.014678264036774635,0.6131534576416016,-0.008401045575737953,0.6295764446258545,-0.029373956844210625,0.6363942623138428
2359296,0.5720071196556091,0.4904748201370239,-0.0034899809397757053,0.6127991676330566,0.03277378901839256,0.6433824300765991,-0.016907423734664917,0.6183667778968811,-0.011660046875476837,0.6314728856086731,-0.04641282930970192,0.638528048992157
2490368,0.588364839553833,0.48457783460617065,0.001374605344608426,0.6152883768081665,0.03871976584196091,0.6507068872451782,-0.011320717632770538,0.6173107028007507,-0.011161170899868011,0.6310949325561523,-0.05793596804141998,0.6427105069160461
2621440,0.595610499382019,0.4808271527290344,-0.009470165707170963,0.6127901077270508,0.04686835780739784,0.6509068608283997,-0.006229042541235685,0.6203867793083191,-0.01715957745909691,0.6287763714790344,-0.05290031433105469,0.6445943713188171
2752512,0.6044518947601318,0.45539048314094543,-0.012708421796560287,0.6043120622634888,0.072267547249794,0.6351674795150757,0.010292571038007736,0.6153931021690369,-0.012296363711357117,0.6200029850006104,-0.05042845010757446,0.6360214948654175
2883584,0.5674818754196167,0.48308420181274414,-0.011879652738571167,0.6091753840446472,0.07175053656101227,0.6350448131561279,0.005580396391451359,0.6185047626495361,-0.020375769585371017,0.6266855597496033,-0.0565786138176918,0.6291854381561279
3014656,0.6335301399230957,0.45031359791755676,-0.013798129744827747,0.6075566411018372,0.02515546977519989,0.6476743221282959,-0.022227656096220016,0.6278986930847168,-0.04532621055841446,0.6293299198150635,-0.06478054821491241,0.6423900723457336
3145728,0.6366506814956665,0.43994614481925964,-0.015021966770291328,0.6070337295532227,0.013435645028948784,0.6450692415237427,-0.01251235045492649,0.6233315467834473,-0.04087645187973976,0.6269632577896118,-0.06467411667108536,0.6401215195655823
3276800,0.6476246118545532,0.4277873635292053,-0.03433599695563316,0.6046493053436279,0.006598636507987976,0.64289790391922,-0.006731128320097923,0.6200308203697205,-0.04724811762571335,0.6246594190597534,-0.06991368532180786,0.6343151926994324
3407872,0.6597198247909546,0.4257935583591461,-0.03443368151783943,0.6060833930969238,-0.015151893720030785,0.6492577791213989,-0.005837968550622463,0.6206066012382507,-0.04822920262813568,0.6258345246315002,-0.07052995264530182,0.6418151259422302
3538944,0.6775560975074768,0.4097052812576294,-0.03755506873130798,0.6027034521102905,-0.033177219331264496,0.6444878578186035,-0.014374622143805027,0.6171920895576477,-0.04353756085038185,0.6233586668968201,-0.05945971608161926,0.6359414458274841
3670016,0.6980183124542236,0.39753633737564087,-0.03127855807542801,0.607944130897522,-0.024171680212020874,0.64823979139328,-0.009805358946323395,0.6191998720169067,-0.05580577254295349,0.6257721185684204,-0.06591705977916718,0.6326757669448853
3801088,0.7053004503250122,0.3915649652481079,-0.021128058433532715,0.6099100708961487,-0.04069143533706665,0.6488006711006165,-0.01955447904765606,0.6178796291351318,-0.04888876900076866,0.6256603002548218,-0.05878180265426636,0.6344683170318604
3932160,0.7077412605285645,0.38749730587005615,-0.023455403745174408,0.6124547719955444,-0.0461350753903389,0.6435967683792114,-0.02980133518576622,0.6132886409759521,-0.026361554861068726,0.6222967505455017,-0.04439137876033783,0.634080171585083
4063232,0.7163776159286499,0.3638460636138916,-0.033275313675403595,0.6013073325157166,-0.028383370488882065,0.6369884610176086,-0.024021627381443977,0.6061634421348572,-0.015139929950237274,0.6090201735496521,-0.03260067105293274,0.6295683979988098
