collected_frames,rew/shaping,rew/step_penalty,rew/roll_penalty,rew/roll_rate_penalty,rew/pitch_penalty,rew/pitch_rate_penalty,rew/shock_penalty,rew/action_bonus,rew/flipper_action_bonus,rew/terminal_bonus,rew/total_reward
131072,2.6860974123701453,-0.05948889055363965,-0.015378824084706366,-0.3543219500570558,-0.27990349278226745,-0.8088988618692383,-0.2389942835070542,9.013629950582981,0.7153592365793884,0.006361653213389218,10.661663621664047
262144,2.4259014651179314,-0.05959512071534246,-0.028515672238427214,-0.40680760564282537,-0.30958922440186143,-0.9267806415446103,-0.2495698090060614,9.003728277981281,0.7254248741082847,0.6317261623917148,10.79856637865305
393216,2.3205804340541363,-0.059701350877045256,-0.03368144125852268,-0.40741223143413663,-0.31865866971202195,-0.9063283735886216,-0.22026583075057715,8.85735410451889,0.7372402558103204,0.45582559320610017,10.416181713342667
524288,2.2588773854076862,-0.05980758103874816,-0.03757636883528903,-0.4103434595745057,-0.32500464748591185,-0.9067451660521328,-0.215731666830834,8.713447451591492,0.7407385581173003,0.34946970094460994,10.096630848944187
655360,2.272089794278145,-0.05991381120045137,-0.03724170845816843,-0.4071359499357641,-0.32138490700162947,-0.8852877514436841,-0.2250320499879308,8.616777040064335,0.7333292132243514,0.38628091500140727,10.06443004310131
786432,2.2369000986218452,-0.06002004136215428,-0.03830693443887867,-0.40947399544529617,-0.33125090575776994,-0.8935209703631699,-0.21766913495957851,8.613755941390991,0.7328033102676272,0.395417342428118,10.018933191895485
917504,2.2626516446471214,-0.060126271523857085,-0.0406490100431256,-0.4102709488943219,-0.3331835283897817,-0.8815133450552821,-0.21574754203902557,8.609852761030197,0.7341576972976327,0.3605499434052035,10.016728393733501
1048576,2.257631879299879,-0.06023250168555988,-0.034845114598283544,-0.406257116002962,-0.3277398340869695,-0.8882270357571542,-0.21664087433600798,8.668513588607311,0.7292245291173458,0.37937922310084105,10.09109877049923
1179648,2.250522691756487,-0.060338731847262794,-0.03175148410082329,-0.39983787992969155,-0.33206594339571893,-0.8895494765602052,-0.20483846735442057,8.568933546543121,0.7382993181236088,0.3978798899333924,10.02837873250246
1310720,2.2705794163048267,-0.06044496200896602,-0.03750311840849463,-0.3993077650666237,-0.3280981343705207,-0.8774772370234132,-0.2120441849110648,8.635698452591896,0.7315757260657847,0.3698084717616439,10.0833021402359
1441792,2.2618939131498337,-0.060551192170668906,-0.03457934700418264,-0.39394956221804023,-0.3334682951681316,-0.8828517785295844,-0.21261175448307768,8.657246224582195,0.7273292704485357,0.39980485872365534,10.119956262409687
1572864,2.270058922469616,-0.06065742233237171,-0.028818101854994893,-0.3985660779289901,-0.3340340375434607,-0.8857005811296403,-0.21551594120683149,8.75103123486042,0.7301359251141548,0.3955394447548315,10.214845262467861
1703936,2.312148693948984,-0.060763652494074505,-0.031291599763790146,-0.3997207940556109,-0.3196871713735163,-0.8887308118864894,-0.21567593282088637,8.834305465221405,0.7199474074877799,0.41702139552216977,10.357912458479404
1835008,2.3336633630096912,-0.06086988265577742,-0.026898226133198477,-0.4022786761634052,-0.3116992290597409,-0.8716126889921725,-0.21524416172178462,8.86464837193489,0.7179790367372334,0.4147678123554215,10.433511324226856
1966080,2.317301493138075,-0.060976112817480645,-0.03014733680174686,-0.4016430096235126,-0.3041385025717318,-0.8660188764333725,-0.2151254921918735,8.7797582000494,0.7194280065596104,0.4391982670640573,10.36952418088913
2097152,2.321247598156333,-0.06108234297918354,-0.0309331431199098,-0.3995386897586286,-0.29461256694048643,-0.8630489930510521,-0.20249538985081017,8.680788196623325,0.7149835573509336,0.39833060768432915,10.254367999732494
2228224,2.333854077383876,-0.06118857314088633,-0.03162133086880203,-0.40667025931179523,-0.28758825408294797,-0.8726320876739919,-0.2106147968734149,8.811827942728996,0.7146127028390765,0.42335027165245265,10.404192119836807
2359296,2.3126462660729885,-0.06129480330258913,-0.028906792140332982,-0.41275739250704646,-0.2887797593139112,-0.8823074740357697,-0.22243613671162166,8.79535323381424,0.7158849006518722,0.4240615803282708,10.343121662735939
2490368,2.3148698527365923,-0.06140103346429204,-0.028427242665202357,-0.40657176985405385,-0.29864777787588537,-0.8778117732144892,-0.21421505912439898,8.786126129329205,0.7128179464489222,0.3999949796125293,10.317187696695328
2621440,2.3212787844240665,-0.061507263625995276,-0.03375677001895383,-0.40980409481562674,-0.3134630345739424,-0.8810317972674966,-0.21431078662863,8.827909156680107,0.7148061534389853,0.4158429770031944,10.357377901673317
2752512,2.3209696356207132,-0.06161349378769819,-0.03196002611366566,-0.40165883721783757,-0.3157122277189046,-0.8840540442615747,-0.2198870547581464,8.881739981472492,0.7132172645069659,0.42074922821484506,10.412183560431004
2883584,2.45083568058908,-0.061719723949400965,-0.030100758478511125,-0.3909427965991199,-0.298120045568794,-0.8626837371848524,-0.2276905653416179,9.016247503459454,0.7170103383250535,0.5190086169168353,10.825222738087177
3014656,2.3729868941009045,-0.061825954111103865,-0.03374233824433759,-0.3933609735686332,-0.30376635608263314,-0.8711450286209583,-0.20242613030131906,8.816270053386688,0.713294982444495,0.45887734938878566,10.486656829714775
3145728,2.3374181278049946,-0.06193218427280667,-0.03040265761956107,-0.3974615354090929,-0.3033698801882565,-0.8786189411766827,-0.20938146015396342,8.832825116813183,0.7103683236055076,0.456034563947469,10.44830947369337
3276800,2.313250355422497,-0.06203841443450991,-0.03319233618094586,-0.40098912129178643,-0.3182517655659467,-0.881899481639266,-0.2117805141606368,8.778558529913425,0.71038379939273,0.420836090343073,10.305657103657722
3407872,2.3100449964404106,-0.062144644596212814,-0.030602822997025214,-0.39746154518797994,-0.31390506075695157,-0.8816714375279844,-0.20575135754188523,8.744508191943169,0.7012885818257928,0.4061853584134951,10.261907652020454
3538944,2.316254895180464,-0.06225087475791559,-0.03283996623940766,-0.3989730922039598,-0.31732903863303363,-0.8892504945397377,-0.21172484784619883,8.793018117547035,0.7045743330381811,0.41513166623190045,10.30730739980936
3670016,2.326918963342905,-0.062357104919618496,-0.03166030245483853,-0.3954645104240626,-0.3227321414742619,-0.8987460909411311,-0.21317214478040114,8.799063310027122,0.7026988952420652,0.40098327584564686,10.296003304421902
3801088,2.3023496493697166,-0.062463335081321736,-0.03343368489004206,-0.40040080761536956,-0.31750646815635264,-0.8974377806298435,-0.21123812795849517,8.822514571249485,0.7038890714757144,0.3960934147471562,10.292162962257862
3932160,2.3125257529318333,-0.06256956524302454,-0.029463557017152198,-0.39688143809325993,-0.3194273132830858,-0.8940131277777255,-0.21047845645807683,8.737132661044598,0.712869415525347,0.40143399394582957,10.241543665528297
4063232,2.312399284914136,-0.06267579540472744,-0.02903924095153343,-0.39333165367133915,-0.320988793624565,-0.8917320626787841,-0.20711786346510053,8.821388654410839,0.7122131227515638,0.41287808574270457,10.345419645309448
4194304,2.3209080789238214,-0.06278202556643021,-0.02886452540406026,-0.39461561432108283,-0.31709219818003476,-0.8862595716491342,-0.21833717374829575,8.726465739309788,0.7149980356916785,0.4231249117292464,10.26857253909111
4325376,2.334107682108879,-0.06288825572813311,-0.029874808315071277,-0.4020115938037634,-0.30484599038027227,-0.8848665617406368,-0.2150731567235198,8.807078801095486,0.7077456275001168,0.41414336778689176,10.354160480201244
4456448,2.3401168398559093,-0.06299448588983636,-0.037021307536633685,-0.4064282171893865,-0.2993222689256072,-0.8866824535652995,-0.21685355546651408,8.834615044295788,0.7052018656395376,0.42380098486319184,10.385162435472012
4587520,2.340876467525959,-0.06310071605153915,-0.03097830833576154,-0.4070219511631876,-0.30188643536530435,-0.877286285161972,-0.21074711572146043,8.727754883468151,0.7030278518795967,0.4224488335894421,10.294360615313053
4718592,2.3396395687013865,-0.06320694621324206,-0.03604593359341379,-0.41806621360592544,-0.3035071680787951,-0.877245593816042,-0.21111426650895737,8.813892476260662,0.7048433343879879,0.4164321832358837,10.356519356369972
4849664,2.3104441482573748,-0.06331317637494485,-0.029894403473008424,-0.42435815767385066,-0.31454484537243843,-0.8863741559907794,-0.21034486830467358,8.785826325416565,0.7040218515321612,0.43120502319652587,10.294298455119133
4980736,2.2845293898135424,-0.06341940653664775,-0.030466185460682027,-0.4183539319783449,-0.32355996780097485,-0.8822151585482061,-0.21072284766705707,8.818435475230217,0.6983047062531114,0.3949666244443506,10.257688708603382
5111808,2.3134069945663214,-0.06352563669835098,-0.033801882149418816,-0.41994423256255686,-0.31980470777489245,-0.8851740271784365,-0.23701411776710302,8.903211645781994,0.7027987637557089,0.3722005452727899,10.321461416780949
5242880,2.300306238234043,-0.06363186686005377,-0.03951358096674085,-0.4220983418636024,-0.3344495235942304,-0.8883287752978504,-0.22285782167455181,8.788406021893024,0.7145420098677278,0.41149070078972727,10.234869472682476
5373952,2.2793415877968073,-0.06373809702175669,-0.03416722182009835,-0.4094168187584728,-0.3417827468365431,-0.8944288874045014,-0.20999535318696871,8.813882425427437,0.7137814201414585,0.3875109617365524,10.231051661074162
5505024,2.4158592503517866,-0.0638443271834595,-0.033989000468864106,-0.4057586551643908,-0.30476447218097746,-0.870276989415288,-0.22073078659013845,8.927552163600922,0.7174910586327314,0.4743262599222362,10.627748884260654
5636096,2.375971708446741,-0.06395055734516238,-0.033813688132795505,-0.4150965658482164,-0.3044893096666783,-0.8829701938666403,-0.2191108541446738,8.911070756614208,0.7157740793190897,0.46650674822740257,10.542106598615646
5767168,2.299643350765109,-0.06405678750686561,-0.0390486480173422,-0.41381396586075425,-0.3058767376933247,-0.8811277863569558,-0.21973867900669575,8.798639923334122,0.7203091699630022,0.4026476495200768,10.287831723690033
5898240,2.3111539650708437,-0.0641630176685685,-0.03516331731225364,-0.39939951291307807,-0.3056998825632036,-0.8752423985861242,-0.2079353517619893,8.782349653542042,0.7238697516731918,0.4053871833020821,10.325423792004585
6029312,2.3014341853559017,-0.06426924783027131,-0.03951798612251878,-0.39191297511570156,-0.3106231256388128,-0.8828640785068274,-0.21183176501654088,8.783298432826996,0.7317480458877981,0.4058378995396197,10.311448641121387
6160384,2.2901439927518368,-0.06437547799197414,-0.0383205401012674,-0.3886196846142411,-0.32950696907937527,-0.8821002272889018,-0.20658839482348412,8.672356650233269,0.7349977693520486,0.39104867447167635,10.170290194451809
