collected_frames,var_decomp/shaping,var_decomp/legacy_joint_vel_var_penalty,var_decomp/legacy_joint_angle_var_penalty,var_decomp/legacy_track_vel_var_penalty,var_decomp/legacy_roll_rate_penalty,var_decomp/legacy_pitch_rate_penalty,var_decomp/terminal_bonus
11403264,0.12041378766298294,-0.003298545954748988,0.007814949378371239,-0.003972199279814959,0.006986330263316631,0.01107372809201479,0.0007885646191425622
11534336,0.20004501938819885,-0.007105985656380653,0.007016192190349102,-0.011171411722898483,-0.0002953055372927338,-0.01753372699022293,0.012215474620461464
11665408,0.06902726739645004,0.013846001587808132,0.0009972145780920982,0.045554399490356445,0.0036667711101472378,0.00909416750073433,0.02326144464313984
11796480,0.10063491016626358,0.022735238075256348,-0.006345493718981743,0.04014331474900246,0.0048784296959638596,0.008895146660506725,0.010309268720448017
11927552,0.009630360640585423,0.0037484210915863514,-0.0017694104462862015,0.017828838899731636,0.005480422638356686,0.002186254598200321,0.12485963851213455
12058624,-0.003970962483435869,0.0017271973192691803,-0.0027006869204342365,0.0006540145841427147,-0.004234245512634516,0.0017793893348425627,-0.0013956044567748904
12189696,-0.017935605719685555,0.002114319708198309,0.0034841811284422874,0.004297667648643255,0.0051879589445889,0.012863533571362495,
12320768,0.009994891472160816,0.008853367529809475,0.0026472588069736958,0.02827870287001133,0.011033565737307072,0.012601864524185658,0.02621668577194214
12451840,0.03473297506570816,0.015329986810684204,0.00028031610418111086,0.04623615741729736,0.010849907994270325,0.008691634051501751,0.034395888447761536
12582912,0.08247366547584534,-0.0015857608523219824,0.012410802766680717,-0.001261367928236723,0.006979234982281923,0.013210548087954521,9.16521021281369e-05
12713984,0.23796525597572327,-0.006448882631957531,-0.010228663682937622,0.002998797222971916,-0.0061321561224758625,-0.023126283660531044,0.011748196557164192
12845056,0.015417012386023998,0.012717788107693195,0.028316546231508255,0.013602768070995808,0.0066342768259346485,0.05598984286189079,0.017164617776870728
12976128,0.08926977962255478,0.010285155847668648,-0.007536609191447496,0.04328474402427673,0.0052323853597044945,-0.0006848456105217338,0.010716143995523453
13107200,0.022784214466810226,0.006820669397711754,-0.0007614807109348476,0.022527724504470825,0.0037583480589091778,0.004157225135713816,0.10537593066692352
13238272,0.041365575045347214,0.0012347724987193942,0.0015252886805683374,0.007525692693889141,0.0016934550367295742,0.004226429853588343,0.2049267441034317
13369344,-0.008116686716675758,3.306516373413615e-05,-0.001664466573856771,0.00033965372131206095,-0.003589862724766135,0.0011839516228064895,0.002081990009173751
13500416,0.0034063535276800394,0.006354992277920246,0.003087566467002034,0.010982971638441086,0.004649437963962555,0.003475804813206196,0.015130198560655117
13631488,-0.002560273976996541,0.013338347896933556,0.0011754072038456798,0.0350249707698822,0.006081015802919865,0.01861923187971115,0.053621526807546616
13762560,0.027702122926712036,0.008986357599496841,0.00034159980714321136,0.050345707684755325,0.008940059691667557,0.009594331495463848,0.05601849406957626
13893632,0.09998413175344467,-0.0072774579748511314,0.01753106899559498,-0.007084047421813011,0.0050194161012768745,0.010381131432950497,0.0005786792607977986
14024704,0.069161556661129,0.010979757644236088,0.002458631293848157,0.04032966494560242,0.004019618034362793,0.004733153153210878,
14155776,0.06802938878536224,0.014302401803433895,-0.013326896354556084,0.04009825363755226,0.005486247129738331,0.0038792721461504698,
14286848,0.04313414916396141,0.009375988505780697,0.0037048228550702333,0.04646829143166542,0.008610653690993786,0.006848601158708334,0.015147102065384388
14417920,0.06686273217201233,0.008889682590961456,0.00462818518280983,0.023997025564312935,0.0008730869158171117,0.0020272021647542715,0.03751737251877785
14548992,0.01689111441373825,0.008233297616243362,-0.0003833910159301013,0.025327853858470917,0.004016540013253689,0.00433385232463479,0.13520050048828125
14680064,0.018719833344221115,0.0028589959256350994,-0.0028243206907063723,-0.0024549311492592096,-0.00459392461925745,-0.007683826610445976,-0.00629839114844799
14811136,0.0027073791716247797,0.006418041884899139,0.0033645248040556908,0.02261498011648655,0.0073800296522676945,0.012781457975506783,0.0024752800818532705
14942208,0.014123729430139065,0.015617809258401394,0.0001719208958093077,0.03126594424247742,0.008590960875153542,0.013763799332082272,0.03342491388320923
15073280,0.18602627515792847,-0.025784136727452278,0.00301096448674798,-0.02415979653596878,0.009546920657157898,0.01645658165216446,0.006222398020327091
15204352,-0.17755673825740814,0.08208492398262024,0.05297458916902542,0.0925610139966011,0.015119586139917374,0.09182753413915634,0.007232990115880966
15335424,0.10348915308713913,0.005884261801838875,0.016790010035037994,0.015010077506303787,0.0028744798619300127,0.0168728306889534,
15466496,0.02074071764945984,0.030598647892475128,-0.017394162714481354,0.04193103685975075,0.0104058887809515,0.004785281606018543,
15597568,0.052369944751262665,0.01670920103788376,-0.00010985120752593502,0.04307954013347626,0.00941561721265316,0.0035502866376191378,0.013370683416724205
15728640,0.0370447002351284,0.013762271031737328,0.0011322295758873224,0.03490746393799782,0.003011127468198538,0.006645893678069115,0.04757602885365486
15859712,0.03555607795715332,0.0036470647901296616,0.0010586893185973167,0.024237075820565224,0.005307966843247414,0.004963751416653395,0.09922131896018982
15990784,0.004352356772869825,0.002337226178497076,-0.0012978247832506895,0.002481007482856512,-0.0006019721040502191,-0.000927202170714736,0.005752552766352892
16121856,0.011662323959171772,0.007270876318216324,0.003472265787422657,0.017145751044154167,0.0043123215436935425,0.008369117975234985,
16252928,0.037197720259428024,0.008548544719815254,0.0009919131407514215,0.026966840028762817,0.004342603962868452,0.006715928670018911,0.015653716400265694
16384000,0.13731876015663147,-0.010365225374698639,0.003695271909236908,-0.011379900388419628,0.006608440075069666,0.017930680885910988,0.0016039680922403932
16515072,-0.2607146203517914,0.07005012780427933,0.015475524589419365,0.09934226423501968,0.012547625228762627,0.13844741880893707,0.005042355507612228
16646144,0.10157430917024612,0.0016363895265385509,0.058243248611688614,0.004054670687764883,0.004001992288976908,0.021003374829888344,0.009989199228584766
16777216,-0.009681089781224728,0.03059438429772854,-0.016854804009199142,0.051643192768096924,0.006594630889594555,0.007640543859452009,0.015366725623607635
16908288,0.0866638794541359,0.011807703413069248,-0.0030395747162401676,0.024865714833140373,0.0036848897580057383,0.0023531268816441298,
