collected_frames,clearance/height,clearance/height_max,clearance/height_min
131072,0.0830990589747671,0.6082751955837011,0.024846783140674233
262144,0.10561382095329463,0.6331011964939535,-0.2245190553367138
393216,0.10964563291054219,0.6311184167861938,-0.27062238520011306
524288,0.11389139300445095,0.6592377629131079,0.003709707409143448
655360,0.11342749482719228,0.6296889558434486,-0.006830233556684107
786432,0.10723490576492622,0.6256933035328984,-0.44261350127635524
917504,0.09782386664301157,0.6160146207548678,-0.613330626860261
1048576,0.08945091062923893,0.6123789311386645,-0.7145761158317327
1179648,0.08585784764727578,0.578363620210439,-0.7474746624939144
1310720,0.06687689613318071,0.5344398487359285,-0.2989877980435267
1441792,0.07345513434847817,0.5251432829536498,1.6688398318365216e-05
1572864,0.10234443875242821,0.5158677817577153,-0.03142905011402434
1703936,0.09132442570989951,0.5004118187353015,-0.05605956818908453
1835008,0.07530852689524181,0.5217671114951372,-0.05603787722066045
1966080,0.07487354162731208,0.5277009191922843,-0.05336502427235246
2097152,0.10034235584316775,0.5914971278980374,-0.05333374021574855
2228224,0.11656059796223417,0.631778028793633,-0.4031906872987747
2359296,0.157578629325144,0.7295604064129293,-0.6083143935538828
2490368,0.21394236641936004,0.7501732083037496,-0.569248422048986
2621440,0.2354808176169172,0.7441348657011986,-0.575957431923598
2752512,0.23773411090951413,0.7347336015664041,-0.5588293918408453
2883584,0.22476959039225933,0.6807166566151754,-0.007357859971075213
3014656,0.22799944318830967,0.6726052104495466,-0.030024662613868713
3145728,0.22640462988056242,0.6736089186742902,-0.028292167000472546
3276800,0.1667837350105401,0.6551496661268175,-0.0090675363317132
3407872,0.09659419109812006,0.5967321759089828,0.024167601950466633
3538944,0.10480872966581956,0.5444017183035612,0.015062854159623384
3670016,0.09348288882756606,0.6053665103390813,0.0009071228269021958
3801088,0.09526214032666758,0.6147681018337607,-0.016383551992475986
3932160,0.10213934344938025,0.6189449392259121,-0.0003005567123182118
4063232,0.10840138862840831,0.5769879873842001,0.005904320161789656
4194304,0.14174557873923646,0.5959910003978145,0.011103586038881393
4325376,0.15978452586568892,0.673504089936614,-0.0868416610173881
4456448,0.15814980678260326,0.7637498104013503,-0.12863425933755934
4587520,0.15381556726060808,0.7675936142913997,-0.01999529078602791
4718592,0.12267549929674715,0.6554741654545069,-0.019572518300265074
4849664,0.17557859735097736,0.6311648753471673,-0.01953939674422145
4980736,0.1886231715325266,0.6815382526256144,-0.19216946954838932
5111808,0.18167589779477566,0.7058492205105722,-0.25621527968905866
5242880,0.1814892323454842,0.7050488670356572,-0.014319791924208403
5373952,0.178141538053751,0.6524057276546955,-0.014856417663395405
5505024,0.16441492612945194,0.6296473295247225,0.020789244444454347
5636096,0.15204725449439138,0.6309276749379933,-0.027027778793126345
5767168,0.15253127203322947,0.6304675680585206,-0.027092785574495792
5898240,0.1518902548123151,0.6292720003984869,-0.02709759632125497
6029312,0.10384088865248486,0.629201895557344,0.017006246373057365
6160384,0.1601494552451186,0.6454106764867902,0.031876361230388284
6291456,0.17937621951568872,0.7033654106780887,-0.1757111542392522
6422528,0.18055136897601187,0.7049100305885077,-0.03252870566211641
6553600,0.18133162357844412,0.6995277288369834,0.028062427882105112
6684672,0.177377556450665,0.6889203148894012,0.024999500019475818
6815744,0.15827546982252183,0.6421789539171688,0.0465495488166216
6946816,0.15672503563109785,0.7019125134684145,-0.015377414412796497
7077888,0.15582636545877904,0.7007552515715361,-0.01543961837887764
7208960,0.15493857092224061,0.7021580021828413,-0.015479997266083956
7340032,0.10047736531123519,0.700943167321384,0.021855511236935854
7471104,0.16372832912020385,0.684296180959791,0.026946441968902946
7602176,0.1807212084531784,0.704667144920677,-0.2670299233868718
7733248,0.18126692599616945,0.702614993788302,-0.08608260843902826
7864320,0.18021972745191306,0.7009446998126805,-0.10243362234905362
7995392,0.17902515374589711,0.6436767023988068,0.026478128507733345
8126464,0.15714999487988707,0.6314231199085268,0.04567954232615809
8257536,0.154080739361234,0.6309282165020704,0.019950111396610737
8388608,0.1550651282304898,0.6307677933946252,0.02013350371271372
8519680,0.1555364392697811,0.6308728405274451,0.020261164754629135
8650752,0.09767607698449865,0.6306089325807989,0.022719107568264008
8781824,0.1619060299708508,0.6482078982517123,0.022559300996363163
8912896,0.18564428784884512,0.7050535511225462,-0.24522401485592127
9043968,0.182056630612351,0.7014868217520416,-0.16201921249739826
9175040,0.18007793149445206,0.6900129565037787,0.02004118263721466
9306112,0.17582094378303736,0.6313681467436254,0.021320562809705734
9437184,0.15595989552483802,0.6260872080962077,0.03544414798471947
9568256,0.16022603656165302,0.6391521133482456,0.004316955339163542
9699328,0.15435768605675548,0.6885430822148919,0.021438305731862783
9830400,0.15398062590975314,0.659998026676476,-0.003295786213129759
9961472,0.11805220175301656,0.630078028421849,0.00798012618906796
10092544,0.12668189505347982,0.6202989513985813,0.027237922186031938
10223616,0.17534087016247213,0.6955136964097619,-0.10260133142583072
10354688,0.1807950441725552,0.7044715355150402,-0.26794515550136566
10485760,0.18057461734861135,0.6542887054383755,0.025519273011013865
10616832,0.17880425392650068,0.6314040436409414,0.02627930394373834
10747904,0.16225510080087963,0.6390567114604333,0.050155294136053026
10878976,0.15463254658970982,0.6297702686861157,0.020151698030531406
11010048,0.15584848739672452,0.6305029834620655,0.020203076768666506
11141120,0.15546181774698198,0.6303330422379076,0.02013572258874774
11272192,0.15431397024076432,0.6215686593204737,0.0200952235609293
11403264,0.10198985616443679,0.5527821234427392,0.02738364040851593
11534336,0.16928177815862,0.6430247598327696,0.03282825695350766
11665408,0.18626933207269758,0.7054551700130105,0.044273218140006065
11796480,0.18285854125861079,0.6712139719165862,-0.14392460649833083
11927552,0.1755983238108456,0.6314401593990624,0.025080638704821467
12058624,0.15844179242666065,0.6267551828501116,0.052237077869319096
12189696,0.1565847472520545,0.6308378120884299,0.022358139976859093
12320768,0.15544976387172937,0.6301797940395772,0.021746210288256407
12451840,0.15395634004380554,0.6284438911825418,-0.16375168086960912
12582912,0.09795468175434507,0.6445066551677883,0.028181682340800762
12713984,0.16510286228731275,0.698927435092628,0.04126890853513032
12845056,0.18375503236893564,0.7021557907573879,0.06223759916611016
12976128,0.18206094729248434,0.7038842225447297,0.0344302027951926
13107200,0.17668636259622872,0.6434269994497299,0.02489627175964415
13238272,0.1616170200286433,0.6309395530261099,0.024876467883586884
13369344,0.16230519072394384,0.6298297858472827,0.05022607287357654
13500416,0.15748705912847072,0.6305098552256823,-0.003930253908038139
13631488,0.15613650879822671,0.6301170559599996,-0.004986085928976536
13762560,0.15409813658334315,0.6305185067467391,-0.0058021703734993935
13893632,0.10703041986562312,0.6228311047889292,0.028250336414203048
14024704,0.16341294185258448,0.6278403187170625,0.0787562916520983
14155776,0.17942838929593563,0.6314480723813176,0.10358765430282801
14286848,0.18139888858422637,0.6954259588383138,0.04373730032239109
14417920,0.1789688675198704,0.6350199920125306,0.024898715782910585
14548992,0.17561820533592254,0.6315672202035785,0.025476891780272126
14680064,0.1679577568882401,0.6189705457146925,0.06969641207100509
14811136,0.15659780066926032,0.6306811366230249,-0.01507076807320118
14942208,0.15643656277097762,0.630370597820729,-0.015145578887313604
15073280,0.13540709455264732,0.6297375345602632,-0.005396056221798062
15204352,0.13266933331033215,0.6227382239885628,0.02893443056382239
15335424,0.17590112960897386,0.6308835949748755,0.07518132077530026
15466496,0.1824810307007283,0.6314197923056781,0.09716468211263418
15597568,0.18337920843623579,0.6319324490614235,0.07446813932619989
15728640,0.18233802798204124,0.6320078754797578,0.025560589274391532
15859712,0.176871927222237,0.6318934406153858,0.02490870445035398
15990784,0.17181168327277357,0.6207343830761127,0.07107618662232913
16121856,0.1575288224266842,0.6308373976498842,-0.015249457210302353
16252928,0.15706638677511364,0.6309490012936294,-0.01746863964945078
16384000,0.13630289971479215,0.6307453853078187,-0.008848496014252305
16515072,0.14704291330417618,0.6301263212226331,0.04637842532247305
16646144,0.1807397591182962,0.6315139085054398,0.04133326793089509
16777216,0.181304263882339,0.6321033579297364,0.025298670399934053
16908288,0.18216097191907465,0.6320364167913795,0.021921262610703707
17039360,0.18151124834548682,0.6319915419444442,0.0215578256174922
17170432,0.17579678213223815,0.6318880366161466,0.019440033938735723
17301504,0.17184335087958674,0.6183879945918179,0.08177999436783243
17432576,0.1574143038596958,0.6306697730906308,-0.01909442665055394
17563648,0.15708140714559704,0.6308103948831558,-0.01953756809234619
17694720,0.1490539367950987,0.6306045614182949,-0.016207808395847678
17825792,0.12902078038314357,0.6283017094247043,0.04739593015983701
17956864,0.17820389952976257,0.631455963011831,0.03204465797170997
18087936,0.18020836461801082,0.6319241626188159,0.0216428698040545
18219008,0.18047686712816358,0.6319698016159236,0.02131527755409479
18350080,0.18009451928082854,0.6321922577917576,0.021130363456904888
18481152,0.17912785871885717,0.6319512221962214,0.02127755433320999
18612224,0.16748270392417908,0.6178685927066193,0.10761251159330115
18743296,0.16906349488999695,0.6319158999249339,0.1383532783947885
18874368,0.1662413760786876,0.6316424128599465,0.06318616960197687
19005440,0.13816934684291482,0.6265582200139761,0.026429441524669528
19136512,0.14077436790103093,0.6295510195195675,0.0442745303735137
19267584,0.1810681427596137,0.631869156844914,0.05931996088474989
19398656,0.18298578017856926,0.6319269426167011,0.03303572325967252
19529728,0.18283765204250813,0.632241296581924,0.02780495979823172
19660800,0.18135593156330287,0.6321180653758347,0.021893708035349846
19791872,0.18328406661748886,0.6322521385736763,0.021729032043367624
