collected_frames,rew/shaping,rew/step_penalty,rew/legacy_joint_vel_var_penalty,rew/legacy_joint_angle_var_penalty,rew/legacy_track_vel_var_penalty,rew/legacy_roll_rate_penalty,rew/legacy_pitch_rate_penalty,rew/terminal_bonus,rew/total_reward
19922944,0.1419377557612492,-0.21492410280358504,-0.021385119701000422,-0.0035276924110658556,-0.006880163210853556,-0.006793783579921823,-0.012548967390477159,0.0008340497906698564,-0.12328696592314599
20054016,0.1382731175981462,-0.21526471152435095,-0.07546315155923367,-0.0011283426401860197,-0.038017161801690236,-0.01778850173286628,-0.019295416481327266,-0.00042724609375,-0.22910430433694273
20185088,0.14016345189884305,-0.21560532024511733,-0.07561575790168718,-0.0010664410797289747,-0.038346068817190826,-0.017860503096017055,-0.019306889895233326,0.0001068115234375,-0.22753071563784033
20316160,0.1450478177284822,-0.21594592896588335,-0.07485977746546268,-0.0011986424042333965,-0.037947781704133376,-0.016816088966152165,-0.01946328610938508,0.0001068115234375,-0.22107687534298748
20447232,0.11744934413582087,-0.21628653768664938,-0.07759235479170457,-0.017083443544834154,-0.041583293466828763,-0.016676147781254258,-0.03434833932260517,0.0001068115234375,-0.286013962700963
20578304,0.11074409796856344,-0.21662714640741576,-0.07257385517004877,-0.018609141880006064,-0.034833551035262644,-0.0169007720251102,-0.021544131697737612,-0.0001068115234375,-0.2704490963369608
20709376,0.13783548964420334,-0.21696775512818178,-0.07437161705456674,-0.006689488815027289,-0.03627132612746209,-0.017110518674599007,-0.01892627074266784,0.0,-0.23250149376690388
20840448,0.1504422799916938,-0.2173083638489492,-0.07412436592858285,-0.003534474893967854,-0.036522472015349194,-0.017033576281392016,-0.018775810836814344,0.0,-0.21685677696950734
20971520,0.14895597728900611,-0.2176489725697157,-0.07297584461048245,-0.0033256588631047634,-0.03616370330564678,-0.016686271519574802,-0.019144932099152356,0.0007476806640625,-0.21624171978328377
21102592,0.14696281775832176,-0.2179895812904817,-0.07247619569534436,-0.004379580772365443,-0.03531002713134512,-0.016738491933210753,-0.019591596035752445,0.0009613037109375,-0.2185578898061067
21233664,0.14048786404645136,-0.21833019001124584,-0.019293335325300556,-0.0038865164772369123,-0.006162869182373866,-0.006440362570244618,-0.011712629644666957,0.0007204149590163935,-0.12461666904599242
21364736,0.1414665343472734,-0.21867079873201412,-0.07218269252916798,-0.0024798374315651017,-0.03504159426665865,-0.016959141270490363,-0.01929161472071428,-0.000213623046875,-0.22336931014433503
21495808,0.13452605914790183,-0.21901140745278014,-0.07188008190132678,-0.0017618587598917657,-0.034563748209620826,-0.016385974500735756,-0.018544566788477823,0.000640869140625,-0.22698071238119155
21626880,0.14765555143821985,-0.21935201617354755,-0.07355759554775432,-0.0030962752880441258,-0.037243209342705086,-0.015529721255006734,-0.019416789298702497,0.0,-0.22053832246456295
21757952,0.11179159668972716,-0.21969262489431404,-0.07865100947674364,-0.029487534528016113,-0.043221915897447616,-0.01686217982933158,-0.03034777968423441,-0.0001068115234375,-0.30657622613944113
21889024,0.09976565552642569,-0.22003323361508004,-0.0723009035573341,-0.018352549959672615,-0.03401323946309276,-0.016278064918878954,-0.0234759137238143,0.0,-0.28468824387528
22020096,0.13147401285823435,-0.22037384233584595,-0.07139387773349881,-0.007954010150569957,-0.03306208622234408,-0.016701732682122383,-0.020233420189470053,-0.0001068115234375,-0.23834996204823256
22151168,0.14812726329546422,-0.22071445105661194,-0.07157523452769965,-0.004894499965303112,-0.03417871688725427,-0.016850025553139858,-0.019523536146152765,0.0,-0.21960920002311468
22282240,0.1517907998058945,-0.22105505977737844,-0.07152177096577361,-0.0044660233452304965,-0.03455540753202513,-0.016903963209188078,-0.019311981712235138,0.0001068115234375,-0.21591659565456212
22413312,0.15666049462743104,-0.2213956684981459,-0.0708480891189538,-0.006617139377340209,-0.03445560237742029,-0.016828184816404246,-0.019429103602305986,0.0001068115234375,-0.21280486939940602
22544384,0.14278397976004115,-0.22173627721891379,-0.02088378128438532,-0.007604559209103397,-0.006356147186296097,-0.007739808221409111,-0.012880042282702779,0.0008189753973105135,-0.1335952944158688
22675456,0.14240409166086465,-0.22207688593967836,-0.07036138349212706,-0.006941272928088438,-0.033247842933633365,-0.01867716945707798,-0.019642708808532916,-0.0001068115234375,-0.22864659572951496
22806528,0.13999985542614013,-0.22241749466044428,-0.06989054335281253,-0.006908062790898839,-0.03290435395319946,-0.017943509068572894,-0.019022557229618542,-0.000213623046875,-0.22929507808294147
22937600,0.13502427062485367,-0.2227581033812103,-0.07002891041338444,-0.0063044139023986645,-0.03274682303890586,-0.017304032378888223,-0.018581276977784,0.000213623046875,-0.2324804081581533
23068672,0.14142416650429368,-0.2230987121019768,-0.07877428841311485,-0.016444980652522645,-0.044647910399362445,-0.016737595382437576,-0.03035581209405791,0.0,-0.26863273908384144
23199744,0.0985806489479728,-0.22343932082274423,-0.07300846092402935,-0.016120959524414502,-0.03533772079390474,-0.0163801154558314,-0.024232162308180705,-0.0001068115234375,-0.2900406289845705
23330816,0.13227056775940582,-0.22377992954351025,-0.07106392359128222,-0.010719547521148343,-0.033918790868483484,-0.016643766466586385,-0.0212957238254603,0.0,-0.24515111546497792
23461888,0.14895935566164553,-0.22412053826427672,-0.07081768271746114,-0.008529457634722348,-0.03447801506263204,-0.017205000127432868,-0.0209944876114605,-0.000213623046875,-0.22739602182991803
23592960,0.15120456623844802,-0.22446114698504263,-0.07044587790733203,-0.009490100273978896,-0.03483481440343894,-0.017210389953106642,-0.02111770596820861,0.00042724609375,-0.22592823044396937
23724032,0.13845238147769123,-0.22480175570580865,-0.06960757519118488,-0.009939462172042113,-0.034096948424121365,-0.016948929565842263,-0.02108367571781855,0.002777099609375,-0.23524885927326977
23855104,0.13863213803051186,-0.22514236442657434,-0.01897146176638491,-0.017329431919784404,-0.007071797425874329,-0.0077314813043318446,-0.01303459516232263,0.0010340073529411765,-0.14961498174346796
23986176,0.14717445999849588,-0.22548297314734259,-0.07384721841663122,-0.0109720154068782,-0.03677875714492984,-0.020923642194247805,-0.023524073549197055,0.0001068115234375,-0.24424740567337722
24117248,0.14056141581386328,-0.2258235818681086,-0.07350507529918104,-0.007366364348854404,-0.03621068084612489,-0.020962047317880206,-0.023004753558780067,0.0001068115234375,-0.2462023834232241
24248320,0.1436721485806629,-0.22616419058887496,-0.07450690487166867,-0.004450468871709745,-0.03781973008881323,-0.01952267695014598,-0.021323880449926946,0.0,-0.24011381505988538
24379392,0.12317820225143805,-0.226504799309641,-0.08237455470953137,-0.021571594279521378,-0.04803272962453775,-0.017197894485434517,-0.028804817440686747,-0.0001068115234375,-0.30141282302793115
24510464,0.0882542675244622,-0.22684540803040695,-0.07501156936632469,-0.022863259247969836,-0.037140733416890725,-0.01659197580011096,-0.027004926567315124,-0.0001068115234375,-0.31730792415328324
24641536,0.12069360946770757,-0.22718601675117334,-0.07309104374144226,-0.015360080782556906,-0.03438168526918162,-0.017446063393435907,-0.025061389242182486,-0.000213623046875,-0.27204217691905797
24772608,0.14469069696497172,-0.22752662547193933,-0.07244883995736018,-0.008618546849902486,-0.034357355994870886,-0.017601432104129344,-0.022661769573460333,-0.000213623046875,-0.23873387451749295
24903680,0.15015087299980223,-0.22786723419270694,-0.0734507234301418,-0.006796367113565793,-0.03529806571896188,-0.017760172195266932,-0.022036854483303614,-0.0007476806640625,-0.23379033792298287
25034752,0.1458170476835221,-0.22820784291347332,-0.07305609172908589,-0.005011747649405152,-0.03479995181260165,-0.017183924064738676,-0.020983956317650154,0.001708984375,-0.23171050264500082
25165824,0.13411892903454464,-0.22854845163423487,-0.020825833483296304,-0.0014005223264931816,-0.0073318356542385246,-0.007518128727911257,-0.012799338094227336,-0.00010065184049079755,-0.1444050674469559
25296896,0.146393324714154,-0.2288890603550053,-0.07612897781655192,-0.0009420475671504391,-0.037425053800689057,-0.019525103562045842,-0.019592782875406556,0.0,-0.23610970610752702
25427968,0.1482668414246291,-0.22922966907577166,-0.07472052599769086,-0.0008945351864895201,-0.03674459797912277,-0.01899119450536091,-0.019214933927287348,-0.000213623046875,-0.23173868365120143
25559040,0.1463731889380142,-0.22957027779653766,-0.07414248527493328,-0.0011010093026015966,-0.03517112252302468,-0.01844253197486978,-0.018746590503724292,0.000213623046875,-0.23058721295092255
25690112,0.1179714918253012,-0.2299108865173053,-0.07791171647841111,-0.011837659677354395,-0.03929703772882931,-0.01570380120392656,-0.03497545181744499,0.0001068115234375,-0.29155824158806354
25821184,0.09873938001692295,-0.23025149523807165,-0.07285448192851618,-0.014017834088008385,-0.03344782118801959,-0.01650340381456772,-0.022155509228468873,0.0,-0.2904911597725004
25952256,0.13240591320209205,-0.23059210395883764,-0.07334163482300937,-0.005754686184445745,-0.03339809186581988,-0.01652999026555335,-0.018760130915325135,0.0,-0.24597072217147797
26083328,0.14505234849639237,-0.23093271267960355,-0.07473362213931978,-0.0027156771247973666,-0.03435719065601006,-0.01665717600553762,-0.01843925964203663,0.0,-0.23278328916057944
26214400,0.14547253213822842,-0.23127332140037,-0.07591673213755712,-0.0020175977479084395,-0.035146416135830805,-0.016873041640792508,-0.018492141520255245,0.0,-0.23424672114197165
26345472,0.14470809255726635,-0.231613930121136,-0.07563688443042338,-0.0014748439371032873,-0.035310990671860054,-0.01680926823610207,-0.018354200874455273,0.0001068115234375,-0.23438521730713546
26476544,0.14106915026035124,-0.2319545388419043,-0.019943429387708024,-0.0020104351124791277,-0.00556271197907265,-0.006744411910061263,-0.010824847650867933,0.0007167779126213593,-0.1352544526669007
26607616,0.13577259541489184,-0.23229514756266997,-0.07187324680853635,-0.0032004523563955445,-0.032293395095621236,-0.0186291245627217,-0.019330965296830982,0.0005340576171875,-0.2413120229030028
26738688,0.13062010129215196,-0.23263575628343597,-0.07941585866501555,-0.01013700227940717,-0.040283796115545556,-0.017553424113430083,-0.028479734413849656,-0.0001068115234375,-0.277990436530672
26869760,0.08839541394263506,-0.23297636500420188,-0.07514526200247929,-0.021600712134386413,-0.034114928683266044,-0.017036836012266576,-0.026688986443332396,0.0,-0.3191676735877991
27000832,0.1234000840340741,-0.23331697372496787,-0.07281038747169077,-0.012151316819654312,-0.032466392367496155,-0.018390975601505488,-0.021714713700930588,0.0,-0.26745067443698645
27131904,0.14591111184563488,-0.2336575824457343,-0.07443022029474378,-0.004286576111553586,-0.034234775172080845,-0.018402721936581656,-0.02074885521142278,0.0,-0.23984962131362408
27262976,0.1521632260410115,-0.2339981911665019,-0.0752127910964191,-0.002448173509037588,-0.03522016786155291,-0.01831691150437109,-0.020846193117904477,0.0,-0.23387920565437526
27394048,0.15200408757664263,-0.23433879988726786,-0.07502606109483168,-0.0018047981884592446,-0.03556696872692555,-0.01770432508783415,-0.019498087975080125,0.000213623046875,-0.23171958641614765
27525120,0.15631038486026227,-0.23467940860803432,-0.07504096103366464,-0.001957091726580984,-0.035386182833462954,-0.017428985724109225,-0.018889237762778066,-0.0005340576171875,-0.22759695106651634
27656192,0.15998430491890758,-0.23502001732880023,-0.07342790142865852,-0.002920988454206963,-0.034796656254911795,-0.0171898163825972,-0.018806677835527807,0.0009613037109375,-0.22121644474100322
27787264,0.141837957126972,-0.2353606260495628,-0.02128128657833888,-0.0037028004810566438,-0.006567303248179647,-0.0068821718080494644,-0.011090807502802748,0.0008133012820512821,-0.1422334924722329
27918336,0.13706452818587422,-0.23570123477033267,-0.074082397215534,-0.005030526783230016,-0.03487511273124255,-0.01763634875533171,-0.018202470280812122,0.0,-0.24846356234047562
28049408,0.14342271361965686,-0.23604184349110022,-0.07649797148769721,-0.004642806825359003,-0.03771663925726898,-0.017037470555806067,-0.020073556086572353,0.000213623046875,-0.24837395187932998
28180480,0.12068230984732509,-0.2363824522118662,-0.07949568436015397,-0.01808482397609623,-0.04087094313581474,-0.017889700648083817,-0.0320635573589243,0.0,-0.3041048562154174
28311552,0.10977580153848976,-0.23672306093263268,-0.07431691809324548,-0.016650229241349734,-0.0342794565949589,-0.016283510565699544,-0.021147138468222693,0.000213623046875,-0.2894108956679702
28442624,0.13975724764168262,-0.23706366965339856,-0.07347185449907556,-0.006417633452656446,-0.03384254011325538,-0.016224705810600426,-0.017813734375522472,0.0001068115234375,-0.24497008544858545
28573696,0.15167000086512417,-0.23740427837416456,-0.07517301151528955,-0.003777323561735102,-0.03540952049661428,-0.016786899795988575,-0.018045641991193406,0.0,-0.23492666822858155
28704768,0.1582028493285179,-0.23774488709493088,-0.07582025555893779,-0.004027517908980371,-0.036621028441004455,-0.01702129172917921,-0.01854639730299823,0.000213623046875,-0.23136490234173834
28835840,0.15434677537996322,-0.23808549581569857,-0.07483098696684465,-0.004854563027038239,-0.03572476500994526,-0.016794535746157635,-0.01850829113391228,0.000213623046875,-0.234238235745579
28966912,0.14781681215390563,-0.23842610453646457,-0.07321035320637748,-0.005954743581241928,-0.034903391016996466,-0.016964874943369068,-0.01943602091341745,0.00384521484375,-0.23722962813917547
29097984,0.14537430320339031,-0.2387667132572329,-0.022434993533709324,-0.007543175178941524,-0.008060595752385233,-0.008409802943008042,-0.012629024933810424,0.0010542168674698795,-0.15141578710761414
29229056,0.13479710090905428,-0.23910732197799692,-0.07341669831657782,-0.0037464449560502544,-0.03433292073896155,-0.01918511194526218,-0.019324827211676165,0.0,-0.2543162265792489
29360128,0.12997395993443206,-0.23944793069876288,-0.07348946237470955,-0.003002219900736236,-0.034516606174292974,-0.01897074596490711,-0.01886996340181213,0.000213623046875,-0.2581093532498926
29491200,0.13233360141748562,-0.23978853941952924,-0.07388237514533103,-0.0029346931664804288,-0.0351991815114161,-0.01823069767851848,-0.01804475428070873,-0.0001068115234375,-0.25585144327487797
29622272,0.1293738218373619,-0.24012914814029693,-0.08121200371533632,-0.03846526186680421,-0.043440648791147396,-0.017848002760729287,-0.029268554848385975,0.0001068115234375,-0.32088298338931054
29753344,0.10736667405581102,-0.2404697568610629,-0.07400649215560406,-0.06513916366384365,-0.03589381722849794,-0.01845652832707856,-0.02520205317705404,0.000213623046875,-0.3515875132288784
29884416,0.13992898527067155,-0.24081036558182925,-0.07262492692098022,-0.04606707581842784,-0.03378056737710722,-0.019552032346837223,-0.02095256080792751,0.0,-0.2938585428055376
30015488,0.15586219704709947,-0.24115097430259524,-0.07510446675587445,-0.014465964213741245,-0.036470037055551074,-0.01956198010884691,-0.020529984511085786,0.0,-0.2514212098903954
30146560,0.15875916695222259,-0.24149158302336124,-0.07442907395306975,-0.0049531879121786915,-0.03638737843721174,-0.017858383274869993,-0.019232298116548918,0.000213623046875,-0.23537554149515927
30277632,0.150226223282516,-0.24183219174412757,-0.07368895201943815,-0.004329859923018375,-0.03578235814347863,-0.01695467945683049,-0.01839865076181013,0.0030975341796875,-0.23766105889808387
30408704,0.14074675276641258,-0.24217280046489248,-0.02505160026148664,-0.006366453124256819,-0.00943750290970398,-0.007989313542401415,-0.012595845995630794,0.0010580411124546554,-0.16180872916274378
30539776,0.13803151191677898,-0.24251340918566125,-0.07579303701641038,-0.0022926497094886145,-0.03809240020927973,-0.017579022387508303,-0.019219113761209883,-0.000213623046875,-0.2576658959733322
30670848,0.1377077903598547,-0.24285401790642758,-0.07505937368841842,-0.002280066898492805,-0.037334955035476014,-0.017183948133606464,-0.018881706084357575,0.0,-0.2558823508443311
30801920,0.1358872443670407,-0.24319462662719357,-0.07433587621198967,-0.0018223866406970046,-0.03699598342063837,-0.01650775029702345,-0.01766410558775533,0.0,-0.2546334834769368
30932992,0.12933537020580843,-0.24353523534795946,-0.08140288561116904,-0.019234672565289657,-0.04510998330079019,-0.01930933639232535,-0.03587722768133972,0.000213623046875,-0.3149203467182815
31064064,0.1002956383745186,-0.2438758440687259,-0.07345786591758952,-0.013898914512537885,-0.03633436726522632,-0.017235936167708132,-0.021825816278578714,0.0,-0.30633310601115227
31195136,0.14313171757385135,-0.2442164527894919,-0.07162993436213583,-0.006695084826787934,-0.03438231170002837,-0.016433692377177067,-0.019153411689330824,0.0,-0.24937917524948716
31326208,0.15219790756236762,-0.2445570615102595,-0.07146471075247973,-0.0038088661967776716,-0.035095936866127886,-0.016517430296516977,-0.019503455827361904,-0.0001068115234375,-0.23885453247930855
31457280,0.15360482805408537,-0.24489767023102593,-0.07123747904552147,-0.004967632437910652,-0.03612261338275857,-0.01678090302448254,-0.020586253987858072,0.0009613037109375,-0.24002641369588673
31588352,0.150136997574009,-0.24523827895179193,-0.07218769250903279,-0.00603937816049438,-0.036999989359173924,-0.017424874895368703,-0.021213282976532355,0.002777099609375,-0.24618372810073197
31719424,0.1410908791082651,-0.24557888767256267,-0.022080804019785454,-0.023042888423977285,-0.008878050199250262,-0.008247949989727398,-0.011865317993703233,0.0010241713733650415,-0.17757884560066511
31850496,0.13046071445569396,-0.24591949639332425,-0.07224153401330113,-0.030780946544837207,-0.03557168919360265,-0.017400066019035876,-0.01893559392192401,0.0,-0.2903886092826724
31981568,0.12653439008863643,-0.24626010511409022,-0.07373957202071324,-0.02111368610349018,-0.03665680644917302,-0.017559491010615602,-0.018704271409660578,0.0,-0.28749954304657876
32112640,0.12700020283227786,-0.24660071383485788,-0.07597093802178279,-0.010161687420350063,-0.04040234940475784,-0.017669075932644773,-0.019634744749055244,0.000213623046875,-0.28322568722069263
32243712,0.11555704096099362,-0.2469413225556243,-0.08208125387318432,-0.01892581304127816,-0.04735398170305416,-0.019128344763885252,-0.03069126135960687,0.0,-0.3295623443555087
32374784,0.12749725440517068,-0.24728193127639025,-0.07481320144142956,-0.023802056501153857,-0.03937468785443343,-0.018634652107721195,-0.024705708216060884,0.0,-0.3011149757076055
32505856,0.1517978198826313,-0.24762253999715617,-0.07251691044075415,-0.022012627450749278,-0.03771232609869912,-0.019105963947367854,-0.022754860794520937,0.0,-0.26992740225978196
32636928,0.15299898444209248,-0.24796314871792213,-0.07235825393581763,-0.013640106866660062,-0.03755771476426162,-0.019205067816074006,-0.021539940673392266,-0.0001068115234375,-0.259370107203722
32768000,0.15291130542755127,-0.24830375743868854,-0.07313491229433566,-0.006968936420889804,-0.03876591514563188,-0.01899175817379728,-0.021244875388219953,0.0039520263671875,-0.2505410237936303
32899072,0.1449401321588084,-0.2486443661594562,-0.07441900216508657,-0.005195584766624961,-0.03901125650736503,-0.018546114486525767,-0.020857563329627737,0.0018157958984375,-0.2599159461678937
33030144,0.14251149224017656,-0.24898497488021795,-0.024152319675374075,-0.0028039618666171203,-0.011084595209760023,-0.008360693145399521,-0.012848663671524409,0.0010896637608966376,-0.16463405561922198
33161216,0.13439941662363708,-0.2493255836009886,-0.07374372897902504,-0.0009045998881447304,-0.03866334640770219,-0.017316472993115894,-0.01843180149444379,0.0,-0.2639861204661429
33292288,0.13011362974066287,-0.2496661923217545,-0.0750182784977369,-0.0007776656252644898,-0.03927377550280653,-0.017446072117309086,-0.018268755287863314,0.0,-0.2703371162060648
33423360,0.12441961781587452,-0.2500068010425205,-0.07546093582641333,-0.0007232929397105181,-0.03904661021078937,-0.017528161624795757,-0.018074560852255672,0.000213623046875,-0.2762071161996573
33554432,0.125755981891416,-0.2503474097632869,-0.08344497968209907,-0.011775813369354182,-0.04856418972485699,-0.019092399852524977,-0.03411123240221059,0.0,-0.3215775891439989
33685504,0.12182009249227121,-0.25068801848405453,-0.0749651956721209,-0.012508136569522321,-0.038868388801347464,-0.01902965056069661,-0.023508554993895814,0.0,-0.2977478487882763
33816576,0.14605630631558597,-0.25102862720482055,-0.07378640823299065,-0.005179668942218996,-0.037919186434010044,-0.018741606691037305,-0.020422031739144586,0.0,-0.26102122478187084
33947648,0.15441496996209025,-0.25136923592558696,-0.07408680469961837,-0.002575793403593707,-0.0390756921551656,-0.018257038202136755,-0.0198370704165427,0.0,-0.2507866678060964
34078720,0.15404813829809427,-0.2517098446463529,-0.07505599490832537,-0.0024089928301691543,-0.040144236729247496,-0.017945694024092518,-0.020298306961194612,0.00213623046875,-0.251378703978844
34209792,0.14137195597868413,-0.25205045336711884,-0.07623425871133804,-0.0029424214335449506,-0.040822073904564604,-0.018220420490251854,-0.02090408734511584,0.0025634765625,-0.2672279110411182
34340864,0.14624962095542834,-0.2523910620878881,-0.026646900335168172,-0.003587151062607466,-0.012453620864753668,-0.010003167306528475,-0.013850603114990314,0.0009480497262773723,-0.1717337469531817
34471936,0.13001542194979265,-0.2527316708086529,-0.07874583132797852,-0.0016064156743595959,-0.04473495276761241,-0.021194642031332478,-0.021104981176904403,0.000213623046875,-0.2898894601967186
34603008,0.12495691695949063,-0.25307227952941885,-0.07796692929696292,-0.0017021335534082027,-0.04373232676880434,-0.02066737877612468,-0.020708390889922157,0.0,-0.2928881077095866
34734080,0.12284561136038974,-0.25341288825018515,-0.07759649713989347,-0.0015845275506762846,-0.04294792242581025,-0.019729624094907194,-0.01974390257964842,0.0,-0.29216755693778396
34865152,0.13288195669883862,-0.25375349697095123,-0.08353829098632559,-0.019204587482363422,-0.049555929901544005,-0.01966463035205379,-0.034404932157485746,0.0,-0.327239899430424
34996224,0.13870707794558257,-0.25409410569171725,-0.07429182779742405,-0.012358056897937786,-0.03838317943154834,-0.018682351292227395,-0.023137440846767277,0.0,-0.2822398722637445
35127296,0.1503957990789786,-0.2544347144124835,-0.07399800076382235,-0.005100960333948024,-0.03820554239791818,-0.01784321025479585,-0.01953830526326783,0.0,-0.2587249220814556
35258368,0.14841300784610212,-0.2547753231332495,-0.07399553660070524,-0.0031535631860606372,-0.03908263306948356,-0.017453068765462376,-0.019188585472875275,0.000640869140625,-0.2585929180495441
35389440,0.13763074623420835,-0.25511593185401715,-0.07459450763417408,-0.003190174744304386,-0.03866120698512532,-0.017169494210975245,-0.020042568794451654,0.00555419921875,-0.26558893371839076
35520512,0.1275899377069436,-0.2554565405747835,-0.07498544588452205,-0.0025132934242719784,-0.03851170829148032,-0.017260834312764928,-0.018830615212209523,0.0,-0.279968494316563
35651584,0.14215594450920677,-0.25579714929554653,-0.02581811586961798,-0.002372964282462919,-0.010342896976429466,-0.009094977962271567,-0.01264210055573227,0.0010072275060386473,-0.17290503169063498
35782656,0.13443630968686193,-0.2561377580163155,-0.0727153715561144,-0.0008645319453535194,-0.03584117381251417,-0.01722877923748456,-0.01706389461469371,0.0,-0.2654152007307857
35913728,0.12805860594380647,-0.2564783667370819,-0.07348342699697241,-0.0008233380126512202,-0.03656036005122587,-0.017627831373829395,-0.01734167909307871,0.000213623046875,-0.2740427756216377
36044800,0.12639573746128008,-0.2568189754578478,-0.07364550471538678,-0.0009703164763550376,-0.038182321208296344,-0.017278184539463837,-0.017335493925202172,0.0,-0.2778329907450825
36175872,0.11061137937940657,-0.25715958417861545,-0.08665661414852366,-0.03632077893416863,-0.05400305302464403,-0.021707935724407434,-0.03584390407195315,0.0,-0.38108049565926194
36306944,0.13106353569310158,-0.25750019289938175,-0.07292654004413635,-0.019881437860021833,-0.03697753214510158,-0.020320275783888064,-0.024093363332212903,0.0001068115234375,-0.3005290029104799
36438016,0.15302234760019928,-0.25784080162014783,-0.07154185272520408,-0.00611466254122206,-0.03603863614262082,-0.01885172029142268,-0.020763833832461387,0.0,-0.2581291695823893
36569088,0.15447139937896281,-0.25818141034091385,-0.07134210166987032,-0.003767459165828768,-0.03729682191624306,-0.018121459128451534,-0.01997090398799628,0.0,-0.2542048611212522
36700160,0.14330985338892788,-0.25852201906168015,-0.07321259705349803,-0.00568509711229126,-0.03908673659316264,-0.018310799729079008,-0.021045196102932096,0.0045928955078125,-0.26795562566258013
36831232,0.13180585496593267,-0.25886262778244623,-0.07393173075979576,-0.004818019200683921,-0.0390588209265843,-0.018272221364895813,-0.021019677675212733,-0.001068115234375,-0.28520149318501353
36962304,0.14161741477947165,-0.2592032365032172,-0.025552933207438882,-0.003472835004091491,-0.011237012069454811,-0.009467639431806051,-0.01275807951005978,0.0010312119829683699,-0.1790429060132109
37093376,0.125776969071012,-0.2595438452239802,-0.0713266528910026,-0.0009886809539239039,-0.035605619283160195,-0.017198959350935183,-0.017195594788063318,0.0001068115234375,-0.2759755610022694
37224448,0.12023435847368091,-0.2598844539447461,-0.07038838847074658,-0.0009891013201013266,-0.034765588512527756,-0.017176836685393937,-0.017135172005509958,0.0003204345703125,-0.2797847397159785
37355520,0.12974144704639912,-0.2602250626655121,-0.07016043207840994,-0.0009764336172111143,-0.035298501563374884,-0.016947974683716893,-0.016771586269896943,0.0,-0.2706385380588472
37486592,0.11515595694072545,-0.26056567138627823,-0.09011658740928397,-0.03724023260656395,-0.05803749687038362,-0.023074972370523028,-0.03481614386691945,-0.0001068115234375,-0.3887989481445402
37617664,0.12206984107615426,-0.2609062801070445,-0.0762287526158616,-0.02763796535145957,-0.03991487581515685,-0.02160606331017334,-0.0255662010749802,0.0,-0.32979029580019414
37748736,0.14679336792323738,-0.26124688882781216,-0.07365381956333295,-0.009142577542661456,-0.03775904030771926,-0.01956544298445806,-0.021391879039583728,0.0,-0.2759662813041359
37879808,0.15203097346238792,-0.261587497548578,-0.07399948494276032,-0.005571635345404502,-0.03868679568404332,-0.018926368473330513,-0.020687228010501713,-0.0001068115234375,-0.2675328522454947
38010880,0.14801636757329106,-0.26192810626934454,-0.07621306710643694,-0.0058386404198245145,-0.040038943698164076,-0.018936046821181662,-0.021794292508275248,0.0041656494140625,-0.27255658817011863
38141952,0.13236028247047216,-0.26226871499011056,-0.07572464237455279,-0.005472017783176852,-0.03967554398695938,-0.018750463816104457,-0.021544891016674228,-0.0007476806640625,-0.29180365242064
38273024,0.14077116128052716,-0.26260932371087625,-0.0272024518030527,-0.007889950796690613,-0.012461383067431293,-0.009878754591170975,-0.012804242383964803,0.00106318347509113,-0.19101177077210832
38404096,0.12682901648804545,-0.26294993243164294,-0.07143213867675513,-0.001889079902866797,-0.035825777624268085,-0.017563112880452536,-0.017417932729586028,0.0,-0.2802489693276584
38535168,0.12904251250438392,-0.26329054115241035,-0.07226556818932295,-0.0014614194615205633,-0.03717662507551722,-0.017997839968302287,-0.017902140112710185,0.0001068115234375,-0.280944820959121
38666240,0.12994824553607032,-0.2636311498731765,-0.07392321794759482,-0.0012431431873665133,-0.0386530585528817,-0.018425060326990206,-0.018243457408971153,-0.000213623046875,-0.2843801227863878
38797312,0.1177484464715235,-0.26397175859394273,-0.09214854543097317,-0.041182132459653076,-0.05924553089425899,-0.024668230587849393,-0.03543509132578038,0.0,-0.3989028292708099
38928384,0.11821198917459697,-0.2643123673147088,-0.07822073879651725,-0.035497229066095315,-0.04354381622397341,-0.022704901624820195,-0.026576581469271332,0.0,-0.3526436355896294
39059456,0.14764278824441135,-0.26465297603547494,-0.0742161896196194,-0.014195971358276438,-0.039902456337586045,-0.02104854935896583,-0.02269170711224433,0.0,-0.2890650515910238
39190528,0.15971780940890312,-0.264993584756241,-0.07497438369318843,-0.007871104644436855,-0.04090099869063124,-0.01977436340530403,-0.02113919160910882,0.0,-0.26993376878090203
39321600,0.1481830591801554,-0.2653341934770089,-0.07740785193163902,-0.00854322421582765,-0.04380298330215737,-0.020100875946809538,-0.022087534132879227,0.0042724609375,-0.2848079721443355
39452672,0.13637018878944218,-0.2656748021977747,-0.07688046881230548,-0.008378829952562228,-0.04346465802518651,-0.019887313465005718,-0.021403464139439166,0.000213623046875,-0.2990943363402039
39583744,0.14192111806757518,-0.26601541091853553,-0.030969502999503695,-0.020879749169745655,-0.015623945821127284,-0.011840331644436854,-0.013597292857813305,0.0010815822002472187,-0.2159235323831089
39714816,0.1268635545275174,-0.26635601963930733,-0.07458524371031672,-0.008987960285594454,-0.04158783319871873,-0.01901309199456591,-0.018364796516834758,-0.000213623046875,-0.3022403810173273
39845888,0.12792274804087356,-0.2666966283600731,-0.0743941052351147,-0.005414129725977546,-0.04182037981809117,-0.019258955464465544,-0.01821633974032011,0.0,-0.29787555802613497
