collected_frames,rew/shaping,rew/step_penalty,rew/legacy_joint_vel_var_penalty,rew/legacy_joint_angle_var_penalty,rew/legacy_track_vel_var_penalty,rew/legacy_roll_rate_penalty,rew/legacy_pitch_rate_penalty,rew/terminal_bonus,rew/total_reward
1441792,0.2147910554194823,-0.16689827317552516,-0.10032493161270395,-0.05582554152351804,-0.08402344211935997,-0.02054660524299834,-0.032491532459971495,0.0,-0.24531927797943354
1572864,0.14588636024229562,-0.16723888189629033,-0.026402189967162277,-0.13260527544254042,-0.013457508943164118,-0.017806637562829908,-0.022103061379206864,0.0010474968905472637,-0.23267947337526448
1703936,0.09871815430233255,-0.16757949061705793,-0.10030532290693372,-0.28205034881830215,-0.08280969603220001,-0.038249181903665885,-0.03822277465951629,0.0,-0.6104986555874348
1835008,0.16005946084624156,-0.1679200993378239,-0.09955926367547363,-0.16100330276822206,-0.08254699280951172,-0.02919243722135434,-0.030979859846411273,0.0003204345703125,-0.41081739973742515
1966080,0.20635672693606466,-0.16826070805858995,-0.09970122232334688,-0.0808288263506256,-0.0821731187752448,-0.03244720783550292,-0.037937313129077666,0.0,-0.2949916705256328
2097152,0.1554216267541051,-0.16860131677935664,-0.10014206968480721,-0.04749532230198383,-0.0817497139214538,-0.047496820479864255,-0.04418650091974996,0.0,-0.33425011998042464
2228224,0.13478220184333622,-0.1689419255001235,-0.09946733026299626,-0.023392634553601965,-0.08084937511011958,-0.04872155745397322,-0.040821976377628744,0.0,-0.32741260062903166
2359296,0.1350110461935401,-0.16928253422088957,-0.09929776831995696,-0.033129471994470805,-0.08075957075925544,-0.053817883133888245,-0.039305797195993364,0.0,-0.34058198472484946
2490368,0.14332110527902842,-0.16962314294165629,-0.09909131051972508,-0.12854093851638027,-0.07998864410910755,-0.05629771246458404,-0.03863156755687669,-0.0001068115234375,-0.42895527789369226
2621440,0.12276143953204155,-0.1699637516624222,-0.0988601507851854,-0.2656106899958104,-0.07976430491544306,-0.042239542468450963,-0.035792446666164324,-0.0007476806640625,-0.5701869013719261
2752512,0.10702223575208336,-0.17030436038318827,-0.09829506964888424,-0.3060935097746551,-0.0797735212254338,-0.033664797054370865,-0.03298045488190837,0.0001068115234375,-0.6139779849909246
2883584,0.15162589318030395,-0.17064496910395793,-0.02764463192608268,-0.21123007297608543,-0.015089956302495064,-0.020758380047034845,-0.018705614447580725,-0.0001427457946635731,-0.31258415879303963
3014656,0.1044496409012936,-0.17098557782472185,-0.09737299662083387,-0.25123523839283735,-0.0791795440018177,-0.032267958580632694,-0.03338053260813467,-0.000213623046875,-0.5601641205139458
3145728,0.09493031882448122,-0.17132618654548792,-0.09696372039616108,-0.19975498772691935,-0.07898831565398723,-0.032105577090987936,-0.032703913253499195,-0.00042724609375,-0.5173236555419862
3276800,0.14218483422882855,-0.17166679526625447,-0.0964686562656425,-0.09276730239253084,-0.07928314030868933,-0.03284106200590031,-0.029534360917750746,-0.000213623046875,-0.3605829610605724
3407872,0.19591696723364294,-0.17200740398702055,-0.09691023192135617,-0.02547239771229215,-0.07861476764082909,-0.045201416505733505,-0.03615217166952789,0.0,-0.2584414165467024
3538944,0.17210636904928833,-0.17234801270778663,-0.09682280238484964,-0.037370798861957155,-0.0782671581255272,-0.03746097823022865,-0.03579426207579672,0.0,-0.28595763887278736
3670016,0.15462247631512582,-0.17268862142855315,-0.0970736889867112,-0.10199411903158762,-0.07828175579197705,-0.038127248495584354,-0.03566135041182861,0.0,-0.3692043023183942
3801088,0.1382065393263474,-0.1730292301493202,-0.09635408851318061,-0.2053351819049567,-0.07724632130702958,-0.03958726426935755,-0.036426159407710657,-0.0001068115234375,-0.48987449309788644
3932160,0.12191366590559483,-0.17336983887008625,-0.09500486141769215,-0.22843267128337175,-0.07657823467161506,-0.040380414080573246,-0.036138857685728,-0.0003204345703125,-0.5282794991508126
4063232,0.1129150937194936,-0.1737104475908528,-0.09398532781051472,-0.18320514750666916,-0.07544952334137633,-0.03850953857181594,-0.03565584507305175,0.0035247802734375,-0.48406487982720137
4194304,0.1658474543988318,-0.17405105631161516,-0.026896150699356417,-0.08096144819259064,-0.017111362230477205,-0.019109817694065712,-0.022898971854471123,0.0014895428015564201,-0.17368631450708197
4325376,0.1126434697653167,-0.17439166503238493,-0.0929114626487717,-0.07931909349281341,-0.07490858633536845,-0.035708959883777425,-0.041310320113552734,-0.0001068115234375,-0.38599579012952745
4456448,0.10995893721701577,-0.1747322737531515,-0.09301799116656184,-0.06931279186392203,-0.07446089369477704,-0.0312330470624147,-0.03673176426673308,0.0,-0.3695157584734261
4587520,0.10828923265216872,-0.17507288247391753,-0.09315609832992777,-0.05225303574115969,-0.07404281490016729,-0.029277445806656033,-0.03296549759397749,0.0003204345703125,-0.3481554992031306
4718592,0.17810972640290856,-0.1754134911946846,-0.0938164793769829,-0.02510221317788819,-0.07358532852958888,-0.02402693807380274,-0.03723899336182512,0.000213623046875,-0.25086009147344157
4849664,0.18146197823807597,-0.17575409991545113,-0.09205878537613899,-0.03389671309560072,-0.07355895871296525,-0.02793296090385411,-0.0396073208830785,0.0001068115234375,-0.26124004810117185
4980736,0.15653196640778333,-0.1760947086362172,-0.09268713853089139,-0.02490739940549247,-0.07439982879441231,-0.02734926011180505,-0.03452215692959726,-0.0001068115234375,-0.27353112306445837
5111808,0.1442767905537039,-0.17643531735698328,-0.09237356937956065,-0.014133687938738149,-0.0735744790872559,-0.02760114941338543,-0.03251531539717689,-0.00042724609375,-0.2727714745560661
5242880,0.13208882935578004,-0.1767759260777498,-0.09142923663603142,-0.008936140380683355,-0.07242386852158234,-0.02801598160294816,-0.031803006277186796,0.0,-0.27729321853257716
5373952,0.13045107474317774,-0.17711653479851586,-0.09097612870391458,-0.007380527902569156,-0.07083436648827046,-0.028044966617017053,-0.03234730636177119,0.000640869140625,-0.2756078839302063
5505024,0.15849698428768355,-0.1774571435192812,-0.02869744038781719,-0.008843366453716925,-0.014555684863519327,-0.013019915886859055,-0.02307024945960068,-0.00017218986146095718,-0.10730193018950217
5636096,0.10622700501699,-0.17779775224004948,-0.09012514248024672,-0.003237430788431084,-0.06949353596428409,-0.027934804544202052,-0.033286309480899945,0.0003204345703125,-0.29532753210514784
5767168,0.1035846188897267,-0.17813836096081556,-0.08995199349010363,-0.0018862817123590503,-0.06867904475075193,-0.026778447048855014,-0.031158222249359824,0.0,-0.2930077335331589
5898240,0.10004244965966791,-0.17847896968158147,-0.08978441671933979,-0.0014262939967011334,-0.06742419383954257,-0.02587110058811959,-0.029455121140927076,-0.0001068115234375,-0.29250228335149586
6029312,0.20130306878127158,-0.17881957840234813,-0.09002599189989269,-0.019389181349197315,-0.06812983643612824,-0.021049665607279167,-0.03134292103641201,-0.000213623046875,-0.20766376558458433
6160384,0.18450299266260117,-0.1791601871231142,-0.08990347961662337,-0.026996973596396856,-0.06789435257087462,-0.02581714822736103,-0.04175005262368359,0.000213623046875,-0.2468055838253349
6291456,0.15760609740391374,-0.17950079584388118,-0.08910359157016501,-0.007711221278441371,-0.06688583252253011,-0.024529633941710927,-0.030576801204006188,-0.0001068115234375,-0.24080480344127864
6422528,0.13562120066490024,-0.17984140456464784,-0.08873316936660558,-0.004425089129654225,-0.06606424442725256,-0.025419985002372414,-0.029093329052557237,-0.0003204345703125,-0.2582706395769492
6553600,0.12436840625014156,-0.18018201328541386,-0.08898281498113647,-0.004007295365227037,-0.06590598236653022,-0.02570887036563363,-0.02900542014685925,0.0001068115234375,-0.26931717549450696
6684672,0.12264267611317337,-0.18052262200617983,-0.08825490082381293,-0.0038203713957045693,-0.06498196488246322,-0.025154537288472056,-0.028458902379497886,0.001708984375,-0.26683967374265194
6815744,0.15692671974055208,-0.1808632307269444,-0.026997016854028204,-0.0022643246637144825,-0.012812515839746694,-0.01174579106476297,-0.0205443873700329,0.0006801927860696518,-0.09761583308588809
6946816,0.1057230003643781,-0.1812038394477125,-0.08825752313714474,-0.0025876950167003088,-0.0639630560472142,-0.026897235875367187,-0.03185690446116496,0.0,-0.289043256547302
7077888,0.1027072865399532,-0.1815444481684795,-0.08840271923691034,-0.001871365777333267,-0.0634983409254346,-0.026210598676698282,-0.029839990005712025,0.0001068115234375,-0.28855337016284466
7208960,0.10194892477011308,-0.18188505688924558,-0.08813603548333049,-0.0015421581392729422,-0.06342288351152092,-0.025947563524823636,-0.028932439541677013,0.000213623046875,-0.287703595822677
7340032,0.20445062749786302,-0.18222566561001222,-0.08981933793984354,-0.0164808543113395,-0.06504361348925158,-0.02090880747709889,-0.032129448365594726,0.0,-0.20215572346933186
7471104,0.1722821145085618,-0.18256627433077813,-0.08829683170188218,-0.018988914438523352,-0.06202169950120151,-0.02532907179556787,-0.041099786292761564,-0.000640869140625,-0.24664984631817788
7602176,0.15341235336381942,-0.1829068830515442,-0.08828368596732616,-0.009722537808556808,-0.06176122816395946,-0.022990007826592773,-0.029231569642433897,0.0,-0.24148355622310191
7733248,0.14086257247254252,-0.18324749177231084,-0.08753901295131072,-0.005382439594541211,-0.06171788656502031,-0.023604502115631476,-0.026907184001174755,-0.0003204345703125,-0.247850886778906
7864320,0.12849132914561778,-0.18358810049307786,-0.08797913580201566,-0.004605272737535415,-0.06142642849590629,-0.024434375925920904,-0.02758668722526636,-0.0001068115234375,-0.2612335074227303
7995392,0.12364865496056154,-0.18392870921384394,-0.0871111472370103,-0.005050252737419214,-0.06021213991334662,-0.02413528763281647,-0.027380864237784408,0.00042724609375,-0.26374250440858305
8126464,0.15833018802420673,-0.1842693179346098,-0.024755892228270435,-0.0048621801489604,-0.011405431086725553,-0.010829218274453845,-0.018987975586506146,0.0011195331885856079,-0.09565867549233097
8257536,0.10648499138187617,-0.18460992665537648,-0.08675386669347063,-0.0036438866791286273,-0.05940262333024293,-0.0263274281314807,-0.030269548849901184,0.0,-0.28452014410868287
8388608,0.10426613828167319,-0.18495053537614253,-0.08630581782199442,-0.0025487613693258027,-0.05846129628480412,-0.025280972244217992,-0.028569830683409236,0.0,-0.2818510716315359
8519680,0.10417976789176464,-0.18529114409690903,-0.08587235567392781,-0.0018125326423614752,-0.05771565728355199,-0.024193540142732672,-0.026989022138877772,0.0001068115234375,-0.2775876696687192
8650752,0.20589092111913487,-0.18563175281767622,-0.08789026725571603,-0.011789190021204377,-0.061921763932332397,-0.02115210441115778,-0.03040544080431573,0.0001068115234375,-0.19279278634348884
8781824,0.16508285445161164,-0.18597236153844227,-0.08619547472335398,-0.018287690938450396,-0.05818477418506518,-0.024591683642938733,-0.03928069057292305,-0.0003204345703125,-0.24774446070659906
8912896,0.14915758883580565,-0.1863129702592088,-0.08553531317738816,-0.010994345753715606,-0.05690876083099283,-0.02111009722284507,-0.028891277295770124,0.0,-0.240595179842785
9043968,0.14443590957671404,-0.1866535789799748,-0.08530151017475873,-0.006611817749217153,-0.05674223115784116,-0.0222536044602748,-0.026780215397593565,-0.0005340576171875,-0.24043216090649366
9175040,0.13324637047480792,-0.18699418770074086,-0.08450056216679513,-0.0052777538330701645,-0.05629395629512146,-0.023011132070678286,-0.025982354243751615,-0.000213623046875,-0.24902341200504452
9306112,0.12976614304352552,-0.18733479642150735,-0.08371859829640016,-0.005504586919414578,-0.055741779651725665,-0.023087400855729356,-0.026253645337419584,0.0007476806640625,-0.2511269769165665
9437184,0.1615398811630845,-0.18767540514227243,-0.02552176949420779,-0.005952743670375401,-0.011772107604164481,-0.011158003056691535,-0.019292352963288892,0.0008430378686327078,-0.09898828390199846
9568256,0.10415761166950688,-0.1880160138630406,-0.0831717707333155,-0.0065944441412284505,-0.0546135765616782,-0.02586782255093567,-0.029537328227888793,-0.0005340576171875,-0.284164282027632
9699328,0.10674026695778593,-0.18835662258380712,-0.08200454129837453,-0.004509920516284183,-0.053223309747409075,-0.02472521024174057,-0.028338337666355073,-0.0011749267578125,-0.2755671876948327
9830400,0.10559190704952925,-0.18869723130457314,-0.08145940362010151,-0.003156188357024803,-0.05266472778748721,-0.023822130548069254,-0.0268353496940108,0.0001068115234375,-0.2709342478774488
9961472,0.16667390946531668,-0.1890378400253392,-0.08313541347160935,-0.004885421917151689,-0.05567569241975434,-0.02116471523186192,-0.026849282628973015,0.000213623046875,-0.21386083867400885
10092544,0.19479837582912296,-0.18937844874610565,-0.08371673943474889,-0.017790387137210928,-0.05791546843829565,-0.023526822304120287,-0.03756295138737187,0.0001068115234375,-0.21498563745990396
10223616,0.15493327658623457,-0.18971905746687173,-0.0814669891842641,-0.011807518032583175,-0.054090632329462096,-0.021680339006707072,-0.0328240365779493,0.0,-0.2366534232860431
10354688,0.14676812884863466,-0.19005966618763898,-0.08074521506205201,-0.005076463468867587,-0.05273866347852163,-0.021448925050208345,-0.02618825920217205,-0.0001068115234375,-0.2295923448400572
10485760,0.13695706229191273,-0.19040027490840544,-0.08033318270463496,-0.003218911582735018,-0.05232337600318715,-0.02165715144656133,-0.02485778355912771,-0.0001068115234375,-0.2359385823365301
10616832,0.13062644883757457,-0.1907408836291715,-0.07964862964581698,-0.0028782809185941005,-0.052020821516634896,-0.02192524452402722,-0.024933910957770422,0.0016021728515625,-0.23991914885118604
10747904,0.167816269026312,-0.19108149234993746,-0.026875269049308773,-0.00190369945905857,-0.011795954148696863,-0.011822416859911063,-0.02146573960560012,0.0014402123516320474,-0.09568735894723589
10878976,0.10932680225232616,-0.191422101070704,-0.07957018766319379,-0.002955591477075359,-0.05222206993494183,-0.02608999956282787,-0.031240604730555788,0.000213623046875,-0.2739580317866057
11010048,0.10661935352254659,-0.19176270979147006,-0.07911866012727842,-0.0020288563528083614,-0.052230087167117745,-0.02495994333003182,-0.02976861254137475,0.0,-0.2732495213858783
11141120,0.10464572726050392,-0.1921033185122372,-0.07902406417997554,-0.001411577184626367,-0.05254877859260887,-0.02440883612143807,-0.028589758279849775,0.00042724609375,-0.2730133531149477
11272192,0.1013113860390149,-0.1924439272330038,-0.07858510222285986,-0.0011417594696467859,-0.05207453912589699,-0.02367392477754038,-0.027348830059054308,0.0001068115234375,-0.2738477438688278
11403264,0.21309282880974934,-0.19278453595376982,-0.08159532170975581,-0.008872123543028465,-0.056305060046724975,-0.020402010624820832,-0.031727371519082226,-0.000213623046875,-0.17880303121637553
11534336,0.18022341816686094,-0.19312514467453573,-0.07828779495321214,-0.01169164808379719,-0.05157675678492524,-0.023196976340841502,-0.03781658298976254,-0.0005340576171875,-0.21599694271571934
11665408,0.1546796450857073,-0.19346575339530234,-0.07769536611158401,-0.0060980484522588085,-0.05026424376410432,-0.02075069659622386,-0.027259650320047513,-0.000213623046875,-0.22106437757611275
11796480,0.1411526238080114,-0.19380636211606836,-0.07820634834934026,-0.003070800972636789,-0.05190914554987103,-0.021179083560127765,-0.024286497180582955,-0.0001068115234375,-0.23141065402887762
11927552,0.13118473533540964,-0.19414697083683555,-0.07855957612628117,-0.002606582709631766,-0.050935767678311095,-0.021155387279577553,-0.023646828296477906,0.003204345703125,-0.2366602000547573
12058624,0.1593602002125238,-0.1944875795576023,-0.02348324404811764,-0.0023488778465145972,-0.010140670804240423,-0.010569791439840477,-0.019166033389104064,0.0011603436346863468,-0.09967418210460663
12189696,0.10824921104358509,-0.19482818827836815,-0.0787370628095232,-0.0021654687834598008,-0.0517976040719077,-0.025270439131418243,-0.030307663197163492,0.0,-0.27485720976255834
12320768,0.10466235264902934,-0.1951687969991341,-0.07806540065212175,-0.0014981188160163583,-0.05087276082485914,-0.02448083908529952,-0.028743562797899358,0.0003204345703125,-0.27384668751619756
12451840,0.10329182050190866,-0.1955094057199001,-0.0779341392335482,-0.0014293220528998063,-0.050124215631512925,-0.02406420634360984,-0.027800784024293534,0.0,-0.27356814686208963
12582912,0.21737379435217008,-0.1958500144406667,-0.08012529468396679,-0.011551749853424553,-0.053751857369206846,-0.01980778264987748,-0.03131034163379809,0.0001068115234375,-0.17491643578978255
12713984,0.16719746659509838,-0.19619062316143387,-0.07726751494919881,-0.011399663409974892,-0.04919053232879378,-0.022629111728747375,-0.03620062393019907,-0.000213623046875,-0.2258906540228054
12845056,0.14847432798705995,-0.19653123188219992,-0.07569427869748324,-0.006272307706240099,-0.04819567172671668,-0.019927266606828198,-0.027294151863316074,-0.000213623046875,-0.22565066604875028
12976128,0.1456377157010138,-0.1968718406029665,-0.07636546669527888,-0.0036994270267314278,-0.04854608612367883,-0.020485382367041893,-0.023647782334592193,0.0001068115234375,-0.2238714648410678
13107200,0.13624743279069662,-0.1972124493237324,-0.07686595391714945,-0.004030272699310444,-0.04984871935448609,-0.02042525641445536,-0.023284416951355524,0.0013885498046875,-0.2340310807339847
13238272,0.12422213214449584,-0.19755305804449846,-0.07625482784351334,-0.005029454223404173,-0.04828270588768646,-0.020690497156465426,-0.023835937172407284,0.0042724609375,-0.24314633512403816
13369344,0.15900235674441374,-0.19789366676526407,-0.022404227153768105,-0.005853811828320053,-0.009878738650847065,-0.010119486213541449,-0.018270907036359862,0.0011771602091020911,-0.1042390432733433
13500416,0.12480897479690611,-0.19823427548603223,-0.0773726599290967,-0.0023051169573591324,-0.04900951529270969,-0.02487962818122469,-0.03154782597266603,-0.000640869140625,-0.25916715152561665
13631488,0.1160633018007502,-0.19857488420679828,-0.07615808257833123,-0.0019724457006304874,-0.047774150560144335,-0.02386441911221482,-0.0292725236795377,-0.0003204345703125,-0.26186561200302094
13762560,0.1093942362931557,-0.19891549292756472,-0.07591993431560695,-0.0014297968427854357,-0.04752198755159043,-0.023210881350678392,-0.02675972336146515,0.0001068115234375,-0.26425277232192457
13893632,0.18086810287786648,-0.19925610164833077,-0.07788662792881951,-0.011259339926482426,-0.048181042133364826,-0.017458597940276377,-0.03209495948976837,0.0001068115234375,-0.20516176137607545
14024704,0.1442817368078977,-0.19959671036909676,-0.0740644137840718,-0.010997194236551877,-0.04418903388432227,-0.018511809103074484,-0.025360060142702423,0.0,-0.22843747702427208
14155776,0.14700014947447926,-0.19993731908986323,-0.075127518910449,-0.006815412452851888,-0.0462660739722196,-0.019225758354878053,-0.023188651917735115,0.0,-0.22356057935394347
14286848,0.14464439696166664,-0.2002779278106306,-0.07672995689790696,-0.0036004908979521133,-0.047377356415381655,-0.01927869886276312,-0.022163534275023267,0.0001068115234375,-0.22467675432562828
14417920,0.1445174878463149,-0.2006185365313966,-0.07659442228032276,-0.0037316820034902776,-0.04670854940195568,-0.01900690031470731,-0.022210183247807436,0.000640869140625,-0.2237119144992903
14548992,0.13683031918480992,-0.20095914525216307,-0.07601718616206199,-0.0037644971744157374,-0.0457999232748989,-0.018997618652065285,-0.021805092866998166,0.002349853515625,-0.22816150716971606
14680064,0.15105117003322352,-0.20129975397293062,-0.023294629311956545,-0.004756678633420284,-0.009474141652302193,-0.008990481573375824,-0.015049780055950918,0.0010330578512396695,-0.11078094880360782
14811136,0.12390156433684751,-0.20164036269369512,-0.0788722635479644,-0.001734536565891176,-0.04850526395603083,-0.02230972827237565,-0.02511752423015423,-0.0001068115234375,-0.2543829991482198
14942208,0.11731802689610049,-0.20198097141446156,-0.07757165684597567,-0.0013862913956472767,-0.04591737056034617,-0.02058988154749386,-0.02248918966506608,-0.0003204345703125,-0.2529301034519449
15073280,0.1312075590249151,-0.20232158013522758,-0.07870288490084931,-0.0022115378551461617,-0.0467371259292122,-0.01950827477412531,-0.02370046862779418,-0.0005340576171875,-0.2424969932762906
15204352,0.15751489799004048,-0.20266218885599496,-0.07948485971428454,-0.018334298620175105,-0.046976884972536936,-0.018918309709988534,-0.033549031941220164,0.0003204345703125,-0.24209023581352085
15335424,0.14010963076725602,-0.20300279757676137,-0.07360762648750097,-0.010088680592161836,-0.04050686626578681,-0.017339166239253245,-0.02190400389372371,0.0,-0.226339508080855
15466496,0.15095651522278786,-0.20334340629752742,-0.07769561564782634,-0.004974560248228954,-0.045618610514793545,-0.018131282267859206,-0.020396815321873873,0.0,-0.21920377446804196
15597568,0.15058624872472137,-0.20368401501829334,-0.08095561189111322,-0.003339639377372805,-0.04955731731024571,-0.0194693459343398,-0.0214516523265047,-0.0001068115234375,-0.22797639842610806
15728640,0.1435998163651675,-0.20402462373905988,-0.07927650777855888,-0.002882225087887491,-0.04753497548517771,-0.018784068437526003,-0.020657205051975325,0.00042724609375,-0.22913254529703408
15859712,0.13628420303575695,-0.20436523245982594,-0.07783407875103876,-0.0036000981308461633,-0.04530127422185615,-0.018186763598350808,-0.020732034696266055,0.001708984375,-0.2320263006258756
15990784,0.14940939909627896,-0.20470584118059193,-0.024327084419362627,-0.004916044794131074,-0.008716825694488988,-0.008133255255352507,-0.014353924837741899,0.0009523502066115702,-0.1147899784457264
16121856,0.12498915678588673,-0.20504644990135973,-0.07817699864972383,-0.0015685433809267124,-0.044830804981756955,-0.02050753687217366,-0.022362384508596733,0.0,-0.2475035566603765
16252928,0.1201855312101543,-0.20538705862212578,-0.07789988233707845,-0.0011593252256716369,-0.044450994580984116,-0.019657874014228582,-0.020618362425011583,0.0,-0.24898608110379428
16384000,0.13534662668826059,-0.2057276673428917,-0.07974226679652929,-0.0019396777112774544,-0.04667877274914645,-0.01894569379510358,-0.02488937712769257,-0.0001068115234375,-0.24267982330638915
16515072,0.14145944779738784,-0.2060682760636582,-0.07995687780203298,-0.02006851955957245,-0.04576407061540522,-0.019252086349297315,-0.034657338008400984,0.0,-0.2643057480454445
16646144,0.1325129863107577,-0.20640888478442423,-0.07626180787337944,-0.011925036928005284,-0.04101053735939786,-0.017631531663937494,-0.021055948847788386,0.0001068115234375,-0.24167395452968776
16777216,0.14879615150857717,-0.20674949350519156,-0.08003061125054955,-0.004764055889609153,-0.04575997529900633,-0.01836222545534838,-0.020830896100960672,0.0,-0.22769938537385315
16908288,0.14943976269569248,-0.20709010222595808,-0.08116878749569878,-0.0031625798965251306,-0.048032900027465075,-0.0188708530185977,-0.020825591665925458,0.0,-0.22971105796750635
17039360,0.14280066371429712,-0.2074307109467241,-0.07940026163123548,-0.002993798976604012,-0.04591560363769531,-0.018216057622339576,-0.020495412303716876,0.0001068115234375,-0.2315443647094071
17170432,0.13758255017455667,-0.20777131966749002,-0.07833547459449619,-0.003609757768572308,-0.04422325119958259,-0.017936090618604794,-0.020885442980215885,0.001495361328125,-0.23367985931690782
17301504,0.14761232336061897,-0.20811192838826026,-0.022022246924243608,-0.002787647810590674,-0.008633940615223894,-0.007783544750404437,-0.013367122874799056,0.0007439351571946795,-0.1143495189279381
17432576,0.13280708028469235,-0.20845253710902256,-0.07860679819714278,-0.0015848174352868227,-0.04389011117746122,-0.020759301638463512,-0.021712124929763377,0.001495361328125,-0.24070325098000467
17563648,0.1285846425453201,-0.2087931458297899,-0.07864012551726773,-0.001009115953820583,-0.04500848677707836,-0.020036351052112877,-0.020994376332964748,0.0,-0.24589696037583053
17694720,0.13314642757177353,-0.2091337545505559,-0.07901706761913374,-0.000826833709083985,-0.04478334300802089,-0.018724402390944306,-0.01960332301678136,0.0,-0.23894037207355723
17825792,0.14269721502205357,-0.20947436327132243,-0.08095277711981907,-0.01445753466032329,-0.04659292145515792,-0.018555740600277204,-0.03808333145570941,0.0,-0.26541946118231863
17956864,0.11470387619920075,-0.20981497199208834,-0.07584662665612996,-0.010127277331775986,-0.04101234331028536,-0.01777026744093746,-0.021808535981108434,0.0003204345703125,-0.2613557050935924
18087936,0.13233850908000022,-0.21015558071285437,-0.07694808044470847,-0.0031136971883825026,-0.04276454431237653,-0.017893942102091387,-0.02032751980004832,0.0,-0.23886485083494335
18219008,0.14266860904172063,-0.21049618943362092,-0.07794655888574198,-0.0016054397019615863,-0.04342386306961998,-0.018269141044584103,-0.02020832579000853,0.0,-0.22928090568166226
18350080,0.1447183407144621,-0.21083679815438824,-0.0780744023504667,-0.0014459921412708354,-0.0433546140557155,-0.018052443279884756,-0.02023682204890065,0.0001068115234375,-0.22717592073604465
18481152,0.1428707845043391,-0.21117740687515427,-0.07645026477985084,-0.0019088993803961785,-0.04152632155455649,-0.017328581379842944,-0.019746922218473628,0.0001068115234375,-0.22516080166678876
18612224,0.1425836765564872,-0.2115180155959163,-0.021546016498557093,-0.0037224365065341727,-0.007755208396357242,-0.006792403277290005,-0.012304669037523074,0.0005993594490521327,-0.12045571728393224
18743296,0.14675164804793894,-0.2118586243166867,-0.07841168809682131,-0.0011987106199740083,-0.04090955504216254,-0.018697843188419938,-0.01965477799240034,0.0,-0.22397955623455346
18874368,0.13417592376936227,-0.21219923303745272,-0.07650868262862787,-0.0009344180439256888,-0.03865244387998246,-0.018141464213840663,-0.01909996227186639,0.0013885498046875,-0.22996990522369742
19005440,0.1370579986833036,-0.21253984175821913,-0.07673752796836197,-0.0016325093176874361,-0.03947475293534808,-0.01724812157044653,-0.022660698065010365,-0.00042724609375,-0.23364816175308079
19136512,0.11067362042376772,-0.2128804504789866,-0.07772424770519137,-0.017908335074025672,-0.04135924042202532,-0.01764722757798154,-0.035148783994372934,0.0,-0.29199466039426625
19267584,0.1113775537814945,-0.2132210591997526,-0.07418030773987994,-0.011749552526453044,-0.03697449999162927,-0.01696810380963143,-0.01997386729635764,0.0,-0.2616898339474574
19398656,0.14257084648124874,-0.213561667920519,-0.07445882906904444,-0.005086111630589585,-0.0376970125362277,-0.01676030411181273,-0.01879032743454445,0.0,-0.22378340759314597
19529728,0.15258569514844567,-0.21390227664128503,-0.07637240848271176,-0.0029802234239468817,-0.040856767882360145,-0.01751336717279628,-0.01927521660400089,0.0,-0.21831456606741995
19660800,0.15270236844662577,-0.21424288536205105,-0.07583193306345493,-0.002459307967001223,-0.040022593981120735,-0.017554740232299082,-0.01997095422120765,-0.0001068115234375,-0.21748514147475362
19791872,0.15548250079154968,-0.21458349408281746,-0.07596022996585816,-0.002520114047001698,-0.040463640849338844,-0.01773874279751908,-0.019878055318258703,0.0001068115234375,-0.21555497241206467
