attempt,collected_frames,var_decomp/traversal_reward,var_decomp/direction_penalty,var_decomp/clearance_reward,var_decomp/terminal_bonus
1,15073280,-0.019327383488416672,1.033225178718567,-0.01389777846634388,
1,15204352,-0.03112656995654106,1.0446535348892212,-0.013526922091841698,
1,15335424,0.000696171831805259,1.013535737991333,-0.014231964014470577,
1,15466496,-0.01364105474203825,1.0260581970214844,-0.012417049147188663,
1,15597568,-0.004330160561949015,1.0177359580993652,-0.013405760750174522,
1,15728640,-0.002862541237846017,1.0152878761291504,-0.012425362132489681,
1,15859712,-0.005208615213632584,1.0181984901428223,-0.012989874929189682,
1,15990784,-0.02026049792766571,1.0337680578231812,-0.013507453724741936,
1,16121856,-0.025111138820648193,1.0382252931594849,-0.01311409194022417,
1,16252928,0.02923251874744892,0.9841580390930176,-0.013390675187110901,
1,16384000,-0.016238970682024956,1.029636025428772,-0.013397046364843845,
1,16515072,-0.029863456264138222,1.0432103872299194,-0.013346857391297817,
1,16646144,0.00633365660905838,1.007225513458252,-0.013559224084019661,
1,16777216,-0.01029971707612276,1.02272629737854,-0.012426530942320824,
1,16908288,-0.005824290681630373,1.018078088760376,-0.012253859080374241,
1,17039360,-0.005047348793596029,1.019286870956421,-0.014239496551454067,
1,17170432,-0.00041320762829855084,1.01226806640625,-0.011854832991957664,
1,17301504,-0.01893473044037819,1.0327292680740356,-0.013794663362205029,
1,17432576,-0.022306639701128006,1.0352970361709595,-0.012990348041057587,
1,17563648,0.02488775923848152,0.9873891472816467,-0.012276902794837952,
1,17694720,-0.017219960689544678,1.0298243761062622,-0.012604464776813984,
1,17825792,-0.02878965623676777,1.0413048267364502,-0.012515144422650337,
1,17956864,0.014727451838552952,0.9977108240127563,-0.012438255362212658,
1,18087936,-0.010261679999530315,1.022548794746399,-0.012287222780287266,
1,18219008,-0.005531517323106527,1.0186045169830322,-0.013072921894490719,
1,18350080,-0.0020971631165593863,1.0139789581298828,-0.011881849728524685,
1,18481152,-0.0020908573642373085,1.0145124197006226,-0.012421438470482826,
1,18612224,-0.020398573949933052,1.0339404344558716,-0.013541792519390583,
1,18743296,-0.015946565195918083,1.0286892652511597,-0.01274271123111248,
1,18874368,0.01855124905705452,0.9952862858772278,-0.013837601989507675,
1,19005440,-0.01575496420264244,1.0287683010101318,-0.013013377785682678,
1,19136512,-0.030581049621105194,1.0440455675125122,-0.013464505784213543,
1,19267584,0.013249782845377922,0.9995871186256409,-0.012836931273341179,
1,19398656,-0.008233385160565376,1.0224227905273438,-0.01418924517929554,
1,19529728,-0.0032843698281794786,1.016379952430725,-0.013095478527247906,
1,19660800,-0.0037964361254125834,1.0153093338012695,-0.01151305716484785,
1,19791872,-0.003385980613529682,1.0175424814224243,-0.014156530611217022,
1,19922944,-0.018614109605550766,1.0323444604873657,-0.013730313628911972,
1,20054016,-0.017801566049456596,1.0303895473480225,-0.012588046491146088,
1,20185088,0.013909416273236275,0.9993046522140503,-0.013214059174060822,
1,20316160,-0.014136666432023048,1.0269622802734375,-0.012825489044189453,
1,20447232,-0.03246081992983818,1.0448623895645142,-0.01240155566483736,
1,20578304,0.014085092581808567,0.9973246455192566,-0.011409779079258442,
1,20709376,-0.0112485745921731,1.0233285427093506,-0.012080082669854164,
1,20840448,-0.009081272408366203,1.0200297832489014,-0.010948531329631805,
1,20971520,-0.002320577623322606,1.0134460926055908,-0.011125588789582253,
