attempt,collected_frames,state/lin_velocity,state/lin_velocity_max,state/lin_velocity_min,state/ang_velocity,state/ang_velocity_max,state/ang_velocity_min,state/heading_err_deg,state/heading_err_deg_max,state/heading_err_deg_min,state/yaw_rate,state/yaw_rate_max,state/yaw_rate_min,state/roll,state/roll_max,state/roll_min,state/pitch,state/pitch_max,state/pitch_min,state/success_lin_velocity,state/lin_vel_mean,state/lin_vel_max,state/lin_vel_min,state/ang_vel_mean,state/ang_vel_max,state/ang_vel_min,state/roll_rate_mean,state/pitch_rate_mean,state/yaw_rate_mean,state/vel_fwd_mean,state/vel_lat_abs_mean,state/v_toward_mean,state/approach_frac,state/heading_err_deg_mean,state/roll_deg_mean,state/roll_deg_max,state/roll_deg_min,state/pitch_deg_mean,state/pitch_deg_max,state/pitch_deg_min,state/dist_to_goal,state/clearance_mean,state/clearance_min,state/clearance_max,state/pct_healthy
1,131072,0.34954322304110974,1.2097989926114678,0.02041081861875682,0.3202700546826236,2.2578575741499662,0.009588138796061685,0.13044730614637956,75.02975722262636,-74.87172698578797,-0.0005308617505761504,0.7036883598193526,-0.5974151688860729,0.0002317144729282461,0.03702285110466619,-0.03849578473636939,-0.06090811839703747,0.5439494972260945,-0.7434742847844973,0.15478390106000006,0.34954322304110974,1.2097989926114678,0.02041081861875682,0.3202700546826236,2.2578575741499662,0.009588138796061685,0.10862828680546954,0.2520497286459431,0.05244882915576454,0.31593240064103156,0.01936388129979605,0.31554047111421824,0.6352457606699318,0.611934011860285,0.10929481248604134,2.5745380304870196,9.13158097892719e-05,12.996462755836546,43.220588844211306,0.003026096063870387,3.0340930428355932,0.0727045391683987,-0.03639600449241698,0.30536325741559267,1.0
1,262144,0.13864219083916396,1.3031236943788826,0.004075355192071584,0.2080248495331034,2.335670405998826,0.010870103918932728,0.10042650008108467,137.9750587940216,-137.9750587940216,-0.0006774181210857932,0.6384103668387979,-0.5342679012101144,0.0006788237408272835,0.03306392816011794,-0.04041181175853126,-0.2755197446094826,0.6528745349496603,-0.7320196093060076,0.25555539038032293,0.13864219083916396,1.3031236943788826,0.004075355192071584,0.2080248495331034,2.335670405998826,0.010870103918932728,0.10538367339177057,0.12425794720184058,0.0588971407560166,0.10125937286647968,0.01812467248237226,0.10114793054526672,0.3901114189065993,0.5071796260308474,0.1141394084552303,2.629268296994269,0.0001064491586798555,19.497053273022175,44.241866767406464,0.0022955479986301874,3.053970815613866,0.10343217808986083,-0.059042591601610184,0.30744439363479614,1.0
1,393216,0.2109915837063454,1.3192739742808044,0.004712021322120563,0.2343086153268814,2.281693674623966,0.010605633939121617,0.21259832265786827,59.390260165557265,-54.63806167151779,-0.00030967045086072176,0.6521187867037952,-0.5754014428239316,0.0006010046965911897,0.029648825708136428,-0.03892676655232208,-0.22348447109106928,0.7188338935375214,-0.7901884862221777,0.27205867087468505,0.2109915837063454,1.3192739742808044,0.004712021322120563,0.2343086153268814,2.281693674623966,0.010605633939121617,0.10385320347268134,0.15787956857820973,0.05413098313147202,0.17485202380339615,0.018177381418354344,0.17469925177283585,0.48838033457286656,0.4872660168912262,0.11532602773513645,2.461458455771208,0.00011179959986773458,18.345282673835754,47.3155263364315,0.002368604956020093,3.0625007785856724,0.09894644891028292,-0.05454480182379484,0.32122291438281536,1.0
1,524288,0.21986036095768213,1.418058552313596,0.004764829332088993,0.25417025957722217,2.5885826516896486,0.010872240982280346,0.20314119599061087,18.673556549474597,-14.516530165448785,-0.00018470610257281805,0.7110464158467948,-0.6038496848195791,0.0004535885237828552,0.03742097978829406,-0.03366291780548636,-0.1668032650486566,0.7696233023889363,-0.7763260579667985,0.30247372575104237,0.21986036095768213,1.418058552313596,0.004764829332088993,0.25417025957722217,2.5885826516896486,0.010872240982280346,0.10932501323986799,0.17374939960427582,0.05861778918188065,0.1796265969169326,0.01952241086110007,0.17943158803973347,0.4671136138495058,0.4553212623577565,0.11343064397806302,2.5433119204826653,9.973269880481084e-05,17.123846396803856,47.81892582774162,0.0014127361792972692,3.028780199587345,0.0992919213604182,-0.06160875177010894,0.31122187338769436,1.0
1,655360,0.1638409401057288,1.4453079453669488,0.0047369952790177194,0.22369405126664788,2.512983249500394,0.011585400126932655,0.22408556728623807,13.484560649842024,-10.718017352744937,-0.00014649644481323776,0.6845329790376127,-0.604472630424425,0.0007174459926773125,0.03204566548811272,-0.03278621385106817,-0.19894056668272242,0.8223159383051097,-0.7681847838684916,0.3354216886218637,0.1638409401057288,1.4453079453669488,0.0047369952790177194,0.22369405126664788,2.512983249500394,0.011585400126932655,0.11069013172527775,0.13712840247899294,0.061576798383612186,0.12141959246946499,0.019792507097008638,0.12134610017528757,0.3921980047598481,0.3797370092943311,0.11717652407241985,2.249847604893148,0.00011275773804797495,17.153435736894608,49.13902112841606,0.0030332632147462846,3.1395607255399227,0.10430367948720232,-0.05598574783653021,0.3303988529369235,1.0
1,786432,0.21839771082159132,1.5618363306857646,0.004863952678533678,0.25499685190152377,2.6941614113748074,0.010778630102322495,0.19476222933735698,16.58181286789477,-14.533116445876658,-0.0008596373152158776,0.7592738061212003,-0.6571864048019052,0.00045128158103580063,0.04562222463573562,-0.03606417123955907,-0.08885338727850467,0.8736551352776587,-0.7664316720329225,0.3860251575242728,0.21839771082159132,1.5618363306857646,0.004863952678533678,0.25499685190152377,2.6941614113748074,0.010778630102322495,0.11479898687684909,0.16906103864312172,0.06387534001260065,0.17231315741082653,0.021399725548690185,0.1721694712759927,0.43274463224224746,0.43614885257557034,0.11223316245013848,2.995275965426117,9.689090476960871e-05,13.862428992986679,50.59234130382538,0.002287940464263727,3.1912424843758345,0.09847893792903051,-0.057588089257478714,0.3186249821446836,1.0
1,917504,0.18474803713615984,1.574859227053821,0.004952925366524141,0.2503332969499752,2.7107492107897997,0.012348922371529625,0.21482890285551548,16.77725837379694,-11.41099567618221,-0.0009446806682262832,0.7768208940979093,-0.6544021556619555,0.0003714322302812434,0.03490661831165198,-0.043162423557078,-0.07046303123934194,0.8893775646574795,-0.8185446080751717,0.40790683403611183,0.18474803713615984,1.574859227053821,0.004952925366524141,0.2503332969499752,2.7107492107897997,0.012348922371529625,0.12149302830221131,0.15568503440590575,0.07027427962748334,0.13433799165068194,0.022406093281460926,0.13420591450994834,0.3632012770976871,0.4162854007445276,0.10319568263366818,2.7741096052341163,0.00011118757936046109,11.585810273885727,51.444226145744324,0.0026927420625426635,3.2881377190351486,0.10433020401978865,-0.05459719616919756,0.32418216252699494,1.0
1,1048576,0.19323783868458122,1.5706644169986248,0.005318884921507561,0.2556286670733243,2.687099289149046,0.012624172796677158,0.16758945587207563,48.97621063143015,-46.055451195687056,-0.0006609215083699382,0.7577601238153875,-0.6439669446554035,0.00032079149266905915,0.04786607839923818,-0.043394102351157926,-0.04930089156550821,0.9316083476878703,-0.7544183786958456,0.4179980733897537,0.19323783868458122,1.5706644169986248,0.005318884921507561,0.2556286670733243,2.687099289149046,0.012624172796677158,0.12345497903879732,0.159190637874417,0.07306584680918604,0.1402695293072611,0.02304398946580477,0.1400878657004796,0.36143787018954754,0.44200286688283086,0.09994300047401339,3.273365803062916,0.00010070611066348434,10.383124850690365,53.42118999361992,0.002655850360472556,3.346804667264223,0.11143209022702649,-0.0563048068434,0.322138296905905,1.0
1,1179648,0.2080561212496832,1.6522651202976704,0.005490895084221847,0.2652351539582014,2.754327612929046,0.013005549981244258,0.07597718559554778,138.71147918701172,-138.71147918701172,-0.0008165673098119441,0.7586795000825077,-0.6471944311633706,0.00013712952424782543,0.03988462813140359,-0.043193302932195365,-0.04300239983786014,0.9283604556694627,-0.7252586507238448,0.44613468763418496,0.2080561212496832,1.6522651202976704,0.005490895084221847,0.2652351539582014,2.754327612929046,0.013005549981244258,0.12553010624833405,0.16669461922720075,0.07608684402657673,0.1525678516482003,0.023751256390823983,0.15239531616680324,0.35882121440954506,0.5745972217991948,0.09880293835885823,2.9776141294278204,8.642197432928711e-05,10.159975215792656,53.195107132196426,0.0029781143913112373,3.3749782107770443,0.11852381483186036,-0.0474004668649286,0.31236244225874543,1.0
1,1310720,0.18829592852853239,1.6240637032315135,0.005514524412319588,0.25909995241090655,2.6248036129400134,0.011732589751773048,0.10498476953944191,90.10682488232851,-88.78708143159747,-0.0010837786669526395,0.7550130309537053,-0.6543698466848582,8.980520735235586e-05,0.03857859844720224,-0.03989708726294339,-0.057551550431526266,0.9008226091973484,-0.6596236298792064,0.47783825802616775,0.18829592852853239,1.6240637032315135,0.005514524412319588,0.25909995241090655,2.6248036129400134,0.011732589751773048,0.12727040867321193,0.1567519122036174,0.07936098764184862,0.13138403370976448,0.023856318715843372,0.13124852179316804,0.3260213608155027,0.4835747736506164,0.09152452030684799,2.8898606300354004,9.134545399969163e-05,9.570299737155437,51.62470403313637,0.003385655780332897,3.446374488994479,0.12007650249870494,-0.042862958973273635,0.3064034837298095,1.0
