attempt,collected_frames,action/v_mean,action/v_std,action/w_mean,action/w_std,action/flipper_front_mean,action/flipper_front_std,action/flipper_rear_mean,action/flipper_rear_std
1,11141120,0.03778150677680969,0.5640988945960999,-0.022463936358690262,0.5735107660293579,-0.30852019786834717,0.542153000831604,-0.22285586595535278,0.31245532631874084
1,11272192,0.04342169314622879,0.5599820017814636,-0.021606335416436195,0.5759059190750122,-0.3151373863220215,0.5444085001945496,-0.20406058430671692,0.2909209728240967
1,11403264,0.031700409948825836,0.5646622180938721,-0.03331659734249115,0.5712857246398926,-0.3105820417404175,0.547372043132782,-0.2119961977005005,0.299236536026001
1,11534336,0.022049007937312126,0.5608840584754944,-0.04378309100866318,0.5679787397384644,-0.3020358383655548,0.546147882938385,-0.21538183093070984,0.3006371855735779
1,11665408,0.017605837434530258,0.5584183931350708,-0.03884601965546608,0.571742057800293,-0.3033788800239563,0.5512212514877319,-0.2224157154560089,0.2947305142879486
1,11796480,0.031102869659662247,0.5495065450668335,-0.04733417555689812,0.5732526779174805,-0.30103322863578796,0.5526881217956543,-0.2252432107925415,0.30472174286842346
1,11927552,0.012447599321603775,0.553519606590271,-0.057632945477962494,0.5726875066757202,-0.28608110547065735,0.558350682258606,-0.22988715767860413,0.30086958408355713
1,12058624,0.018432125449180603,0.5531970262527466,-0.0445963479578495,0.5688115954399109,-0.27858442068099976,0.549793004989624,-0.23490434885025024,0.3175739645957947
1,12189696,0.012704074382781982,0.5582581162452698,-0.04205520078539848,0.560183048248291,-0.28897789120674133,0.5556895136833191,-0.22644701600074768,0.3080907166004181
1,12320768,0.01919589564204216,0.5620050430297852,-0.041229307651519775,0.5623663067817688,-0.3143218159675598,0.5609616041183472,-0.2259562611579895,0.28911641240119934
1,12451840,0.03753224015235901,0.5643264651298523,-0.04668308421969414,0.5624558329582214,-0.3078232407569885,0.5519787669181824,-0.23196104168891907,0.3152375817298889
1,12582912,0.022286411374807358,0.5641927719116211,-0.039324961602687836,0.5682811141014099,-0.32871687412261963,0.5540180802345276,-0.21741065382957458,0.2984943091869354
1,12713984,-0.00012904393952339888,0.5635727643966675,-0.03149225562810898,0.5693795084953308,-0.3410301208496094,0.5491608381271362,-0.21916040778160095,0.30498427152633667
1,12845056,0.007410412188619375,0.5601389408111572,-0.006441361270844936,0.5679469704627991,-0.3388787508010864,0.5466062426567078,-0.21855348348617554,0.31059253215789795
1,12976128,0.03960420563817024,0.5596811771392822,0.0008510947227478027,0.5641112923622131,-0.34150344133377075,0.5429636240005493,-0.21657532453536987,0.30280667543411255
1,13107200,0.04578794911503792,0.5591384768486023,0.005989952012896538,0.5613988041877747,-0.3275212049484253,0.5417859554290771,-0.22016280889511108,0.3088591694831848
1,13238272,0.02041933313012123,0.5616962909698486,0.013919723220169544,0.562000572681427,-0.302897572517395,0.5491925477981567,-0.22553594410419464,0.30101391673088074
1,13369344,0.04256049543619156,0.5620594024658203,0.014580834656953812,0.5612279176712036,-0.2911902964115143,0.5416550040245056,-0.24380579590797424,0.318208783864975
1,13500416,0.02390941232442856,0.5665512084960938,0.009018168784677982,0.5584849715232849,-0.27978432178497314,0.5472403764724731,-0.23227766156196594,0.3049198389053345
1,13631488,0.022335635498166084,0.568268895149231,0.0029066973365843296,0.5531965494155884,-0.30846017599105835,0.5491352081298828,-0.228572815656662,0.28568214178085327
1,13762560,0.005239219404757023,0.5700823664665222,0.015421237796545029,0.55165696144104,-0.27015453577041626,0.5456015467643738,-0.23756930232048035,0.3122010827064514
1,13893632,-0.004690093453973532,0.5757266879081726,-0.0008797943009994924,0.5527157783508301,-0.28345754742622375,0.5490124225616455,-0.223635733127594,0.2951500713825226
1,14024704,0.01922266185283661,0.5752872228622437,0.00598639203235507,0.5532917380332947,-0.3057272434234619,0.5424928665161133,-0.224359929561615,0.3040151298046112
1,14155776,0.021691491827368736,0.5789916515350342,-0.004709944128990173,0.5563117265701294,-0.31407731771469116,0.5442700386047363,-0.21804699301719666,0.30694013833999634
1,14286848,0.0089552728459239,0.5809859037399292,-0.018878843635320663,0.5575925707817078,-0.3110198676586151,0.5472182631492615,-0.22449205815792084,0.30082932114601135
