collected_frames,train/mean_reward,train/mean_state_value,train/value_minus_reward,train/mean_advantage_GAE,train/mean_action_sample_log_prob,train/mean_critic_loss,train/mean_objective_loss,train/mean_entropy_loss,train/mean_entropy,train/mean_kl_approx,train/mean_clip_fraction,train/final_clip_fraction,train/final_kl_approx,train/mean_advantage,train/std_advantage,train/total_grad_norm,train/policy_operator_lr,train/value_operator_lr,train/step_penalty,train/action_bonus_coef,train/epochs_run,train/stopped_on_kl
54919168,-0.004366178065538406,1.3334245681762695,1.337790746241808,-1.4273329973220825,-8.375505447387695,3.7118190452456474,0.0005897489354538266,-0.024988796561956406,8.361696913838387,0.023134024206228787,0.2497406005859375,0.3154296875,0.03133058547973633,-1.4273329973220825,9.172248840332031,3.1822972297668457,0.00042606474059875466,0.0014394476763592685,-0.1049553997624926,16.29043388277351,2,0.0
55050240,-0.006542980205267668,0.9057232141494751,0.9122661943547428,-1.2388522624969482,-8.31013298034668,3.766181491315365,-0.0015599701728206128,-0.024801939725875854,8.295385584235191,0.020179020830255467,0.23257827758789062,0.26318359375,0.02225305512547493,-1.2388522624969482,9.11153507232666,2.329827308654785,0.00042588511802683275,0.0014388408265800276,-0.10506162992419554,16.29043388277351,2,0.0
55181312,0.0013636121293529868,0.7206382751464844,0.7192746630171314,-1.0212815999984741,-8.265922546386719,3.6915394216775894,-5.9268928453093395e-05,-0.025329891592264175,8.219765469431877,0.024030299275182188,0.25579071044921875,0.280029296875,0.02418907918035984,-1.0212815999984741,8.82232666015625,4.128838539123535,0.0004257054954549109,0.0014382339768007869,-0.10516786008589846,16.29043388277351,2,0.0
55312384,-0.00016427005175501108,0.8048256635665894,0.8049899336183444,-0.9095935225486755,-8.241641998291016,3.7766571678221226,-0.0004994484588678461,-0.024776030331850052,8.224339947104454,0.02187748056167038,0.2485198974609375,0.258544921875,0.018903981894254684,-0.9095935225486755,9.035157203674316,3.337068796157837,0.000425525872882989,0.001437627127021546,-0.1052740902476014,16.29043388277351,2,0.0
55443456,0.0011303615756332874,1.1848137378692627,1.1836833762936294,-1.2643334865570068,-8.218229293823242,3.8679817989468575,0.0007340366137214005,-0.024544939398765564,8.208361700177193,0.022440496326453285,0.24597930908203125,0.256591796875,0.021189000457525253,-1.2643334865570068,9.168807983398438,3.122915029525757,0.00042534625031106707,0.001437020277242305,-0.10538032040930431,16.29043388277351,2,0.0
55574528,-0.00210656994022429,0.7767120599746704,0.7788186299148947,-0.9757419228553772,-8.30345344543457,3.8452256619930267,-0.0013176416432543192,-0.025016581639647484,8.274006098508835,0.020582655553880613,0.22691726684570312,0.29541015625,0.030794303864240646,-0.9757419228553772,9.049175262451172,2.4804232120513916,0.00042516662773914516,0.0014364134274630644,-0.10548655057100725,16.29043388277351,2,0.0
55705600,0.0038865949027240276,1.7139370441436768,1.7100504492409527,-1.0122864246368408,-8.207908630371094,3.672768197953701,0.00022174725017976016,-0.025010809302330017,8.225270807743073,0.02377199395778007,0.2680854797363281,0.2890625,0.0286770798265934,-1.0122864246368408,8.490348815917969,4.132906913757324,0.00042498700516722325,0.0014358065776838235,-0.10559278073271017,16.29043388277351,2,0.0
55836672,-0.03059881553053856,0.942763090133667,0.9733619056642056,-1.7309285402297974,-8.256949424743652,3.99202997982502,-0.0006763991041225381,-0.024775724858045578,8.224833279848099,0.021191054962400813,0.24126052856445312,0.260498046875,0.02180243469774723,-1.7309285402297974,9.686299324035645,3.5448246002197266,0.00042480738259530133,0.0014351997279045826,-0.10569901089441311,16.29043388277351,2,0.0
55967744,-0.014796242117881775,0.24456530809402466,0.25936155021190643,-0.9600334763526917,-8.217973709106445,3.705164510756731,0.00014963386274757795,-0.024776499718427658,8.225500963628292,0.023976020256668562,0.2585792541503906,0.2802734375,0.03021070919930935,-0.9600334763526917,8.820265769958496,4.962393283843994,0.0004246277600233794,0.0014345928781253417,-0.10580524105611602,16.29043388277351,2,0.0
56098816,-0.000880479346960783,1.3712308406829834,1.3721113200299442,-1.0029692649841309,-8.180671691894531,3.706029526889324,0.000174450600752607,-0.02451632358133793,8.187233500182629,0.023828898254578235,0.25672149658203125,0.271240234375,0.02719057723879814,-1.0029692649841309,8.66479778289795,3.1045634746551514,0.0004244481374514575,0.0014339860283461008,-0.10591147121781896,16.29043388277351,2,0.0
56229888,0.001264031045138836,1.2023158073425293,1.2010517762973905,-1.1768684387207031,-8.161036491394043,3.7532147616147995,0.0038212031686271075,-0.02517399564385414,8.170077577233315,0.027449645538581535,0.2873115539550781,0.35205078125,0.029879795387387276,-1.1768684387207031,9.165103912353516,3.412200689315796,0.0004242685148795356,0.00143337917856686,-0.10601770137952188,16.29043388277351,2,0.0
56360960,-0.0013635139912366867,1.2900817394256592,1.2914452534168959,-1.3845850229263306,-8.17005443572998,3.7044056951999664,0.0009911229644785635,-0.024901319295167923,8.156086415052414,0.026612713660142617,0.27233123779296875,0.28857421875,0.02442655712366104,-1.3845850229263306,8.745777130126953,3.1022162437438965,0.0004240888923076137,0.0014327723287876192,-0.10612393154122482,16.29043388277351,2,0.0
56492032,0.002509253565222025,0.8913883566856384,0.8888791031204164,-1.140418529510498,-8.158580780029297,3.705330155789852,-0.0015858862097957171,-0.02462516352534294,8.150642290711403,0.02083033676899504,0.23750686645507812,0.23779296875,0.02101307176053524,-1.140418529510498,8.914671897888184,3.2199556827545166,0.0004239092697356918,0.0014321654790083783,-0.10623016170292773,16.29043388277351,2,0.0
56623104,-0.00039011240005493164,0.5113668441772461,0.511756956577301,-1.0873587131500244,-8.183887481689453,3.9013859182596207,-0.0012893706152681261,-0.02489064261317253,8.19688156247139,0.02161345940476167,0.22998428344726562,0.2626953125,0.028965819627046585,-1.0873587131500244,9.543217658996582,5.640052318572998,0.00042372964716376986,0.0014315586292291374,-0.10633639186463067,16.29043388277351,2,0.0
