collected_frames,var_decomp/shaping,var_decomp/joint_ang_from_flat_penalty,var_decomp/joint_angle_var_penalty,var_decomp/roll_penalty,var_decomp/roll_rate_penalty,var_decomp/pitch_penalty,var_decomp/pitch_rate_penalty,var_decomp/shock_penalty,var_decomp/clearance,var_decomp/action_bonus,var_decomp/flipper_action_bonus,var_decomp/terminal_bonus
53608448,1.7839998006820679,-0.0013225373113527894,-0.01688949391245842,0.01750192604959011,0.10826437175273895,0.12896083295345306,0.09998853504657745,-0.0001370826066704467,0.024455653503537178,4.395801544189453,0.9821595549583435,3.6144843101501465
53739520,-0.02458307519555092,0.0036480079870671034,0.0020799394696950912,0.000552051467821002,0.005809547379612923,-0.013881090097129345,-0.0019545084796845913,-0.005767826456576586,0.003891322761774063,0.744118869304657,0.27013346552848816,10.24634075164795
53870592,0.24304375052452087,0.0018173543503507972,-0.00019349039939697832,-0.0034500269684940577,-0.006660600658506155,-0.003297425340861082,0.011022740043699741,0.0018178047612309456,0.008091173134744167,1.3216383457183838,0.06528404355049133,10.603303909301758
54001664,0.16535697877407074,0.0015371121698990464,0.0030749624129384756,0.0018741223029792309,0.011011575348675251,-0.02726282924413681,0.027300573885440826,0.0011921467958018184,-0.009257867000997066,0.7041292786598206,-0.07509396970272064,11.77189826965332
54132736,0.04551852494478226,0.005634090397506952,0.006013792008161545,-0.0022631813772022724,0.004940497688949108,-0.05336945503950119,-0.02736927568912506,0.0002517096290830523,0.0024274166207760572,0.7707669734954834,-0.04498156160116196,11.704264640808105
54263808,-0.03438347205519676,0.003546933876350522,0.003891600528731942,0.008952352218329906,-0.0020162672735750675,-0.005223874934017658,-0.006887239404022694,0.00842428207397461,0.003008721163496375,0.8595625162124634,-0.05822577700018883,11.715946197509766
54394880,0.03084377758204937,-0.0013258326798677444,0.0006314318743534386,-0.0010358323343098164,-0.03652355819940567,-0.062002766877412796,-0.007355279289186001,0.00356906745582819,-0.00014633788669016212,0.46331068873405457,0.00993526354432106,11.970348358154297
54525952,-0.022515922784805298,0.002206546952947974,0.001433584839105606,0.0021624926012009382,-0.012572330422699451,-0.04019850119948387,0.015284121967852116,0.0011794967576861382,-0.000759739603381604,0.2172938883304596,-0.07251504808664322,12.475979804992676
54657024,0.13369877636432648,0.0021380253601819277,0.001778532168827951,0.0018679442582651973,0.023556267842650414,-0.005822215229272842,0.01299029029905796,0.0002814439358189702,-0.00045729585690423846,1.0835380554199219,-0.06248820573091507,11.399356842041016
54788096,-0.041429467499256134,0.005478573497384787,0.002659586491063237,0.001482011517509818,0.04296450689435005,0.027075622230768204,0.08240112662315369,-0.0018829427426680923,0.004590691067278385,0.5883260369300842,0.1772032082080841,10.34173583984375
54919168,0.2624267339706421,0.003163023618981242,-0.0002967458567582071,0.01594957895576954,-0.038912344723939896,-0.04131126031279564,-0.008088012225925922,0.0027340606320649385,-0.005575545132160187,1.0244625806808472,-0.0309904757887125,11.344812393188477
55050240,0.13222052156925201,0.00363804679363966,0.0016924366354942322,0.011931164190173149,0.014746395871043205,-0.04145180433988571,0.012285278178751469,0.0028286846354603767,0.004455002956092358,0.6160659790039062,0.05789516866207123,11.590497016906738
55181312,0.4664306640625,0.0015388615429401398,-0.0020633272361010313,0.004003847949206829,0.00513189472258091,-0.032484907656908035,0.033788882195949554,0.0001304149627685547,0.0009639886557124555,1.0074307918548584,-0.04392697289586067,11.098609924316406
55312384,-0.00896135251969099,0.0029917892534285784,0.001623644377104938,-0.0020427254494279623,0.012568715959787369,-0.03312969207763672,0.0014743679203093052,-0.004413966089487076,-0.0045270780101418495,-0.06512633711099625,-0.08439719676971436,12.63498592376709
55443456,-0.2246103584766388,0.005862956400960684,0.0021759432274848223,-0.006184558849781752,-0.010966891422867775,-0.026967553421854973,0.0809083878993988,-0.00016835093265399337,-0.0037349762860685587,0.1824771910905838,0.03411729261279106,12.43021011352539
55574528,0.0559307336807251,0.0025256548542529345,0.0012402727734297514,-0.006942319683730602,0.0019588156137615442,-0.0321740098297596,0.05048443377017975,-0.001209503156132996,-0.0010286940960213542,0.5671424269676208,-0.042257990688085556,11.89770221710205
55705600,0.03886047378182411,-0.002401679754257202,-0.0008409933652728796,0.008441363461315632,0.014047530479729176,-0.013370569795370102,-0.009625383652746677,-0.008446925319731236,-0.0030004612635821104,0.6630673408508301,0.09090294688940048,11.670781135559082
55836672,-0.10927324742078781,0.006196118425577879,-0.00867894385010004,0.006535519380122423,0.12258190661668777,0.06061352416872978,0.0537397526204586,-0.0008536417153663933,0.013425332494080067,1.245965600013733,0.27298176288604736,10.075132369995117
55967744,0.3189549446105957,0.005792396608740091,0.0004501405928749591,0.009368512779474258,-0.005122109781950712,0.006108653731644154,0.046689197421073914,0.000272879347903654,-0.00012037160195177421,1.3489540815353394,0.14035815000534058,10.702009201049805
56098816,0.15286870300769806,0.0014884527772665024,-0.0024904939346015453,0.010200596414506435,-0.022348010912537575,-0.011279049329459667,0.007340211886912584,0.01583423838019371,0.006894221063703299,0.7056905031204224,0.03562173247337341,11.559197425842285
56229888,-0.020275136455893517,0.0007216447847895324,-0.0024914133828133345,0.008425198495388031,-0.009670598432421684,-0.040789783000946045,-0.003983474336564541,-0.0028621964156627655,0.002419697353616357,0.49666115641593933,-0.09334456920623779,12.106643676757812
56360960,0.08940743654966354,0.0039875702932477,-0.0009912113891914487,0.0003301880497019738,-0.025049930438399315,-0.028024304658174515,6.873341772006825e-05,0.005546196363866329,0.0058821821585297585,0.35439568758010864,-0.060116805136203766,12.161070823669434
56492032,0.09725119918584824,0.003796722274273634,0.0015632853610441089,0.0017627431079745293,0.0051838248036801815,-0.023282190784811974,0.007740586530417204,-0.0070904335007071495,0.0020707708317786455,0.4209216237068176,0.024112677201628685,11.970524787902832
56623104,0.3253340721130371,0.002530781552195549,0.002041104482486844,0.0050688800401985645,-0.019358845427632332,-0.05267317593097687,-0.009592367336153984,0.0005508879548870027,0.0023934775963425636,0.5584843158721924,0.1256338506937027,11.512147903442383
