collected_frames,grad_contrib/shaping,grad_contrib/joint_ang_from_flat_penalty,grad_contrib/joint_angle_var_penalty,grad_contrib/roll_penalty,grad_contrib/roll_rate_penalty,grad_contrib/pitch_penalty,grad_contrib/pitch_rate_penalty,grad_contrib/shock_penalty,grad_contrib/clearance,grad_contrib/action_bonus,grad_contrib/flipper_action_bonus,grad_contrib/terminal_bonus
53608448,-0.17821188258042667,0.005799072350407483,0.0039160153564474385,-0.0014150823683653601,-0.005106330561405665,-0.005762603539002247,0.0011806351169990625,-5.99389423881907e-05,-9.06468143665459e-05,0.2680070077774446,-0.12654241695254598,0.40390836764020077
53739520,-0.27250591310620287,0.004144789691296822,-0.0025292750707310964,0.005303414538091724,-0.008738444114558689,-0.016392850527495118,0.00634193382352671,-0.0013525543789321723,-0.0008148423467988837,-0.31955672870938195,0.0337309909130576,0.32858826277992637
53870592,0.012418648558727442,0.0020995824655967534,-0.00327903748563548,0.006767598053684171,-0.004960776939628753,-0.010848845069966934,0.026554805462456282,-0.001694776469024314,-0.00019129224090912695,0.14206454512422975,0.08109161596239875,0.7080284761677422
54001664,-0.09257907603065534,0.004686160891248523,0.005201116636766155,-0.010516042469558366,-0.0031625874059813533,-0.007138184649604973,0.017015680804156465,-0.00645815596297411,-0.0035588077171472645,-0.027564357983509053,-0.07326255117700539,0.748857278271393
54132736,0.09403185077782969,0.01556914173875938,0.004001132864382075,0.01198806443204845,0.08427515756255448,0.060812844298072904,0.09419905100542168,0.004094504547677053,0.0010343457637673847,0.19521566202751878,0.23762775177421805,0.19715049320775008
54263808,-0.24907048190453832,0.002189012424643574,0.0028660938555656306,0.007156546016908429,0.014860964516569316,0.02388028695733726,0.023943841303068182,-0.0002478818278863003,-0.0027273292265354906,0.3081440903703181,0.009244164604700785,0.3556693069919286
54394880,0.04832640569018384,-0.0002859925953165359,-0.000677696479558893,-0.002352968414269134,-0.01805261873668992,-0.001408344240601409,0.0053654226136650085,0.00048186050831814184,-0.00625302051531303,-0.45730253266960746,0.03348608236365054,0.4260070551728261
54525952,0.1175280348481632,0.0016956052171432754,0.0023892171410421965,0.0030034028108119263,0.005447783229182807,-0.012502068146304841,0.015595500697109741,-0.000978575589698738,-0.002614507547417133,-0.3180313566539931,0.1224889001022776,0.3977250480168554
54657024,0.005647498197610574,0.0032861821469688203,-0.0078563824429781,0.02881835896344366,0.01069025996027228,0.02463927506828932,0.02878621552247911,0.005239040551248225,-0.005214363445425611,-0.3702581493412178,0.27698068564619677,0.23258358871386975
54788096,-0.03608378118049497,0.00179072308163861,0.0015824595506826063,-0.00035156168460768653,0.019612027602036296,0.01648557492989308,0.014014977434453095,0.0016631873766136107,0.0027378556487624808,-0.07372374981678262,0.04852342931840964,0.7834306723756254
54919168,-0.23541004844689528,-0.0007175510048957073,-0.00014364291381156828,-0.0015115323875892763,-0.0005987610808958669,-0.0033932561327754207,0.017907575879103882,-0.0024770513662337713,-0.0004419659830696666,-0.42434764805222075,0.022542314969241573,0.29050865178326724
55050240,0.4651851335084442,0.0015447298758534552,0.005125661563717265,-0.0033973414906286275,-0.050604822203663836,-0.010252531996196041,0.010723287213789307,-0.0056513420572939545,-0.004237022946640245,-0.04410452440032854,0.2374343667743252,0.16173923596911935
