attempt,collected_frames,env/success_rate,env/failure_rate
0,131072,0.0,1.0
0,262144,0.0,1.0
0,393216,0.0,0.0
0,524288,0.0,0.0
0,655360,0.0595959595959596,0.00101010101010101
0,786432,0.2,0.0
0,917504,0.7131147540983607,0.06557377049180328
0,1048576,0.024265644955300127,0.002554278416347382
0,1179648,0.6147058823529412,0.047058823529411764
0,1310720,0.13588850174216027,0.010452961672473868
0,1441792,0.41935483870967744,0.03519061583577713
0,1572864,0.2229965156794425,0.029616724738675958
0,1703936,0.35542168674698793,0.02208835341365462
0,1835008,0.2683333333333333,0.035
0,1966080,0.4274028629856851,0.05112474437627812
0,2097152,0.4144736842105263,0.05482456140350877
0,2228224,0.3333333333333333,0.06153846153846154
0,2359296,0.3870967741935484,0.056451612903225805
0,2490368,0.4262626262626263,0.06262626262626263
0,2621440,0.4198473282442748,0.05152671755725191
0,2752512,0.40111940298507465,0.054104477611940295
0,2883584,0.35008665511265163,0.06412478336221837
0,3014656,0.427536231884058,0.043478260869565216
0,3145728,0.43911439114391143,0.06088560885608856
0,3276800,0.4520547945205479,0.07363013698630137
0,3407872,0.43043478260869567,0.06521739130434782
0,3538944,0.46368715083798884,0.08007448789571694
0,3670016,0.431858407079646,0.06548672566371681
0,3801088,0.4467713787085515,0.07155322862129145
0,3932160,0.431438127090301,0.06856187290969899
0,4063232,0.4934210526315789,0.049342105263157895
0,4194304,0.5035335689045937,0.08657243816254417
0,4325376,0.5176470588235295,0.07563025210084033
0,4456448,0.5557491289198606,0.11498257839721254
0,4587520,0.523725834797891,0.0913884007029877
0,4718592,0.5164473684210527,0.07894736842105263
0,4849664,0.5504885993485342,0.0781758957654723
0,4980736,0.5287162162162162,0.08445945945945946
0,5111808,0.48946515397082657,0.08265802269043761
0,5242880,0.5538720538720538,0.08754208754208755
0,5373952,0.532051282051282,0.08012820512820513
0,5505024,0.4776386404293381,0.19141323792486584
0,5636096,0.5154639175257731,0.140893470790378
0,5767168,0.4916387959866221,0.09364548494983277
0,5898240,0.5202020202020202,0.08754208754208755
0,6029312,0.49166666666666664,0.095
0,6160384,0.5314183123877917,0.06822262118491922
0,6291456,0.47039473684210525,0.09539473684210527
0,6422528,0.4865771812080537,0.08892617449664429
0,6553600,0.5632377740303541,0.10286677908937605
0,6684672,0.5332197614991482,0.10562180579216354
0,6815744,0.5186385737439222,0.09562398703403566
0,6946816,0.5460526315789473,0.07236842105263158
0,7077888,0.5447154471544715,0.08455284552845528
0,7208960,0.5419354838709678,0.08548387096774193
0,7340032,0.5622950819672131,0.07213114754098361
0,7471104,0.5472,0.1056
0,7602176,0.6537842190016103,0.07246376811594203
0,7733248,0.5810593900481541,0.08346709470304976
0,7864320,0.6073619631901841,0.0705521472392638
0,7995392,0.6359375,0.08125
0,8126464,0.6139817629179332,0.07142857142857142
0,8257536,0.6193447737909517,0.10140405616224649
0,8388608,0.6318252730109204,0.08268330733229329
0,8519680,0.6101694915254238,0.10015408320493066
0,8650752,0.3333333333333333,0.28402366863905326
0,8781824,0.3643122676579926,0.24349442379182157
0,8912896,0.33220338983050846,0.17457627118644067
0,9043968,0.3860232945091514,0.2146422628951747
0,9175040,0.3885245901639344,0.19672131147540983
0,9306112,0.411864406779661,0.1711864406779661
0,9437184,0.4304857621440536,0.1624790619765494
0,9568256,0.46266233766233766,0.1590909090909091
0,9699328,0.669195751138088,0.125948406676783
0,9830400,0.6182432432432432,0.10472972972972973
0,9961472,0.5682492581602374,0.10534124629080119
0,10092544,0.638095238095238,0.09682539682539683
0,10223616,0.6009036144578314,0.08885542168674698
0,10354688,0.6052227342549923,0.11674347158218126
0,10485760,0.6116941529235382,0.12743628185907047
0,10616832,0.6106870229007634,0.11450381679389313
0,10747904,0.6086956521739131,0.17391304347826086
0,10878976,0.6259426847662142,0.11764705882352941
0,11010048,0.5695652173913044,0.13333333333333333
0,11141120,0.656891495601173,0.09970674486803519
0,11272192,0.6327160493827161,0.0941358024691358
0,11403264,0.6570188133140377,0.09261939218523878
0,11534336,0.6537313432835821,0.10298507462686567
0,11665408,0.6651917404129793,0.08997050147492626
0,11796480,0.5364341085271318,0.23875968992248062
0,11927552,0.5367047308319739,0.19249592169657423
0,12058624,0.5,0.1746031746031746
0,12189696,0.5138662316476346,0.16639477977161501
0,12320768,0.5015479876160991,0.16873065015479877
0,12451840,0.5474339035769828,0.18351477449455678
0,12582912,0.518796992481203,0.1849624060150376
0,12713984,0.5802469135802469,0.1527777777777778
0,12845056,0.6781954887218045,0.13834586466165413
0,12976128,0.6389324960753532,0.12087912087912088
0,13107200,0.6128550074738416,0.09566517189835576
0,13238272,0.6576576576576577,0.1111111111111111
0,13369344,0.6420289855072464,0.12318840579710146
0,13500416,0.6855439642324889,0.09687034277198212
0,13631488,0.6803519061583577,0.09824046920821114
0,13762560,0.6391304347826087,0.11014492753623188
0,13893632,0.6102941176470589,0.16176470588235295
0,14024704,0.5929203539823009,0.12831858407079647
0,14155776,0.6061946902654868,0.12389380530973451
0,14286848,0.6217765042979942,0.14756446991404013
0,14417920,0.6262773722627737,0.1343065693430657
0,14548992,0.594017094017094,0.1794871794871795
0,14680064,0.6364963503649635,0.1343065693430657
0,14811136,0.6507246376811594,0.11304347826086956
0,14942208,0.6989869753979739,0.1345875542691751
0,15073280,0.6478454680534919,0.1337295690936107
0,15204352,0.6450662739322534,0.13107511045655376
0,15335424,0.6647230320699709,0.13411078717201166
0,15466496,0.6700143472022956,0.11908177905308465
0,15597568,0.6652046783625731,0.12573099415204678
0,15728640,0.6581196581196581,0.13247863247863248
0,15859712,0.6544117647058824,0.1264705882352941
0,15990784,0.6855895196506551,0.10189228529839883
0,16121856,0.6768558951965066,0.10043668122270742
0,16252928,0.6605633802816901,0.09577464788732394
0,16384000,0.6937321937321937,0.09971509971509972
0,16515072,0.6857962697274032,0.09612625538020086
0,16646144,0.6889818688981869,0.10739191073919108
0,16777216,0.6887608069164265,0.10086455331412104
1,131072,1.0,0.0
1,262144,0.8527827648114902,0.14721723518850988
1,393216,0.5779310344827586,0.09793103448275862
1,524288,0.6885245901639344,0.09153005464480875
1,655360,0.6847977684797768,0.10181311018131102
1,786432,0.6936416184971098,0.09971098265895954
1,917504,0.6580459770114943,0.10919540229885058
1,1048576,0.6860795454545454,0.09517045454545454
1,1179648,0.7024456521739131,0.10054347826086957
1,1310720,0.7232876712328767,0.10273972602739725
1,1441792,0.7069701280227596,0.10099573257467995
1,1572864,0.6954612005856515,0.0849194729136164
1,1703936,0.6888888888888889,0.1111111111111111
1,1835008,0.6904422253922967,0.08701854493580599
1,1966080,0.694019471488178,0.0917941585535466
1,2097152,0.692524682651622,0.10437235543018336
1,2228224,0.6974431818181818,0.10511363636363637
1,2359296,0.7278820375335121,0.13002680965147453
1,2490368,0.723463687150838,0.09776536312849161
1,2621440,0.6966442953020134,0.09261744966442953
1,2752512,0.7089136490250696,0.10584958217270195
1,2883584,0.7458333333333333,0.09027777777777778
1,3014656,0.7034383954154728,0.08452722063037249
1,3145728,0.6930555555555555,0.08194444444444444
1,3276800,0.7130801687763713,0.08860759493670886
1,3407872,0.7682926829268293,0.0975609756097561
1,3538944,0.7308743169398907,0.09562841530054644
1,3670016,0.7335127860026918,0.07671601615074024
1,3801088,0.7338820301783264,0.10699588477366255
1,3932160,0.7382271468144044,0.08448753462603878
1,4063232,0.7427385892116183,0.08022130013831259
1,4194304,0.7503448275862069,0.0910344827586207
2,131072,1.0,0.0
2,262144,0.8706467661691543,0.12935323383084577
2,393216,0.6489510489510489,0.08111888111888112
2,524288,0.7022160664819944,0.11218836565096953
2,655360,0.6932773109243697,0.09243697478991597
2,786432,0.7160839160839161,0.08811188811188811
2,917504,0.7256011315417256,0.1074964639321075
2,1048576,0.7301808066759388,0.09318497913769123
2,1179648,0.7582872928176796,0.08701657458563536
2,1310720,0.7415730337078652,0.05898876404494382
2,1441792,0.6966618287373004,0.08272859216255443
2,1572864,0.6955922865013774,0.07851239669421488
2,1703936,0.7011494252873564,0.09051724137931035
2,1835008,0.7204450625869263,0.08205841446453407
2,1966080,0.7427385892116183,0.09266943291839558
2,2097152,0.7381578947368421,0.0868421052631579
3,131072,1.0,0.0
3,262144,0.8527918781725888,0.14720812182741116
3,393216,0.659919028340081,0.08097165991902834
3,524288,0.7398921832884097,0.09703504043126684
3,655360,0.7264276228419655,0.10092961487383798
3,786432,0.757162346521146,0.10368349249658936
3,917504,0.7547425474254743,0.1002710027100271
3,1048576,0.7379679144385026,0.0962566844919786
3,1179648,0.728629579375848,0.11261872455902307
3,1310720,0.76,0.09161290322580645
4,131072,1.0,0.0
4,262144,0.8806451612903226,0.11935483870967742
4,393216,0.6855600539811066,0.06747638326585695
4,524288,0.7384196185286104,0.08583106267029973
4,655360,0.7512886597938144,0.07989690721649484
4,786432,0.7577807848443843,0.08660351826792964
4,917504,0.7378378378378379,0.10270270270270271
4,1048576,0.7357237715803453,0.10092961487383798
