attempt,collected_frames,train/mean_reward,train/mean_state_value,train/value_minus_reward,train/mean_advantage_GAE,train/mean_action_sample_log_prob,train/mean_critic_loss,train/mean_objective_loss,train/mean_entropy_loss,train/mean_entropy,train/mean_kl_approx,train/mean_clip_fraction,train/mean_advantage,train/std_advantage,train/total_grad_norm,train/policy_operator_lr,train/value_operator_lr,train/step_penalty,train/action_bonus_coef
0,131072,-0.010386699810624123,-0.8351900577545166,-0.8248033579438925,0.1579914093017578,-4.011134147644043,5.260351657867432,-0.01811271160840988,-0.04812198877334595,3.9895052909851074,0.01827470399439335,0.257080078125,0.1579914093017578,10.046357154846191,6.787966728210449,0.0005027635788094066,0.001698572532095114,-0.05959512071534246,16.29043388277351
0,262144,0.07861432433128357,-1.0565814971923828,-1.1351958215236664,1.816540002822876,-3.981814384460449,4.13200044631958,-0.030989356338977814,-0.04762805998325348,3.948556423187256,0.013277767226099968,0.25830078125,1.816540002822876,6.492119789123535,1.2484465837478638,0.0005025839562374847,0.0016979656823158731,-0.05970135087704539,16.29043388277351
0,393216,0.11619210243225098,-0.9129645824432373,-1.0291566848754883,1.674354076385498,-3.9464592933654785,4.097139358520508,-0.036095574498176575,-0.046878255903720856,3.88639497756958,0.013785392977297306,0.255859375,1.674354076385498,6.505077362060547,4.674015522003174,0.0005024043336655628,0.0016973588325366322,-0.059807581038748316,16.29043388277351
0,524288,-0.022007789462804794,-4.309050559997559,-4.287042770534754,-1.419990062713623,-3.860011100769043,2.9112420082092285,-0.026991944760084152,-0.04579542577266693,3.796623706817627,0.018600450828671455,0.19140625,-1.419990062713623,6.571656227111816,3.2386066913604736,0.0005022247110936409,0.0016967519827573916,-0.05991381120045124,16.29043388277351
0,655360,0.11572907865047455,0.09472575783729553,-0.021003320813179016,1.386572003364563,-3.8070573806762695,3.4803757667541504,-0.033657483756542206,-0.044880304485559464,3.7207565307617188,0.01656554453074932,0.2177734375,1.386572003364563,8.227860450744629,4.342285633087158,0.000502045088521719,0.0016961451329781507,-0.06002004136215417,16.29043388277351
0,786432,-0.02109486609697342,-1.8831965923309326,-1.8621017262339592,-2.659857749938965,-3.7272744178771973,3.9832143783569336,-0.03974304720759392,-0.04420076310634613,3.6644198894500732,0.015255101025104523,0.177490234375,-2.659857749938965,8.772512435913086,12.944478988647461,0.0005018654659497971,0.0016955382831989098,-0.0601262715238571,16.29043388277351
0,917504,-0.03858005627989769,-2.698657512664795,-2.6600774563848972,-1.671208143234253,-3.6685473918914795,2.780775785446167,-0.029126767069101334,-0.043280214071273804,3.5881028175354004,0.02031124010682106,0.221435546875,-1.671208143234253,7.900148868560791,5.167209625244141,0.0005016858433778752,0.001694931433419669,-0.060232501685560026,16.29043388277351
0,1048576,0.11348344385623932,-2.9519662857055664,-3.0654497295618057,0.1492079794406891,-3.6197094917297363,5.237383842468262,-0.036275915801525116,-0.042515937238931656,3.5247411727905273,0.019524943083524704,0.25830078125,0.1492079794406891,10.979092597961426,3.753220319747925,0.0005015062208059533,0.0016943245836404282,-0.060338731847262954,16.29043388277351
0,1179648,-0.013755631633102894,-1.2556370496749878,-1.241881418041885,-1.4773545265197754,-3.5158252716064453,3.620774507522583,-0.03942645713686943,-0.041259005665779114,3.420536756515503,0.02005155384540558,0.280517578125,-1.4773545265197754,9.167109489440918,6.7732696533203125,0.0005013265982340313,0.0016937177338611873,-0.06044496200896588,16.29043388277351
0,1310720,0.0895579606294632,-4.435115814208984,-4.524673774838448,2.4033565521240234,-3.4981071949005127,5.73280668258667,-0.03292834013700485,-0.04135604947805405,3.428581953048706,0.028501298278570175,0.29248046875,2.4033565521240234,12.8187255859375,6.244204998016357,0.0005011469756621094,0.0016931108840819464,-0.06055119217066881,16.29043388277351
