attempt,collected_frames,rew/shaping,rew/joint_ang_from_flat_penalty,rew/joint_angle_var_penalty,rew/roll_penalty,rew/roll_rate_penalty,rew/pitch_penalty,rew/pitch_rate_penalty,rew/shock_penalty,rew/clearance,rew/action_bonus,rew/flipper_action_bonus,rew/step_penalty,rew/terminal_bonus,rew/total_reward
0,131072,2.1647657714784145,-0.05015400737465825,-0.05726392802898772,-0.005117083380369536,-0.1497340109781362,-0.013361220210782676,-0.11080025625415146,-0.0013644270061092811,-0.0006366196372269428,0.039352462174065295,0.7040469171479344,-0.05948888882994652,-0.006854832608951256,2.452820763923228
0,262144,2.491204347461462,-0.09160796110518277,-0.10667298664338887,-0.025822737661655992,-0.15220113971736282,-0.0423654717305908,-0.1161520162713714,-0.0003030372236025869,-0.0013252792964522087,0.9798161210492253,0.714348831679672,-0.059595119120785967,-0.0011424721160437912,3.588037272915244
0,393216,2.723520591855049,-0.06530111965548713,-0.07478369471937185,-0.01231120698093946,-0.13838550657965243,-0.023275766918231966,-0.10780460044043139,-0.0010421563947602408,-0.0009991159636228986,1.6317210253328085,0.7161278026178479,-0.0597013495862484,0.0,4.587764935567975
0,524288,2.2924987338483334,-0.08088606043020263,-0.0885036718682386,-0.015769458303111605,-0.15965882234741002,-0.06350304785883054,-0.13381024997215718,-0.00025729417211550754,-0.002645104875227844,1.9308553859591484,0.7207284551113844,-0.05980757996439934,0.0,4.339241236448288
0,655360,2.4188201669603586,-0.08112231975974282,-0.08305404287966667,-0.022359862614301562,-0.14301845710724592,-0.07969839909856091,-0.12195069520385005,-0.0002611031068227021,-0.0033863767748698592,2.386847241781652,0.7054663137532771,-0.05991381034255028,0.05808105878531933,4.974421977996826
0,786432,2.438622687011957,-0.07328721415251493,-0.07203523223870434,-0.01011040560587162,-0.1484159551328048,-0.08576722386351321,-0.1379701619152911,-0.00014808792911935598,-0.0019800005682100164,2.671309970319271,0.7162650707177818,-0.06002004072070122,0.007906380109488964,5.244369715452194
0,917504,1.9328587613999844,-0.09968187764752656,-0.08561565057607368,-0.018897820205893368,-0.13683524524094537,-0.17070657515432686,-0.1331422910443507,-0.00011287563938822132,-0.0026752472494990798,2.4453221913427114,0.716658768709749,-0.06012627138989046,0.16830785425554495,4.5548125468194485
0,1048576,2.8855050057172775,-0.06453850229445379,-0.057777196168899536,-0.004067909354063204,-0.13129233109066263,-0.0804335488792276,-0.12830423819832504,-0.00021712013676733477,-0.0013337516481328748,3.37108869664371,0.7053433652035892,-0.0602325014770031,0.018320663933991455,6.451962847262621
0,1179648,2.169017555192113,-0.09212018572725356,-0.0731367995031178,-0.013271294847072568,-0.1357341538532637,-0.163515159743838,-0.13235935621196404,-1.272802364837844e-05,-0.002540791740102577,3.1097531151026487,0.7117440341971815,-0.06033873185515404,0.2028982688789256,5.519734505563974
0,1310720,2.4948332961648703,-0.11418528074864298,-0.048242482560453936,-0.014316886790766148,-0.11534222116461024,-0.21773043798748404,-0.12341160810319707,-0.00015723427350167185,-0.004691133017331595,3.257728647440672,0.7066524894908071,-0.060444962145993486,0.03785811978741549,5.798428036272526
0,1441792,2.3447742760181427,-0.11712982453173026,-0.059836461616214365,-0.010198817308264552,-0.12466159358154982,-0.18034836219158024,-0.13590255822055042,-1.0603980626910925e-05,-0.0025954054808607907,3.5528460014611483,0.7249342477880418,-0.06055119261145592,0.13858461000199895,6.06938386335969
0,1572864,2.630069090053439,-0.10238268552348018,-0.06042341634747572,-0.011779052263591439,-0.12951244472060353,-0.14646341506158933,-0.13522822892991826,-5.033614525018493e-05,-0.002842803642124636,3.8948044423013926,0.7154398732818663,-0.06065742298960686,0.12261767609743401,6.7127326130867
0,1703936,2.4736786372959614,-0.10384943196550012,-0.06385657237842679,-0.023175400856416672,-0.14005109563004225,-0.12922750058351085,-0.13737204781500623,-0.0001387729098496493,-0.002518885416975536,3.838220924139023,0.7193247941322625,-0.0607636533677578,0.17241521981486585,6.5421389527618885
0,1835008,2.6191950626671314,-0.10303606488741934,-0.06399805916589685,-0.024469400130328722,-0.14569850207772106,-0.10693312471266836,-0.13966247823555022,-7.915503556432668e-05,-0.0028233453558641486,4.055157663300633,0.7260794644244015,-0.06086988374590874,0.15431751530559268,6.906116425991058
0,1966080,2.5804180689156055,-0.10656863771146163,-0.06626455066725612,-0.031236339680617675,-0.15229115297552198,-0.1023426202009432,-0.14259552175644785,-6.36147779005114e-05,-0.0031651671652070945,4.146031254902482,0.7213427615351975,-0.06097611412405968,0.20084181863057893,6.9818375669419765
0,2097152,2.5826490819454193,-0.11008494574343786,-0.06322217269917019,-0.03613656954257749,-0.1573063691612333,-0.1033219558885321,-0.1437953800195828,-0.00010447534805280156,-0.004331557276600506,4.269531596451998,0.7247419636696577,-0.06108234450221062,0.18107586808037013,7.077307760715485
0,2228224,2.7103232741355896,-0.10536949976813048,-0.062310238427016884,-0.028273418298340403,-0.16015570552553982,-0.09135490178596228,-0.14291990059427917,-4.357026455181767e-05,-0.004920398445392493,4.406838437542319,0.7198904422111809,-0.06118857488036156,0.184492214146303,7.363005965948105
0,2359296,2.5952824223786592,-0.12907395663205534,-0.049198541790246964,-0.016135506266437005,-0.1590191340073943,-0.07951331103686243,-0.1403010409558192,-0.0001558718790874991,-0.0046449551064142724,4.247102344408631,0.7188607128337026,-0.0612948015332222,0.1833552778698504,7.1037677526474
0,2490368,2.651371220126748,-0.11681883508572355,-0.056920302857179195,-0.025597750034648925,-0.1602735174819827,-0.09103745088214055,-0.1422385631594807,-0.0001351862956653349,-0.004271428284482681,4.350799340754747,0.7115316125564277,-0.06140103188226931,0.2014474463649094,7.254804857075214
0,2621440,2.6778984498232603,-0.11436012462945655,-0.060245098487939686,-0.02469035270041786,-0.15891869144979864,-0.09271102544153109,-0.1415062252781354,-0.00013408553422777914,-0.005052141688793199,4.369959004223347,0.7208130727522075,-0.06150726223131642,0.21125610246963333,7.319312658160925
0,2752512,2.655849078670144,-0.1171896142186597,-0.060108131903689355,-0.028243767708772793,-0.15406889445148408,-0.08002990076784045,-0.13918973482213914,-0.00019027129633286677,-0.0050791768426279305,4.417212083935738,0.7210692223161459,-0.06161349263857119,0.20585762502742,7.352694880217314
0,2883584,2.6879724226891994,-0.11828150716610253,-0.06060671349405311,-0.0363518645754084,-0.15329008572734892,-0.07651513448217884,-0.139643409056589,-8.953174551606935e-05,-0.005689139463356696,4.484070640057325,0.7205980038270354,-0.061719722260022536,0.19118180286022834,7.429590240120888
0,3014656,2.720296688377857,-0.11845772271044552,-0.06329820823157206,-0.035072966988082044,-0.1535027506761253,-0.08265221252804622,-0.13937935512512922,-0.0002953170787804993,-0.005228082794928923,4.531588941812515,0.7171195694245398,-0.0618259534239769,0.22775434583309107,7.535708490759134
0,3145728,2.7628828398883343,-0.1164454686222598,-0.0638866618683096,-0.03536504965450149,-0.15351200732402503,-0.08123846398666501,-0.13926690304651856,-0.0001229216195497429,-0.005576213969106902,4.636909257620573,0.7024136618711054,-0.06193218380212784,0.22767449059756473,7.670659501105547
0,3276800,2.7789845671504736,-0.11553888535127044,-0.062132903694873676,-0.038883878354681656,-0.15282632305752486,-0.08466370101086795,-0.1384004212450236,-0.00014811840716788538,-0.005746121383708669,4.773246385157108,0.7110859612002969,-0.06203841418027878,0.2510852809937205,7.851534109562635
0,3407872,2.7072273772209883,-0.12765279063023627,-0.0669868718541693,-0.03690884346724488,-0.15079243492800742,-0.09395205316832289,-0.13662332826061174,-4.03219983127201e-05,-0.006673055329883937,4.548848409205675,0.703985842410475,-0.06214464537333697,0.18882807392219547,7.465435739606619
0,3538944,2.761092709377408,-0.12295250879833475,-0.07061316672479734,-0.04209046685718931,-0.15298393066041172,-0.09874142915941775,-0.13743432314367965,-0.00011446793041614001,-0.007327657232963247,4.861771114170551,0.7109678126871586,-0.062250874761957675,0.23626081872498617,7.8730737790465355
0,3670016,2.815691301599145,-0.11685556848533452,-0.07467513316078112,-0.04358198901172727,-0.15620120195671916,-0.1086249626823701,-0.1375475451350212,-0.00012354626142041525,-0.00715466169276624,4.963334657251835,0.7050723345018923,-0.0623571053147316,0.23269029751827475,8.007461730390787
0,3801088,2.783553237095475,-0.11325608158949763,-0.07603074965300038,-0.040999703283887357,-0.16158936533611268,-0.10140572930686176,-0.13790315913502127,-0.00011303839778520341,-0.006813903484726325,4.907365497201681,0.7037131427787244,-0.0624633357510902,0.24363588988489937,7.935286320745945
0,3932160,2.854277750477195,-0.10597118583973497,-0.07586100592743605,-0.04344307829160243,-0.1620193242561072,-0.09597816446330398,-0.13747582968790084,-0.0001656023960094899,-0.007438974731485359,5.03941335901618,0.7021683598868549,-0.06256956607103348,0.2456124856544193,8.148098599165678
0,4063232,2.8915400560945272,-0.1025015779887326,-0.07726628991076723,-0.03791796849691309,-0.15908256056718528,-0.09821487154113129,-0.13809001818299294,-0.00041414279758100747,-0.0073792353832686786,5.19337560236454,0.7064779479987919,-0.06267579644918442,0.28963441953237634,8.395629525184631
0,4194304,2.899746496230364,-0.09667003236245364,-0.07292310439515859,-0.032146546320291236,-0.15859079896472394,-0.10270568850683048,-0.13754206686280668,-0.00014794852722843643,-0.007442521142365877,5.159306298941374,0.6991118588484824,-0.06278202647808939,0.27046856271044817,8.354658462107182
0,4325376,2.9150833506137133,-0.09570080460980535,-0.07309596450068057,-0.033047040342353284,-0.1575142270885408,-0.10528974520275369,-0.13847446301952004,-8.41089913592441e-05,-0.006646523794188397,5.224746875464916,0.6946811606176198,-0.06288825714727864,0.29411338348290883,8.453080356121063
0,4456448,2.8951474595814943,-0.10322600387735292,-0.07450600212905556,-0.031749847330502234,-0.1657298698555678,-0.11038298188941553,-0.1414516222430393,-0.00020610056935765897,-0.008145900479576085,5.344117484986782,0.6993001778610051,-0.06299448746722192,0.30018627195386216,8.536174189299345
0,4587520,2.8973932415246964,-0.09771137963980436,-0.07137621490983292,-0.03562546458852012,-0.16642976936418563,-0.10822100838413462,-0.14076577953528613,-0.00013835127811034909,-0.007900006006821059,5.38437120988965,0.6906388448551297,-0.06310071796178818,0.2826309480587952,8.560470961034298
0,4718592,3.019596729427576,-0.08989502798067406,-0.06813528435304761,-0.0427422977227252,-0.1735093577299267,-0.10743611876387149,-0.14405072189401835,-0.00028435463127607363,-0.008470632594253402,5.633813016116619,0.6897313985973597,-0.06320694833993912,0.2993576858716551,8.941598951816559
0,4849664,3.025250094011426,-0.08856085472507402,-0.0677362285205163,-0.03368560470698867,-0.1790163778932765,-0.09873334743315354,-0.14312803221400827,-8.842045417623012e-05,-0.008846766326314537,5.578146133571863,0.682692192029208,-0.06331317871809006,0.3230768254434224,8.922930650413036
0,4980736,2.9444889929145575,-0.08769564883550629,-0.06898143468424678,-0.032567951377131976,-0.1770333624444902,-0.10211702348897234,-0.1411524018039927,-0.00018153372502638376,-0.010130298887816025,5.455651767551899,0.6744429375976324,-0.063419409096241,0.2979123975674156,8.686014637351036
0,5111808,2.99954286031425,-0.08270883531076834,-0.06737564114155248,-0.028522198044811375,-0.176478351932019,-0.10252426675288007,-0.14046256442088634,-0.0003140294157333301,-0.009496128684986616,5.572200376540422,0.6742274831049144,-0.06352563947439194,0.286812631165958,8.858018174767494
0,5242880,2.9938331581652164,-0.07821076270192862,-0.06631003139773384,-0.03233587901922874,-0.178060342092067,-0.10843534459127113,-0.13892570394091308,-0.00015250426440616138,-0.009279999772843439,5.6378809697926044,0.6726658279076219,-0.06363186816452071,0.31326816997898277,8.9388986825943
0,5373952,3.038170976564288,-0.07459165115142241,-0.06290534566505812,-0.03504415064526256,-0.177666992880404,-0.10514331463491544,-0.14003028825391084,-0.00022886910028319107,-0.009678822396381292,5.726293858140707,0.6741072735749185,-0.0637380980188027,0.316690052030026,9.082893267273903
0,5505024,2.8845589328557253,-0.0799840345280245,-0.07521074800752103,-0.031148720052442513,-0.20408518763724715,-0.10492002702085301,-0.1402560534188524,-0.0002894947224376665,-0.012791096887667663,5.626333989202976,0.6760996584780514,-0.06384433060884476,0.2394265313341748,8.706933379173279
