attempt,collected_frames,clearance/height,clearance/height_max,clearance/height_min
0,131072,0.020014307303426904,0.7450957391411066,-0.027962088119238615
0,262144,0.03323545209423173,0.290476894704625,-0.044576393673196435
0,393216,0.02139748062018043,0.22813430451788008,-0.037982492707669735
0,524288,0.03270419112232048,0.23035098158288747,-0.06813172646798193
0,655360,0.02937070159805444,0.2608690308406949,-0.07241058442741632
0,786432,0.027863854047609493,0.24386493768543005,-0.07872233144007623
0,917504,0.03019235230749473,0.2364932345226407,-0.07789726718328893
0,1048576,0.021471945903613232,0.24179302668198943,-0.07419909909367561
0,1179648,0.027210787444200833,0.2494144470617175,-0.08075167313218116
0,1310720,0.025060984757146798,0.24862648290582,-0.08759887982159853
0,1441792,0.02510082807566505,0.23467215802520514,-0.07717092172242701
0,1572864,0.026191755721811205,0.27582369069568813,-0.08780895313248038
0,1703936,0.027374291938031092,0.30779330781660974,-0.0805779427755624
0,1835008,0.03015868268266786,0.2657362774480134,-0.08373887185007334
0,1966080,0.03688882340793498,0.3205221542157233,-0.07739711063914001
0,2097152,0.0416534788091667,0.3326792761217803,-0.0761368724051863
0,2228224,0.05046846502673967,0.33071326643228527,-0.06452007293701173
0,2359296,0.04483313515083864,0.31300229183398187,-0.07107269507832825
0,2490368,0.04544497252209112,0.32572588324546814,-0.06876126141287386
0,2621440,0.045582441118313,0.3091190424747765,-0.07043086341582239
0,2752512,0.04357083514332771,0.3109654188156128,-0.07623620447702706
0,2883584,0.04444280167808756,0.273265125695616,-0.07553134253248572
0,3014656,0.04492934892186895,0.32880606804974377,-0.07102570519782603
0,3145728,0.0443306494562421,0.3704897677525878,-0.07606099988333881
0,3276800,0.051192116118254485,0.2782609336574872,-0.0658590351541837
0,3407872,0.047886160551570356,0.26327068265527487,-0.07578647672198713
0,3538944,0.050755094445776194,0.26902890601195395,-0.0791021550539881
0,3670016,0.050847249309299514,0.3785517802461982,-0.07846585684455931
0,3801088,0.049845983885461465,0.3254093644209206,-0.08111042249947786
0,3932160,0.04901848640292883,0.34060024563223124,-0.07556562265381217
