collected_frames,clearance/height,clearance/height_max,clearance/height_min
131072,0.057798095935140736,0.8737682281062007,-0.3988230121321976
262144,0.0984736611135304,1.5531738474965096,-0.5130648098420352
393216,0.10755640652496368,1.5506398854777217,-0.7643622481264174
524288,0.110180021263659,1.5446116793900728,-0.7827159436419606
655360,0.09274685119453352,1.1691761827096343,-0.5835191973019391
786432,0.08109796352800913,0.4699166885111481,-0.2982901087962091
917504,0.10869944596197456,0.4617170998826623,-0.7864637887105346
1048576,0.12850421509938315,0.4299972334410995,-0.8025499596260488
1179648,0.13219416746869683,0.43995298352092505,-0.7978976522572339
1310720,0.09509173728292808,0.4499031479936093,-0.4189129467122257
1441792,0.1083803822984919,0.43785583204589784,-0.19555062684230506
1572864,0.12309408583678305,0.45287737459875643,-0.3723500908818096
1703936,0.12205625168280676,0.4565966194495559,-0.18555357167497277
1835008,0.12413348560221493,0.4653768178541213,-0.1979634736198932
1966080,0.1028232139069587,0.4538602961692959,-0.1644571302458644
2097152,0.11894692527130246,0.42536057089455426,-0.2737079260405153
2228224,0.11850774806225672,0.45608901721425354,-0.16195271094329655
2359296,0.11829914810368791,0.5000535200815648,-0.19844906916841865
2490368,0.10984316852409393,0.6415658164769411,-0.27711953525431454
2621440,0.11660630389815196,0.5510952961631119,-0.26941151660867035
2752512,0.12186856218613684,0.4421424884349108,-0.22644317941740155
2883584,0.11495755548821762,0.4837459297850728,-0.17357784998603165
3014656,0.1280662910430692,0.5196153167635202,-0.175086508737877
3145728,0.13576419930905104,0.4472208390943706,-0.1256489243824035
3276800,0.13731201877817512,0.43529862025752664,-0.19733336218632758
3407872,0.12864282785449177,0.5599525000434369,-0.17705351067706943
3538944,0.12801508407574147,0.454712828155607,-0.12501086643896997
3670016,0.13092652562772855,0.5973192045930773,-0.12501065875403583
3801088,0.13403661386109889,0.4478000255767256,-0.12501015909947455
3932160,0.13343871681718156,0.45664472482167184,-0.1250036982819438
4063232,0.12746264704037458,0.6056018376257271,-0.14234050665982068
4194304,0.13306800357531756,0.46439420338720083,-0.12500848853960633
4325376,0.13259598123840988,0.4542636051774025,-0.12500525452196598
4456448,0.13267507357522845,0.6678385674022138,-0.1250023813918233
4587520,0.1314162447815761,0.5862350228708237,-0.12500309781171381
4718592,0.12796623830217868,0.4650875369552523,-0.12501082406379282
