collected_frames,observations/heightmap_mean,observations/heightmap_std,observations/heightmap_min,observations/heightmap_max,observations/roll_mean,observations/roll_std,observations/roll_min,observations/roll_max,observations/pitch_mean,observations/pitch_std,observations/pitch_min,observations/pitch_max,observations/lin_vel_x_mean,observations/lin_vel_x_std,observations/lin_vel_x_min,observations/lin_vel_x_max,observations/lin_vel_y_mean,observations/lin_vel_y_std,observations/lin_vel_y_min,observations/lin_vel_y_max,observations/lin_vel_z_mean,observations/lin_vel_z_std,observations/lin_vel_z_min,observations/lin_vel_z_max,observations/ang_vel_x_mean,observations/ang_vel_x_std,observations/ang_vel_x_min,observations/ang_vel_x_max,observations/ang_vel_y_mean,observations/ang_vel_y_std,observations/ang_vel_y_min,observations/ang_vel_y_max,observations/ang_vel_z_mean,observations/ang_vel_z_std,observations/ang_vel_z_min,observations/ang_vel_z_max,observations/flipper_fl_mean,observations/flipper_fl_std,observations/flipper_fl_min,observations/flipper_fl_max,observations/flipper_fr_mean,observations/flipper_fr_std,observations/flipper_fr_min,observations/flipper_fr_max,observations/flipper_rl_mean,observations/flipper_rl_std,observations/flipper_rl_min,observations/flipper_rl_max,observations/flipper_rr_mean,observations/flipper_rr_std,observations/flipper_rr_min,observations/flipper_rr_max,observations/goal_x_mean,observations/goal_x_std,observations/goal_x_min,observations/goal_x_max,observations/goal_y_mean,observations/goal_y_std,observations/goal_y_min,observations/goal_y_max,observations/goal_z_mean,observations/goal_z_std,observations/goal_z_min,observations/goal_z_max
1179648,-0.0018720192820183001,1.003417730331421,-15.558460712432861,7.560712575912476,-0.0014454479678533971,0.9962180852890015,-17.67557716369629,12.799256324768066,-0.007411105692881392,1.0019343197345734,-3.917185425758362,7.084259986877441,0.011423346935771406,1.0018609166145325,-2.9845590591430664,6.989089488983154,-0.0005749622214352712,0.9953731298446655,-8.911473751068115,7.991250038146973,-0.0014385479735210538,0.9942739009857178,-8.829259872436523,9.039476871490479,-0.0003567346284398809,0.9913201928138733,-12.478714942932129,13.661866188049316,-1.4197619748301804e-05,0.99403116106987,-10.871996879577637,13.46699857711792,0.0005131505458848551,0.99910768866539,-8.766141891479492,10.318224430084229,-0.00723455473780632,0.9746892154216766,-4.983649253845215,5.167187929153442,-0.008814282336970791,0.9853571653366089,-4.788419485092163,4.460555076599121,0.0036933413866790943,0.9881638288497925,-4.001303434371948,4.067163825035095,-0.005337553157005459,0.9901384711265564,-3.9267159700393677,4.381238698959351,-0.014612448867410421,0.9613100290298462,-30.46303367614746,28.0486478805542,-0.0019419508171267807,0.9506652057170868,-45.44123840332031,35.21744728088379,-0.004798980677151121,1.006275475025177,-4.731619834899902,7.223816633224487
2228224,-0.0017947883461602032,1.0032879710197449,-15.495816230773926,7.596500396728516,-0.005920829717069864,0.9923572838306427,-14.713188171386719,11.73338270187378,-0.00533946295036003,1.0035649538040161,-3.956838369369507,6.605423450469971,0.01155670580919832,1.0020473003387451,-2.9710850715637207,7.81072998046875,1.801742473617196e-05,0.9956071376800537,-9.099122524261475,7.851819276809692,-9.289523586630821e-05,0.9950141608715057,-9.512789726257324,8.458131313323975,-0.0005475278085214086,0.9919727444648743,-12.345970153808594,14.495979309082031,-0.00042398093501105905,0.9946869611740112,-10.777772426605225,11.383362770080566,-0.0001561751851113513,0.9996398985385895,-13.388657093048096,10.066490650177002,-0.006957812700420618,0.9771556258201599,-4.5903480052948,5.100403070449829,-0.0018888985214289278,0.9897825121879578,-4.459770441055298,4.264893531799316,0.009140114416368306,0.986078143119812,-4.304959058761597,4.044751763343811,-0.011221587425097823,0.9951034784317017,-3.8114981651306152,4.247541904449463,-0.014356429688632488,0.9635970294475555,-29.20680809020996,28.38909339904785,-0.0004902900982415304,0.9529322981834412,-44.56571388244629,33.40585899353027,-0.0046611295838374645,1.005685031414032,-4.652621030807495,4.9283130168914795
3276800,-0.0022250627298490144,1.003606528043747,-15.473666191101074,7.450416803359985,-0.0033823928679339588,0.9897287487983704,-13.097399234771729,11.716107845306396,-0.005794127588160336,1.0038185715675354,-4.014090538024902,7.0454041957855225,0.011029484041500837,1.0020799338817596,-3.0788300037384033,7.31379246711731,-0.0004806088691111654,0.9954872131347656,-8.730368614196777,8.784171104431152,-0.0008068987517617643,0.994308739900589,-10.115614891052246,7.735098361968994,2.6811176212504506e-05,0.9917434751987457,-11.889286518096924,12.917753219604492,-0.0001092727470677346,0.9944644868373871,-10.063322067260742,12.871947765350342,9.132387640420347e-05,0.9990786612033844,-12.149042129516602,7.874898910522461,-0.01023513259133324,0.9728274345397949,-4.823970556259155,4.9623095989227295,-0.005214580771280453,0.9881746768951416,-4.774632453918457,4.277645111083984,-0.0013473861617967486,0.9851278960704803,-4.506745338439941,4.0366891622543335,-0.003334537148475647,0.9964906275272369,-3.594783306121826,3.9457240104675293,-0.012721533887088299,0.9655777215957642,-29.541359901428223,28.27579116821289,-0.0019692342029884458,0.9506256878376007,-37.79987144470215,36.25247383117676,-0.004563024558592588,1.0059968829154968,-4.466374158859253,5.354592323303223
4325376,-0.0008187258790712804,1.0027963519096375,-15.556169986724854,7.692426919937134,0.0016937757609412074,0.9879269897937775,-15.074367046356201,11.332237243652344,-0.005502806161530316,1.004105567932129,-4.226630926132202,6.604427099227905,0.010477336652911617,1.0023083686828613,-4.011818885803223,7.454002380371094,3.7171703297644854e-06,0.9957503378391266,-9.025501728057861,9.061141014099121,1.6214390598179307e-05,0.9950815737247467,-8.919297695159912,8.002032279968262,-0.00019921605417039245,0.9914308190345764,-12.18592357635498,11.521569728851318,3.863998063025065e-05,0.9949620962142944,-10.92285442352295,13.390406608581543,-8.349156996700913e-05,0.9987585544586182,-11.349905490875244,11.228755235671997,-0.0037073257844895124,0.9749478101730347,-4.887811899185181,5.478865385055542,-0.004741971206385642,0.9900235831737518,-4.474891662597656,4.257889986038208,-0.0014724740758538246,0.9819116294384003,-4.465475082397461,4.458638429641724,-0.0071141127846203744,0.9917635917663574,-3.64384663105011,4.210609674453735,-0.014768715482205153,0.9628492295742035,-28.948345184326172,26.90907573699951,-0.0005701402842532843,0.9592432081699371,-36.625234603881836,33.571311950683594,-0.0032432173466077074,1.0040609538555145,-4.5935680866241455,5.395595073699951
5373952,-0.0018676040708669461,1.0024722218513489,-15.582828998565674,7.3815693855285645,0.0013669063046108931,0.9957156181335449,-18.21387004852295,12.125424861907959,-0.002560926484875381,1.0040866434574127,-4.367224216461182,6.759268522262573,0.011283611063845456,1.001859962940216,-3.47749924659729,6.625394582748413,-0.0004531123850028962,0.9957434833049774,-8.776917457580566,9.003607273101807,0.0012616344029083848,0.9961427450180054,-9.188179016113281,8.079555749893188,0.0002641330283950083,0.9918115139007568,-11.611011028289795,11.456910133361816,-0.0005242468032520264,0.9958111643791199,-10.217281341552734,11.715540885925293,0.00019068798974331003,0.9997559487819672,-11.459047079086304,7.528320074081421,-0.009603391634300351,0.9747237861156464,-5.177537202835083,5.1306962966918945,-0.006567498137883376,0.9869095683097839,-4.190840244293213,4.053525924682617,-0.009338165866211057,0.9864327609539032,-3.9734113216400146,4.090360879898071,-0.007829547044821084,0.992722749710083,-3.8383840322494507,4.307089805603027,-0.012973221484571695,0.9637306332588196,-28.443921089172363,27.252090454101562,-0.0018364345305599272,0.9506567418575287,-40.11872482299805,35.89279747009277,-0.004077742705703713,1.0019915997982025,-4.679957389831543,5.577027082443237
6422528,-0.0021392166090663522,1.0042828619480133,-15.204862594604492,7.613712310791016,-0.0006047273054718971,0.9926497638225555,-20.264269828796387,12.611547470092773,-0.004006415489129722,1.008370041847229,-4.4910500049591064,6.285709619522095,0.014053715742193162,1.0026077032089233,-3.005642294883728,6.441176891326904,-0.0005634364497382194,0.9960227906703949,-8.572656154632568,8.201988220214844,0.0012296754866838455,0.996091216802597,-9.172319412231445,7.860736131668091,0.0003678228094941005,0.9928732216358185,-13.296216487884521,11.439757823944092,-0.0007443047798005864,0.9971743822097778,-10.082929134368896,13.133450508117676,0.000387920287266752,0.999800980091095,-8.917674541473389,8.881819248199463,-0.01771413057576865,0.9770823419094086,-5.152047634124756,5.742984056472778,-0.006229676422663033,0.9881664514541626,-4.6558496952056885,4.062600612640381,-0.005801063782200799,0.988292932510376,-4.014723420143127,3.9754436016082764,-0.00785648328019306,0.992830216884613,-3.8092586994171143,4.34518027305603,-0.015378382056951523,0.9662394523620605,-29.17359447479248,28.71233367919922,-0.000996342561847996,0.9653472602367401,-37.642616271972656,35.40418243408203,-0.0033373790938640013,1.002936840057373,-4.541321516036987,5.745723724365234
7471104,-0.0011945187052333495,1.0011411905288696,-15.343945503234863,7.928014755249023,-0.0008667514193803072,0.9898625314235687,-18.277429580688477,18.984270572662354,-0.0025245841243304312,1.0039352178573608,-4.177677154541016,6.485714912414551,0.010234024259261787,1.0023951530456543,-3.6135807037353516,6.314862251281738,-0.00012824706209357828,0.9955399334430695,-9.19217586517334,9.074010133743286,0.0009158107859548181,0.9955969750881195,-9.092971324920654,9.67642593383789,-4.4356187572702765e-05,0.9926715195178986,-12.553367137908936,13.358972549438477,-0.00040561604328104295,0.9965605735778809,-10.394721031188965,13.241852760314941,0.00041855571907944977,0.9996015429496765,-8.940961360931396,8.643030405044556,-0.01046365121146664,0.9762150049209595,-5.1014790534973145,4.7840211391448975,-0.006056387443095446,0.9879842102527618,-4.571822166442871,4.156985759735107,-0.0065410747192800045,0.9842617213726044,-4.006303071975708,4.5663902759552,-0.007536440389230847,0.990921676158905,-4.01030957698822,4.393206357955933,-0.0134026063606143,0.9655425846576691,-29.225112915039062,28.003975868225098,-0.0008096678357105702,0.9578613638877869,-35.53988838195801,39.31598663330078,-0.002329269889742136,1.0025745034217834,-4.721415281295776,5.698951482772827
8519680,-0.0004917385813314468,1.0019199550151825,-15.555744647979736,8.270950317382812,-0.0023058365914039314,0.990982860326767,-19.347460746765137,14.181333541870117,0.0002721527998801321,1.0020812153816223,-4.335940837860107,6.884582996368408,0.012550878571346402,1.0019856095314026,-3.7134621143341064,5.932646751403809,0.0002261079425807111,0.9962247908115387,-8.721941947937012,9.050883293151855,0.0020843156380578876,0.9960783421993256,-8.864624977111816,7.915609121322632,-0.00015717379574198276,0.9940414428710938,-13.130338668823242,12.56824254989624,-0.0003253845789004117,0.9969539046287537,-10.406083106994629,14.477505683898926,0.00016020462499000132,0.9992692768573761,-8.840483903884888,10.672516345977783,-0.012566059886012226,0.9762340784072876,-4.833838224411011,5.095931768417358,0.0008355216268682852,0.9879184365272522,-4.947768449783325,4.36159086227417,-0.008679131395183504,0.9868046641349792,-4.2523462772369385,4.323398470878601,-0.013041037484072149,0.9889868497848511,-3.813694477081299,4.168958902359009,-0.013680280651897192,0.9719754159450531,-29.236860275268555,27.85172939300537,-0.0023101098195184022,0.9561851918697357,-35.26723670959473,40.04405403137207,-4.687460659624776e-05,1.005072921514511,-4.419848203659058,6.370567798614502
9568256,-0.0008536190143786371,1.001234531402588,-15.191427230834961,8.113540649414062,0.0004295216640457511,0.9965693950653076,-19.464613914489746,11.71053171157837,-0.0036309747956693172,1.0025208592414856,-4.4607579708099365,6.77234148979187,0.011165524811076466,1.0012286901474,-3.0225019454956055,5.9780378341674805,0.00026771357079269364,0.9957795143127441,-7.8942530155181885,9.035344123840332,0.00041731185046955943,0.9949265718460083,-8.929165363311768,9.339063167572021,-0.0005420729430625215,0.9926416873931885,-12.896322250366211,12.398144721984863,-0.0009886265579552855,0.9957561492919922,-10.683344841003418,11.637492656707764,8.508390965289436e-05,0.9994408786296844,-9.785450458526611,12.951486587524414,-0.014612229191698134,0.9742850661277771,-4.968024015426636,5.5374627113342285,-0.0030791540630161762,0.9830827713012695,-5.139148950576782,4.780268907546997,0.0032587913156021386,0.9868116974830627,-4.112529635429382,4.164644241333008,-0.008136983364238404,0.9910356104373932,-3.9125635623931885,4.237452030181885,-0.014078720938414335,0.9647869765758514,-28.4857120513916,27.75196933746338,-0.0017557467799633741,0.960628092288971,-36.25675582885742,35.760650634765625,-0.00207670807139948,1.001150220632553,-4.583160161972046,5.038404941558838
10616832,0.00016257326933555305,1.0016725361347198,-15.530503749847412,8.829509496688843,0.0012391766358632594,0.9936588406562805,-17.852384567260742,11.365153312683105,-0.005624506709864363,1.0022049844264984,-4.279336214065552,7.32398796081543,0.014621630354668014,1.0014693439006805,-3.010422706604004,5.444808483123779,-0.0004494916647672653,0.9966363310813904,-8.533538341522217,8.097934246063232,0.000425506237661466,0.9950452148914337,-9.427499771118164,7.3084986209869385,0.0003373564177309163,0.9940459132194519,-11.946402072906494,11.866133689880371,-0.0008050985779846087,0.996066689491272,-10.28162956237793,11.304747104644775,0.0003299812196928542,0.9991685450077057,-9.551054954528809,8.563247680664062,-0.011835233919555321,0.9755149483680725,-4.59478497505188,5.38250732421875,-0.00786398141644895,0.9874680638313293,-4.820962190628052,4.295435786247253,0.0007030211563687772,0.9919327199459076,-3.869913101196289,4.311288118362427,-0.0020337469468358904,0.9903486967086792,-4.142719626426697,4.312192916870117,-0.013789786491543055,0.9712641537189484,-28.2100191116333,27.785605430603027,-0.0031762773578520864,0.959737241268158,-39.56045722961426,32.36182403564453,-0.002537025575293228,1.0021503269672394,-4.451045513153076,5.294279336929321
