collected_frames,action/v_mean,action/v_std,action/w_mean,action/w_std,action/flipper_fl_mean,action/flipper_fl_std,action/flipper_fr_mean,action/flipper_fr_std,action/flipper_rl_mean,action/flipper_rl_std,action/flipper_rr_mean,action/flipper_rr_std
131072,0.7086545825004578,0.36482444405555725,-0.015527916140854359,0.6181724667549133,0.038145437836647034,0.6222714185714722,-0.031529225409030914,0.6215159296989441,0.016844596713781357,0.6221483945846558,-0.029034530743956566,0.6197789907455444
262144,0.6914992332458496,0.3812420964241028,-0.026726173236966133,0.6179251670837402,0.03382839635014534,0.6223807334899902,-0.05682328715920448,0.6227098703384399,0.009862727485597134,0.6264018416404724,-0.038023337721824646,0.6208987832069397
393216,0.6875413656234741,0.38282421231269836,-0.022460371255874634,0.6132878661155701,0.04040547460317612,0.6214544177055359,-0.044499471783638,0.6195236444473267,0.01847667805850506,0.6238365769386292,-0.02802301198244095,0.6236047744750977
524288,0.6866034269332886,0.3817462921142578,-0.02322690188884735,0.6153458952903748,0.038293011486530304,0.6218516826629639,-0.04819883406162262,0.6218351721763611,0.02072717994451523,0.6281500458717346,-0.03369138389825821,0.6276600360870361
655360,0.6844140291213989,0.3793025016784668,-0.023807838559150696,0.6164193749427795,0.03914855420589447,0.620697557926178,-0.05394782871007919,0.6219774484634399,0.01564604416489601,0.6265440583229065,-0.02606922760605812,0.6256489753723145
786432,0.6896182298660278,0.3794160485267639,-0.0310247503221035,0.6137964129447937,0.03506402298808098,0.6211279630661011,-0.05682704597711563,0.6240662932395935,0.018695112317800522,0.6245022416114807,-0.02506183087825775,0.6253311634063721
917504,0.6888195872306824,0.3780866265296936,-0.03213030472397804,0.6112147569656372,0.03161413595080376,0.6188196539878845,-0.050317056477069855,0.6239495873451233,0.022065959870815277,0.6226614117622375,-0.03212036192417145,0.6250773668289185
1048576,0.693543553352356,0.37297144532203674,-0.032218046486377716,0.6121972799301147,0.02271571196615696,0.62054044008255,-0.0517735555768013,0.6226272583007812,0.016078151762485504,0.623249351978302,-0.02857949584722519,0.6253451108932495
1179648,0.684626579284668,0.37977364659309387,-0.027142152190208435,0.6125908493995667,0.01828438602387905,0.6188211441040039,-0.04886369779706001,0.6228550672531128,0.022779449820518494,0.6223939061164856,-0.024366091936826706,0.6264112591743469
1310720,0.6861516833305359,0.376531183719635,-0.031499557197093964,0.6113133430480957,0.019597426056861877,0.6202903389930725,-0.05238544940948486,0.6236653923988342,0.02240428514778614,0.6211813688278198,-0.02932768128812313,0.6240399479866028
