collected_frames,torque/flipper_torque_FL,torque/flipper_torque_FL_max,torque/flipper_torque_FL_min,torque/flipper_torque_FR,torque/flipper_torque_FR_max,torque/flipper_torque_FR_min,torque/flipper_torque_RL,torque/flipper_torque_RL_max,torque/flipper_torque_RL_min,torque/flipper_torque_RR,torque/flipper_torque_RR_max,torque/flipper_torque_RR_min
131072,971.0079307556152,1000.0,12.523079320788383,970.4296054840088,1000.0,11.849634032696486,970.3834924697876,1000.0,15.243373841047287,969.7173275947571,1000.0,15.495936673134565
262144,972.1852650642395,1000.0,16.096840906888247,971.2126350402832,1000.0,14.753209963440895,971.054253578186,1000.0,13.719588164240122,971.1187191009521,1000.0,14.53624626994133
393216,971.4160709381104,1000.0,15.339242935180664,971.0086665153503,1000.0,15.643805600702763,970.7328743934631,1000.0,13.083959810435772,970.0023355484009,1000.0,14.880616635084152
524288,972.4634523391724,1000.0,13.862043980509043,970.7227568626404,1000.0,14.076340276747942,971.4455146789551,1000.0,15.806372372433543,971.232090473175,1000.0,13.937859117984772
655360,971.3476758003235,1000.0,15.80775549262762,971.0322003364563,1000.0,16.49752040952444,970.7318887710571,1000.0,14.308323057368398,970.0001902580261,1000.0,14.28946752101183
786432,972.2316370010376,1000.0,14.29160887375474,971.7513103485107,1000.0,13.576635694131255,971.3650650978088,1000.0,12.950322683900595,971.2180233001709,1000.0,16.31509730964899
917504,971.6848649978638,1000.0,12.195432792417705,971.502691745758,1000.0,13.579563740640879,970.9427299499512,1000.0,13.151169024407864,971.0931282043457,1000.0,13.883925208821893
1048576,971.3702735900879,1000.0,13.381589347496629,971.212818145752,1000.0,14.068459406495094,970.9255890846252,1000.0,15.301255634054542,970.9250564575195,1000.0,14.227698534727097
1179648,927.6864280700684,1000.0,6.148976695636908,937.0688745625814,1000.0,7.130068087478479,928.7272015889486,1000.0,6.164344417899848,930.4464887491862,1000.0,6.320413570130865
1310720,971.8551893234253,1000.0,17.067203909158707,971.5556650161743,1000.0,17.82009831815958,970.9943709373474,1000.0,15.062276374548674,970.684850692749,1000.0,12.977444633841515
