collected_frames,shock/accel_magnitude,shock/accel_magnitude_max,shock/accel_magnitude_min,shock/shock_normalised,shock/shock_normalised_max,shock/shock_normalised_min,shock/accel_p90,shock/shock_p90_normalised,shock/accel_p95,shock/shock_p95_normalised,shock/accel_p99,shock/shock_p99_normalised
131072,,,,,,,7.388047981262207,0.7275517903243565,7.494868588447571,0.733775593555674,7.567210540771485,0.7379218585588878
262144,5.898570127785206,23.430034935474396,0.1409163548014476,0.050030799669912085,1.0,0.0,,,,,,
262144,,,,,,,6.1388359546661375,0.6453885020889507,6.248316717147827,0.6533029985148506,6.365225353240967,0.6615996326813693
393216,5.354888875037432,22.366845473647118,0.16308158574975096,0.03408346248033922,1.0,0.0,,,,,,
393216,,,,,,,5.532123613357544,0.5989546710218852,5.57332751750946,0.6022472520443043,5.648268165588379,0.6081835312537289
524288,4.837800968438387,19.969710528850555,0.12436855361738708,0.02392648511158768,1.0,0.0,,,,,,
524288,,,,,,,5.031665086746216,0.5573343940169335,5.101660704612732,0.563336654753452,5.195119915008545,0.571259167724129
655360,4.781902860850096,20.17705351114273,0.12435908780025784,0.02809084213731694,1.0,0.0,,,,,,
655360,,,,,,,5.652912139892578,0.6085491805727123,5.7495856285095215,0.6161022926914188,6.019156885147096,0.6365753708980142
786432,4.930666737258434,21.0552786141634,0.1275330986827612,0.03272699385706801,1.0,0.0,,,,,,
786432,,,,,,,5.217563152313232,0.5731460360726308,5.26378903388977,0.5770132914222028,5.3626828956604005,0.5852004402084401
917504,4.318616706877947,19.787840209901333,0.08305754731554771,0.019246632073190995,1.0,0.0,,,,,,
917504,,,,,,,4.518019962310791,0.5114950705813761,4.5811452627182,0.5172977807545505,4.644370326995849,0.5230623719054508
1048576,3.826287316158414,19.011180818080902,0.06562144040435669,0.010850125538127031,0.9952405840158463,0.0,,,,,,
1048576,,,,,,,3.9983734130859374,0.46195723903754327,4.045038032531738,0.46653312931023194,4.066336283683777,0.4686133680844069
1179648,3.4818197079002857,18.229208767414093,0.05362235778920876,0.007385648848867277,0.9927708599716425,0.0,,,,,,
1179648,,,,,,,3.582443284988403,0.42009338116492034,3.628169250488281,0.4247890946852517,3.71857355594635,0.43400586249849193
1310720,3.908440984785557,19.671660915017128,0.08146419245895231,0.01870861017232528,0.9976589400321245,0.0,,,,,,
1310720,,,,,,,4.393851280212402,0.4999439471749414,4.461383414268494,0.506248799851666,5.392211589813237,0.5876222369031803
1441792,3.6857005655765533,19.518326371908188,0.06221883037869702,0.014535325834003743,1.0,0.0,,,,,,
1441792,,,,,,,3.851743984222412,0.4474185103941568,3.8926345348358153,0.45149726521213696,3.9207030415534976,0.4542861793037025
1572864,3.423503851518035,18.858591802418232,0.043247136320132995,0.009487511471888865,0.9966024309396744,0.0,,,,,,
1572864,,,,,,,3.5322596073150634,0.4149138824283298,3.568619704246521,0.41866934679480505,3.6213276863098147,0.42408796104640056
1703936,3.258604757487774,18.418056450784206,0.037877163780649425,0.007383768303043325,0.991781422868371,0.0,,,,,,
1703936,,,,,,,3.3644657850265505,0.39740060074939976,3.391328763961792,0.4002243948678148,3.4451957750320434,0.40586393892400774
1835008,3.235154937952757,17.768365561962128,0.03792017169507744,0.0062694695061509265,0.9782072007656097,0.0,,,,,,
1835008,,,,,,,3.329021525382996,0.39366321409695115,3.3465335726737977,0.3955113925878204,3.391172626018524,0.40020800376037613
1966080,3.614948960021138,19.533041521906853,0.09140041725913761,0.012468869697841,0.9988415762782097,0.0,,,,,,
1966080,,,,,,,3.8371389627456667,0.44595715088324606,3.9179093480110168,0.4540089925374997,4.569925298690799,0.5162698437295439
2097152,3.340844301506877,18.33643378317356,0.0707998605685134,0.007250014710734831,0.9764981865882874,0.0,,,,,,
2097152,,,,,,,3.4611627578735353,0.40752968899412,3.4836617350578307,0.40987229002735437,3.508219509124756,0.41242309555585854
2228224,3.2089990694075823,18.288212671875954,0.0466617747588316,0.006128768398411921,0.9876566976308823,0.0,,,,,,
2228224,,,,,,,3.2910022020339964,0.3896397870037809,3.316250777244568,0.3923134099940404,3.3808329987525942,0.39912199688893923
2359296,3.1223587300628424,18.328383326530457,0.04243715788470581,0.005403133831350715,0.9842946380376816,0.0,,,,,,
2359296,,,,,,,3.223796820640564,0.38249126679221424,3.246345567703247,0.3848949034819489,3.2824233746528626,0.3887298575324045
2490368,3.1138212140649557,18.74431251734495,0.024444129703169892,0.00711416025114886,0.9969933200627565,0.0,,,,,,
2490368,,,,,,,3.3123751640319825,0.3919034423198151,3.369270300865173,0.3979061990107666,3.8583100914955155,0.44807472952903615
2621440,3.187658743932843,19.405136831104755,0.02666076093009906,0.008004679913938162,0.9932524636387825,0.0,,,,,,
2621440,,,,,,,3.3407270669937135,0.3948989420953408,3.3600258231163025,0.3969331513249723,3.451530315876007,0.40652511133000013
2752512,3.109671488404274,19.000622436404228,0.023297954954614397,0.0065070253222074825,0.9821708109229803,0.0,,,,,,
2752512,,,,,,,3.2159512042999268,0.38165372713498624,3.2355021953582765,0.3837396776575541,3.3301682496070866,0.39378433420387027
2883584,3.3415823206305504,19.653550900518894,0.037055350931041175,0.009817521553486586,0.9995532836765051,0.0,,,,,,
2883584,,,,,,,3.5447545766830446,0.4162060335451545,3.587708866596222,0.4206352712432633,3.949124488830568,0.4571011174102011
3014656,3.17426286265254,18.865345917642117,0.034725570474620326,0.006389776714058826,0.9836201593279839,0.0,,,,,,
3014656,,,,,,,3.2522431373596192,0.38552271018064,3.2879743218421935,0.3893187159256595,3.343808619976044,0.39522401758924364
3145728,3.0945689789950848,18.618125051259995,0.022221957700821804,0.0055698332407700946,0.9866827484220266,0.0,,,,,,
3145728,,,,,,,3.200174117088318,0.3799675847679844,3.2185927629470825,0.3819357903737579,3.2504599952697752,0.385332929166464
3276800,3.0079086162149906,18.93785172700882,0.011072141762269894,0.005206843889027368,0.9722002167254686,0.0,,,,,,
3276800,,,,,,,3.0874408006668093,0.3678463098918372,3.108801209926605,0.370152803157507,3.1773012566566465,0.377518608094745
3407872,2.969350714236498,19.021634206175804,0.014548453789757332,0.0056652367152310035,0.9685860238969326,0.0,,,,,,
3407872,,,,,,,3.096672868728638,0.3688437446093029,3.1355750918388368,0.3730374076066232,3.6087839341163654,0.4228011375625229
3538944,3.0544387847185135,19.03932561725378,0.016358600422790914,0.005776079602583195,0.978027880191803,0.0,,,,,,
3538944,,,,,,,3.1505503177642824,0.3746476962520633,3.187766098976135,0.37863972754057396,3.255865099430084,0.385908097632514
3670016,3.0923258140683174,19.451771683990955,0.00946978887077421,0.005993799761199625,0.9886195342987776,0.0,,,,,,
3670016,,,,,,,3.2091818332672117,0.3809305753476815,3.227032518386841,0.3828365029342329,3.2422045612335206,0.38445387304815015
3801088,3.0863793957978487,19.346098944544792,0.02924232982331887,0.005753448009272688,0.9877107050269842,0.0,,,,,,
3801088,,,,,,,3.1746108293533326,0.37723019813906333,3.2010180830955504,0.3800578459128461,3.2308080053329467,0.38323919730754885
3932160,3.026581410318613,19.32766904681921,0.017037028951563116,0.005401583623097395,0.984974030405283,0.0,,,,,,
3932160,,,,,,,3.1185923337936403,0.3712085258170714,3.1312701225280763,0.37257407675578635,3.156761291027069,0.3753149014868755
4063232,3.01764976978302,19.501555129885674,0.021446514016133733,0.006126145490270574,0.9875801280140877,0.0,,,,,,
4063232,,,,,,,3.1399062156677244,0.37350336571058396,3.199225425720215,0.37986611473318344,3.3269063472747806,0.3934397674174399
4194304,2.9683316498994827,19.264729969203472,0.013120800485012296,0.005512282117706491,0.980306027457118,0.0,,,,,,
4194304,,,,,,,3.070708703994751,0.36603641239177453,3.09083948135376,0.3682136027361882,3.120994167327881,0.371467355842531
4325376,2.9340212643146515,19.756418637931347,0.005979207100608619,0.00580139151406911,0.9819914270192385,0.0,,,,,,
4325376,,,,,,,3.0244894504547117,0.361022530710865,3.0419557929039,0.3629197606529728,3.0685176253318787,0.36579919960095686
4456448,2.9051430243998766,19.82696171104908,0.010906182787039143,0.005923438546233228,0.9930000752210617,0.0,,,,,,
4456448,,,,,,,2.976308727264404,0.3557735589605928,3.0059854865074156,0.3590093272079271,3.055404109954834,0.36437849796503397
4587520,2.8703756127506495,19.24032497406006,0.009402688734553521,0.005052122405686532,0.9787582252174616,0.0,,,,,,
4587520,,,,,,,2.9555999517440794,0.35351053413806466,2.9759885430336,0.3557386013418775,2.982053670883179,0.3564006209443946
4718592,2.9323557540774345,19.731081545352936,0.012807701718884346,0.006257016154449957,0.9939158298075199,0.0,,,,,,
4718592,,,,,,,3.047689366340637,0.36354189874671095,3.0705945253372193,0.3660240522399749,3.103723635673523,0.3696049395093488
4849664,2.912887580692768,19.60300626605749,0.012374817853014974,0.005989769226289354,0.9888299703598022,0.0,,,,,,
4849664,,,,,,,2.994663119316101,0.3577758196109537,3.0172189712524413,0.36023191342528826,3.0683063077926636,0.3657763192124923
4980736,2.8774238731712103,19.829790711402893,0.016530641792996903,0.005689436331522302,0.9915355443954468,0.0,,,,,,
4980736,,,,,,,2.966662049293518,0.3547199010236304,2.980752873420715,0.35625866667627304,3.0101864767074584,0.3594666827242372
5111808,2.9114739522337914,20.18156612664461,0.01733954632163659,0.005852444809534063,0.9977304916828871,0.0,,,,,,
5111808,,,,,,,2.998669743537903,0.3582124616038169,3.0186512231826783,0.36038770248246266,3.0308187770843507,0.36171038153372637
5242880,2.882217785343528,19.562536999583244,0.01379258335691702,0.0059892559474974405,0.9940275084227324,0.0,,,,,,
