collected_frames,failure/rollover,failure/out_of_range,failure/shock_high
131072,0.0001373291015625,4.57763671875e-05,0.0
262144,0.00019073486328125,0.00018310546875,0.0
393216,5.340576171875e-05,7.62939453125e-05,0.0
524288,0.00014495849609375,6.866455078125e-05,0.0
655360,0.00012969970703125,6.103515625e-05,0.0
786432,2.288818359375e-05,7.62939453125e-06,0.0
917504,9.918212890625e-05,0.0,0.0
1048576,0.000213623046875,7.62939453125e-06,0.0
1179648,0.0001983642578125,1.52587890625e-05,0.0
1310720,7.62939453125e-05,7.62939453125e-06,0.0
1441792,9.918212890625e-05,0.0,0.0
1572864,0.00018310546875,2.288818359375e-05,0.0
1703936,0.00025177001953125,7.62939453125e-05,0.0
1835008,0.00029754638671875,0.00016021728515625,0.0
1966080,0.00020599365234375,2.288818359375e-05,0.0
2097152,0.00032806396484375,2.288818359375e-05,0.0
2228224,0.00028228759765625,9.918212890625e-05,0.0
2359296,0.000274658203125,0.000152587890625,0.0
2490368,0.000152587890625,0.000213623046875,0.0
2621440,0.00018310546875,0.0001220703125,0.0
2752512,0.00016021728515625,0.00012969970703125,0.0
2883584,0.00031400014118975904,4.5592526355421684e-05,0.0
3014656,0.00012969970703125,1.52587890625e-05,0.0
3145728,0.0001983642578125,0.0001068115234375,0.0
3276800,0.00011444091796875,0.0001220703125,0.0
3407872,0.000152587890625,0.000152587890625,0.0
3538944,0.00016021728515625,0.0001220703125,0.0
3670016,0.00014495849609375,0.000152587890625,0.0
3801088,0.0001678466796875,0.00016021728515625,0.0
3932160,0.00019073486328125,0.00017547607421875,0.0
4063232,0.0001373291015625,0.000244140625,0.0
4194304,0.00011444091796875,0.00016021728515625,0.0
4325376,0.00020599365234375,0.000274658203125,0.0
4456448,0.00025177001953125,0.00016021728515625,0.0
4587520,0.0001068115234375,0.0001373291015625,0.0
4718592,0.0002288818359375,0.00017547607421875,0.0
4849664,0.00017547607421875,0.00018310546875,0.0
4980736,0.0002288818359375,0.00018310546875,0.0
5111808,0.0001678466796875,0.000213623046875,0.0
5242880,0.0001983642578125,0.0001983642578125,0.0
5373952,0.000152587890625,0.00017547607421875,0.0
5505024,0.00029340996799698797,5.3681522966867467e-05,0.0
5636096,0.000152587890625,0.00011444091796875,0.0
5767168,0.000244140625,0.00016021728515625,0.0
5898240,0.00025177001953125,0.00018310546875,0.0
6029312,0.00017547607421875,0.00022125244140625,0.0
6160384,0.0001373291015625,0.000152587890625,0.0
6291456,0.00022125244140625,0.0001983642578125,0.0
6422528,0.00016021728515625,0.0002593994140625,0.0
6553600,0.000213623046875,0.00017547607421875,0.0
6684672,0.00016021728515625,0.00017547607421875,0.0
6815744,0.00018310546875,0.000152587890625,0.0
6946816,0.00016021728515625,0.0001068115234375,0.0
7077888,0.00014495849609375,0.00018310546875,0.0
7208960,0.00014495849609375,0.000152587890625,0.0
7340032,0.00020599365234375,0.0001983642578125,0.0
7471104,0.00014495849609375,0.000244140625,0.0
7602176,0.00022125244140625,0.00029754638671875,0.0
7733248,0.00025177001953125,0.00019073486328125,0.0
7864320,0.00020599365234375,0.00016021728515625,0.0
7995392,0.0001983642578125,0.00025177001953125,0.0
8126464,0.0002345809017319277,0.0001485433923192771,0.0
8257536,0.00022125244140625,0.00011444091796875,0.0
8388608,0.00025177001953125,0.00029754638671875,0.0
8519680,0.0003814697265625,0.00030517578125,0.0
8650752,0.0003204345703125,0.00031280517578125,0.0
8781824,0.000335693359375,0.000244140625,0.0
8912896,0.0003509521484375,0.00028228759765625,0.0
9043968,0.0003509521484375,0.00019073486328125,0.0
9175040,0.000396728515625,0.00019073486328125,0.0
9306112,0.0003509521484375,0.00017547607421875,0.0
9437184,0.0003814697265625,0.00030517578125,0.0
9568256,0.0004119873046875,0.0001983642578125,0.0
9699328,0.00029754638671875,0.000213623046875,0.0
9830400,0.00040435791015625,0.00018310546875,0.0
9961472,0.00042724609375,0.00034332275390625,0.0
10092544,0.00030517578125,0.00020599365234375,0.0
10223616,0.0004730224609375,0.0002899169921875,0.0
10354688,0.00030517578125,0.0001678466796875,0.0
10485760,0.000396728515625,0.00020599365234375,0.0
10616832,0.00035858154296875,0.000244140625,0.0
10747904,0.00037503529743975904,3.529743975903614e-05,0.0
10878976,0.00037384033203125,3.814697265625e-05,0.0
11010048,0.00037384033203125,0.0001373291015625,0.0
11141120,0.0003814697265625,0.000152587890625,0.0
11272192,0.00040435791015625,0.0002288818359375,0.0
11403264,0.00038909912109375,0.0001678466796875,0.0
11534336,0.00035858154296875,0.000274658203125,0.0
11665408,0.00043487548828125,0.00018310546875,0.0
11796480,0.00038909912109375,0.0001678466796875,0.0
11927552,0.00045013427734375,0.0001983642578125,0.0
12058624,0.0004730224609375,0.0002288818359375,0.0
12189696,0.00049591064453125,0.00025177001953125,0.0
12320768,0.00045013427734375,0.00026702880859375,0.0
12451840,0.0004425048828125,0.000244140625,0.0
12582912,0.00052642822265625,0.00038909912109375,0.0
12713984,0.00054931640625,0.000396728515625,0.0
12845056,0.0005950927734375,0.00031280517578125,0.0
12976128,0.00069427490234375,0.0003204345703125,0.0
13107200,0.000640869140625,0.00035858154296875,0.0
13238272,0.0007476806640625,0.00035858154296875,0.0
13369344,0.0008927310805722892,0.00018310546875,0.0
13500416,0.0007781982421875,0.00011444091796875,0.0
13631488,0.000823974609375,0.000213623046875,0.0
13762560,0.00084686279296875,0.0001678466796875,0.0
13893632,0.0008087158203125,0.0001678466796875,0.0
14024704,0.00086212158203125,0.00017547607421875,0.0
14155776,0.000885009765625,0.00017547607421875,0.0
14286848,0.00078582763671875,0.00026702880859375,0.0
14417920,0.00089263916015625,0.0001678466796875,0.0
14548992,0.00089263916015625,0.0003662109375,0.0
14680064,0.00093841552734375,0.0001983642578125,0.0
14811136,0.00103759765625,0.000335693359375,0.0
14942208,0.00101470947265625,0.000244140625,0.0
15073280,0.0009918212890625,0.00023651123046875,0.0
15204352,0.00101470947265625,0.000274658203125,0.0
15335424,0.0010223388671875,0.00029754638671875,0.0
15466496,0.001007080078125,0.00028228759765625,0.0
15597568,0.00106048583984375,0.00030517578125,0.0
15728640,0.001068115234375,0.0002288818359375,0.0
15859712,0.00103759765625,0.00028228759765625,0.0
15990784,0.0011346656155873493,0.00021913827183734938,0.0
16121856,0.00098419189453125,0.0002593994140625,0.0
16252928,0.0009918212890625,0.0003662109375,0.0
16384000,0.00109100341796875,0.00035858154296875,0.0
16515072,0.00098419189453125,0.00029754638671875,0.0
16646144,0.00093841552734375,0.000274658203125,0.0
16777216,0.0009918212890625,0.00031280517578125,0.0
16908288,0.00099945068359375,0.0002288818359375,0.0
17039360,0.000946044921875,0.00023651123046875,0.0
17170432,0.00107574462890625,0.00028228759765625,0.0
17301504,0.001007080078125,0.00028228759765625,0.0
17432576,0.00098419189453125,0.00030517578125,0.0
17563648,0.0010528564453125,0.0003814697265625,0.0
17694720,0.00106048583984375,0.00023651123046875,0.0
17825792,0.0010833740234375,0.00022125244140625,0.0
17956864,0.0011138916015625,0.00026702880859375,0.0
18087936,0.00106048583984375,0.00023651123046875,0.0
18219008,0.0011444091796875,0.00031280517578125,0.0
18350080,0.00110626220703125,0.00022125244140625,0.0
18481152,0.00104522705078125,0.000244140625,0.0
18612224,0.0012685017413403615,0.00013604221573795182,0.0
18743296,0.00099945068359375,0.00016021728515625,0.0
18874368,0.0012664794921875,0.0002899169921875,0.0
19005440,0.00119781494140625,0.000244140625,0.0
19136512,0.00115203857421875,0.0002288818359375,0.0
19267584,0.00118255615234375,0.00020599365234375,0.0
19398656,0.00121307373046875,0.000244140625,0.0
19529728,0.0012359619140625,0.00028228759765625,0.0
19660800,0.0011138916015625,0.00034332275390625,0.0
19791872,0.00112152099609375,0.00048828125,0.0
19922944,0.001068115234375,0.00048065185546875,0.0
20054016,0.0010986328125,0.00040435791015625,0.0
20185088,0.00110626220703125,0.0004119873046875,0.0
20316160,0.00103759765625,0.00026702880859375,0.0
20447232,0.00099945068359375,0.00020599365234375,0.0
20578304,0.0011138916015625,0.00019073486328125,0.0
20709376,0.00107574462890625,0.00018310546875,0.0
20840448,0.0009765625,0.00022125244140625,0.0
20971520,0.0009307861328125,0.0001983642578125,0.0
21102592,0.00098419189453125,0.0001678466796875,0.0
21233664,0.0011228998023343373,0.00010883377259036144,0.0
21364736,0.0010833740234375,0.00011444091796875,0.0
21495808,0.00096893310546875,0.0001373291015625,0.0
21626880,0.00087738037109375,0.000213623046875,0.0
21757952,0.0009765625,0.00028228759765625,0.0
21889024,0.00096893310546875,0.0001678466796875,0.0
22020096,0.00087738037109375,0.00022125244140625,0.0
22151168,0.00101470947265625,0.00023651123046875,0.0
22282240,0.00096893310546875,0.00029754638671875,0.0
22413312,0.0009307861328125,0.00031280517578125,0.0
22544384,0.00096893310546875,0.000274658203125,0.0
22675456,0.0009918212890625,0.0002288818359375,0.0
22806528,0.00093841552734375,0.000213623046875,0.0
22937600,0.00107574462890625,0.00023651123046875,0.0
23068672,0.00102996826171875,0.0002288818359375,0.0
23199744,0.001129150390625,0.0002593994140625,0.0
23330816,0.001007080078125,0.000244140625,0.0
23461888,0.00119781494140625,0.0002593994140625,0.0
23592960,0.00106048583984375,0.00032806396484375,0.0
23724032,0.0011138916015625,0.000274658203125,0.0
23855104,0.0014030732304216868,0.00015736775225903615,0.0
23986176,0.00119781494140625,0.00029754638671875,0.0
24117248,0.0012664794921875,0.00034332275390625,0.0
24248320,0.0012359619140625,0.0003509521484375,0.0
24379392,0.001129150390625,0.00035858154296875,0.0
24510464,0.0010986328125,0.0002593994140625,0.0
24641536,0.00110626220703125,0.00023651123046875,0.0
24772608,0.0009613037109375,0.00028228759765625,0.0
24903680,0.0010833740234375,0.00025177001953125,0.0
25034752,0.00103759765625,0.000152587890625,0.0
25165824,0.00106048583984375,0.00022125244140625,0.0
25296896,0.00112152099609375,0.00023651123046875,0.0
25427968,0.0009765625,0.00020599365234375,0.0
25559040,0.0011749267578125,0.0001983642578125,0.0
25690112,0.001129150390625,0.0001678466796875,0.0
25821184,0.0010986328125,0.0003204345703125,0.0
25952256,0.00109100341796875,0.000152587890625,0.0
26083328,0.0010833740234375,0.0002593994140625,0.0
26214400,0.00122833251953125,0.0003814697265625,0.0
26345472,0.00115966796875,0.0002899169921875,0.0
26476544,0.0011971714984939758,0.00026473079819277107,0.0
26607616,0.0011749267578125,0.00034332275390625,0.0
