collected_frames,shock/accel_magnitude,shock/accel_magnitude_max,shock/accel_magnitude_min,shock/shock_normalised,shock/shock_normalised_max,shock/shock_normalised_min
65536,16.543716326355934,65.96684393286705,0.6948617916787043,0.5822965041734278,0.9963530944660306,0.034658486023545265
131072,13.230123102664948,66.46128511428833,0.5515406334889121,0.5094808577559888,0.9944066219031811,0.027565653435885906
196608,11.771820425987244,76.09594720602036,0.5167051031021401,0.4699206075165421,0.9940050467848778,0.025826478376984596
262144,10.586275614798069,57.464002430438995,0.43458114500390366,0.43632365413941443,0.9903130372986197,0.021723981015384197
327680,10.02181150764227,55.306470185518265,0.34750216238899156,0.4163791888859123,0.9880364378914237,0.017372528091073036
393216,9.33393768966198,57.88128677010536,0.30128395842621103,0.39185926248319447,0.9868138395249844,0.015062222257256508
458752,12.93260669708252,62.98448982834816,0.3219627444341313,0.4864763047080487,0.9949023826047778,0.016095947474241257
524288,9.5851064696908,57.91973960399628,0.2615365908422973,0.39491523848846555,0.9914733404293656,0.013075496070086956
589824,8.06724151968956,52.273829966783524,0.16741425008513033,0.3438072132412344,0.9846969908103347,0.008370380848646164
655360,7.43571412563324,55.08044046163559,0.17732281517237425,0.3191696882713586,0.9882231894880533,0.008865771815180779
720896,6.821901563555002,52.91724571585655,0.14270466020388994,0.2967557217925787,0.985754775814712,0.007135043852031231
786432,9.772291924804449,57.344883263111115,0.1399645224082633,0.39109630207531154,0.9907025536522269,0.006998024880886078
851968,7.47360322624445,64.40722450613976,0.16422654784400947,0.3216723545920104,0.9875259706750512,0.008211048319935799
917504,6.564820550382137,49.615909934043884,0.12466531978861894,0.2891765877138823,0.9781361855566502,0.006233135238289833
983040,6.225804731249809,46.67700037360191,0.10606386662038858,0.27626353478990495,0.9709032047539949,0.005303097888827324
1048576,5.966594260185957,45.49989706277847,0.09867674582346808,0.26704438077285886,0.9703064300119877,0.004933773539960384
1114112,8.390439428389072,56.938052505254745,0.13362635046360083,0.34529619943350554,0.9886163370683789,0.006681137718260288
1179648,6.414897162467241,46.154796332120895,0.093987294130784,0.2844746266491711,0.9722929066047072,0.0046992795541882515
1245184,6.239815428853035,48.201309874653816,0.08775052670534933,0.27607041387818754,0.9758067196235061,0.004387465305626392
1310720,6.264458637684584,48.72448015213013,0.09188716451171786,0.2768014403991401,0.9765756381675601,0.004594291560351849
1376256,6.183426387608051,49.531816214323044,0.09324620108964154,0.2732972993981093,0.9780893521383405,0.004662238992750645
1441792,9.313477493822575,59.47715836763382,0.12097720782912802,0.3767694605048746,0.990864235907793,0.0060487063601613045
1507328,6.671473499387503,49.10085417330265,0.13901367917424068,0.2928713362198323,0.9790679980069399,0.006950494833290577
1572864,6.21565468609333,47.53415338695049,0.11780809631454758,0.2744328409899026,0.9749908177182078,0.0058902958407998085
1638400,5.847469728440046,48.12601260840893,0.0975390974781476,0.25939706165809184,0.9763850327581167,0.004876887425780296
1703936,5.688344769179821,47.63753569126129,0.08979284038650803,0.2532162823481485,0.9743195660412312,0.004489597864449024
1769472,8.591120444238186,58.0159949362278,0.11886695211433107,0.35069200256839395,0.9904252085834742,0.0059432219713926315
1835008,6.116143103688955,48.288496911525726,0.11278878454322694,0.27041924104560167,0.9769006809219718,0.005639334209263325
1900544,5.386130169034004,48.92583020031452,0.10291476359998342,0.24047428730409592,0.977532060816884,0.005145643837749958
1966080,5.000019293278456,45.908334106206894,0.09565119625040097,0.2262400797335431,0.9682811694219708,0.004782499745488167
2031616,4.948706727474928,44.37790624797344,0.09898061407147907,0.22474531957414,0.9638827228918672,0.00494895875453949
2097152,9.853487633168697,61.39189839363098,0.2774818347534165,0.39215695741586387,0.992251118645072,0.013872568495571613
2162688,6.152999754995108,56.18902391195297,0.14845752338442253,0.2680503926239908,0.9865954807028174,0.007422632537782192
2228224,5.568199820816517,53.079104363918304,0.13764997878752183,0.24468976794742048,0.9843251341953874,0.006882337853312492
2293760,5.063436698168516,46.87958984076977,0.12392735286994139,0.2272178779821843,0.9725401112809777,0.006196243688464165
2359296,4.780316304415464,45.6315042078495,0.10735255698818946,0.21636806870810688,0.9686559913679957,0.005367548204958439
2424832,9.571305248886347,58.203360706567764,0.19261563822510652,0.3860875063110143,0.9903876222670078,0.009630323387682438
2490368,6.62286439165473,49.94994309544563,0.12983544803864788,0.28851701272651553,0.9803928462788463,0.006491619162261486
2555904,5.89852824434638,49.818044275045395,0.12062887795036659,0.25960151688195765,0.979196161031723,0.006031332537531853
2621440,5.472940627485514,46.7319870442152,0.10115676891291514,0.24414763983804733,0.9733357783406973,0.005057762376964092
2686976,5.152332812547684,45.03373599052429,0.08187995781554491,0.2325192125281319,0.968058317899704,0.004093954339623451
2752512,8.5956149995327,55.686248391866684,0.15391083255235571,0.3540939758531749,0.9883140316233039,0.007695275358855724
2818048,6.822079744189978,43.99903033673763,0.14025006821611896,0.301781237591058,0.9678374184295535,0.007012305781245232
2883584,5.995685014873743,42.226596131920815,0.1300332208920736,0.2698329316917807,0.961519562639296,0.006501496769487858
2949120,5.783377010375261,42.706989109516144,0.10344792253454216,0.2610003981972113,0.9613942401483655,0.005172320641577244
3014656,6.007235273718834,47.2575736194849,0.11436627568036783,0.26738032465800643,0.9711645422503352,0.005718206986784935
3080192,8.607392366975546,58.48506215214729,0.15174998773727566,0.3524440953042358,0.9900950100272894,0.00758725218474865
3145728,6.530930180102587,50.25372424721718,0.13169701551669277,0.28671915573067963,0.97757488489151,0.0065846992656588554
3211264,5.715946841984987,49.19150622189045,0.1112701940437546,0.2546353326179087,0.9752378948032856,0.005563405342400074
3276800,5.438891172409058,49.30462598800659,0.10669455969764385,0.24345901003107429,0.9750965628772974,0.00533464178442955
3342336,5.326929599046707,49.09623530507088,0.07413161832664628,0.2384835360571742,0.9760899962857366,0.0037065409123897552
3407872,8.862756211310625,55.06564939022064,0.12613668286940083,0.3656397832091898,0.9868874289095402,0.006306659430265427
3473408,6.560726560652256,47.23213143646717,0.1216147578379605,0.2890306308399886,0.975148094817996,0.006080612540245056
3538944,5.9544418677687645,47.090928331017494,0.11027794804249424,0.26517761347349733,0.9735484812408686,0.005513807758688927
3604480,5.645315665751696,45.2933818846941,0.11792766039434355,0.2535894252359867,0.968169592320919,0.005896269343793392
3670016,5.804386783391237,45.88257655501366,0.1181745953454083,0.2599591283360496,0.9690499315038323,0.005908618681132793
3735552,7.918961942195892,52.70129042863846,0.1266264020378003,0.33337931940332055,0.984931917861104,0.0063311876729130745
3801088,6.387175872921944,46.59952859580517,0.12502465415309416,0.2842155690304935,0.9708045581355691,0.006251085549592972
3866624,5.982215266674757,46.86804895102978,0.11482794187395484,0.2676131103653461,0.9719678666442633,0.0057412851601839066
3932160,5.85210145264864,44.34211312234402,0.0976127485773759,0.2627782562049106,0.9651641258969903,0.004880573600530624
3997696,5.882189553231001,43.4126190841198,0.10982956585939974,0.2644105236977339,0.9645714666694403,0.005491392686963081
4063232,7.651219602674246,53.883563697338104,0.13352062074409332,0.32405252126045525,0.985170304775238,0.006675851531326771
4128768,6.359652426093817,45.25393910706043,0.1175523767597042,0.28382979333400726,0.9671033462509513,0.00587751530110836
4194304,6.113560948520899,44.18918927013874,0.11735853008576669,0.2749989340081811,0.9656355027109385,0.005867800675332546
4259840,6.259869739413261,46.287815660238266,0.12094686762429774,0.27875088318251073,0.9724640995264053,0.006047201342880726
4325376,6.2727880254387856,47.3524444848299,0.11376485993969254,0.27854929119348526,0.9734506271779537,0.005688133649528027
4390912,7.416152890771627,52.92322680354118,0.12347374037199188,0.3174326126463711,0.9857620000839233,0.006173552013933659
4456448,6.451223757117987,43.11035072803497,0.11745010190497851,0.28735837363637984,0.9649078026413918,0.005872376263141632
4521984,6.166804797947407,43.9927633702755,0.09612794269196456,0.2767486956436187,0.9645690163597465,0.004806330427527428
4587520,6.514240577816963,46.10762429237366,0.11869446310447529,0.28926444076932967,0.9723065486177802,0.005934548564255238
4653056,6.318715896457434,43.49932172894478,0.1134661847318057,0.28329181764274836,0.964062511920929,0.005673195235431194
4718592,7.529761269688606,50.84400340914726,0.15914210218761582,0.3229343688581139,0.9828420775011182,0.007956817746162415
4784128,6.560980346053839,47.995284005999565,0.14405867875029799,0.2924862706568092,0.9727723095566034,0.007202738896012306
4849664,6.31532260030508,45.31595195829868,0.11919866917014588,0.2833628859370947,0.963521383702755,0.005959800444543362
4915200,6.774639204144478,46.342903420329094,0.14303174147789832,0.3000518246553838,0.9704498033970594,0.007151374593377113
4980736,6.686913229525089,45.46940851211548,0.10192101396387443,0.2966716883238405,0.9717799052596092,0.005095953121781349
5046272,8.000235047191381,51.34002274274826,0.1571521176956594,0.3394648318644613,0.9839645167812705,0.00785730592906475
5111808,6.819026965647936,46.47079390287399,0.09879906626156298,0.30198595277033746,0.9732198435813189,0.004939858801662922
5177344,6.205149799585342,44.09837767481804,0.08396417952462798,0.2782803475856781,0.9654120774939656,0.004198147915303707
5242880,6.2634889259934425,45.69339203834534,0.09183879995543975,0.2785100843757391,0.9714678954333067,0.004591860808432102
5308416,6.2342619597911835,49.418148800730705,0.09704640001291409,0.2775603197515011,0.9722209265455604,0.0048522502183914185
5373952,7.713913127779961,53.694651901721954,0.12230119809828466,0.32750357198528945,0.9850093368440866,0.00611492246389389
5439488,6.96241344884038,47.35229639708996,0.1143446932110237,0.30588157195597887,0.976644879207015,0.005717133171856403
5505024,6.695677153766155,63.00872594118118,0.12735045402587275,0.29369873018004,0.9817243004217744,0.0063673947006464005
5570560,6.433478392660618,46.83844129741192,0.08029444257408613,0.2852190244011581,0.9734844956547022,0.004014665260910988
5636096,6.388264574110508,49.008458241820335,0.05782913984148763,0.28282892354764044,0.976759453304112,0.002891426905989647
5701632,7.379232797771692,51.04714189469814,0.10911284447502112,0.31608135416172445,0.9822198916226625,0.005455546081066132
5767168,6.4146276749670506,43.470405891537666,0.10368265213037375,0.28580867033451796,0.9664207920432091,0.0051840441301465034
5832704,5.906312022358179,44.53577549755573,0.09452454209531425,0.2661086197476834,0.9665261879563332,0.004726158455014229
5898240,5.951286219060421,46.55073530972004,0.08484154611505801,0.2660464547807351,0.973350727930665,0.004242022521793842
5963776,6.031392112374306,45.724975407123566,0.09982072703860467,0.26956325373612344,0.9714680910110474,0.004990960471332073
6029312,7.450149446725845,53.17479081451893,0.09587998119241092,0.3172412358690053,0.984258845448494,0.004793926142156124
6094848,6.23011352494359,45.03391781449318,0.11269905402878067,0.2779211071319878,0.968363611958921,0.005634850822389126
6160384,5.91151986271143,46.6459696739912,0.10368386230402393,0.2646310699637979,0.9697880977764726,0.0051841093227267265
6225920,5.9983361922204494,46.79753357172012,0.09573655404165038,0.26736895681824535,0.9694319916889071,0.004786749370396137
6291456,5.8995999954640865,45.28162698447704,0.0832900080786203,0.2639984533889219,0.967375535517931,0.004164458252489567
6356992,7.585319634526968,51.97892768681049,0.12075945042306557,0.3227932909503579,0.983390019275248,0.006037827581167221
6422528,6.512491796165705,47.55499151349068,0.1302423442248255,0.28778294124640524,0.9758275216445327,0.006511975079774857
6488064,6.03708766028285,45.91628709435463,0.11027187333093025,0.26988301146775484,0.9698294410482049,0.005513489246368408
6553600,5.925180125981569,47.02279540896416,0.08925789067870937,0.26503515325021,0.9730022186413407,0.004462842829525471
6619136,5.890125583857298,49.97871509194374,0.09133633236342575,0.2630852295551449,0.9756573671475053,0.0045667607337236404
6684672,7.509834609925747,52.11071306467056,0.1493186720617814,0.32157080597244203,0.9831508165225387,0.007465708069503307
6750208,6.355989556759596,43.70521758496761,0.12780905803811038,0.2845453389454633,0.9631317919120193,0.006390303373336792
6815744,6.060067985206842,43.722323790192604,0.12253149795287754,0.2731197359971702,0.9617293225601315,0.006126446649432182
6881280,6.1930710300803185,43.021229669451714,0.11639670597651275,0.27775420621037483,0.9637226862832904,0.005819730460643768
