collected_frames,train/mean_reward,train/mean_state_value,train/value_minus_reward,train/mean_advantage_GAE,train/mean_action_sample_log_prob,train/mean_critic_loss,train/mean_objective_loss,train/mean_entropy_loss,train/mean_entropy,train/mean_kl_approx,train/mean_clip_fraction,train/mean_advantage,train/std_advantage,train/total_grad_norm,train/policy_operator_lr,train/value_operator_lr,train/action_bonus_coef
14417920,-0.006539519876241684,-4.771628379821777,-4.765088859945536,-0.2157868593931198,-3.4042186737060547,2.0906424522399902,-0.08155140280723572,-0.1712939441204071,3.4258785247802734,0.024163948372006416,0.365478515625,-0.2157868593931198,10.180593490600586,3.8924877643585205,0.0004575544345376701,0.00218762057015492,2.966474245637227
14483456,0.004487148951739073,-4.260853290557861,-4.2653404395096,0.3185538649559021,-3.399899482727051,1.969968557357788,-0.07700582593679428,-0.17048238217830658,3.4096477031707764,0.03184190392494202,0.355224609375,0.3185538649559021,9.648880004882812,3.1610324382781982,0.0004574413650727926,0.002187079971990961,2.96632271440187
14548992,0.04423000290989876,0.3809482157230377,0.33671821281313896,-0.7508201003074646,-3.409578800201416,2.821608543395996,-0.0808807760477066,-0.1691596508026123,3.383192539215088,0.023589078336954117,0.363037109375,-0.7508201003074646,10.571354866027832,4.600176811218262,0.00045732829560791505,0.002186539373827002,2.9661711909069197
14614528,0.005027859937399626,-2.8344807624816895,-2.839508622419089,-0.5919830799102783,-3.3867945671081543,2.086888551712036,-0.08125673979520798,-0.1700509786605835,3.40101957321167,0.021940119564533234,0.34521484375,-0.5919830799102783,10.351849555969238,7.510128021240234,0.0004572152261430376,0.0021859987756630427,2.96601967515198
14680064,-0.011562652885913849,-2.8711531162261963,-2.8595904633402824,-0.6189712882041931,-3.3838119506835938,1.8579179048538208,-0.07508976757526398,-0.17097324132919312,3.4194650650024414,0.024810034781694412,0.34228515625,-0.6189712882041931,9.743106842041016,3.2107551097869873,0.00045710215667816006,0.0021854581774990835,2.9658681671366556
14745600,-0.015360514633357525,-2.8299498558044434,-2.814589341171086,-0.39520400762557983,-3.404679775238037,2.299813747406006,-0.0784558430314064,-0.16988486051559448,3.3976967334747314,0.0272807776927948,0.355224609375,-0.39520400762557983,10.840553283691406,13.313027381896973,0.00045698908721328253,0.0021849175793351243,2.9657166668605512
14811136,0.002634060801938176,-2.4450647830963135,-2.4476988438982517,-0.3613007664680481,-3.402796983718872,2.1198973655700684,-0.07301940023899078,-0.16976454854011536,3.3952910900115967,0.025998003780841827,0.35400390625,-0.3613007664680481,10.59803581237793,3.9773244857788086,0.00045687601774840506,0.002184376981171165,2.965565174323271
14876672,0.03367447480559349,2.2102556228637695,2.176581148058176,-0.5255900621414185,-3.4185423851013184,3.2949764728546143,-0.0725257396697998,-0.16984041035175323,3.39680814743042,0.01668202131986618,0.32763671875,-0.5255900621414185,11.843070983886719,5.598427772521973,0.0004567629482835276,0.002183836383007206,2.965413689524421
14942208,0.001371724996715784,-1.2807477712631226,-1.2821194962598383,-0.7670654058456421,-3.397718906402588,2.0035276412963867,-0.0782550722360611,-0.17137691378593445,3.4275379180908203,0.02784603089094162,0.362060546875,-0.7670654058456421,10.290824890136719,8.021466255187988,0.0004566498788186501,0.002183295784843247,2.9652622124636046
15007744,-0.01419493742287159,-2.4734580516815186,-2.459263114258647,-0.6727890968322754,-3.415225028991699,1.9897490739822388,-0.08231118321418762,-0.16930913925170898,3.3861827850341797,0.033148497343063354,0.372314453125,-0.6727890968322754,9.520962715148926,7.298756122589111,0.0004565368093537726,0.0021827551866792877,2.9651107431404267
15073280,-0.0010790340602397919,-2.22367787361145,-2.2225988395512104,0.018289197236299515,-3.4051764011383057,1.8988685607910156,-0.08180342614650726,-0.17009088397026062,3.401817560195923,0.0358431451022625,0.38427734375,0.018289197236299515,9.997515678405762,3.595505714416504,0.0004564237398888951,0.0021822145885153285,2.964959281554493
15138816,0.0017950162291526794,-1.9115080833435059,-1.9133030995726585,-0.6752747297286987,-3.409518003463745,2.1179251670837402,-0.08145423233509064,-0.17078422009944916,3.415684700012207,0.026720384135842323,0.366943359375,-0.6752747297286987,9.773651123046875,4.993088722229004,0.0004563106704240176,0.0021816739903513693,2.964807827705407
15204352,0.033819831907749176,-0.8852142095565796,-0.9190340414643288,0.24374112486839294,-3.4242732524871826,2.7801599502563477,-0.07176604121923447,-0.17226389050483704,3.445277690887451,0.02647300995886326,0.33837890625,0.24374112486839294,10.597406387329102,10.108555793762207,0.0004561976009591401,0.00218113339218741,2.964656381592774
15269888,-0.010581486858427525,-2.722254514694214,-2.7116730278357863,-0.6392483711242676,-3.4244539737701416,1.7910442352294922,-0.08075977116823196,-0.17152978479862213,3.430595874786377,0.025552133098244667,0.36962890625,-0.6392483711242676,10.056384086608887,3.446176528930664,0.0004560845314942626,0.002180592794023451,2.964504943216199
15335424,-0.006671285722404718,-3.3527398109436035,-3.346068525221199,-0.41219621896743774,-3.4084668159484863,1.7288720607757568,-0.08293354511260986,-0.16929034888744354,3.3858070373535156,0.030109211802482605,0.382080078125,-0.41219621896743774,9.12504768371582,5.015566825866699,0.0004559714620293851,0.002180052195859492,2.964353512575287
15400960,-0.007508068345487118,-3.883448839187622,-3.875940770842135,0.0005794204771518707,-3.420093297958374,2.058344602584839,-0.08095555007457733,-0.171593576669693,3.4318714141845703,0.03441588580608368,0.375244140625,0.0005794204771518707,9.848999977111816,7.661169052124023,0.00045585839256450755,0.0021795115976955327,2.964202089669643
15466496,0.001979079097509384,-3.329406261444092,-3.331385340541601,-0.06762447953224182,-3.416898012161255,2.0895044803619385,-0.08516320586204529,-0.172169491648674,3.443389654159546,0.022351901978254318,0.369873046875,-0.06762447953224182,9.810542106628418,4.708696365356445,0.00045574532309963,0.0021789709995315735,2.964050674498871
