collected_frames,torque/flipper_torque_FL,torque/flipper_torque_FL_max,torque/flipper_torque_FL_min,torque/flipper_torque_FR,torque/flipper_torque_FR_max,torque/flipper_torque_FR_min,torque/flipper_torque_RL,torque/flipper_torque_RL_max,torque/flipper_torque_RL_min,torque/flipper_torque_RR,torque/flipper_torque_RR_max,torque/flipper_torque_RR_min,torque/flipper_contact_FL,torque/flipper_contact_FL_max,torque/flipper_contact_FR,torque/flipper_contact_FR_max,torque/flipper_contact_RL,torque/flipper_contact_RL_max,torque/flipper_contact_RR,torque/flipper_contact_RR_max
5898240,752.8801016807556,1000.0,4.494980335235596,749.569155216217,1000.0,4.15505738556385,750.411039352417,1000.0,3.4297537207603455,766.324481010437,1000.0,4.534282565116882,0.7528801113367081,1.0,0.7495691715739667,1.0,0.7504110485315323,1.0,0.766324495896697,1.0
5963776,751.7401003837585,1000.0,3.586629793047905,747.9861030578613,1000.0,3.675721289590001,754.9085021018982,1000.0,3.7519125677645206,765.1357617378235,1000.0,3.842440128326416,0.751740112900734,1.0,0.7479861094616354,1.0,0.754908514674753,1.0,0.765135770663619,1.0
6029312,750.4843077659607,1000.0,3.9460332272574306,751.5663328170776,1000.0,3.9219318833202124,759.2344784736633,1000.0,3.414137840270996,763.9390916824341,1000.0,3.582379061728716,0.7504843212664127,1.0,0.7515663378871977,1.0,0.7592344949953258,1.0,0.7639391012489796,1.0
6094848,755.8707809448242,1000.0,3.9712025839835405,751.4548101425171,1000.0,3.96856648940593,761.8166813850403,1000.0,3.852253943681717,768.064121723175,1000.0,3.4184339651837945,0.7558707934804261,1.0,0.7514548217877746,1.0,0.7618166920728981,1.0,0.7680641277693212,1.0
6160384,747.075656414032,1000.0,3.8886780999600887,746.43022108078,1000.0,3.791314081288874,758.6019926071167,1000.0,3.8997748121619225,767.0977964401245,1000.0,3.662744808010757,0.7470756685361266,1.0,0.7464302345179021,1.0,0.7586020031012595,1.0,0.7670978088863194,1.0
6225920,736.606602191925,1000.0,3.1348523907363415,743.4687962532043,1000.0,4.189540443941951,752.2275342941284,1000.0,3.6721591614186764,766.1029391288757,1000.0,3.464013833552599,0.7366066095419228,1.0,0.7434688122011721,1.0,0.7522275475785136,1.0,0.7661029468290508,1.0
6291456,733.3427581787109,1000.0,3.910332452505827,745.0715446472168,1000.0,3.6738301143050194,751.0365891456604,1000.0,3.168138977140188,767.2625665664673,1000.0,3.4956545755267143,0.7333427746780217,1.0,0.7450715587474406,1.0,0.7510366044007242,1.0,0.7672625756822526,1.0
6356992,741.9766874313354,1000.0,3.814670730382204,746.357090473175,1000.0,3.1714856326580048,755.6973304748535,1000.0,3.3096474558115005,767.5511546134949,1000.0,3.8632493019104004,0.7419766942039132,1.0,0.746357103344053,1.0,0.7556973430328071,1.0,0.7675511590205133,1.0
6422528,738.5012211799622,1000.0,4.223156685009599,741.8099136352539,1000.0,4.15970491245389,755.0903463363647,1000.0,3.7445565052330494,771.0558047294617,1000.0,4.151368468999863,0.7385012367740273,1.0,0.741809933912009,1.0,0.7550903586670756,1.0,0.7710558148100972,1.0
6488064,729.7634711265564,1000.0,3.5644515082240105,735.4007625579834,1000.0,3.3824142813682556,754.3726511001587,1000.0,3.3130029067397118,771.481246471405,1000.0,4.501196917146444,0.7297634878195822,1.0,0.7354007693938911,1.0,0.7543726628646255,1.0,0.7714812513440847,1.0
6553600,728.3912982940674,1000.0,3.806851577013731,735.9027967453003,1000.0,3.4484910927712917,749.3679895401001,1000.0,3.5680176485329866,768.2730088233948,1000.0,3.9849038012325764,0.7283913143910468,1.0,0.7359028030186892,1.0,0.7493679979816079,1.0,0.7682730201631784,1.0
6619136,729.4216666221619,1000.0,3.4652594849467278,739.5679440498352,1000.0,3.7308330107480288,748.0279026031494,1000.0,3.722561329603195,762.2348294258118,1000.0,4.397077118046582,0.7294216803275049,1.0,0.7395679545588791,1.0,0.748027918394655,1.0,0.7622348386794329,1.0
6684672,743.7909154891968,1000.0,4.184998385608196,748.0884103775024,1000.0,3.1057195514440536,757.1101207733154,1000.0,4.052002750337124,758.7863693237305,1000.0,4.184008378535509,0.7437909250147641,1.0,0.7480884231626987,1.0,0.7571101342327893,1.0,0.7587863788940012,1.0
6750208,743.0906219482422,1000.0,3.5726338252425194,746.2819504737854,1000.0,3.6048274263739586,757.5601577758789,1000.0,3.35573872923851,760.8870162963867,1000.0,3.8847380466759205,0.7430906258523464,1.0,0.7462819656357169,1.0,0.7575601642020047,1.0,0.7608870235271752,1.0
6815744,736.2056775093079,1000.0,3.3721129652112722,748.7448348999023,1000.0,3.3148149913176894,753.1496682167053,1000.0,4.180299945175648,761.2293386459351,1000.0,3.6475651897490025,0.7362056942656636,1.0,0.7487448481842875,1.0,0.7531496817246079,1.0,0.7612293479032815,1.0
6881280,737.9964399337769,1000.0,3.665733303874731,751.5258498191833,1000.0,3.78171306848526,748.5850429534912,1000.0,3.2591097690165043,764.0810089111328,1000.0,4.588341869413853,0.7379964487627149,1.0,0.7515258626081049,1.0,0.7485850565135479,1.0,0.7640810194425285,1.0
6946816,742.0359697341919,1000.0,3.0813216269016266,749.8895168304443,1000.0,3.420520104467869,748.5917868614197,1000.0,3.592957643792033,765.1210565567017,1000.0,3.9940666323527694,0.7420359803363681,1.0,0.749889531172812,1.0,0.7485917983576655,1.0,0.7651210706681013,1.0
7012352,748.801607131958,1000.0,3.473951756954193,752.2373909950256,1000.0,3.1457598824054003,755.6412420272827,1000.0,4.092886881902814,766.472852230072,1000.0,4.168988328427076,0.7488016155548394,1.0,0.7522374032996595,1.0,0.7556412518024445,1.0,0.7664728579111397,1.0
7077888,747.5642199516296,1000.0,3.449791317805648,755.2191796302795,1000.0,3.6331911124289036,754.8907794952393,1000.0,3.747572271153331,763.422966003418,1000.0,3.725253105163574,0.7475642245262861,1.0,0.7552191908471286,1.0,0.7548907892778516,1.0,0.7634229762479663,1.0
7143424,744.1876850128174,1000.0,3.4546181075274944,749.1043119430542,1000.0,3.4501824993640184,749.0720844268799,1000.0,3.6841294392943382,764.3282027244568,1000.0,3.3747543171048164,0.7441876973025501,1.0,0.7491043210029602,1.0,0.749072099570185,1.0,0.7643282180652022,1.0
7208960,742.6977872848511,1000.0,3.531694259494543,749.3433485031128,1000.0,4.041702803224325,752.4338707923889,1000.0,3.948781296610832,763.9363646507263,1000.0,3.9696273971349,0.7426978033035994,1.0,0.7493433570489287,1.0,0.7524338839575648,1.0,0.7639363761991262,1.0
7274496,739.4209957122803,1000.0,3.5616497173905373,745.6561069488525,1000.0,3.2795067355036736,751.5522775650024,1000.0,4.285246457904577,764.2609910964966,1000.0,4.00190195441246,0.7394210095517337,1.0,0.7456561247818172,1.0,0.7515522874891758,1.0,0.7642609984613955,1.0
7340032,747.3445358276367,1000.0,3.2604641281068325,745.7998337745667,1000.0,3.8184150084853172,755.0976748466492,1000.0,3.8266431987285614,768.1844615936279,1000.0,3.6853911355137825,0.7473445436917245,1.0,0.7457998441532254,1.0,0.7550976877100766,1.0,0.7681844723410904,1.0
7405568,750.8824443817139,1000.0,3.7943385504186153,749.6746988296509,1000.0,4.02883742749691,759.173412322998,1000.0,4.087276352569461,772.0398845672607,1000.0,3.7693784423172474,0.7508824486285448,1.0,0.7496747141703963,1.0,0.7591734230518341,1.0,0.7720398968085647,1.0
7471104,742.6517457962036,1000.0,3.9925019573420286,739.6129078865051,1000.0,3.0631292797625065,751.073230266571,1000.0,2.9940787479281425,766.3813915252686,1000.0,3.8310032170265913,0.7426517545245588,1.0,0.7396129183471203,1.0,0.7510732486844063,1.0,0.7663814048282802,1.0
7536640,737.6420593261719,1000.0,3.3046439914032817,747.3387665748596,1000.0,4.0459880121052265,754.2986788749695,1000.0,3.6756814643740654,766.6842260360718,1000.0,4.248222690075636,0.7376420684158802,1.0,0.7473387741483748,1.0,0.7542986902408302,1.0,0.766684238333255,1.0
7602176,745.3640313148499,1000.0,4.236183952540159,748.2401270866394,1000.0,3.5596285797655582,753.0105452537537,1000.0,3.5903999395668507,766.4589772224426,1000.0,4.1816025781445205,0.7453640433959663,1.0,0.7482401398010552,1.0,0.7530105537734926,1.0,0.7664589886553586,1.0
7667712,745.5671072006226,1000.0,3.3806384950876236,757.1379852294922,1000.0,3.7486135438084602,761.9506516456604,1000.0,4.241615004837513,766.6965594291687,1000.0,3.9487217366695404,0.7455671224743128,1.0,0.757137993350625,1.0,0.7619506660848856,1.0,0.7666965718381107,1.0
7733248,748.3225650787354,1000.0,3.9684650413691998,761.3756155967712,1000.0,3.963257160037756,762.143771648407,1000.0,4.08042823150754,770.8984904289246,1000.0,4.283101931214333,0.7483225772157311,1.0,0.7613756298087537,1.0,0.7621437860652804,1.0,0.770898503717035,1.0
7798784,745.0582408905029,1000.0,3.4789904914796352,754.7766280174255,1000.0,4.382659515365958,757.7094793319702,1000.0,4.033582655712962,768.8771715164185,1000.0,3.855580464936793,0.745058252941817,1.0,0.7547766356728971,1.0,0.7577094919979572,1.0,0.7688771872781217,1.0
7864320,746.8263330459595,1000.0,3.5856920406222343,753.5457940101624,1000.0,3.8491273764520884,756.9431328773499,1000.0,4.155596548691392,767.0246748924255,1000.0,3.8419122910127044,0.7468263390474021,1.0,0.7535458081401885,1.0,0.7569431415759027,1.0,0.7670246851630509,1.0
7929856,746.8554549217224,1000.0,3.6044501774013042,749.7960968017578,1000.0,3.6971141509711742,756.375946521759,1000.0,4.048900663852692,766.380120754242,1000.0,3.9405583441257477,0.7468554615043104,1.0,0.74979611299932,1.0,0.7563759596087039,1.0,0.7663801331073046,1.0
7995392,753.1343240737915,1000.0,3.8449127562344074,755.9907722473145,1000.0,3.55954060703516,756.8680820465088,1000.0,3.832394599914551,761.9750852584839,1000.0,4.026856552809477,0.7531343367882073,1.0,0.7559907832182944,1.0,0.7568680960685015,1.0,0.7619751007296145,1.0
8060928,754.1997299194336,1000.0,3.2747167088091373,760.2177395820618,1000.0,3.9214004650712013,756.8783068656921,1000.0,3.8164709210395813,763.7823433876038,1000.0,4.591512737795711,0.754199740011245,1.0,0.7602177504450083,1.0,0.7568783177994192,1.0,0.7637823643162847,1.0
8126464,753.1513018608093,1000.0,4.148164317011833,755.1816649436951,1000.0,3.7239240636117756,758.1158909797668,1000.0,3.8718737438321114,762.772801399231,1000.0,4.423259653151035,0.7531513147987425,1.0,0.7551816701889038,1.0,0.7581159081310034,1.0,0.7627728143706918,1.0
8192000,749.4612283706665,1000.0,3.7556546591222286,756.7429671287537,1000.0,3.5982475141063333,754.4235706329346,1000.0,3.9985921420156956,757.004406452179,1000.0,4.567277070134878,0.749461239669472,1.0,0.7567429756745696,1.0,0.7544235768727958,1.0,0.7570044156163931,1.0
8257536,751.3929495811462,1000.0,3.4938666597008705,755.1881914138794,1000.0,4.233676813542843,756.0849275588989,1000.0,3.492908112704754,758.4557075500488,1000.0,4.392371457070112,0.7513929661363363,1.0,0.755188210401684,1.0,0.7560849376022816,1.0,0.758455719333142,1.0
8323072,751.8007922172546,1000.0,3.9621922709047794,751.7800436019897,1000.0,3.679079696536064,763.5463194847107,1000.0,4.565613590180874,765.8442916870117,1000.0,4.715281657874584,0.7518008039332926,1.0,0.7517800596542656,1.0,0.7635463322512805,1.0,0.7658443045802414,1.0
8388608,753.6852898597717,1000.0,3.3633626960217953,752.5451974868774,1000.0,3.9519936394062825,762.9050526618958,1000.0,4.602087760344148,766.3821201324463,1000.0,4.6311741061508656,0.7536852965131402,1.0,0.7525452082045376,1.0,0.7629050668329,1.0,0.7663821280002594,1.0
8454144,750.8393020629883,1000.0,3.0954325012862682,751.4622006416321,1000.0,3.800488766282797,759.0918927192688,1000.0,3.572233807295561,762.2236638069153,1000.0,4.094488859176636,0.7508393102325499,1.0,0.7514622104354203,1.0,0.759091901127249,1.0,0.7622236721217632,1.0
8519680,755.6059856414795,1000.0,3.8973972499370575,751.6840996742249,1000.0,3.8963749455288053,761.7070274353027,1000.0,3.343291386961937,762.0282320976257,1000.0,3.418226856738329,0.7556060012429953,1.0,0.7516841129399836,1.0,0.7617070330306888,1.0,0.7620282424613833,1.0
8585216,752.7167057991028,1000.0,3.913286954164505,751.2861251831055,1000.0,3.8584667667746544,757.5406060218811,1000.0,3.6290760040283203,761.1613626480103,1000.0,3.6199723705649376,0.7527167182415724,1.0,0.7512861331924796,1.0,0.7575406152755022,1.0,0.7611613706685603,1.0
8650752,753.2371530532837,1000.0,4.252161068841815,753.5381150245667,1000.0,4.035699337720871,759.489933013916,1000.0,4.298920454457402,761.239284992218,1000.0,4.213142350316048,0.7532371650449932,1.0,0.7535381289198995,1.0,0.7594899460673332,1.0,0.7612392930313945,1.0
8716288,758.0901913642883,1000.0,4.36504696123302,758.2377042770386,1000.0,3.7667278237640858,760.0717387199402,1000.0,3.7967968191951513,762.3384809494019,1000.0,3.763753566890955,0.7580901994369924,1.0,0.7582377148792148,1.0,0.7600717530585825,1.0,0.7623384902253747,1.0
8781824,754.5380172729492,1000.0,3.895455539226532,756.2297043800354,1000.0,3.568898462690413,756.4204182624817,1000.0,3.0461620539426804,762.3203997612,1000.0,4.349258566275239,0.7545380303636193,1.0,0.756229717284441,1.0,0.7564204297959805,1.0,0.7623204104602337,1.0
8847360,751.8018550872803,1000.0,3.3899820558726788,754.3528738021851,1000.0,3.6525729782879353,753.886727809906,1000.0,3.7393046282231808,760.4308371543884,1000.0,3.885350488126278,0.7518018675036728,1.0,0.7543528797104955,1.0,0.7538867355324328,1.0,0.7604308445006609,1.0
8912896,750.583616733551,1000.0,3.6125741582363844,754.2557873725891,1000.0,3.3441484048962593,757.4226231575012,1000.0,3.835368536412716,761.610800743103,1000.0,3.9720546193420887,0.7505836244672537,1.0,0.7542558060958982,1.0,0.7574226330034435,1.0,0.7616108041256666,1.0
8978432,747.9576120376587,1000.0,3.9975216928869486,755.7203145027161,1000.0,3.8745191022753716,764.3546748161316,1000.0,4.046286426484585,764.8044829368591,1000.0,4.2421944886446,0.7479576258920133,1.0,0.7557203234173357,1.0,0.7643546797335148,1.0,0.7648044899106026,1.0
9043968,754.6557769775391,1000.0,3.0878846794366837,760.3032894134521,1000.0,4.191716156899929,763.6306076049805,1000.0,3.86728248745203,764.5923800468445,1000.0,4.094257324934006,0.754655797034502,1.0,0.7603032966144383,1.0,0.7636306178756058,1.0,0.7645923858508468,1.0
9109504,750.9420027732849,1000.0,4.176583029329777,757.3683676719666,1000.0,4.1859145276248455,756.4965124130249,1000.0,3.9830952659249306,762.9681735038757,1000.0,4.318629764020443,0.7509420202113688,1.0,0.7573683825321496,1.0,0.7564965281635523,1.0,0.7629681839607656,1.0
9175040,748.1784262657166,1000.0,3.321943551301956,752.1295065879822,1000.0,3.663361418992281,753.4744834899902,1000.0,4.362607024610043,760.8499789237976,1000.0,3.821033414453268,0.7481784410774708,1.0,0.7521295137703419,1.0,0.7534744953736663,1.0,0.7608499894849956,1.0
9240576,749.0256867408752,1000.0,3.58720600605011,755.8638319969177,1000.0,3.961743291467428,754.7482399940491,1000.0,3.7996750250458717,763.538339138031,1000.0,4.04046556353569,0.7490256964229047,1.0,0.7558638509362936,1.0,0.7547482438385487,1.0,0.7635383480228484,1.0
9306112,749.2423048019409,1000.0,3.905960103496909,761.9013276100159,1000.0,3.8282361160963774,757.8677206039429,1000.0,4.049736145883799,766.8082118034363,1000.0,4.1365242106840014,0.7492423160001636,1.0,0.7619013343937695,1.0,0.7578677325509489,1.0,0.7668082164600492,1.0
9371648,756.6034536361694,1000.0,4.009650021791458,760.893693447113,1000.0,4.2243304387666285,761.0793795585632,1000.0,3.967640157788992,766.8711051940918,1000.0,3.9007534831762314,0.7566034663468599,1.0,0.7608936997130513,1.0,0.7610793905332685,1.0,0.766871121712029,1.0
9437184,750.3154673576355,1000.0,3.2578394189476967,757.0028266906738,1000.0,3.9136535339057446,756.8663477897644,1000.0,3.788388665765524,763.7064323425293,1000.0,4.22743858769536,0.7503154766745865,1.0,0.7570028374902904,1.0,0.7568663605488837,1.0,0.7637064433656633,1.0
9502720,749.6828656196594,1000.0,3.4107492566108704,753.9224472045898,1000.0,4.240001007914543,750.5856108665466,1000.0,3.8617348233237863,759.2666335105896,1000.0,3.6412796154618263,0.7496828748844564,1.0,0.7539224582724273,1.0,0.7505856170319021,1.0,0.7592666461132467,1.0
9568256,746.9647974967957,1000.0,3.6162945479154587,755.6597023010254,1000.0,3.8649883372709155,753.0552039146423,1000.0,3.1813830956816673,763.6054573059082,1000.0,3.9304060228168964,0.7469648076221347,1.0,0.7556597115471959,1.0,0.7530552176758647,1.0,0.7636054693721235,1.0
9633792,752.3841490745544,1000.0,3.716720249503851,755.0551514625549,1000.0,3.142348699271679,756.080894947052,1000.0,4.928677586838603,760.1098370552063,1000.0,4.063319243490696,0.7523841559886932,1.0,0.7550551597960293,1.0,0.7560809124261141,1.0,0.7601098488084972,1.0
9699328,753.1286735534668,1000.0,3.9659926854074,756.5609579086304,1000.0,3.5169668570160866,756.1430373191833,1000.0,3.565202035009861,760.5674691200256,1000.0,3.9683000966906548,0.7531286827288568,1.0,0.7565609738230705,1.0,0.7561430484056473,1.0,0.7605674820952117,1.0
9764864,752.1162314414978,1000.0,3.8176958858966827,757.8537383079529,1000.0,3.467600952833891,752.9808530807495,1000.0,3.848232187330723,757.305561542511,1000.0,3.3968479009345174,0.7521162461489439,1.0,0.7578537501394749,1.0,0.7529808664694428,1.0,0.7573055713437498,1.0
9830400,754.6281085014343,1000.0,4.004681289196014,753.3875255584717,1000.0,3.6390319975325838,752.0973520278931,1000.0,3.5478348284959793,759.9912552833557,1000.0,3.9290339946746826,0.7546281227841973,1.0,0.7533875363878906,1.0,0.7520973621867597,1.0,0.759991267696023,1.0
9895936,753.2226777076721,1000.0,3.541889112442732,758.8642039299011,1000.0,3.8924624547362328,756.817747592926,1000.0,3.9578567296266556,763.5442113876343,1000.0,3.9798619225621223,0.7532226885668933,1.0,0.7588642160408199,1.0,0.7568177548237145,1.0,0.7635442232713103,1.0
9961472,754.0962438583374,1000.0,3.7430880377069116,756.6606421470642,1000.0,3.580153207294643,755.6878967285156,1000.0,4.670336002483964,765.1850566864014,1000.0,4.557755216956139,0.7540962593629956,1.0,0.7566606542095542,1.0,0.7556879101321101,1.0,0.7651850683614612,1.0
10027008,754.6895499229431,1000.0,3.9784821989014745,757.4925074577332,1000.0,3.38971212413162,759.2934031486511,1000.0,4.180682376027107,765.5104069709778,1000.0,4.184972742572427,0.7546895644627512,1.0,0.7574925147928298,1.0,0.7592934109270573,1.0,0.7655104221776128,1.0
10092544,749.0819563865662,1000.0,3.764347681775689,756.0101871490479,1000.0,3.4088120087981224,755.575412273407,1000.0,3.79803516715765,759.0943670272827,1000.0,4.201252605766058,0.749081973452121,1.0,0.7560102003626525,1.0,0.7555754240602255,1.0,0.7590943807736039,1.0
10158080,750.6836776733398,1000.0,3.9387812353670597,755.3378500938416,1000.0,3.511120494455099,754.1827826499939,1000.0,3.6920545529574156,759.7410092353821,1000.0,3.7664852514863014,0.7506836843676865,1.0,0.7553378595039248,1.0,0.7541827945969999,1.0,0.7597410227172077,1.0
10223616,754.058042049408,1000.0,3.6730198934674263,757.6954660415649,1000.0,3.794753149151802,755.6296806335449,1000.0,3.7164317071437836,759.0260391235352,1000.0,3.8250029049813747,0.7540580546483397,1.0,0.757695471867919,1.0,0.7556296964175999,1.0,0.7590260528959334,1.0
10289152,754.6312742233276,1000.0,3.552640628069639,757.739827632904,1000.0,4.247940957546234,757.8891096115112,1000.0,4.283121936023235,759.6625742912292,1000.0,3.716879267245531,0.7546312883496284,1.0,0.7577398321591318,1.0,0.7578891194425523,1.0,0.7596625830046833,1.0
10354688,757.2302150726318,1000.0,3.491782097145915,761.8329563140869,1000.0,4.1784405978396535,759.5595531463623,1000.0,4.142142117023468,763.3853421211243,1000.0,3.7798180133104324,0.7572302292101085,1.0,0.7618329711258411,1.0,0.7595595652237535,1.0,0.763385349418968,1.0
10420224,758.9964118003845,1000.0,4.035648031160235,759.6082639694214,1000.0,3.717638298869133,754.6825199127197,1000.0,3.9917249605059624,759.5359077453613,1000.0,3.623513385653496,0.7589964233338833,1.0,0.7596082724630833,1.0,0.7546825371682644,1.0,0.7595359236001968,1.0
10485760,755.8748254776001,1000.0,3.962574750185013,759.7146124839783,1000.0,4.299318790435791,755.1196885108948,1000.0,4.041029056534171,758.3243017196655,1000.0,3.774807594716549,0.7558748368173838,1.0,0.7597146220505238,1.0,0.7551196962594986,1.0,0.7583243153057992,1.0
10551296,758.0844597816467,1000.0,3.610450243577361,764.7325568199158,1000.0,3.994457170367241,756.5826396942139,1000.0,4.015513516962528,758.524471282959,1000.0,3.5802188850939274,0.7580844671465456,1.0,0.7647325666621327,1.0,0.7565826461650431,1.0,0.7585244793444872,1.0
10616832,750.9594993591309,1000.0,3.8103077886626124,759.1876654624939,1000.0,4.06747317686677,759.1088361740112,1000.0,3.770288461819291,761.2896571159363,1000.0,3.641309892758727,0.7509595155715942,1.0,0.759187679272145,1.0,0.7591088442131877,1.0,0.7612896696664393,1.0
10682368,757.0387620925903,1000.0,3.4096467196941376,765.7399954795837,1000.0,3.9728136472404003,761.0567889213562,1000.0,4.08645835891366,763.00776720047,1000.0,3.861905761063099,0.7570387735031545,1.0,0.7657400025054812,1.0,0.7610568003728986,1.0,0.7630077740177512,1.0
10747904,757.3677287101746,1000.0,3.7255565859377384,764.5295810699463,1000.0,4.7491765804588795,757.4705348014832,1000.0,4.170108083635569,761.0078139305115,1000.0,3.4695373624563217,0.7573677366599441,1.0,0.764529584441334,1.0,0.7574705462902784,1.0,0.7610078281722963,1.0
10813440,758.3059582710266,1000.0,4.494848892092705,761.7436957359314,1000.0,4.017898257821798,751.7518239021301,1000.0,4.346960604190826,762.4824833869934,1000.0,3.7094563096761703,0.7583059659227729,1.0,0.7617437052540481,1.0,0.7517518331296742,1.0,0.7624824945814908,1.0
10878976,758.473060131073,1000.0,3.6398153603076935,761.8599309921265,1000.0,4.331665716599673,756.5356574058533,1000.0,4.0528385462239385,760.6784052848816,1000.0,3.5786966383457184,0.758473071269691,1.0,0.761859942227602,1.0,0.7565356693230569,1.0,0.7606784151867032,1.0
10944512,756.0459632873535,1000.0,3.6887007355690002,759.3183789253235,1000.0,4.193764373660088,759.1973252296448,1000.0,3.6673799213021994,763.2017593383789,1000.0,3.3789943009614944,0.756045971531421,1.0,0.7593183913268149,1.0,0.7591973356902599,1.0,0.7632017810828984,1.0
11010048,761.1108603477478,1000.0,3.9153187051415443,766.0242509841919,1000.0,3.399401515722275,759.043107509613,1000.0,4.267456499859691,766.7957196235657,1000.0,4.594513237476349,0.761110870167613,1.0,0.7660242593847215,1.0,0.75904312543571,1.0,0.7667957302182913,1.0
11075584,762.1036944389343,1000.0,4.420120745897293,764.9071040153503,1000.0,3.7775221057236195,760.0863537788391,1000.0,4.1815577037632465,763.213981628418,1000.0,3.7945303432643414,0.7621037033386528,1.0,0.7649071142077446,1.0,0.7600863627158105,1.0,0.7632139939814806,1.0
11141120,760.9403014183044,1000.0,3.153270209324546,764.6336941719055,1000.0,4.3039549719542265,758.3578305244446,1000.0,4.110409744083881,763.2212433815002,1000.0,4.230365112423897,0.7609403086826205,1.0,0.764633703045547,1.0,0.75835783733055,1.0,0.76322125736624,1.0
11206656,760.0936574935913,1000.0,3.9403426684439182,761.3784832954407,1000.0,4.393027804791927,759.6702871322632,1000.0,4.21484356187284,763.0138125419617,1000.0,3.427692534402013,0.7600936694070697,1.0,0.7613784945569932,1.0,0.7596702985465527,1.0,0.7630138206295669,1.0
11272192,763.2565608024597,1000.0,4.370654281228781,760.883894443512,1000.0,4.036540067754686,769.8719019889832,1000.0,4.105213575065136,754.1813344955444,1000.0,3.6808151518926024,0.763256574049592,1.0,0.7608839082531631,1.0,0.7698719133622944,1.0,0.7541813426651061,1.0
11337728,765.1441307067871,1000.0,3.755222899839282,761.4934616088867,1000.0,3.756298538297415,767.1666812896729,1000.0,3.790724789723754,760.8444695472717,1000.0,3.9675321839749813,0.7651441339403391,1.0,0.7614934695884585,1.0,0.7671666918322444,1.0,0.7608444774523377,1.0
11403264,768.2123641967773,1000.0,4.444270722568035,759.2865333557129,1000.0,3.1518783755600452,768.9347486495972,1000.0,3.8056370061822236,759.243833065033,1000.0,3.7568045146763325,0.7682123775593936,1.0,0.7592865428887308,1.0,0.7689347611740232,1.0,0.7592438454739749,1.0
11468800,767.7480006217957,1000.0,4.128997378516942,761.4193949699402,1000.0,3.945474475622177,766.8319444656372,1000.0,3.781612940132618,760.8992919921875,1000.0,4.2680278569459915,0.7677480126731098,1.0,0.7614194019697607,1.0,0.7668319521471858,1.0,0.7608992978930473,1.0
11534336,766.8205962181091,1000.0,3.6536491345614195,758.5209312438965,1000.0,3.9891200736165047,766.5351824760437,1000.0,3.800726428627968,759.9494800567627,1000.0,4.057211920619011,0.7668206063099205,1.0,0.7585209407843649,1.0,0.7665351941250265,1.0,0.7599494946189225,1.0
11599872,765.5417785644531,1000.0,4.515530776232481,764.0428786277771,1000.0,3.9357800632715225,766.0093116760254,1000.0,4.191461991518736,758.5749654769897,1000.0,4.356026146560907,0.7655417900532484,1.0,0.7640428924933076,1.0,0.7660093205049634,1.0,0.7585749719291925,1.0
11665408,769.9403781890869,1000.0,4.407802814617753,763.0414619445801,1000.0,3.6997619159519672,767.7743186950684,1000.0,4.333777349442244,758.2752461433411,1000.0,3.5030463002622128,0.7699403837323189,1.0,0.7630414729937911,1.0,0.7677743271924555,1.0,0.7582752555608749,1.0
11730944,763.7702808380127,1000.0,3.6801686361432076,756.041582107544,1000.0,3.5165516063570976,764.7638912200928,1000.0,4.0622288547456264,754.8237681388855,1000.0,3.9003782849758863,0.7637702929787338,1.0,0.7560415891930461,1.0,0.7647638949565589,1.0,0.7548237792216241,1.0
11796480,761.4445061683655,1000.0,4.200997237116098,755.7083277702332,1000.0,4.516092203557491,759.0702590942383,1000.0,3.9520028065890074,751.5434079170227,1000.0,4.165701322257519,0.76144451322034,1.0,0.7557083358988166,1.0,0.7590702683664858,1.0,0.7515434217639267,1.0
11862016,763.0496954917908,1000.0,4.0697807259857655,751.6062893867493,1000.0,3.904399123042822,760.1350698471069,1000.0,3.7115591280162334,752.4061894416809,1000.0,3.7651973217725754,0.7630497049540281,1.0,0.7516062990762293,1.0,0.7601350815966725,1.0,0.7524062069132924,1.0
11927552,761.5754570960999,1000.0,3.61202559620142,760.0626001358032,1000.0,4.2337318286299706,761.2411451339722,1000.0,4.273063614964485,752.7612466812134,1000.0,3.3270694091916084,0.7615754632279277,1.0,0.7600626102648675,1.0,0.7612411524169147,1.0,0.7527612578123808,1.0
11993088,765.25137758255,1000.0,4.01973408088088,763.8652205467224,1000.0,3.9054892221465707,767.0899991989136,1000.0,3.6204899437725544,758.5060114860535,1000.0,3.6448751625139266,0.7652513971552253,1.0,0.7638652380555868,1.0,0.767090009059757,1.0,0.7585060149431229,1.0
12058624,761.1178436279297,1000.0,4.314060628414154,756.5126729011536,1000.0,3.8258231729269028,760.1506538391113,1000.0,3.4170344322919846,754.5959792137146,1000.0,4.029195740818977,0.7611178588122129,1.0,0.756512685213238,1.0,0.7601506668142974,1.0,0.754595990292728,1.0
12124160,757.2115259170532,1000.0,3.65931648761034,754.1837453842163,1000.0,3.6772998766973615,760.5227446556091,1000.0,3.4179563596844673,753.0894298553467,1000.0,4.043395936489105,0.7572115380316973,1.0,0.7541837585158646,1.0,0.7605227497406304,1.0,0.7530894428491592,1.0
12189696,755.1561722755432,1000.0,3.7805799786001444,750.9176998138428,1000.0,3.781411826610565,760.8246555328369,1000.0,3.9273923188447952,750.1761727333069,1000.0,4.305799841880798,0.7551561752334237,1.0,0.75091771222651,1.0,0.7608246640302241,1.0,0.7501761820167303,1.0
