collected_frames,torque/flipper_torque_FL,torque/flipper_torque_FL_max,torque/flipper_torque_FL_min,torque/flipper_torque_FR,torque/flipper_torque_FR_max,torque/flipper_torque_FR_min,torque/flipper_torque_RL,torque/flipper_torque_RL_max,torque/flipper_torque_RL_min,torque/flipper_torque_RR,torque/flipper_torque_RR_max,torque/flipper_torque_RR_min,torque/flipper_contact_FL,torque/flipper_contact_FL_max,torque/flipper_contact_FR,torque/flipper_contact_FR_max,torque/flipper_contact_RL,torque/flipper_contact_RL_max,torque/flipper_contact_RR,torque/flipper_contact_RR_max
5177344,752.6385879516602,1000.0,3.7531902785412967,750.094774723053,1000.0,3.0333184748888016,746.3936786651611,1000.0,3.405745305120945,749.736038684845,1000.0,4.788850598037243,0.7526385951787233,1.0,0.7500947834923863,1.0,0.7463936884887516,1.0,0.7497360473498702,1.0
5242880,747.954402923584,1000.0,3.719236560165882,750.8776702880859,1000.0,3.6543777883052826,746.9280557632446,1000.0,3.726358436048031,746.3290519714355,1000.0,3.7919956045225263,0.7479544123634696,1.0,0.7508776821196079,1.0,0.7469280632212758,1.0,0.7463290700688958,1.0
5308416,746.8490724563599,1000.0,3.5973631367087364,750.342839717865,1000.0,3.8651791820302606,751.6807227134705,1000.0,3.110360223799944,747.0831742286682,1000.0,3.2934024780988693,0.7468490875326097,1.0,0.7503428519703448,1.0,0.7516807313077152,1.0,0.7470831894315779,1.0
5373952,750.7564177513123,1000.0,4.25496407225728,757.7331357002258,1000.0,4.8085028529167175,764.1390442848206,1000.0,4.0337709612213075,760.9639458656311,1000.0,3.835217896848917,0.7507564313709736,1.0,0.7577331513166428,1.0,0.7641390576027334,1.0,0.7609639563597739,1.0
5439488,756.314462184906,1000.0,3.7859911024570465,758.2549285888672,1000.0,4.410675392486155,761.3997521400452,1000.0,3.5831103175878525,762.9495186805725,1000.0,3.8628266155719757,0.7563144690357149,1.0,0.7582549448125064,1.0,0.7613997664302588,1.0,0.7629495286382735,1.0
5505024,755.589123249054,1000.0,3.87692141905427,757.9135990142822,1000.0,4.205222435295582,758.8165168762207,1000.0,3.7179039232432842,758.9924550056458,1000.0,3.9432879332453012,0.7555891321972013,1.0,0.7579136062413454,1.0,0.7588165244087577,1.0,0.7589924684725702,1.0
5570560,754.8591623306274,1000.0,3.618588550016284,757.632212638855,1000.0,4.092604422941804,755.58988904953,1000.0,3.922056393697858,759.0668959617615,1000.0,3.6684542037546635,0.7548591811209917,1.0,0.7576322257518768,1.0,0.7555898926220834,1.0,0.7590669048950076,1.0
5636096,749.4490752220154,1000.0,3.76541353110224,759.0803990364075,1000.0,4.3305408069863915,757.2517647743225,1000.0,3.593934576958418,762.6427869796753,1000.0,3.7493284977972507,0.7494490840472281,1.0,0.7590804104693234,1.0,0.7572517753578722,1.0,0.7626428012736142,1.0
5701632,746.8636965751648,1000.0,3.914501308463514,763.0861797332764,1000.0,4.092164497822523,759.512734413147,1000.0,3.684315375983715,763.3057727813721,1000.0,4.187481716275215,0.7468637013807893,1.0,0.7630861895158887,1.0,0.7595127462409437,1.0,0.7633057818748057,1.0
5767168,748.3138847351074,1000.0,4.156352333724499,760.8374681472778,1000.0,3.9381501749157906,757.7346210479736,1000.0,3.542785532772541,767.4997887611389,1000.0,3.7606748919934034,0.7483138972893357,1.0,0.7608374822884798,1.0,0.7577346274629235,1.0,0.7674998017027974,1.0
5832704,750.4465165138245,1000.0,4.090077392756939,753.1157174110413,1000.0,3.4722398221492767,756.7179546356201,1000.0,3.8473449051380157,763.8159546852112,1000.0,3.5701983384788036,0.750446526799351,1.0,0.7531157294288278,1.0,0.7567179640755057,1.0,0.7638159617781639,1.0
