collected_frames,rew/shaping,rew/step_penalty,rew/joint_angle_var_penalty,rew/flipper_contact,rew/roll_penalty,rew/roll_rate_penalty,rew/pitch_penalty,rew/pitch_rate_penalty,rew/shock_penalty,rew/clearance,rew/action_bonus,rew/terminal_bonus,rew/success_reward_value,rew/fail_reward_value,rew/success_rate_step,rew/fail_rate_step,rew/total_reward
6684672,0.2864096531411633,-0.08000000000000006,-0.035089064738713205,0.0,-0.0007994979697514282,0.0,-0.05160286038881168,0.0,0.0,0.0,1.1618605311959982,0.020599365234375,60.0,-15.0,0.0003509521484375,3.0517578125e-05,1.3013385832309723
6750208,0.22550015186425298,-0.08000000000000006,-0.04325473145581782,0.0,-0.0015564751402052934,0.0,-0.05548876948887482,0.0,0.0,0.0,1.1540999691933393,0.008697509765625,60.0,-15.0,0.0001678466796875,9.1552734375e-05,1.2078906828537583
6815744,0.19800819468218833,-0.08000000000000006,-0.042054338962771,0.0,-0.001197884725570475,0.0,-0.06053097965195775,0.0,0.0,0.0,1.1394126387313008,0.0157928466796875,60.0,-15.0,0.0002899169921875,0.0001068115234375,1.1693081082776189
6881280,0.19308020221069455,-0.08000000000000006,-0.042333689983934164,0.0,-0.0015665707705920795,0.0,-0.059971371869323775,0.0,0.0,0.0,1.1062957234680653,0.0153350830078125,60.0,-15.0,0.00030517578125,0.0001983642578125,1.1306196432560682
6946816,0.19443352485541254,-0.08000000000000006,-0.041567336302250624,0.0,-0.0017393414027537801,0.0,-0.06259552066330798,0.0,0.0,0.0,1.1163857355713844,0.01739501953125,60.0,-15.0,0.000335693359375,0.00018310546875,1.1421052222140133
7012352,0.283966401591897,-0.08000000000000006,-0.04018073323823046,0.0,-0.0012446926875782083,0.0,-0.04820576144265942,0.0,0.0,0.0,1.1030656010843813,0.0203704833984375,60.0,-15.0,0.0003509521484375,4.57763671875e-05,1.2377165276557207
7077888,0.22883034392725676,-0.08000000000000006,-0.05064720389782451,0.0,-0.001814135492168134,0.0,-0.05167037871433422,0.0,0.0,0.0,1.1113375700078905,0.02197265625,60.0,-15.0,0.0003814697265625,6.103515625e-05,1.1779414284974337
7143424,0.20171272882726043,-0.08000000000000006,-0.05128108445205726,0.0,-0.002674681660209899,0.0,-0.0616500893374905,0.0,0.0,0.0,1.1156006031669676,0.0146484375,60.0,-15.0,0.0002593994140625,6.103515625e-05,1.1362834577448666
7208960,0.18670563807245344,-0.08000000000000006,-0.052185568056302145,0.0,-0.0026316200055589434,0.0,-0.06651219329796731,0.0,0.0,0.0,1.1324026458896697,0.0121307373046875,60.0,-15.0,0.0002288818359375,0.0001068115234375,1.1297878362238407
7274496,0.183891344582662,-0.08000000000000006,-0.05333571109804325,0.0,-0.0017857781685961527,0.0,-0.06749474327079952,0.0,0.0,0.0,1.1221715924330056,0.0112152099609375,60.0,-15.0,0.0002288818359375,0.0001678466796875,1.1144764400087297
7340032,0.27894550666678697,-0.08000000000000006,-0.053523712034802884,0.0,-0.0024754773585300427,0.0,-0.0472771573549835,0.0,0.0,0.0,1.1463730279356241,0.0146484375,60.0,-15.0,0.0002593994140625,6.103515625e-05,1.2566123623400927
7405568,0.21288103342521936,-0.08000000000000006,-0.06694993685232475,0.0,-0.0031215819599310635,0.0,-0.06619495592894964,0.0,0.0,0.0,1.1484584510326385,0.0038909912109375,60.0,-15.0,9.1552734375e-05,0.0001068115234375,1.1488390667364001
7471104,0.1880106752505526,-0.08000000000000006,-0.0638864807842765,0.0,-0.0042152504920522915,0.0,-0.06795664725359529,0.0,0.0,0.0,1.1638930938206613,0.0054931640625,60.0,-15.0,0.000152587890625,0.000244140625,1.1410593683831394
7536640,0.18982729071285576,-0.08000000000000006,-0.062068855331745,0.0,-0.0035704877809621394,0.0,-0.06700964277843013,0.0,0.0,0.0,1.1686820602044463,0.0125885009765625,60.0,-15.0,0.0002593994140625,0.0001983642578125,1.1582211265340447
7602176,0.19933875859715044,-0.08000000000000006,-0.06133891412173398,0.0,-0.0028988593476242386,0.0,-0.06621107360115275,0.0,0.0,0.0,1.1802731063216925,0.009613037109375,60.0,-15.0,0.0002288818359375,0.000274658203125,1.178451118990779
7667712,0.28178524470422417,-0.08000000000000006,-0.04962525020528119,0.0,-0.001350441149497783,0.0,-0.04665989143541083,0.0,0.0,0.0,1.162304650992155,0.0075531005859375,60.0,-15.0,0.000152587890625,0.0001068115234375,1.2738675009459257
7733248,0.22569422179367393,-0.08000000000000006,-0.06035607180092484,0.0,-0.0023749644815325155,0.0,-0.059636033431161195,0.0,0.0,0.0,1.1740014548413455,0.00823974609375,60.0,-15.0,0.000152587890625,6.103515625e-05,1.2054929989390075
7798784,0.20256363705266267,-0.08000000000000006,-0.05979505545110442,0.0,-0.002494157444743905,0.0,-0.06732648744946346,0.0,0.0,0.0,1.2086519096046686,0.0116729736328125,60.0,-15.0,0.0002288818359375,0.0001373291015625,1.2130905454978347
7864320,0.19260366982780397,-0.08000000000000006,-0.05955162932514213,0.0,-0.0024932887017712346,0.0,-0.06633591465651989,0.0,0.0,0.0,1.2110726460814476,0.0153350830078125,60.0,-15.0,0.00030517578125,0.0001983642578125,1.2103909291327
7929856,0.1981615659315139,-0.08000000000000006,-0.060377114423317835,0.0,-0.003294747182735591,0.0,-0.0688886126736179,0.0,0.0,0.0,1.171125221066177,0.006866455078125,60.0,-15.0,0.00018310546875,0.000274658203125,1.163279777392745
7995392,0.28188904735725373,-0.08000000000000006,-0.049712661624653265,0.0,-0.0019022775268240366,0.0,-0.04222256974026095,0.0,0.0,0.0,1.1670504361391068,0.01739501953125,60.0,-15.0,0.00030517578125,6.103515625e-05,1.2924176277592778
8060928,0.23756931733805686,-0.08000000000000006,-0.06013260601321235,0.0,-0.002918841973951203,0.0,-0.05276959456386976,0.0,0.0,0.0,1.1679118545725942,0.0238037109375,60.0,-15.0,0.00042724609375,0.0001220703125,1.2333183428272605
8126464,0.21757022314704955,-0.08000000000000006,-0.057518537156283855,0.0,-0.002038106322288513,0.0,-0.059251176222460344,0.0,0.0,0.0,1.1561277490109205,0.0222015380859375,60.0,-15.0,0.0003814697265625,4.57763671875e-05,1.1970381364226341
8192000,0.2028246254194528,-0.08000000000000006,-0.05903370413579978,0.0,-0.0024455121529172175,0.0,-0.0664248124230653,0.0,0.0,0.0,1.1620950680226088,0.01556396484375,60.0,-15.0,0.00030517578125,0.00018310546875,1.1723729632794857
8257536,0.20755663188174367,-0.08000000000000006,-0.06069900159491226,0.0,-0.0025160793084069155,0.0,-0.06772702879970893,0.0,0.0,0.0,1.145798947662115,0.0148773193359375,60.0,-15.0,0.0003204345703125,0.0002899169921875,1.156961183063686
8323072,0.28367510123644024,-0.08000000000000006,-0.05171837941452395,0.0,-0.0020960608371751732,0.0,-0.05518045063945465,0.0,0.0,0.0,1.1319414600729942,0.0162506103515625,60.0,-15.0,0.000274658203125,1.52587890625e-05,1.242854094132781
8388608,0.22847935336176306,-0.08000000000000006,-0.06442568433703855,0.0,-0.002514658586733276,0.0,-0.07640559243736789,0.0,0.0,0.0,1.131138363853097,0.0146484375,60.0,-15.0,0.0002593994140625,6.103515625e-05,1.1508518396876752
8454144,0.20618003839626908,-0.08000000000000006,-0.06887893989915028,0.0,-0.002166361604395206,0.0,-0.09215440310072154,0.0,0.0,0.0,1.1470069228671491,0.0125885009765625,60.0,-15.0,0.0002288818359375,7.62939453125e-05,1.1224909839220345
8519680,0.2018496075179428,-0.08000000000000006,-0.07245016162050888,0.0,-0.0021097647659189533,0.0,-0.09240512741962448,0.0,0.0,0.0,1.1592691857367754,0.0144195556640625,60.0,-15.0,0.000274658203125,0.0001373291015625,1.1284221787936985
8585216,0.19639311474747956,-0.08000000000000006,-0.07208261161576957,0.0,-0.0016663033429722418,0.0,-0.09440613590413705,0.0,0.0,0.0,1.1498316610231996,0.00823974609375,60.0,-15.0,0.0001983642578125,0.000244140625,1.1060504568740726
8650752,0.27614530932623893,-0.08000000000000006,-0.06375476473476738,0.0,-0.0019824179171337164,0.0,-0.06374343880452216,0.0,0.0,0.0,1.1373417936265469,0.0162506103515625,60.0,-15.0,0.0002899169921875,7.62939453125e-05,1.2201657509431243
8716288,0.22139051440171897,-0.08000000000000006,-0.07759728172095492,0.0,-0.0024813567060846253,0.0,-0.08532759919762611,0.0,0.0,0.0,1.1289708344265819,0.0128173828125,60.0,-15.0,0.0002288818359375,6.103515625e-05,1.1177061945199966
8781824,0.19940327038057148,-0.08000000000000006,-0.08240092382766306,0.0,-0.0032609733134449925,0.0,-0.09485116618452594,0.0,0.0,0.0,1.1170643651857972,0.012359619140625,60.0,-15.0,0.0002288818359375,9.1552734375e-05,1.0682196407578886
8847360,0.19961022736970335,-0.08000000000000006,-0.08013316546566784,0.0,-0.0018919252306659473,0.0,-0.09587049577385187,0.0,0.0,0.0,1.1186874844133854,0.0176239013671875,60.0,-15.0,0.0003509521484375,0.0002288818359375,1.0777861084789038
8912896,0.1985222763614729,-0.08000000000000006,-0.07985634647775441,0.0,-0.0018856842098102788,0.0,-0.09613537706900388,0.0,0.0,0.0,1.1291708978824317,0.0153350830078125,60.0,-15.0,0.0002899169921875,0.0001373291015625,1.0850044898688793
8978432,0.2624617313267663,-0.08000000000000006,-0.06468266042065807,0.0,-0.002470124458341161,0.0,-0.05342652925173752,0.0,0.0,0.0,1.1024457197636366,0.02288818359375,60.0,-15.0,0.0004119873046875,0.0001220703125,1.1870755581185222
9043968,0.21807138994336128,-0.08000000000000006,-0.07591771119041368,0.0,-0.002060256809272687,0.0,-0.06860718346433714,0.0,0.0,0.0,1.1010880721732974,0.007781982421875,60.0,-15.0,0.0001678466796875,0.000152587890625,1.1001882907003164
9109504,0.19815463584382087,-0.08000000000000006,-0.07797242689412087,0.0,-0.0024512041218258673,0.0,-0.07883734692586586,0.0,0.0,0.0,1.08729183441028,0.0135040283203125,60.0,-15.0,0.000244140625,7.62939453125e-05,1.059608459006995
9175040,0.1975456669460982,-0.08000000000000006,-0.0758735787239857,0.0,-0.003934116424716194,0.0,-0.08060927846236154,0.0,0.0,0.0,1.092710932251066,0.018768310546875,60.0,-15.0,0.000335693359375,9.1552734375e-05,1.0685082082636654
9240576,0.19557002070359886,-0.08000000000000006,-0.07224423764273524,0.0,-0.0036172984255244955,0.0,-0.08277586026815698,0.0,0.0,0.0,1.082368290051818,0.0148773193359375,60.0,-15.0,0.0002899169921875,0.0001678466796875,1.0540024703368545
9306112,0.265127056511119,-0.08000000000000006,-0.0567610225698445,0.0,-0.0016313491405526293,0.0,-0.057570987119106576,0.0,0.0,0.0,1.0656784800812602,0.018310546875,60.0,-15.0,0.000335693359375,0.0001220703125,1.1530103930272162
9371648,0.22165401512756944,-0.08000000000000006,-0.06839678419055417,0.0,-0.0016428756389359478,0.0,-0.08084433397743851,0.0,0.0,0.0,1.0939224199391901,0.0180816650390625,60.0,-15.0,0.0003204345703125,7.62939453125e-05,1.1026910697109997
9437184,0.1951606369111687,-0.08000000000000006,-0.07046334742335603,0.0,-0.0017243360734937596,0.0,-0.09174162719864398,0.0,0.0,0.0,1.0956413662061095,0.016937255859375,60.0,-15.0,0.00030517578125,9.1552734375e-05,1.0637083570472896
9502720,0.19700509612448514,-0.08000000000000006,-0.0714648332213983,0.0,-0.0018824514145308058,0.0,-0.09001613385044038,0.0,0.0,0.0,1.1015647700987756,0.010528564453125,60.0,-15.0,0.0001983642578125,9.1552734375e-05,1.0656380564905703
9568256,0.19509357202332467,-0.08000000000000006,-0.07032858318416402,0.0,-0.0016132268528963323,0.0,-0.08421268104575574,0.0,0.0,0.0,1.1103962203487754,0.008697509765625,60.0,-15.0,0.0001678466796875,9.1552734375e-05,1.0779354027472436
9633792,0.2532797659514472,-0.08000000000000006,-0.06161713777692057,0.0,-0.0018281652373843826,0.0,-0.06465396407293156,0.0,0.0,0.0,1.1194144105538726,0.0203704833984375,60.0,-15.0,0.0003662109375,0.0001068115234375,1.1848390381783247
9699328,0.20837914594449103,-0.08000000000000006,-0.06977092631859705,0.0,-0.0021494120819625095,0.0,-0.07467996684135869,0.0,0.0,0.0,1.1006615101359785,0.0162506103515625,60.0,-15.0,0.0002899169921875,7.62939453125e-05,1.0986082032322884
9764864,0.18587915285024792,-0.08000000000000006,-0.07055007142480463,0.0,-0.0024254243026007316,0.0,-0.07838050118880346,0.0,0.0,0.0,1.0990241384133697,0.0162506103515625,60.0,-15.0,0.0002899169921875,7.62939453125e-05,1.069717210251838
9830400,0.19266421906650066,-0.08000000000000006,-0.06673429685179144,0.0,-0.002695178305657464,0.0,-0.07870874443324283,0.0,0.0,0.0,1.0948116374202073,0.018768310546875,60.0,-15.0,0.0003509521484375,0.000152587890625,1.0779469995759428
9895936,0.19891895679757,-0.08000000000000006,-0.06879471166757867,0.0,-0.0021883151357542374,0.0,-0.08399814879521728,0.0,0.0,0.0,1.070280974265188,0.0201416015625,60.0,-15.0,0.0003814697265625,0.00018310546875,1.0541722876951098
9961472,0.26145700993947685,-0.08000000000000006,-0.05705973404110409,0.0,-0.0023620445526830736,0.0,-0.0662258057272993,0.0,0.0,0.0,1.0569948498159647,0.025177001953125,60.0,-15.0,0.0004425048828125,9.1552734375e-05,1.1378756612539291
10027008,0.21249846508726478,-0.08000000000000006,-0.06839045265223831,0.0,-0.002063623253889091,0.0,-0.08486798382364213,0.0,0.0,0.0,1.05084044393152,0.014190673828125,60.0,-15.0,0.000244140625,3.0517578125e-05,1.0421763048507273
10092544,0.1966718708863482,-0.08000000000000006,-0.07111859251745045,0.0,-0.002180492948355095,0.0,-0.09051939286291599,0.0,0.0,0.0,1.0511614973656833,0.0148773193359375,60.0,-15.0,0.0002593994140625,4.57763671875e-05,1.018848221283406
10158080,0.19406670366879553,-0.08000000000000006,-0.07170062407385558,0.0,-0.0029324255647225073,0.0,-0.08911856991471723,0.0,0.0,0.0,1.0515911458060145,0.0130462646484375,60.0,-15.0,0.0002593994140625,0.0001678466796875,1.014776203315705
10223616,0.1971278483979404,-0.08000000000000006,-0.06895887095015496,0.0,-0.0019271881837994442,0.0,-0.08612590254051611,0.0,0.0,0.0,1.043549431487918,0.0153350830078125,60.0,-15.0,0.000274658203125,7.62939453125e-05,1.0189200919121504
10289152,0.24629109376110137,-0.08000000000000006,-0.07887286233017221,0.0,-0.002739493135777593,0.0,-0.06026574951829389,0.0,0.0,0.0,1.0224969205446541,0.01922607421875,60.0,-15.0,0.0003509521484375,0.0001220703125,1.0660066665150225
10354688,0.20943829067982733,-0.08000000000000006,-0.08215070777805522,0.0,-0.0022389882351490087,0.0,-0.07132921047741547,0.0,0.0,0.0,0.9967394275590777,0.0276947021484375,60.0,-15.0,0.0004730224609375,4.57763671875e-05,0.9981085062026978
10420224,0.18794305704068393,-0.08000000000000006,-0.08514536020811647,0.0,-0.002451067299261922,0.0,-0.07351884571835399,0.0,0.0,0.0,1.011042337398976,0.02105712890625,60.0,-15.0,0.0003662109375,6.103515625e-05,0.9788691410794854
10485760,0.1931472907308489,-0.08000000000000006,-0.08567710488568991,0.0,-0.001854468921010266,0.0,-0.0755649670609273,0.0,0.0,0.0,1.0344267562031746,0.0203704833984375,60.0,-15.0,0.0003814697265625,0.0001678466796875,1.00468410551548
10551296,0.19933044747449458,-0.08000000000000006,-0.08412192075047642,0.0,-0.001339071573511319,0.0,-0.06762667751172557,0.0,0.0,0.0,1.0225646300241351,0.009613037109375,60.0,-15.0,0.0001983642578125,0.000152587890625,0.9982688087038696
10616832,0.24360204162076116,-0.08000000000000006,-0.07264609081903473,0.0,-0.001013253908695333,0.0,-0.05762796866474673,0.0,0.0,0.0,1.0050271730870008,0.02288818359375,60.0,-15.0,0.0004119873046875,0.0001220703125,1.060104001313448
10682368,0.20914834062568843,-0.08000000000000006,-0.07648938853526488,0.0,-0.0010674810355340014,0.0,-0.062324607715709135,0.0,0.0,0.0,1.0173099455423653,0.025634765625,60.0,-15.0,0.0004425048828125,6.103515625e-05,1.032150092534721
10747904,0.19202309707179666,-0.08000000000000006,-0.07464218529639766,0.0,-0.0012428052436916914,0.0,-0.06237206785590388,0.0,0.0,0.0,1.0130743281915784,0.0258636474609375,60.0,-15.0,0.000457763671875,0.0001068115234375,1.0125986654311419
10813440,0.18889594287611544,-0.08000000000000006,-0.07408490736270323,0.0,-0.0009221641721524065,0.0,-0.06599050349905156,0.0,0.0,0.0,1.0261199246160686,0.017852783203125,60.0,-15.0,0.00030517578125,3.0517578125e-05,1.0118394894525409
10878976,0.19115165155380964,-0.08000000000000006,-0.07650994352297857,0.0,-0.0015783783774168114,0.0,-0.061881171684945,0.0,0.0,0.0,1.004636861383915,0.009613037109375,60.0,-15.0,0.0001983642578125,0.000152587890625,0.9852871289476752
10944512,0.2390138148330152,-0.08000000000000006,-0.07458963562385179,0.0,-0.003392233367776498,0.0,-0.05038097745273262,0.0,0.0,0.0,1.0130155803635716,0.008697509765625,60.0,-15.0,0.0001983642578125,0.000213623046875,1.0521414265967906
11010048,0.19481923745479435,-0.08000000000000006,-0.085044291743543,0.0,-0.0029447295873978874,0.0,-0.0575447243754752,0.0,0.0,0.0,1.0259782755747437,0.0189971923828125,60.0,-15.0,0.0003509521484375,0.0001373291015625,1.014127854257822
11075584,0.17944182094652206,-0.08000000000000006,-0.08674190391320735,0.0,-0.00215659570403659,0.0,-0.06185987198841758,0.0,0.0,0.0,1.0085419029928744,0.01190185546875,60.0,-15.0,0.000244140625,0.00018310546875,0.9689488485455513
11141120,0.16772628808394074,-0.08000000000000006,-0.08549831371055916,0.0,-0.0022133386191853788,0.0,-0.06676629843423143,0.0,0.0,0.0,1.006827016826719,0.00640869140625,60.0,-15.0,0.0001373291015625,0.0001220703125,0.9463739790953696
11206656,0.17992788809351623,-0.08000000000000006,-0.08115541486768052,0.0,-0.002019675011979416,0.0,-0.06600161333335564,0.0,0.0,0.0,1.01474779099226,0.006866455078125,60.0,-15.0,0.0001678466796875,0.000213623046875,0.9721612241119146
11272192,0.25561954302247614,-0.08000000000000006,-0.07104186565265991,0.0,-0.0024734123771850136,0.0,-0.05385334586026147,0.0,0.0,0.0,1.0213883039541543,0.02197265625,60.0,-15.0,0.000396728515625,0.0001220703125,1.0914800958707929
11337728,0.21697631175629795,-0.08000000000000006,-0.08127479098038748,0.0,-0.0021933347452431917,0.0,-0.0683304455014877,0.0,0.0,0.0,1.0182719146832824,0.02197265625,60.0,-15.0,0.0003814697265625,6.103515625e-05,1.0253632948733866
11403264,0.18907472665887326,-0.08000000000000006,-0.08506216946989298,0.0,-0.0028812464797738357,0.0,-0.07501762337051332,0.0,0.0,0.0,1.002241488546133,0.016937255859375,60.0,-15.0,0.00030517578125,9.1552734375e-05,0.9652058677747846
11468800,0.1860741712152958,-0.08000000000000006,-0.08566223829984665,0.0,-0.00281904567964375,0.0,-0.07702640612842515,0.0,0.0,0.0,1.0073659345507622,0.0093841552734375,60.0,-15.0,0.00018310546875,0.0001068115234375,0.9572156006470323
11534336,0.18539366347249597,-0.08000000000000006,-0.08148481871467084,0.0,-0.002722581342823105,0.0,-0.0768525468884036,0.0,0.0,0.0,1.0143875912763178,0.0112152099609375,60.0,-15.0,0.0002288818359375,0.0001678466796875,0.9697688058950007
11599872,0.2617292784852907,-0.08000000000000006,-0.06034136039670557,0.0,-0.0020506246819422813,0.0,-0.04561788181308657,0.0,0.0,0.0,0.994904747698456,0.0171661376953125,60.0,-15.0,0.00030517578125,7.62939453125e-05,1.0857082828879356
11665408,0.21918341785203665,-0.08000000000000006,-0.07119791809236631,0.0,-0.002111997246174724,0.0,-0.05751514877192676,0.0,0.0,0.0,1.008577230386436,0.0238037109375,60.0,-15.0,0.00042724609375,0.0001220703125,1.040619436185807
11730944,0.200397037435323,-0.08000000000000006,-0.073079225840047,0.0,-0.00301446322373522,0.0,-0.059437112184241414,0.0,0.0,0.0,1.02575694443658,0.0091552734375,60.0,-15.0,0.0001678466796875,6.103515625e-05,1.0197157692164183
11796480,0.18962223618291318,-0.08000000000000006,-0.07143439201172441,0.0,-0.003081729200857808,0.0,-0.06586802110541612,0.0,0.0,0.0,1.0265508024021983,0.01373291015625,60.0,-15.0,0.000244140625,6.103515625e-05,1.0094595258124173
11862016,0.1873487422708422,-0.08000000000000006,-0.06642302824184299,0.0,-0.0030582921208406333,0.0,-0.06673129100818187,0.0,0.0,0.0,1.0265272972173989,0.014190673828125,60.0,-15.0,0.000274658203125,0.000152587890625,1.011703806463629
11927552,0.26744126016274095,-0.08000000000000006,-0.05312834639335051,0.0,-0.0017916568449436454,0.0,-0.04204176159691997,0.0,0.0,0.0,0.9943372458219528,0.01373291015625,60.0,-15.0,0.000244140625,6.103515625e-05,1.0984852914698422
11993088,0.22072705696336925,-0.08000000000000006,-0.06322554664802738,0.0,-0.0022664305861326284,0.0,-0.05729423993034288,0.0,0.0,0.0,1.0343362037092447,0.0116729736328125,60.0,-15.0,0.000213623046875,7.62939453125e-05,1.0638668909668922
12058624,0.1927512070396915,-0.08000000000000006,-0.06283610174432397,0.0,-0.0030336783929669764,0.0,-0.06588211678899825,0.0,0.0,0.0,1.0464003002271056,0.0098419189453125,60.0,-15.0,0.00018310546875,7.62939453125e-05,1.0371632911264896
12124160,0.1885790170636028,-0.08000000000000006,-0.0637211591238156,0.0,-0.0028293636605667416,0.0,-0.06995450414251536,0.0,0.0,0.0,1.0338600920513272,0.0066375732421875,60.0,-15.0,0.0001220703125,4.57763671875e-05,1.012523286510259
12189696,0.1934688517358154,-0.08000000000000006,-0.06197168736252934,0.0,-0.0028184049060655525,0.0,-0.06187107085133903,0.0,0.0,0.0,1.0188099993392825,0.011444091796875,60.0,-15.0,0.0002288818359375,0.000152587890625,1.0169037384912372
12255232,0.27687793760560453,-0.08000000000000006,-0.04897550991154276,0.0,-0.0021192202329984866,0.0,-0.039741882123053074,0.0,0.0,0.0,1.0123525490052998,0.0102996826171875,60.0,-15.0,0.0001983642578125,0.0001068115234375,1.1285766893997788
12320768,0.22262532182503492,-0.08000000000000006,-0.05634198695770465,0.0,-0.0015026059136289405,0.0,-0.05033339103101753,0.0,0.0,0.0,1.0546114221215248,0.0025177001953125,60.0,-15.0,6.103515625e-05,7.62939453125e-05,1.0914907176047564
12386304,0.19826191174797714,-0.08000000000000006,-0.054786758235422894,0.0,-0.002268178296617407,0.0,-0.0573654813633766,0.0,0.0,0.0,1.0840393491089344,0.0091552734375,60.0,-15.0,0.0001678466796875,6.103515625e-05,1.096970320213586
12451840,0.2013423627940938,-0.08000000000000006,-0.05198469496099278,0.0,-0.0030548867744073505,0.0,-0.062364841491216794,0.0,0.0,0.0,1.092208600603044,0.0125885009765625,60.0,-15.0,0.0002288818359375,7.62939453125e-05,1.1086537218652666
12517376,0.20293568819761276,-0.08000000000000006,-0.053788007324328646,0.0,-0.003188462285834248,0.0,-0.06477632583118975,0.0,0.0,0.0,1.0783503479324281,0.012359619140625,60.0,-15.0,0.000244140625,0.000152587890625,1.0917303198948503
12582912,0.27924423245713115,-0.08000000000000006,-0.04622741669300012,0.0,-0.0023147366246121237,0.0,-0.04543764973641373,0.0,0.0,0.0,1.05293807387352,0.013275146484375,60.0,-15.0,0.0002288818359375,3.0517578125e-05,1.171439582016319
12648448,0.21621071884874254,-0.08000000000000006,-0.05812306486768648,0.0,-0.002776283523417078,0.0,-0.05690103649976663,0.0,0.0,0.0,1.0959727228619158,0.0038909912109375,60.0,-15.0,9.1552734375e-05,0.0001068115234375,1.118157085031271
12713984,0.19628114718943834,-0.08000000000000006,-0.06321404487243854,0.0,-0.0025945192101062275,0.0,-0.06891129285213538,0.0,0.0,0.0,1.116794335655868,0.0006866455078125,60.0,-15.0,4.57763671875e-05,0.0001373291015625,1.0988951893523335
12779520,0.19603876513428986,-0.08000000000000006,-0.061917582963360474,0.0,-0.00279886856333178,0.0,-0.07201357575831935,0.0,0.0,0.0,1.1157806944102049,0.0038909912109375,60.0,-15.0,7.62939453125e-05,4.57763671875e-05,1.0989277614280581
12845056,0.19244627794250846,-0.08000000000000006,-0.059237088047666475,0.0,-0.002154562872419774,0.0,-0.07003493543015793,0.0,0.0,0.0,1.1137752570211887,0.0116729736328125,60.0,-15.0,0.0002593994140625,0.0002593994140625,1.106186215300113
12910592,0.2781118128914386,-0.08000000000000006,-0.053109375716303475,0.0,-0.0034019540125882486,0.0,-0.048065274342661723,0.0,0.0,0.0,1.1018943157978356,0.0070953369140625,60.0,-15.0,0.0001220703125,1.52587890625e-05,1.2025066250935197
12976128,0.21746463736053556,-0.08000000000000006,-0.06908728065900505,0.0,-0.004690977519203443,0.0,-0.06122796083218418,0.0,0.0,0.0,1.1564077446237206,0.0048065185546875,60.0,-15.0,0.0001068115234375,0.0001068115234375,1.1635492956265807
13041664,0.19272346911020577,-0.08000000000000006,-0.06841199763584882,0.0,-0.00449467643557,0.0,-0.06900296988897026,0.0,0.0,0.0,1.15914467535913,0.0070953369140625,60.0,-15.0,0.0001373291015625,7.62939453125e-05,1.1369652240537107
13107200,0.20832406403496861,-0.08000000000000006,-0.06832131400005892,0.0,-0.004204306282190373,0.0,-0.07251735863974318,0.0,0.0,0.0,1.173901990056038,0.010528564453125,60.0,-15.0,0.000213623046875,0.000152587890625,1.1675331639125943
13172736,0.1938320683548227,-0.08000000000000006,-0.07316499791340902,0.0,-0.0034903953874163562,0.0,-0.07403017970500514,0.0,0.0,0.0,1.1681566713377833,0.00732421875,60.0,-15.0,0.00018310546875,0.000244140625,1.1383554209023714
13238272,0.2777171458583325,-0.08000000000000006,-0.06194677503663115,0.0,-0.0013976800883028773,0.0,-0.05387392546981573,0.0,0.0,0.0,1.1430994141846895,0.00640869140625,60.0,-15.0,0.0001373291015625,0.0001220703125,1.2298541348427534
13303808,0.21766269870568067,-0.08000000000000006,-0.07547665556194261,0.0,-0.0017836066544987261,0.0,-0.08099535579094663,0.0,0.0,0.0,1.1847235430032015,0.007781982421875,60.0,-15.0,0.000152587890625,9.1552734375e-05,1.1718112174421549
13369344,0.18959566857665777,-0.08000000000000006,-0.0754021160537377,0.0,-0.0026189332611465943,0.0,-0.08507055148947984,0.0,0.0,0.0,1.1935718767344952,0.01190185546875,60.0,-15.0,0.000213623046875,6.103515625e-05,1.1519084079191089
13434880,0.1912139499327168,-0.08000000000000006,-0.07113392296014354,0.0,-0.0027057464121753583,0.0,-0.08522540988633409,0.0,0.0,0.0,1.1663216277956963,0.00640869140625,60.0,-15.0,0.0001373291015625,0.0001220703125,1.124743903055787
13500416,0.18627729185391217,-0.08000000000000006,-0.0688130211783573,0.0,-0.004095565765965148,0.0,-0.08358023141045123,0.0,0.0,0.0,1.1817705342546105,0.008697509765625,60.0,-15.0,0.00018310546875,0.000152587890625,1.1400826876051724
13565952,0.28521224518772215,-0.08000000000000006,-0.05135081002663355,0.0,-0.00154273637872393,0.0,-0.05259041232056916,0.0,0.0,0.0,1.1686243442818522,0.009613037109375,60.0,-15.0,0.0001678466796875,3.0517578125e-05,1.2779270447790623
13631488,0.2224745259154588,-0.08000000000000006,-0.06308685583644547,0.0,-0.0028443110350053757,0.0,-0.07179341290611774,0.0,0.0,0.0,1.2006819434463978,0.00732421875,60.0,-15.0,0.000152587890625,0.0001220703125,1.2126074275001884
13697024,0.19048813625704497,-0.08000000000000006,-0.06200509160407819,0.0,-0.0032515762777620694,0.0,-0.07520947919692844,0.0,0.0,0.0,1.183110011741519,0.0066375732421875,60.0,-15.0,0.0001373291015625,0.0001068115234375,1.1596447620540857
13762560,0.20309125224594027,-0.08000000000000006,-0.06102062371792272,0.0,-0.0035520743767847307,0.0,-0.07120264117838815,0.0,0.0,0.0,1.164025614503771,0.0130462646484375,60.0,-15.0,0.0002593994140625,0.0001678466796875,1.1641926891170442
